player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Duron Harmon,7872,S,DET,16,2,9.6,64.0,98.4,36.7,23.5,0,1,2,8.0,11,64.4,65.3,66.4,69.2,65.5,56.7,2,75,11.6,5,2,1,92.4,16,624,634,2,36,25,2,262,136,0.4,16.4
Alex Okafor,7885,ED,KC,14,0,10.7,66.7,7.1,9.5,6.3,1,0,0,0.0,16,41.7,53.7,56.4,55.5,61.6,49.3,0,29,33.3,1,0,2,106.3,2,20,281,3,2,3,0,35,7,1.8,17.5
William Gholston,7908,DI,TB,20,0,7.0,100.0,1.9,9.0,9.0,1,0,0,0.0,30,49.2,61.6,67.6,78.0,45.8,29.2,0,7,25.0,1,0,2,95.8,1,9,469,3,3,1,0,7,0,0.8,7.0
John Simon,7911,ED,NE,16,4,-0.2,100.0,30.2,8.3,8.3,0,0,2,16.7,19,53.5,48.3,77.6,49.2,49.2,40.4,0,13,11.1,2,0,1,91.0,12,104,344,9,12,12,0,70,72,0.7,5.8
Steven Means,7929,ED,ATL,16,1,-2.0,100.0,5.4,10.5,10.5,0,0,0,0.0,2,70.8,57.3,56.7,62.2,48.4,30.3,0,11,12.5,1,0,3,89.6,2,22,410,5,6,2,0,11,15,0.5,5.5
A.J. Klein,7930,LB,BUF,17,4,3.0,71.2,78.3,7.9,5.7,0,0,4,7.7,4,56.8,46.4,58.7,80.6,29.7,32.2,0,50,19.0,8,2,2,94.9,37,307,392,18,30,52,1,338,333,1.1,9.1
Micah Hyde,7941,S,BUF,18,7,10.0,55.6,97.3,45.1,25.1,0,1,4,14.8,4,69.2,70.3,51.1,60.6,75.2,72.8,1,23,6.1,3,4,3,67.4,15,710,730,5,39,27,1,143,46,0.2,9.5
Vince Williams,7988,LB,PIT,15,3,7.7,68.8,85.0,9.9,6.8,0,0,1,2.1,25,41.9,50.3,57.2,82.7,54.3,39.8,0,73,21.9,7,0,1,123.1,33,350,412,12,22,48,4,414,226,1.3,12.5
Jordan Poyer,8000,S,BUF,19,11,6.5,72.7,92.2,16.9,12.3,0,1,5,9.1,4,70.4,71.3,52.2,72.1,70.2,75.2,2,55,9.5,7,2,3,104.1,40,711,771,15,56,55,5,347,156,0.5,8.7
A.J. Bouye,8110,CB,DEN,7,1,10.5,63.9,100.0,9.7,6.2,1,0,7,19.4,10,52.4,55.6,39.0,,70.9,54.7,0,25,19.0,4,6,3,102.9,23,234,234,1,16,36,2,251,110,1.1,10.9
Jahleel Addae,8117,S,LAC,10,2,10.0,66.7,97.5,24.7,16.4,0,0,1,11.1,27,56.7,51.2,79.4,53.7,40.0,61.8,1,27,16.7,2,1,0,57.4,6,155,159,1,8,9,0,85,27,0.6,14.2
Benson Mayowa,8196,ED,SEA,14,0,-0.8,60.0,8.0,11.0,6.6,2,0,1,20.0,29,74.5,60.4,56.0,61.5,52.5,42.9,0,18,44.4,4,1,3,70.4,3,34,423,9,5,5,0,22,21,0.7,7.3
Bradley McDougald,8220,S,NYJ,7,5,12.2,81.3,97.2,17.2,14.0,0,0,3,18.8,22,42.8,41.0,38.3,63.9,48.2,64.0,0,38,0.0,0,3,2,118.8,13,241,248,1,19,16,0,206,71,0.9,15.8
Will Compton,8308,LB,TEN,7,0,5.6,70.0,85.9,8.4,5.9,0,0,0,0.0,31,38.5,47.0,80.4,49.9,66.1,59.3,0,21,25.0,1,0,0,133.3,7,61,71,0,3,10,1,95,57,1.6,13.6
Brandon Copeland,8378,LB,NE,4,0,3.0,100.0,51.7,5.0,5.0,0,0,0,0.0,19,48.7,65.2,78.8,68.4,69.3,80.8,0,9,0.0,0,0,0,118.8,3,15,29,1,2,3,1,9,3,0.6,3.0
Jeff Heath,8396,S,LV,11,1,11.6,64.7,96.0,20.4,13.2,0,0,1,5.9,23,72.8,72.8,84.6,50.7,65.8,80.4,3,26,6.3,1,1,0,67.6,11,241,251,2,14,17,1,129,17,0.6,11.7
Chris Banjo,8419,S,ARZ,11,3,6.2,76.5,97.8,19.1,14.6,0,0,2,11.8,1,63.6,63.6,83.2,59.9,59.4,78.4,0,27,4.0,1,2,0,99.9,13,266,272,4,21,17,0,139,85,0.6,10.7
Jordan Dangerfield,8468,S,PIT,4,0,,,100.0,,,0,0,0,,25,63.6,67.7,99.6,,63.4,,0,,,0,0,0,0.0,0,7,7,0,0,0,0,0,0,0.0,
Nickell Robey-Coleman,8483,CB,PHI,15,1,7.1,82.1,97.1,8.3,6.8,0,0,2,3.6,24,53.3,51.1,54.5,90.8,31.9,32.3,0,52,16.2,6,1,3,124.2,46,404,416,10,30,56,3,533,265,1.4,11.6
LaRoy Reynolds,8500,LB,ATL,6,0,5.7,66.7,83.9,12.5,8.3,0,0,1,33.3,2,67.3,58.6,0.0,63.7,56.0,36.8,0,11,0.0,0,1,1,82.6,2,26,31,0,2,3,0,18,6,0.7,9.0
Mike Purcell,8530,DI,DEN,6,0,,,0.8,,,0,0,0,,10,59.3,60.2,83.9,51.0,65.0,39.5,0,,0.0,0,0,0,0.0,0,1,118,2,1,0,0,0,0,0.0,
Jadeveon Clowney,8636,ED,TEN,8,1,,,3.6,,,0,1,0,,31,80.3,74.9,57.0,69.6,69.9,64.3,0,,40.0,2,0,2,0.0,0,10,276,1,2,0,0,0,0,0.0,
Khalil Mack,8640,ED,CHI,17,0,5.2,50.0,8.8,16.7,8.3,2,1,0,0.0,6,66.9,92.5,69.7,90.8,92.0,74.4,1,47,20.0,1,0,3,48.6,3,51,582,12,4,6,0,64,53,1.3,21.3
Anthony Barr,8644,LB,MIN,2,0,-2.7,100.0,75.5,11.7,11.7,1,0,0,0.0,18,66.7,47.5,0.0,47.7,42.4,63.5,0,12,25.0,1,0,1,94.4,3,37,49,0,3,3,0,20,28,0.6,6.7
Kyle Fuller,8649,CB,CHI,17,6,11.7,56.3,99.7,14.3,8.1,0,1,10,12.5,6,70.2,64.0,33.3,65.2,38.7,42.8,1,49,8.3,5,6,7,87.1,45,682,684,15,49,80,4,512,137,0.8,11.4
Dee Ford,8658,ED,SF,1,1,,,6.7,,,0,0,0,,28,61.4,59.1,79.8,60.0,55.1,71.9,0,,0.0,0,0,0,0.0,0,2,30,0,0,0,0,0,0,0.0,
Darqueze Dennard,8659,CB,ATL,8,4,9.2,64.2,99.0,8.3,5.3,0,1,7,13.2,2,63.1,66.0,84.4,52.6,76.7,65.7,1,24,9.1,3,3,3,89.2,34,297,300,9,26,53,3,288,111,1.0,8.5
Jason Verrett,8660,CB,SF,13,1,9.0,68.3,99.6,10.8,7.4,0,1,9,14.3,28,76.1,77.6,88.2,55.6,76.2,59.9,2,49,11.8,6,6,2,76.3,43,491,493,7,44,63,1,382,141,0.8,8.9
Jimmie Ward,8665,S,SF,14,6,7.2,73.3,96.5,14.2,10.4,1,1,3,6.7,28,72.5,73.5,64.5,69.3,71.3,90.4,0,32,4.9,2,3,4,100.4,33,491,509,11,33,45,1,322,153,0.7,9.8
Bradley Roby,8666,CB,HST,10,2,12.8,62.2,99.7,13.8,8.6,1,0,7,18.9,13,72.2,71.5,86.9,58.5,61.7,66.8,1,29,0.0,0,5,7,95.4,23,337,338,6,28,37,3,229,60,0.7,10.0
Demarcus Lawrence,8669,ED,DAL,16,1,-5.0,100.0,3.0,11.0,11.0,0,0,0,0.0,9,67.1,88.7,39.3,85.7,79.7,29.9,0,2,25.0,2,0,5,79.2,1,12,406,10,5,1,0,2,7,0.2,2.0
Kyle Van Noy,8675,LB,MIA,14,4,3.6,90.9,50.8,11.9,10.8,0,2,3,13.6,17,51.2,61.6,66.1,70.8,60.4,44.4,0,36,28.6,8,3,2,110.8,20,254,500,9,16,22,0,233,156,1.0,11.7
Lamarcus Joyner,8676,CB,LV,14,2,7.7,70.5,95.3,9.4,6.6,2,1,7,11.5,23,55.2,53.8,57.4,43.6,55.9,82.0,0,35,6.8,3,5,5,92.5,43,428,449,6,39,61,0,464,256,1.2,10.8
Stephon Tuitt,8681,DI,PIT,16,0,,,0.4,,,0,0,0,,25,61.1,75.8,89.2,78.0,60.6,51.5,0,,66.7,2,0,0,0.0,0,2,524,10,1,0,0,0,0,0.0,
Trent Murphy,8682,ED,BUF,11,1,6.0,100.0,5.3,4.0,4.0,0,0,0,0.0,4,55.8,65.5,88.7,68.2,56.2,52.3,0,13,12.5,1,0,0,106.9,3,12,228,5,6,3,0,29,11,2.4,9.7
Jeremiah Attaochu,8685,ED,DEN,13,0,2.0,100.0,13.8,6.6,6.6,0,0,1,20.0,10,55.8,62.5,68.6,62.9,61.5,74.3,0,15,20.0,1,0,1,100.8,5,34,247,7,4,5,0,41,31,1.2,8.2
Christian Kirksey,8706,LB,GB,13,6,4.5,85.4,94.3,8.1,6.9,0,0,3,6.3,12,51.0,48.2,51.6,59.5,48.5,61.2,2,45,14.0,6,1,3,117.9,41,349,370,11,31,48,5,390,268,1.2,9.5
Terrence Brooks,8714,S,NE,13,0,11.9,83.3,92.6,11.7,9.8,0,0,2,16.7,19,47.3,49.3,79.8,57.5,57.8,34.8,0,34,25.0,3,0,1,114.9,10,126,136,1,9,12,0,139,62,1.2,13.9
Phillip Gaines,8722,CB,HST,9,2,11.8,72.0,100.0,8.5,6.1,0,1,1,4.0,13,53.5,59.9,82.2,,82.5,69.8,0,42,10.0,2,1,0,146.5,18,156,156,2,16,25,5,269,82,1.8,14.9
Jaylen Watkins,8736,S,LAC,3,0,10.0,50.0,100.0,27.0,13.5,0,0,1,25.0,27,50.4,53.0,78.9,,67.4,63.1,0,31,20.0,1,0,0,79.2,2,58,58,1,4,4,0,34,30,0.6,17.0
Bashaud Breeland,8737,CB,KC,14,4,10.2,58.9,98.6,12.2,7.2,3,2,11,15.1,16,69.4,62.8,21.0,45.9,40.8,37.2,2,54,10.6,5,9,13,90.0,43,566,574,14,38,73,5,481,240,0.9,11.2
Cassius Marsh,8743,ED,PIT,9,1,4.7,100.0,30.6,5.0,5.0,1,0,0,0.0,25,49.0,38.9,51.9,54.9,35.5,29.2,0,23,37.5,3,0,1,118.8,6,33,108,1,4,6,0,76,48,2.5,12.7
Ross Cockrell,8744,CB,TB,10,2,5.9,72.7,92.8,11.3,8.2,1,0,4,18.2,30,73.5,71.2,25.6,52.0,69.8,58.9,0,19,15.4,2,3,2,100.4,16,194,209,7,9,22,1,119,62,0.7,7.4
DaQuan Jones,8747,DI,TEN,17,2,,,3.6,,,0,0,0,,31,58.0,67.7,89.0,66.5,62.9,32.5,0,,0.0,0,0,0,0.0,0,15,413,5,2,0,0,0,0,0.0,
Anthony Hitchens,8754,LB,KC,17,8,3.6,78.9,85.9,10.3,8.1,0,0,2,5.3,16,53.3,49.7,59.3,67.4,47.3,81.5,0,35,3.0,1,2,2,107.8,30,336,391,4,24,38,1,295,229,1.0,9.8
Pierre Desir,8762,CB,BLT,10,2,9.6,75.0,99.7,7.8,5.9,2,2,5,10.4,3,42.5,48.1,86.1,60.0,72.8,58.3,3,48,11.1,4,5,6,115.5,36,304,305,4,30,48,5,486,161,1.7,13.5
Tre Boston,8763,S,CAR,16,7,7.3,69.2,95.6,16.8,11.6,0,2,3,5.8,5,49.9,53.8,87.5,59.9,58.1,55.9,1,36,17.3,9,2,0,96.6,36,635,664,8,36,52,3,319,143,0.5,8.9
Dontae Johnson,8764,CB,SF,10,2,6.9,66.7,94.6,11.7,7.8,1,1,3,14.3,28,65.2,67.7,23.3,64.8,79.2,55.2,0,42,12.5,2,3,4,101.7,14,175,185,5,12,21,1,142,54,0.9,10.1
Kevin Pierre-Louis,8767,LB,WAS,13,4,3.4,80.6,86.2,8.4,6.8,0,0,1,2.8,32,83.9,67.7,49.3,46.3,48.7,58.4,0,34,14.3,5,0,1,128.0,29,256,297,13,26,36,4,210,141,0.9,7.2
Nevin Lawson,8768,CB,LV,14,4,10.0,69.8,99.6,9.9,6.9,1,1,6,9.5,23,54.7,55.6,62.1,78.5,57.2,73.2,0,33,8.3,4,5,5,117.2,44,468,470,12,40,63,5,460,176,1.1,10.5
Brent Urban,8769,DI,CHI,17,0,,,0.5,,,0,0,0,,6,60.8,76.5,66.6,56.0,83.7,45.6,0,,50.0,1,0,1,0.0,0,1,198,3,1,0,0,0,0,0.0,
Ricardo Allen,8782,S,ATL,12,5,16.2,56.3,99.0,42.3,23.8,0,0,3,18.8,2,60.1,62.4,86.3,59.9,66.3,74.5,2,47,0.0,0,3,1,96.6,9,408,412,1,14,16,4,183,47,0.5,20.3
Aaron Lynch,8785,ED,JAX,8,0,,,2.0,,,0,0,0,,15,60.1,50.8,19.1,58.6,52.3,28.6,0,,,0,0,2,0.0,0,2,100,1,0,0,0,0,0,0.0,
Avery Williamson,8786,LB,PIT,16,7,4.2,91.8,87.6,5.6,5.2,0,0,0,0.0,25,33.8,51.9,59.0,49.2,77.4,80.7,1,30,8.5,4,0,1,126.8,56,332,379,8,36,61,5,581,354,1.8,10.4
Devon Kennard,8809,ED,ARZ,13,0,0.0,100.0,3.9,3.0,3.0,0,0,0,0.0,1,26.5,63.8,85.6,64.0,69.8,60.0,0,15,0.0,0,0,0,156.3,3,9,228,4,1,3,1,36,36,4.0,12.0
Dan McCullers,8849,DI,CHI,3,0,,,4.0,,,0,0,0,,6,60.0,58.2,78.9,66.2,56.0,48.1,0,,,0,0,0,0.0,0,1,25,0,0,0,0,0,0,0.0,
T.J. Carrie,8853,CB,IND,14,2,12.4,57.1,99.7,12.4,7.1,0,0,8,19.0,14,63.8,67.9,84.8,42.7,90.0,55.9,2,37,20.0,5,6,4,80.2,24,314,315,4,18,42,2,347,99,1.2,14.5
Terrance Mitchell,8888,CB,CLV,18,4,13.9,55.7,100.0,14.0,7.8,1,4,15,15.5,8,65.3,68.2,89.8,,76.8,72.0,0,44,7.7,5,12,3,100.1,54,796,796,10,56,97,5,801,260,1.1,14.8
Denico Autry,8982,ED,IND,15,2,5.8,100.0,2.6,3.0,3.0,0,0,0,0.0,14,55.4,63.7,49.9,67.0,60.9,57.1,0,21,25.0,2,0,4,106.3,4,12,455,11,4,4,0,38,15,3.2,9.5
Shaquil Barrett,9000,ED,TB,19,1,3.2,100.0,13.5,5.7,5.7,1,0,0,0.0,30,62.2,74.7,37.0,78.2,66.1,54.5,0,24,4.2,1,0,8,103.7,17,102,756,21,22,17,0,151,97,1.6,8.9
Josh Mauro,9003,DI,ARZ,3,0,5.0,100.0,3.6,2.0,2.0,0,0,0,0.0,1,58.4,39.8,80.8,53.9,36.8,33.5,0,6,0.0,0,0,0,91.7,1,2,56,2,1,1,0,6,1,3.0,6.0
Todd Davis,9007,LB,MIN,8,3,3.8,76.2,87.9,7.9,6.0,0,0,2,9.5,18,51.0,60.6,78.7,60.6,70.2,48.4,0,35,25.0,4,2,1,119.7,16,131,149,6,9,21,1,193,130,1.5,12.1
Christian Jones,9020,ED,DET,16,3,3.8,80.0,33.2,10.0,8.0,0,0,0,0.0,11,33.4,45.7,88.1,52.1,52.5,50.0,0,16,22.2,4,0,0,121.7,8,82,247,5,11,10,1,52,21,0.7,6.5
Malcolm Butler,9040,CB,TEN,17,5,11.2,62.0,99.4,9.2,5.7,0,2,14,11.6,31,75.8,74.5,89.8,50.2,61.2,75.0,5,53,6.4,5,11,2,78.6,75,722,726,20,68,121,4,903,265,1.3,12.0
Kerry Hyder,9045,ED,SF,16,0,4.0,50.0,5.6,25.0,12.5,0,0,2,100.0,28,72.6,68.6,84.3,58.8,69.9,46.6,0,3,66.7,8,0,1,56.3,1,26,463,9,4,2,0,3,1,0.1,3.0
Adarius Taylor,9074,LB,CAR,10,0,6.6,90.9,94.9,5.5,5.0,0,0,0,0.0,5,51.1,45.5,76.5,56.8,45.2,62.2,0,23,0.0,0,0,0,110.2,10,56,59,5,8,11,0,115,47,2.1,11.5
Adrian Phillips,9177,S,NE,16,9,5.4,78.0,90.0,11.3,8.8,0,0,3,7.3,19,62.2,66.2,85.6,57.4,68.8,79.4,2,25,9.6,5,2,0,86.8,32,378,420,13,38,41,1,318,208,0.9,9.9
Zach Kerr,9195,DI,CAR,13,0,,,0.9,,,0,0,0,,5,59.0,84.1,68.9,77.7,77.8,68.4,0,,,0,0,1,0.0,0,2,226,2,0,0,0,0,0,0.0,
C.J. Goodwin,9243,S,DAL,3,1,,,77.8,,,0,0,0,,9,67.9,66.4,92.1,49.0,,75.2,0,,0.0,0,0,0,0.0,0,14,18,0,0,0,0,0,0,0.0,
Daniel Sorensen,9253,S,KC,18,4,7.8,76.0,86.6,10.2,7.7,1,1,2,2.7,16,56.9,48.4,70.5,53.3,31.5,38.0,3,29,12.5,9,1,5,103.5,57,625,722,16,59,75,5,585,367,1.0,10.3
Brandon Dunn,9262,DI,HST,13,0,,,1.0,,,0,0,0,,13,64.7,35.5,57.8,53.4,33.7,76.0,0,,0.0,0,0,2,0.0,0,2,191,1,2,0,0,0,0,0.0,
Joe Thomas,9272,LB,DAL,11,2,5.7,78.3,90.1,11.2,8.8,0,0,2,8.7,9,60.7,47.7,40.8,65.4,35.4,65.8,0,42,0.0,0,2,2,126.6,18,218,242,9,16,23,2,171,82,0.8,9.5
Mike Pennel,9316,DI,KC,17,0,,,0.6,,,0,0,1,,16,70.5,63.6,86.9,53.6,64.1,62.3,0,,0.0,0,0,0,0.0,0,1,180,1,2,0,0,0,0,0.0,
K'Waun Williams,9332,CB,SF,8,0,2.9,69.2,86.2,9.3,6.4,0,0,2,7.7,28,64.8,66.2,82.2,67.4,61.2,64.4,0,33,14.3,2,1,2,85.7,18,175,203,8,12,26,0,162,119,1.0,9.0
Jayrone Elliott,9336,ED,PIT,2,0,4.0,100.0,42.1,8.0,8.0,0,0,0,0.0,25,43.0,36.6,78.0,52.4,42.9,74.5,0,16,0.0,0,0,0,118.8,1,8,19,2,1,1,0,16,12,2.0,16.0
Dante Fowler Jr.,9436,ED,ATL,14,1,2.0,100.0,11.9,25.0,25.0,3,0,2,100.0,2,73.1,49.9,8.9,60.9,39.6,28.9,0,5,75.0,3,1,8,79.2,2,52,436,3,0,2,0,3,-1,0.1,1.5
Leonard Williams,9439,DI,NYG,16,3,,,1.2,,,0,0,0,,21,55.8,79.8,60.7,69.9,82.6,66.1,0,,37.5,3,0,3,0.0,0,6,509,12,2,0,0,0,0,0.0,
Vic Beasley Jr.,9441,ED,LV,10,0,,,5.6,,,0,0,0,,23,44.0,51.6,30.6,50.0,73.5,30.7,0,,0.0,0,0,2,0.0,0,8,142,1,1,0,0,0,0,0.0,
Danny Shelton,9445,DI,DET,12,0,,,0.4,,,1,0,0,,11,66.9,51.1,57.4,64.0,44.9,44.1,0,,25.0,1,0,2,0.0,0,1,237,1,3,0,0,0,0,0.0,
Kevin Johnson,9449,CB,CLV,13,2,7.0,75.5,94.3,10.1,7.6,0,0,5,10.2,8,52.6,51.4,55.0,55.5,50.1,42.8,0,26,17.6,6,3,3,106.8,37,396,420,8,26,49,1,412,225,1.1,11.1
Arik Armstead,9450,ED,SF,16,4,-1.0,50.0,1.9,9.0,4.5,1,0,2,100.0,28,70.3,76.0,53.7,65.6,79.5,48.1,0,2,20.0,2,1,4,56.3,1,9,472,7,4,2,0,2,1,0.2,2.0
Marcus Peters,9451,CB,BLT,16,0,13.4,62.2,99.4,11.2,7.0,2,1,11,12.2,3,72.1,67.2,29.5,92.9,35.8,29.4,5,50,15.0,9,5,8,81.0,56,669,673,15,51,90,5,684,213,1.1,12.2
Bud Dupree,9455,ED,PIT,11,0,5.2,83.3,8.1,6.2,5.2,0,1,1,16.7,25,40.0,60.2,73.4,61.2,63.4,48.1,0,18,71.4,5,1,1,107.6,5,32,397,11,2,6,0,59,34,1.9,11.8
Shaq Thompson,9458,LB,CAR,16,8,5.2,78.8,86.1,8.6,6.8,0,0,4,5.0,5,45.0,49.8,86.7,53.9,57.5,67.0,0,32,6.6,4,4,1,101.7,63,566,657,19,49,80,2,513,278,0.9,8.1
Byron Jones,9460,CB,MIA,14,3,14.0,65.6,99.6,11.8,7.7,0,0,3,4.9,17,61.5,63.6,88.5,73.2,65.2,29.6,2,85,16.7,6,2,1,117.0,40,496,498,6,27,61,5,683,290,1.5,17.1
Damarious Randall,9463,S,SEA,6,0,,,95.5,,,0,0,0,,29,57.5,62.1,76.7,59.0,71.1,29.7,0,,100.0,1,0,0,0.0,0,21,22,0,0,0,0,0,0,0.0,
Malcom Brown,9465,DI,NO,15,1,,,1.7,,,0,0,0,,20,55.0,71.7,68.0,64.6,74.4,59.4,0,,66.7,2,0,1,0.0,0,4,232,1,0,0,0,0,0,0.0,
Landon Collins,9466,S,WAS,7,1,10.6,68.8,93.4,17.5,12.0,0,0,0,0.0,32,56.1,60.0,42.5,94.1,52.5,33.8,1,56,21.4,3,0,2,107.3,11,199,213,7,10,16,3,132,61,0.7,12.0
Preston Smith,9471,ED,GB,18,2,3.8,76.5,21.1,8.7,6.6,0,0,0,0.0,12,47.5,55.5,53.4,55.8,64.0,51.9,0,17,11.1,1,0,4,115.3,13,119,565,6,6,17,1,122,75,1.1,9.4
Benardrick McKinney,9476,LB,HST,4,3,7.7,55.6,84.2,15.0,8.3,0,0,1,11.1,13,61.6,57.8,82.1,45.3,58.1,49.7,0,22,11.1,1,1,0,72.9,5,80,95,1,5,9,0,53,31,0.7,10.6
Eric Kendricks,9478,LB,MIN,11,4,6.4,73.8,87.7,12.3,9.1,0,0,4,9.5,18,90.7,82.6,86.9,47.4,62.8,71.8,3,33,11.1,4,4,0,60.5,31,398,454,13,28,42,0,269,138,0.7,8.7
Jaquiski Tartt,9479,S,SF,7,3,10.9,70.0,97.7,29.3,20.5,1,1,2,20.0,28,63.5,65.3,35.8,79.1,65.7,74.1,1,17,0.0,0,2,1,85.8,7,217,222,4,13,10,2,61,20,0.3,8.7
Eric Rowe,9480,S,MIA,16,6,7.4,63.5,94.8,11.0,7.0,0,2,9,12.2,17,64.1,58.9,64.4,64.0,46.7,71.5,2,33,6.1,4,9,2,76.9,47,549,579,17,56,74,1,508,231,1.0,10.8
Denzel Perryman,9481,LB,LAC,13,5,2.6,76.2,93.5,9.0,6.9,0,1,1,4.8,27,74.1,83.3,0.0,75.6,86.3,74.5,0,13,5.3,1,1,3,98.3,16,158,169,5,13,21,1,85,74,0.6,5.3
Ronald Darby,9483,CB,WAS,17,4,14.6,54.4,99.1,11.1,6.0,1,2,20,19.4,32,68.2,69.7,86.9,58.5,70.2,72.1,0,55,4.1,2,15,2,95.2,56,651,657,9,43,103,4,862,172,1.4,15.4
Jordan Phillips,9485,DI,ARZ,9,0,,,1.8,,,0,0,0,,1,63.1,54.4,84.1,69.5,35.5,33.5,0,,50.0,1,0,0,0.0,0,3,166,2,1,0,0,0,0,0.0,
Markus Golden,9491,ED,ARZ,16,3,-4.0,100.0,4.7,4.3,4.3,0,0,0,0.0,1,40.6,59.9,50.4,75.1,41.5,33.6,1,19,40.0,4,0,3,63.5,4,18,380,7,3,4,0,35,51,2.1,8.8
Randy Gregory,9493,ED,DAL,10,2,-4.0,0.0,2.7,,4.0,0,0,0,0.0,9,50.0,80.5,5.9,81.9,79.4,49.9,0,,42.9,3,0,5,39.6,0,5,187,5,2,1,0,0,0,0.0,
Frank Clark,9496,ED,KC,18,0,-1.5,100.0,4.5,13.5,13.5,0,0,0,0.0,16,74.3,54.3,52.4,56.3,50.2,62.0,0,6,44.4,4,0,5,91.7,2,27,606,13,5,2,0,12,15,0.4,6.0
Jordan Richards,9497,S,BLT,5,0,,,100.0,,,0,0,0,,3,68.0,49.6,72.5,,37.0,23.1,0,,,0,0,0,0.0,0,9,9,0,0,0,0,0,0,0.0,
P.J. Williams,9511,S,NO,16,6,14.1,68.8,99.3,17.4,12.0,0,0,2,6.3,20,38.0,40.5,87.3,54.6,57.7,44.5,1,64,16.7,6,2,1,108.7,22,408,411,3,24,32,1,399,123,1.0,18.1
Jordan Hicks,9517,LB,ARZ,16,10,4.4,71.9,83.3,12.2,8.8,0,2,1,1.8,1,62.6,50.4,86.8,47.6,40.4,68.0,1,27,9.3,5,1,1,82.9,41,539,647,12,39,57,0,386,246,0.8,9.4
Henry Anderson,9526,DI,NYJ,16,0,9.5,100.0,1.0,1.5,1.5,0,0,0,0.0,22,48.0,67.9,74.5,63.6,72.2,51.7,0,45,50.0,1,0,1,118.8,2,3,310,0,1,2,0,58,39,19.3,29.0
Steven Nelson,9531,CB,PIT,16,5,12.5,56.8,100.0,12.5,7.1,1,1,9,11.1,25,68.6,68.1,45.8,,67.2,61.9,2,41,6.8,3,4,4,81.5,46,605,605,12,36,81,4,504,205,0.9,11.0
Angelo Blackson,9533,DI,ARZ,16,0,,,2.2,,,1,0,0,,1,54.9,44.1,61.0,57.9,40.4,25.7,0,,50.0,2,0,2,0.0,0,7,321,3,2,0,0,0,0,0.0,
Trey Flowers,9534,ED,DET,7,0,,,4.7,,,0,0,1,,11,79.6,83.3,67.6,72.7,75.5,72.0,0,,0.0,0,1,1,0.0,0,9,192,3,4,0,0,0,0,0.0,
Za'Darius Smith,9555,ED,GB,18,1,9.0,100.0,1.1,3.5,3.5,2,0,0,0.0,12,55.1,76.3,14.3,84.2,61.5,61.7,0,20,33.3,1,0,9,118.8,2,7,619,15,1,2,0,26,8,3.7,13.0
Kwon Alexander,9557,LB,NO,12,3,2.8,71.4,83.7,10.2,7.3,0,1,4,9.5,20,55.6,58.6,59.4,66.4,60.2,47.9,0,23,14.8,4,4,3,108.4,30,328,392,13,20,42,3,232,178,0.8,7.7
Damien Wilson,9560,LB,KC,16,3,4.9,86.8,78.9,6.8,5.9,0,0,2,5.3,16,53.4,54.2,63.2,61.4,55.4,76.5,0,48,9.4,3,2,2,113.0,33,239,303,9,26,38,1,343,209,1.5,10.4
Grady Jarrett,9570,DI,ATL,16,4,,,0.7,,,1,0,1,,2,67.1,80.2,34.8,83.3,66.2,40.4,0,,20.0,2,0,6,0.0,0,4,574,7,4,0,0,0,0,0.0,
Adrian Amos,9575,S,GB,18,4,8.6,64.8,97.9,18.5,12.0,0,1,11,20.4,12,92.1,89.9,85.0,63.4,60.4,71.1,3,24,3.8,2,7,2,79.0,35,685,700,15,47,54,4,277,138,0.4,7.9
Bobby McCain,9578,S,MIA,16,4,15.7,50.0,90.7,100.6,50.3,0,1,4,40.0,17,63.1,62.1,89.3,50.6,61.0,60.4,1,27,16.1,5,4,0,27.5,5,528,582,0,22,10,0,56,17,0.1,11.2
Tyeler Davison,9587,DI,ATL,16,0,,,0.4,,,0,0,0,,2,58.9,58.3,73.0,61.2,55.8,58.9,0,,50.0,1,0,1,0.0,0,1,265,0,1,0,0,0,0,0.0,
David Mayo,9602,LB,NYG,11,1,2.7,100.0,71.9,6.1,6.1,0,0,0,0.0,21,31.7,48.6,82.3,55.8,65.3,52.0,0,27,22.2,2,0,0,112.9,10,64,89,0,6,10,0,111,84,1.8,11.1
Tye Smith,9603,CB,TEN,8,2,11.6,73.7,100.0,8.7,6.4,0,0,1,5.3,31,64.1,61.4,82.7,,41.5,68.8,0,36,0.0,0,1,0,130.6,14,125,125,1,9,19,2,146,25,1.2,10.4
Quandre Diggs,9633,S,SEA,17,6,15.0,60.0,99.3,61.2,36.7,1,0,5,25.0,29,56.2,63.1,42.3,51.8,87.1,83.5,5,41,10.4,5,4,3,95.6,12,760,765,3,37,20,3,209,57,0.3,17.4
