player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Billy Winn,7190,DI,GB,5,0,,,8.7,,,0,0,0,,12,58.1,68.9,77.6,75.4,62.5,71.9,0,,0.0,0,0,0,0.0,0,2,23,0,1,0,0,0,0,0.0,
Nate Ebner,7193,S,NYG,5,0,6.7,100.0,93.3,8.0,8.0,0,0,1,33.3,21,50.1,41.2,74.3,55.0,43.5,26.3,0,20,50.0,1,1,0,118.8,3,28,30,1,1,3,0,41,21,1.7,13.7
Rodney McLeod,7271,S,PHI,13,6,6.0,54.5,95.6,37.6,20.5,0,1,5,22.7,24,77.3,70.8,61.1,54.7,57.1,56.8,1,36,6.7,2,5,1,47.3,12,481,503,6,22,22,0,99,79,0.2,8.3
Michael Thomas,7279,S,HST,6,4,1.2,90.9,81.5,6.9,6.3,0,0,0,0.0,13,51.4,50.3,77.0,50.6,62.9,84.2,0,19,0.0,0,0,1,98.9,10,75,92,3,5,11,0,85,76,1.2,8.5
Tashaun Gipson Sr.,7288,S,CHI,17,4,11.4,65.7,98.7,27.3,18.0,0,2,6,17.1,6,69.9,72.0,86.3,79.3,70.8,72.6,2,39,9.8,4,5,1,90.3,23,669,678,8,33,35,3,241,81,0.4,10.5
L.J. Fort,7292,LB,BLT,16,2,3.5,90.9,78.1,6.4,5.8,0,1,3,9.1,3,64.2,71.5,82.5,55.1,78.6,54.7,0,26,17.2,5,2,0,103.4,30,211,270,11,22,33,1,211,139,1.1,7.0
Julian Stanford,7372,ED,CAR,2,0,,,14.3,,,0,0,0,,5,60.0,73.0,74.0,52.8,77.9,75.5,0,,,0,0,0,0.0,0,1,7,0,0,0,0,0,0,0.0,
Harrison Smith,7641,S,MIN,16,10,15.6,65.4,93.9,31.3,20.5,0,0,5,19.2,18,76.7,74.3,11.7,77.3,70.1,77.0,5,45,6.5,3,5,4,74.0,17,556,592,3,33,26,1,276,80,0.5,16.2
Malik Jackson,7647,DI,PHI,15,1,-5.0,0.0,1.0,,3.0,0,0,0,0.0,24,64.6,64.7,0.0,72.1,63.7,48.0,0,,28.6,2,0,8,39.6,0,3,312,5,4,1,0,0,0,0.0,
Josh Norman,7649,CB,BUF,10,0,9.3,66.7,100.0,13.1,8.7,1,1,4,13.3,4,69.5,72.4,85.3,,78.4,33.0,1,25,25.0,6,3,3,83.7,20,273,273,3,18,30,1,208,61,0.8,10.4
Justin Bethel,7654,CB,NE,2,0,,,100.0,,,0,0,0,,19,76.6,75.1,76.4,,,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Neiko Thorpe,7716,S,SEA,1,0,,,100.0,,,0,0,0,,29,60.0,62.9,64.9,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Barkevious Mingo,7787,ED,CHI,17,3,2.3,75.0,30.1,11.2,8.4,0,1,1,12.5,6,64.0,59.8,86.2,57.7,56.0,47.4,0,21,27.3,3,1,0,127.1,6,68,226,5,5,8,1,44,41,0.7,7.3
D.J. Hayden,7793,CB,JAX,5,0,6.0,85.0,92.2,7.8,6.7,1,0,1,5.0,15,32.6,40.4,81.8,53.6,76.1,54.1,0,35,16.7,2,1,3,128.8,17,142,154,2,10,20,1,218,137,1.6,12.8
Sheldon Richardson,7794,DI,CLV,18,1,5.5,100.0,1.8,5.0,5.0,1,0,0,0.0,8,53.6,68.7,72.3,66.1,67.7,52.9,0,7,18.2,2,0,2,93.8,2,11,602,7,8,2,0,13,2,1.3,6.5
Kenny Vaccaro,7796,S,TEN,14,5,7.1,78.7,92.3,13.9,10.9,2,1,5,10.6,31,60.1,58.7,46.7,56.1,58.9,47.6,0,31,15.1,8,4,4,128.5,37,538,583,8,40,47,4,378,210,0.7,10.2
Desmond Trufant,7803,CB,DET,6,1,10.7,69.0,99.4,8.5,5.8,1,0,2,6.9,11,36.7,38.4,84.0,83.9,41.1,40.4,1,26,12.5,2,2,5,105.2,20,179,180,3,13,29,2,258,86,1.5,12.9
Xavier Rhodes,7806,CB,IND,17,2,11.5,51.3,99.7,14.5,7.4,2,2,11,13.8,14,78.9,77.3,67.1,58.0,64.4,64.1,2,73,10.0,4,10,6,78.3,41,615,617,5,34,80,4,524,137,0.9,12.8
Alec Ogletree,7811,LB,NYJ,2,1,8.8,100.0,82.9,6.8,6.8,0,0,0,0.0,22,29.3,27.9,0.0,68.2,44.4,78.1,0,24,0.0,0,0,2,116.7,4,29,35,0,0,4,0,48,13,1.8,12.0
Darius Slay,7817,CB,PHI,15,0,11.1,77.3,99.8,8.4,6.5,0,0,7,9.3,24,63.1,62.9,64.4,75.5,57.6,60.6,1,52,5.9,3,4,5,115.6,58,517,518,16,48,75,3,743,221,1.5,12.8
Manti Te'o,7819,LB,CHI,1,0,4.5,75.0,96.6,8.7,6.5,0,0,0,0.0,6,51.9,68.1,75.1,60.0,79.6,40.1,0,12,66.7,2,0,0,94.8,3,28,29,1,1,4,0,29,15,1.1,9.7
Kawann Short,7825,DI,CAR,3,1,,,1.4,,,0,0,0,,5,60.1,45.4,37.7,50.6,50.7,71.9,0,,0.0,0,0,1,0.0,0,1,74,0,1,0,0,0,0,0.0,
Kevin Minter,7826,LB,TB,11,0,3.5,69.2,82.0,9.9,6.8,0,0,1,7.7,30,54.7,48.8,0.0,75.4,40.8,40.4,0,17,33.3,5,1,1,105.6,9,91,111,7,10,13,1,63,54,0.7,7.0
Johnathan Hankins,7830,DI,LV,16,1,,,0.9,,,0,0,0,,23,48.1,61.6,18.9,62.5,68.8,29.1,0,,33.3,2,0,7,0.0,0,3,345,3,3,0,0,0,0,0.0,
Jon Bostic,7831,LB,WAS,17,21,5.8,75.7,89.5,9.9,7.5,1,0,3,4.3,32,56.8,53.7,42.4,75.3,47.5,78.4,1,26,7.1,5,2,2,100.3,53,553,618,15,44,70,2,530,292,1.0,10.0
Jamie Collins Sr.,7833,LB,DET,14,5,6.1,74.5,83.6,10.5,7.9,0,1,3,6.4,11,59.3,64.2,59.0,72.5,64.2,61.2,1,33,24.3,9,3,1,106.9,35,393,470,7,23,47,2,422,243,1.1,12.1
Jamar Taylor,7835,CB,SF,7,1,6.1,70.0,89.7,8.6,6.0,0,0,1,5.0,28,52.9,60.7,80.4,62.5,84.3,76.4,2,70,12.5,1,1,0,59.4,14,130,145,2,6,20,0,185,101,1.5,13.2
D.J. Swearinger Sr.,7838,S,NO,8,2,16.0,71.4,98.1,19.4,13.9,0,0,1,14.3,20,60.8,60.6,0.0,56.0,70.9,71.7,0,29,11.1,1,1,1,106.3,5,105,107,3,6,7,0,75,10,0.8,15.0
Travis Kelce,7844,TE,KC,1,0,,,100.0,,,0,0,0,,16,60.0,60.0,62.9,,,,0,,,0,0,7,0.0,0,1,1,0,0,0,0,0,0,0.0,
Tyrann Mathieu,7850,S,KC,18,1,9.4,65.2,94.3,14.7,9.6,0,0,2,2.9,16,63.1,67.0,52.3,66.8,75.9,73.0,7,59,8.5,4,2,6,71.3,45,705,748,10,42,69,4,581,257,0.9,12.9
Blidi Wreh-Wilson,7851,CB,ATL,12,1,6.5,70.6,97.1,13.0,9.2,1,0,1,5.9,2,63.2,62.3,83.3,48.7,58.8,50.7,3,28,25.0,2,1,1,88.7,12,169,174,2,5,17,2,115,54,0.7,9.6
Damontre Moore,7862,ED,SEA,9,2,,,4.3,,,1,0,0,,29,78.0,62.3,4.4,64.4,56.1,75.0,0,,0.0,0,0,3,0.0,0,7,161,2,1,0,0,0,0,0.0,
John Jenkins,7863,DI,CHI,12,0,,,1.7,,,0,0,0,,6,72.5,74.6,83.9,64.8,71.0,66.9,0,,0.0,0,0,0,0.0,0,2,120,1,1,0,0,0,0,0.0,
Logan Ryan,7864,S,NYG,16,10,7.9,74.0,96.0,16.4,12.1,0,1,8,16.0,21,60.8,64.1,87.8,64.6,67.5,65.5,1,32,15.5,11,8,1,105.8,37,631,657,9,50,50,3,364,164,0.6,9.8
Shawn Williams,7865,S,CIN,11,1,9.0,100.0,80.6,9.5,9.5,0,0,2,33.3,7,59.5,60.2,82.1,52.9,67.3,66.5,0,26,12.5,1,1,0,118.8,6,58,72,1,6,6,0,89,35,1.6,14.8
