player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Ahmad Brooks,2945,ED,GB,12,2,0.5,0,0,12,50.8,63.9,15.8,55.4,83.6,61.0,7.1,1,4,129,133,8.5,11,11
Haloti Ngata,2957,DI,DET,5,1,3.6,0,0,11,54.3,66.4,42.5,75.5,61.2,73.1,0.0,0,1,52,52,7.7,4,5
Tamba Hali,2965,ED,KC,6,0,8.0,0,0,16,60.0,59.0,82.2,57.9,58.0,70.5,0.0,0,0,25,26,0.0,0,1
Johnathan Joseph,2969,CB,HST,16,3,8.0,4,0,13,71.0,67.4,0.0,56.2,61.9,60.9,21.4,3,8,250,258,0.4,1,8
Darryl Tapp,3008,ED,TB,3,0,1.5,0,0,30,,44.1,81.1,54.4,42.2,38.3,33.3,1,0,25,26,8.0,2,2
Frostee Rucker,3036,DI,ARZ,16,1,1.5,1,0,1,63.4,61.2,42.2,55.7,67.0,36.1,15.6,5,4,233,245,8.6,20,26
Domata Peko Sr.,3068,DI,DEN,14,12,1.6,0,0,10,80.0,78.4,73.5,56.5,78.4,70.3,5.4,2,1,239,246,8.8,21,23
Elvis Dumervil,3071,ED,SF,16,0,1.0,0,0,28,63.4,68.3,31.1,73.5,45.0,54.9,0.0,0,3,49,50,6.1,3,3
Kyle Williams,3079,DI,BUF,17,10,3.3,0,0,4,57.3,64.8,60.2,62.0,66.6,53.7,10.0,4,3,293,300,6.1,18,26
Antoine Bethea,3152,S,ARZ,15,4,6.8,0,0,1,87.6,86.4,30.7,76.5,80.6,86.6,3.7,1,2,225,230,4.0,9,22
Tom Johnson,3378,DI,MIN,18,6,1.9,1,0,18,62.1,64.3,40.7,61.8,67.6,50.6,3.2,1,5,235,242,8.9,21,24
Tony McDaniel,3423,DI,NO,6,1,1.6,0,1,20,,72.3,80.6,68.7,67.2,73.3,0.0,0,0,52,55,11.5,6,8
Tramon Williams,3558,CB,ARZ,11,1,5.3,0,0,1,83.8,81.5,87.5,56.8,59.2,84.7,16.7,1,2,220,228,0.9,2,4
Brent Grimes,3589,CB,TB,13,1,6.5,0,0,30,75.2,74.1,86.5,,61.1,58.2,12.5,2,0,311,323,1.3,4,13
Darrelle Revis,3630,CB,KC,6,1,7.1,0,0,16,59.4,60.6,83.6,,63.1,61.8,0.0,0,1,70,73,2.9,2,7
Lawrence Timmons,3631,LB,MIA,14,17,2.3,0,0,17,59.2,53.7,84.2,58.6,47.9,47.8,21.0,13,0,353,363,7.4,26,32
Leon Hall,3634,CB,SF,9,1,6.0,0,0,28,51.4,53.6,82.1,66.1,65.0,41.7,16.7,1,0,50,52,4.0,2,4
Reggie Nelson,3637,S,OAK,16,14,8.5,1,2,23,52.9,63.8,90.2,55.8,81.9,74.6,7.8,4,2,409,425,2.4,10,33
Alan Branch,3649,DI,NE,12,5,1.4,0,0,19,39.2,58.2,59.4,54.6,64.4,39.1,15.0,3,1,135,138,6.7,9,12
Paul Posluszny,3650,LB,JAX,19,7,3.6,0,0,15,88.6,87.5,82.6,73.7,72.9,85.2,6.1,2,0,259,265,6.2,16,24
Eric Weddle,3653,S,BLT,16,9,10.3,0,1,3,76.1,73.3,90.6,68.9,60.8,48.1,15.0,6,0,402,414,1.7,7,25
David Harris,3663,LB,NE,10,4,5.2,0,0,19,65.4,61.0,78.4,69.1,52.8,46.5,15.0,3,0,85,86,3.5,3,13
Justin Durant,3664,LB,DAL,5,1,0.8,0,0,9,57.2,59.3,80.9,51.4,64.9,44.1,25.0,3,0,59,59,10.2,6,8
Charles Johnson,3699,ED,CAR,12,8,2.3,0,0,5,52.0,52.6,28.5,54.0,65.8,31.4,19.0,4,5,134,138,4.5,6,9
Brandon Mebane,3701,DI,LAC,16,9,2.9,0,0,27,56.5,49.8,76.4,47.0,54.4,43.9,16.1,5,1,247,254,4.0,10,17
Brian Robison,3718,ED,MIN,16,3,2.5,0,0,18,73.5,62.9,78.3,59.3,60.3,73.1,11.1,2,1,192,196,5.7,11,13
Corey Graham,3784,S,PHI,15,4,6.6,0,0,24,79.3,75.5,82.3,66.1,52.4,55.7,29.4,5,1,100,101,3.0,3,8
William Gay,3786,CB,PIT,10,0,4.3,0,0,25,62.7,59.3,0.0,59.1,52.5,42.5,40.0,2,3,21,22,14.3,3,3
Chris Long,4316,ED,PHI,19,4,2.8,0,0,24,61.9,86.6,66.4,84.8,69.5,49.7,8.7,2,2,147,152,10.2,15,17
Dominique Rodgers-Cromartie,4330,CB,NYG,14,7,6.1,0,0,21,69.0,67.6,85.1,60.5,58.3,49.2,21.7,5,0,205,211,3.9,8,11
Aqib Talib,4334,CB,DEN,15,1,4.3,1,0,10,81.6,81.4,55.2,,76.9,84.7,0.0,0,3,283,288,0.7,2,4
Calais Campbell,4364,ED,JAX,19,13,1.9,0,1,15,69.1,91.0,85.0,81.3,90.3,58.1,8.5,5,1,352,357,9.9,35,41
Pat Sims,4391,DI,CIN,14,10,2.8,0,0,7,60.0,53.5,45.9,67.8,50.4,67.1,4.0,1,2,182,185,3.8,7,14
Cliff Avril,4406,ED,SEA,4,1,2.0,0,0,29,47.6,43.8,0.0,54.9,63.9,44.6,0.0,0,4,51,53,2.0,1,1
Tyvon Branch,4414,S,ARZ,9,11,3.8,1,1,1,79.7,79.2,53.2,63.7,72.4,88.4,7.7,3,1,212,218,6.6,14,25
William Hayes,4417,ED,MIA,10,3,0.2,1,0,17,59.8,90.3,27.9,81.2,91.0,70.5,0.0,0,3,137,140,11.7,16,16
Quintin Demps,4431,S,CHI,3,3,1.5,1,0,6,45.6,48.6,80.7,,67.7,28.4,16.7,1,1,66,71,3.0,2,2
Brandon Carr,4454,CB,BLT,16,3,13.2,2,0,3,66.2,67.7,68.2,49.9,72.5,69.4,11.1,2,10,383,394,1.6,6,13
Orlando Scandrick,4457,CB,DAL,11,1,3.9,0,0,9,48.9,55.3,87.5,50.9,81.6,46.7,8.3,1,3,224,226,3.1,7,10
Erik Walden,4481,ED,TEN,18,11,3.8,0,0,31,70.3,59.6,24.4,63.8,54.3,74.3,3.4,1,5,227,231,4.0,9,17
Ahtyba Rubin,4504,DI,ATL,13,3,2.9,0,0,2,,67.2,50.5,63.7,67.3,73.6,0.0,0,1,93,97,6.5,6,8
Wesley Woodyard,4583,LB,TEN,18,22,3.7,0,0,31,48.4,65.1,86.7,62.4,82.9,77.1,3.4,3,1,403,410,9.7,39,63
Leger Douzable,4654,ED,SF,5,1,3.4,1,0,28,46.3,54.6,60.2,51.6,63.3,55.6,9.5,2,1,126,128,9.5,12,18
Jerrell Freeman,4888,LB,CHI,1,0,2.8,0,0,6,32.6,50.7,76.4,73.6,78.9,54.5,0.0,0,0,20,22,5.0,1,4
Cameron Wake,4907,ED,MIA,16,6,4.9,1,0,17,52.8,75.0,49.9,81.5,65.2,77.6,4.8,1,5,188,198,4.3,8,14
Brian Orakpo,4936,ED,TEN,18,5,1.8,0,0,31,69.1,78.2,90.0,75.0,65.8,89.1,4.0,1,0,292,298,5.8,17,19
Malcolm Jenkins,4937,S,PHI,19,8,6.2,0,1,24,74.3,74.5,85.2,56.9,74.4,75.0,10.5,4,1,341,349,4.4,15,26
Brian Cushing,4938,LB,HST,5,1,3.2,1,0,13,38.8,59.3,27.7,64.7,69.2,71.6,6.3,1,2,108,112,9.3,10,14
Robert Ayers,4941,ED,TB,12,4,2.2,0,1,30,60.5,85.8,67.6,84.6,71.5,41.6,13.3,4,2,214,222,8.4,18,22
Vontae Davis,4948,CB,IND,5,4,2.7,0,0,14,53.4,58.3,84.9,58.5,77.4,86.5,0.0,0,0,137,142,1.5,2,3
Clay Matthews,4949,ED,GB,14,5,2.6,0,0,12,57.7,80.0,53.9,73.1,81.5,74.8,7.1,2,3,252,257,5.6,14,21
Ziggy Hood,4955,DI,WAS,15,3,2.8,0,0,32,57.8,40.6,61.2,54.9,38.4,53.3,9.1,2,2,270,274,3.0,8,17
Patrick Chung,4957,S,NE,19,7,4.5,0,0,19,74.4,70.6,71.6,60.9,60.6,76.6,12.5,4,2,378,389,2.9,11,21
Rey Maualuga,4961,LB,MIA,6,3,5.0,0,0,17,78.5,59.2,0.0,56.6,49.4,55.5,25.0,5,1,108,113,7.4,8,12
Darius Butler,4964,S,IND,14,0,13.8,0,0,14,65.5,63.3,10.0,65.1,59.6,41.0,25.0,2,4,147,148,0.7,1,6
Jairus Byrd,4965,S,CAR,6,0,3.5,0,0,5,53.5,50.5,0.0,66.0,52.6,50.6,0.0,0,1,14,14,0.0,0,2
Connor Barwin,4969,ED,LA,14,7,3.6,0,0,26,66.0,58.1,90.9,51.8,58.5,52.4,6.9,2,0,260,264,5.0,13,20
Mike Mitchell,4970,S,PIT,14,6,10.0,0,0,25,61.3,64.9,56.2,49.9,74.1,66.0,12.1,4,1,300,305,1.7,5,23
Sean Smith,4984,CB,OAK,13,3,6.5,0,0,23,63.9,65.8,87.8,49.8,71.6,73.3,0.0,0,2,246,257,0.4,1,6
Michael Johnson,4993,ED,CIN,15,10,2.4,1,0,7,72.9,69.2,81.8,56.3,67.2,60.6,10.0,4,1,303,309,5.6,17,26
Roy Miller,5004,DI,KC,7,0,0.5,0,0,16,,70.5,81.0,57.6,70.9,71.5,0.0,0,0,41,43,7.3,3,4
Brandon Tate,5006,WR,BUF,1,0,,0,0,4,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Lardarius Webb,5011,CB,BLT,15,4,3.1,0,0,3,51.0,58.8,84.3,71.5,76.8,55.1,17.6,3,0,134,139,6.0,8,10
Glover Quin,5035,S,DET,16,7,7.7,0,2,11,91.3,90.6,88.5,59.5,79.0,68.0,13.6,6,0,402,408,3.5,14,31
Thomas Morstead,5088,P,NO,1,0,,0,0,20,,60.0,65.2,,60.0,,,0,0,0,1,,0,0
Brice McCain,5112,CB,TEN,14,0,,0,0,31,46.5,47.2,42.4,52.6,61.0,49.6,,0,3,119,121,0.0,0,0
Jason McCourty,5127,CB,CLV,14,2,8.5,1,1,8,73.5,76.3,71.6,69.0,82.5,88.8,0.0,0,4,373,383,0.8,3,6
Captain Munnerlyn,5140,CB,CAR,15,0,11.0,0,0,5,60.4,58.9,85.8,51.2,58.2,61.0,0.0,0,0,53,53,0.0,0,2
Ricky Jean Francois,5168,DI,NE,14,4,1.3,0,0,19,,70.9,52.4,48.3,80.9,74.0,0.0,0,1,109,113,8.3,9,10
Clinton McDonald,5173,DI,TB,14,5,3.2,0,0,30,71.4,54.2,60.5,62.8,43.9,52.9,15.8,3,2,175,181,3.4,6,11
Chris Baker,5188,DI,TB,15,5,2.7,1,0,30,63.6,56.8,42.2,66.2,53.2,57.8,7.7,2,3,226,231,4.9,11,19
Steve McLendon,5232,DI,NYJ,16,8,1.4,0,0,22,69.2,81.0,59.0,63.1,83.7,72.9,4.7,2,2,242,247,12.8,31,33
Colt Anderson,5242,S,BUF,2,0,6.0,0,0,4,60.8,66.2,72.3,,64.1,75.2,0.0,0,0,8,8,0.0,0,1
Michael Bennett,5273,ED,SEA,16,6,1.0,3,0,29,60.0,63.2,0.0,68.1,69.1,46.1,14.3,6,15,342,352,7.3,25,30
Ramon Humber,5310,LB,BUF,14,17,3.9,0,0,4,42.9,50.1,61.2,63.4,59.8,54.4,9.3,5,1,254,257,8.3,21,32
Jonathan Casillas,5422,LB,NYG,8,6,4.0,0,0,21,53.4,46.4,85.0,59.6,42.1,52.1,20.0,5,0,206,216,4.4,9,14
Dannell Ellerbe,5442,LB,PHI,5,3,2.1,0,0,24,67.2,58.0,78.2,52.6,53.8,60.7,8.3,1,0,64,66,7.8,5,8
Ndamukong Suh,5527,DI,MIA,16,14,1.5,6,0,17,69.2,85.6,0.0,75.2,90.6,58.2,8.9,4,13,325,337,6.8,22,27
Gerald McCoy,5528,DI,TB,15,5,1.7,1,0,30,60.1,86.9,70.1,80.5,79.2,48.5,13.9,5,3,322,333,5.6,18,26
Eric Berry,5530,S,KC,1,1,2.3,0,0,16,68.9,66.4,80.7,,56.6,81.3,0.0,0,0,30,32,10.0,3,3
Joe Haden,5532,CB,PIT,12,2,20.8,0,0,25,70.5,69.3,86.3,77.0,53.3,51.1,22.2,2,1,255,261,1.2,3,5
Tyson Alualu,5535,DI,PIT,17,11,2.4,0,0,25,60.3,66.5,86.5,55.0,71.4,65.3,6.5,2,0,175,182,8.0,14,18
Brandon Graham,5538,ED,PHI,18,3,1.6,0,0,24,69.2,90.2,51.6,86.8,83.4,59.0,12.2,5,5,224,228,12.1,27,33
Earl Thomas III,5539,S,SEA,14,7,8.9,0,1,29,90.5,90.2,60.9,68.0,76.8,79.3,9.8,4,1,368,376,1.6,6,30
Jason Pierre-Paul,5540,ED,NYG,16,9,2.1,0,0,21,71.4,69.1,57.6,62.4,69.4,77.9,2.2,1,5,386,399,7.0,27,36
Derrick Morgan,5541,ED,TEN,16,9,2.6,1,0,31,60.4,67.1,74.5,68.9,57.7,70.9,8.7,2,3,271,274,3.0,8,12
Sean Weatherspoon,5544,LB,ATL,2,0,14.0,0,0,2,,39.0,68.0,,48.3,73.3,0.0,0,0,6,6,0.0,0,1
Kareem Jackson,5545,CB,HST,16,4,3.9,1,1,13,57.9,66.1,87.1,67.0,90.3,64.7,0.0,0,6,320,327,3.4,11,16
Devin McCourty,5552,S,NE,19,9,9.7,0,0,19,66.7,71.5,87.6,68.2,81.2,83.0,11.5,6,0,429,440,4.0,17,37
Jerry Hughes,5556,ED,BUF,17,12,-0.2,0,0,4,49.3,74.7,43.9,69.6,85.4,30.0,12.8,6,6,290,294,8.6,25,29
Patrick Robinson,5557,CB,PHI,19,1,4.4,0,0,24,89.9,87.0,87.0,57.8,58.4,55.4,28.6,4,2,208,212,2.4,5,9
Nate Allen,5562,S,MIA,7,3,6.5,0,0,17,52.8,50.2,83.4,52.7,48.6,29.0,30.8,4,0,126,133,2.4,3,6
T.J. Ward,5563,S,TB,12,5,6.6,0,0,30,58.9,66.8,36.8,55.1,84.0,78.3,3.7,1,3,157,162,5.7,9,21
Lamarr Houston,5569,ED,CHI,9,2,0.4,0,0,6,86.4,65.1,49.6,59.9,62.6,36.2,30.8,4,2,103,108,6.8,7,7
Linval Joseph,5571,DI,MIN,18,18,3.3,0,0,18,78.5,90.4,52.6,77.9,90.4,68.2,2.8,2,4,340,345,10.6,36,51
Carlos Dunlap,5579,ED,CIN,16,2,2.0,2,1,7,66.7,77.4,77.9,70.5,70.2,64.0,3.7,1,2,301,305,5.3,16,24
Sean Lee,5580,LB,DAL,11,16,1.9,0,0,9,72.5,82.1,53.3,56.8,90.2,83.2,6.8,4,1,208,219,13.0,27,39
Morgan Burnett,5596,S,GB,12,4,5.5,1,0,12,66.5,67.8,83.5,47.0,69.7,84.1,2.9,1,1,306,310,4.9,15,29
Earl Mitchell,5605,DI,SF,16,11,2.0,0,0,28,40.0,53.3,56.4,68.1,50.5,54.6,8.6,3,3,338,344,5.0,17,21
Corey Peters,5607,DI,ARZ,12,2,1.1,0,0,1,64.0,72.0,56.2,61.6,75.5,75.5,0.0,0,2,165,173,10.3,17,18
NaVorro Bowman,5615,LB,OAK,15,13,3.8,0,0,23,58.9,67.6,66.1,66.1,74.0,68.8,8.0,6,3,380,395,8.7,33,56
Everson Griffen,5624,ED,MIN,17,7,3.0,1,0,18,57.9,84.7,57.3,85.6,71.0,59.6,10.8,4,5,314,319,5.4,17,26
Alterraun Verner,5628,CB,MIA,7,0,9.0,0,1,17,54.7,54.3,80.7,55.1,53.1,35.9,25.0,1,3,38,40,2.6,1,3
Geno Atkins,5643,DI,CIN,16,11,2.0,0,0,7,58.7,90.7,68.4,90.3,81.6,60.9,5.4,2,2,247,251,8.5,21,24
Al Woods,5646,DI,IND,16,8,1.8,0,0,14,60.0,87.7,89.0,59.8,89.7,77.6,0.0,0,0,319,328,8.2,26,30
Kam Chancellor,5656,S,SEA,9,3,2.8,0,1,29,72.7,77.7,83.6,55.9,81.1,66.8,14.3,4,0,207,214,7.2,15,21
Sherrick McManis,5667,CB,CHI,2,0,,0,0,6,74.4,75.3,77.0,65.4,61.5,72.5,,0,0,5,5,0.0,0,0
Nolan Carroll,5668,CB,DAL,2,0,,0,0,9,53.8,48.2,78.3,,28.9,28.4,100.0,1,0,22,22,0.0,0,0
Cam Thomas,5669,DI,KC,1,0,,0,0,16,,54.5,73.8,55.1,57.2,,,0,0,8,8,0.0,0,0
Arthur Jones,5680,DI,WAS,1,0,,0,0,32,,49.3,75.4,51.5,54.5,,,0,0,7,7,0.0,0,0
Reshad Jones,5686,S,MIA,16,10,7.9,0,0,17,56.1,68.4,66.6,68.7,86.4,80.4,9.7,7,4,394,408,6.6,26,55
Arthur Moats,5701,ED,PIT,9,0,4.3,0,0,25,57.8,52.9,81.7,64.6,42.9,39.0,0.0,0,0,34,35,2.9,1,3
Joe Webb III,5722,WR,BUF,1,0,,0,0,4,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Willie Young,5736,ED,CHI,4,2,5.0,0,0,6,33.5,56.0,82.6,60.4,61.9,78.1,0.0,0,1,39,41,2.6,1,4
Dekoda Watson,5740,ED,SF,5,0,9.5,0,0,28,60.7,63.3,28.0,64.4,64.3,39.7,0.0,0,1,17,17,5.9,1,2
Kurt Coleman,5767,S,CAR,13,5,8.0,0,0,5,45.7,52.9,86.1,51.6,72.9,70.5,15.4,4,1,240,247,3.8,9,17
Robert McClain,5771,CB,TB,14,1,7.1,0,0,30,65.6,64.1,59.6,50.4,58.1,71.3,11.1,1,3,235,244,1.3,3,7
Rafael Bush,5779,S,NO,13,1,9.3,0,0,20,59.2,62.2,40.8,63.6,71.7,71.6,0.0,0,2,52,52,7.7,4,9
Kyle Love,5806,DI,CAR,17,2,2.0,0,0,5,58.1,56.2,86.3,61.9,48.6,59.3,10.0,1,0,129,133,3.1,4,7
Vincent Rey,5811,LB,CIN,14,8,3.9,0,0,7,57.3,56.3,83.6,56.4,55.4,77.1,6.1,3,1,271,277,8.1,22,38
Darian Stewart,5820,S,DEN,16,3,4.9,1,0,10,56.0,61.9,62.7,59.9,72.7,55.9,14.6,6,3,366,375,5.2,19,32
Ben Garland,5839,G,ATL,2,0,,0,0,2,,30.6,71.5,60.0,41.9,23.0,100.0,1,4,4,4,0.0,0,0
Tramaine Brock Sr.,5903,CB,MIN,4,0,,0,0,18,51.7,45.0,0.0,,61.2,80.0,,0,2,11,11,0.0,0,0
Chris Maragos,5906,S,PHI,1,0,11.3,0,0,24,54.2,56.9,76.7,,69.4,40.2,0.0,0,0,17,17,0.0,0,3
Barry Church,5924,S,JAX,19,9,5.6,0,0,15,72.2,72.5,68.2,66.0,71.4,60.7,12.3,8,1,437,443,5.0,22,48
Frank Zombo,5945,ED,KC,16,4,4.6,0,0,16,46.4,49.8,86.9,50.9,53.1,46.2,8.8,3,1,275,279,5.8,16,27
Anthony Levine,6013,S,BLT,11,1,3.0,0,0,3,81.3,81.1,85.9,67.0,64.3,75.8,0.0,0,0,21,21,9.5,2,3
Marcus Sherels,6017,CB,MIN,1,0,,0,0,18,63.6,63.6,73.9,,60.0,27.9,,0,0,3,3,0.0,0,0
Junior Galette,6018,ED,WAS,15,2,5.1,0,0,32,63.3,83.8,40.9,85.2,68.9,71.5,8.3,1,3,135,136,3.7,5,9
Mitch Unrein,6031,DI,CHI,12,9,2.0,0,0,6,65.5,84.9,84.6,59.3,88.4,63.6,8.6,3,0,195,200,10.8,21,23
George Johnson,6112,ED,NO,9,0,0.5,0,0,20,60.0,59.3,88.2,53.1,65.1,37.8,0.0,0,0,80,84,5.0,4,4
Andrew Sendejo,6118,S,MIN,15,8,6.1,0,0,18,81.3,81.0,64.0,51.9,79.0,79.7,15.6,7,1,306,314,2.9,9,30
Von Miller,6154,ED,DEN,16,5,1.3,6,1,10,66.6,91.5,3.4,90.9,91.7,79.5,6.8,3,14,333,342,9.3,31,36
Marcell Dareus,6155,DI,JAX,17,6,2.2,0,0,15,69.6,76.8,75.4,61.8,77.2,66.2,3.2,1,1,240,244,9.6,23,24
Patrick Peterson,6157,CB,ARZ,16,1,11.9,1,0,1,68.4,69.2,89.6,,64.9,69.9,11.1,1,7,372,383,0.8,3,7
J.J. Watt,6163,DI,HST,5,4,1.6,1,0,13,60.1,86.0,58.0,75.0,83.1,27.7,25.0,4,1,89,92,6.7,6,8
Robert Quinn,6166,ED,LA,15,4,4.3,3,0,26,57.0,58.4,14.3,62.2,64.5,68.0,5.9,1,8,237,240,3.4,8,12
Ryan Kerrigan,6168,ED,WAS,16,4,1.1,0,0,32,53.7,84.2,83.2,84.6,71.2,80.5,3.8,1,1,325,333,5.5,18,21
Corey Liuget,6170,DI,LAC,12,2,1.1,1,0,27,67.2,77.6,69.1,72.2,67.5,29.2,26.7,4,1,151,155,4.6,7,9
Prince Amukamara,6171,CB,CHI,14,2,5.2,0,0,6,71.5,73.3,65.0,,77.4,82.6,0.0,0,7,323,336,1.2,4,12
Adrian Clayborn,6172,ED,ATL,18,4,1.0,0,0,2,72.1,81.3,40.3,85.5,54.4,66.7,9.1,1,5,145,150,3.4,5,6
Cameron Jordan,6176,ED,NO,18,8,2.2,1,0,20,86.5,91.2,63.6,89.4,86.7,50.7,16.7,8,5,405,418,5.7,23,32
Jimmy Smith,6179,CB,BLT,12,1,10.3,2,0,3,84.1,81.9,87.8,60.0,61.5,84.4,16.7,1,5,236,245,0.0,0,4
Muhammad Wilkerson,6182,DI,NYJ,13,15,2.0,0,0,22,58.7,68.6,58.3,60.3,73.1,58.9,9.3,4,3,292,303,6.5,19,24
Cameron Heyward,6183,DI,PIT,16,6,2.0,1,1,25,70.3,89.1,59.3,80.7,82.0,60.0,9.1,3,4,329,334,5.2,17,24
Jabaal Sheard,6189,ED,IND,16,4,1.8,1,0,14,46.3,85.1,37.7,86.3,79.8,34.9,17.4,8,6,377,387,8.0,30,34
Akeem Ayers,6191,LB,NYG,2,1,,0,0,21,,65.9,68.8,55.6,67.3,71.4,0.0,0,0,2,2,0.0,0,0
Bruce Carter,6192,LB,NYJ,2,0,,0,0,22,62.0,40.7,72.0,55.8,43.9,21.7,100.0,1,0,5,5,0.0,0,0
Jarvis Jenkins,6193,DI,KC,12,2,2.3,0,0,16,57.3,59.9,34.4,54.8,69.1,28.9,23.1,3,2,107,109,4.7,5,8
Brooks Reed,6194,ED,ATL,18,7,2.7,0,0,2,76.8,80.8,76.9,76.2,71.8,49.0,12.2,5,1,227,235,11.0,25,29
Marcus Gilchrist,6202,S,HST,16,4,10.9,0,0,13,63.2,64.5,61.5,57.4,67.0,63.3,9.5,2,3,303,312,1.0,3,15
Stephen Paea,6205,DI,DAL,4,0,-2.0,0,0,9,59.9,45.9,83.0,55.7,40.9,69.0,0.0,0,0,52,55,3.8,2,2
Terrell McClain,6217,DI,WAS,12,1,4.1,0,0,32,61.7,45.2,83.7,53.8,42.7,56.9,10.5,2,0,163,167,4.3,7,16
Kelvin Sheppard,6220,LB,NYG,7,5,3.4,0,0,21,56.5,57.0,83.2,50.9,59.4,82.3,3.8,1,0,157,164,7.0,11,20
Justin Houston,6222,ED,KC,16,6,1.8,0,0,16,59.7,78.8,67.2,76.4,77.2,58.0,11.5,6,3,390,400,7.9,31,40
Jurrell Casey,6229,DI,TEN,18,11,2.4,1,1,31,60.1,84.1,55.3,76.1,81.4,69.1,1.6,1,4,320,325,12.2,39,51
Mason Foster,6236,LB,WAS,5,5,2.9,0,0,32,57.7,64.5,81.4,65.3,67.3,58.4,12.5,3,0,106,108,9.4,10,16
Allen Bailey,6238,DI,KC,15,8,1.4,1,0,16,78.2,58.6,78.2,59.7,53.2,29.7,20.0,8,1,257,265,7.8,20,24
Shareece Wright,6241,CB,BUF,12,0,4.0,0,0,4,66.2,60.5,46.6,51.2,41.9,41.4,31.6,6,1,187,190,3.2,6,13
Chris Conte,6245,S,TB,16,0,5.3,1,2,30,72.0,66.5,31.0,58.4,55.5,54.6,25.0,9,4,304,315,4.3,13,27
K.J. Wright,6251,LB,SEA,15,18,2.7,0,0,29,65.5,68.7,48.5,59.7,72.6,77.1,8.1,5,3,357,367,7.3,26,39
Da'Norris Searcy,6252,S,TEN,16,3,5.4,0,0,31,72.2,71.5,84.1,63.9,59.5,48.0,21.4,3,0,150,154,1.3,2,8
Sam Acho,6255,ED,CHI,16,6,3.8,0,1,6,36.2,59.8,87.3,61.8,68.2,86.6,0.0,0,0,273,285,4.8,13,16
Chris Prosinski,6273,S,CHI,3,0,7.7,0,0,6,60.4,63.8,79.6,,68.3,86.1,0.0,0,0,46,48,4.3,2,3
Taiwan Jones,6277,HB,BUF,1,0,,0,0,4,,60.4,89.4,,60.0,,,0,0,1,1,0.0,0,0
Davon House,6283,CB,GB,12,3,1.6,3,0,12,60.0,62.3,27.4,84.6,73.4,74.9,9.1,1,4,262,267,1.9,5,7
Buster Skrine,6289,CB,NYJ,15,3,5.5,2,1,22,61.4,65.9,19.8,63.5,86.9,60.2,13.6,3,13,390,406,2.1,8,16
Karl Klug,6294,DI,TEN,17,4,1.9,0,0,31,61.2,58.9,65.6,53.8,64.7,45.6,11.1,2,1,122,124,7.4,9,12
Richard Sherman,6306,CB,SEA,9,1,5.2,4,0,29,74.1,77.1,23.9,56.4,90.1,90.2,0.0,0,8,204,211,3.9,8,13
Chris Carter,6314,ED,WAS,1,0,,0,0,32,,61.4,97.9,58.4,60.0,,,0,0,0,1,,0,0
