player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Pernell McPhee,6317,ED,CHI,13,3,3.2,0,0,6,87.8,77.9,85.4,65.6,70.1,64.2,23.5,4,0,140,144,5.7,8,10
Byron Maxwell,6325,CB,SEA,9,4,7.4,1,1,29,69.8,72.7,85.8,,76.9,71.7,20.0,3,3,243,248,2.1,5,8
Colin Jones,6342,S,CAR,8,3,4.7,0,0,5,65.7,67.9,81.7,54.0,67.9,59.7,13.3,2,0,100,102,5.0,5,10
Lawrence Guy,6385,DI,NE,19,21,2.4,0,0,19,57.3,66.5,88.7,54.7,69.4,61.6,5.9,4,0,345,354,9.9,34,43
Chris Harris Jr.,6457,CB,DEN,16,3,4.7,0,0,10,75.8,79.1,87.3,59.7,85.0,87.7,0.0,0,3,332,342,1.8,6,9
Sealver Siliga,6483,DI,TB,8,2,1.8,0,0,30,,48.0,35.2,49.2,54.5,71.9,0.0,0,1,66,68,6.1,4,5
Josh Bynes,6503,LB,ARZ,11,3,2.7,0,1,1,59.9,69.9,16.9,65.7,79.9,52.5,14.3,2,2,89,93,6.7,6,9
Nick Bellore,6515,LB,DET,6,2,3.0,0,0,11,68.7,62.1,78.9,,53.8,80.8,0.0,0,0,59,61,3.4,2,4
Mario Addison,6558,ED,CAR,17,5,3.2,0,0,5,59.1,73.7,84.5,71.2,66.0,63.2,3.7,1,1,216,219,6.0,13,21
Cedric Thornton,6607,DI,BUF,16,7,2.1,0,0,4,63.1,43.1,69.8,57.5,37.1,67.8,9.5,2,1,191,194,5.2,10,12
Ron Parker,6625,S,KC,16,2,10.8,1,0,16,56.0,57.3,85.7,57.9,57.5,43.3,19.0,8,3,414,425,1.4,6,32
Jonathan Freeny,6633,LB,NO,4,2,4.7,0,0,20,47.5,54.5,80.6,57.8,62.0,60.1,16.7,1,0,46,48,4.3,2,3
Bryan Braman,6699,LB,PHI,1,0,4.0,0,0,24,,34.7,74.3,59.9,39.9,69.6,0.0,0,0,10,10,10.0,1,1
Ben Jacobs,6817,LB,CAR,1,0,,0,0,5,,60.0,61.7,,60.0,,,0,0,1,1,0.0,0,0
Chris Matthews,6820,WR,BLT,1,0,,0,0,3,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Sterling Moore,6871,CB,NO,5,0,,0,0,20,50.7,50.0,81.3,,47.6,58.5,,0,2,35,37,0.0,0,0
Michael Wilhoite,6989,LB,SEA,14,3,3.4,0,0,29,77.3,67.4,84.1,57.0,57.3,82.7,4.3,1,0,194,200,6.7,13,19
Craig Robertson,7003,LB,NO,18,9,2.4,0,0,20,61.1,64.3,67.6,68.2,63.7,71.5,14.8,8,2,331,340,8.5,28,37
Morris Claiborne,7012,CB,NYJ,15,3,5.6,2,0,22,58.3,62.9,88.3,,78.9,62.1,0.0,0,9,371,385,1.1,4,9
Mark Barron,7013,LB,LA,15,14,3.2,0,0,26,65.2,61.4,87.3,55.4,54.5,67.3,11.0,8,2,342,350,10.2,35,51
Luke Kuechly,7015,LB,CAR,16,17,3.1,0,0,5,86.7,90.6,66.3,75.9,90.1,73.3,1.5,1,2,304,312,10.9,33,48
Stephon Gilmore,7016,CB,NE,16,5,7.2,0,0,19,87.2,83.0,9.6,,66.9,80.2,11.1,2,7,363,373,1.1,4,11
Dontari Poe,7017,DI,ATL,18,15,1.9,1,0,2,59.2,70.3,72.2,63.4,71.1,48.9,8.3,4,2,334,343,7.2,24,29
Fletcher Cox,7018,DI,PHI,17,5,2.3,0,0,24,63.4,90.7,41.1,90.7,80.9,78.5,0.0,0,6,230,235,7.0,16,21
Michael Brockers,7020,DI,LA,17,10,1.8,0,0,26,70.6,75.1,78.8,53.8,88.7,43.9,6.4,3,1,245,251,11.8,29,34
Bruce Irvin,7021,ED,OAK,16,6,1.0,0,1,23,77.9,70.6,41.0,61.5,73.6,77.5,6.9,2,6,336,349,5.4,18,21
Dre Kirkpatrick,7023,CB,CIN,14,2,3.8,1,0,7,61.8,63.5,87.6,81.8,62.9,47.7,21.1,4,8,335,341,2.1,7,13
Melvin Ingram III,7024,ED,LAC,16,5,2.8,1,0,27,64.3,85.3,24.7,89.6,69.8,68.8,11.9,5,8,334,341,6.0,20,32
Chandler Jones,7027,ED,ARZ,16,6,0.9,1,0,1,45.0,81.0,68.6,85.1,67.4,66.3,5.6,2,3,370,382,7.0,26,28
Dont'a Hightower,7030,ED,NE,5,1,2.0,1,0,19,56.2,55.5,49.1,59.5,56.1,34.8,16.7,1,1,79,82,5.1,4,4
Whitney Mercilus,7031,ED,HST,5,2,2.3,0,0,13,68.1,75.8,85.8,66.6,71.7,68.0,14.3,1,0,81,83,3.7,3,4
Nick Perry,7033,ED,GB,12,5,2.7,1,0,12,58.8,76.3,43.8,70.2,78.1,73.8,3.7,1,3,194,197,8.8,17,21
Courtney Upshaw,7039,ED,ATL,15,3,2.8,0,0,2,65.3,59.1,56.8,59.1,55.7,75.9,0.0,0,1,100,104,2.0,2,4
Derek Wolfe,7040,DI,DEN,11,11,1.4,0,0,10,62.5,67.5,57.8,55.0,76.3,71.3,3.4,1,2,172,176,8.1,14,17
Andre Branch,7042,ED,MIA,14,3,4.1,1,0,17,48.4,55.7,44.9,58.3,61.2,64.3,9.1,1,4,193,199,2.6,5,7
Janoris Jenkins,7043,CB,NYG,9,2,3.3,1,0,21,69.6,68.1,86.9,53.3,54.6,27.3,37.5,3,5,223,232,0.9,2,3
Mychal Kendricks,7049,LB,PHI,18,10,2.5,0,0,24,67.6,79.9,82.5,69.7,86.9,70.4,8.2,4,1,275,283,8.7,24,35
Bobby Wagner,7050,LB,SEA,16,19,3.1,0,0,29,90.0,91.4,44.7,91.0,90.2,91.5,2.5,2,2,379,389,10.0,38,58
Tavon Wilson,7051,S,DET,10,3,6.8,0,1,11,56.2,60.1,82.8,68.3,63.3,41.9,22.6,7,1,216,219,4.2,9,21
Jerel Worthy,7054,DI,BUF,5,0,3.0,0,0,4,61.2,51.2,33.0,54.1,53.3,26.3,66.7,2,1,60,61,0.0,0,1
Zach Brown,7055,LB,WAS,13,16,2.6,0,0,32,38.0,58.7,37.5,76.0,81.2,70.7,11.4,8,2,318,324,9.7,31,46
Lavonte David,7060,LB,TB,13,10,4.9,0,3,30,85.6,90.5,86.8,65.1,90.8,68.2,7.8,5,0,330,340,11.2,37,49
Vinny Curry,7061,ED,PHI,19,9,1.1,1,1,24,81.0,79.8,46.0,73.9,75.9,60.0,7.5,3,5,233,237,9.4,22,28
Casey Hayward Jr.,7064,CB,LAC,16,3,2.5,0,0,27,92.1,91.1,68.6,58.8,51.7,54.8,31.6,6,1,387,396,2.1,8,10
Trumaine Johnson,7067,CB,LA,16,0,6.4,5,0,26,68.4,67.9,10.6,,74.1,74.2,9.1,1,9,352,360,0.9,3,10
Josh LeRibeus,7073,G,NO,1,0,,1,0,20,,60.0,65.7,,60.0,,,0,1,0,1,,0,0
Olivier Vernon,7074,ED,NYG,12,7,3.4,0,0,21,75.3,77.2,60.1,73.6,69.5,51.6,12.9,4,3,286,298,4.9,14,20
Demario Davis,7079,LB,NYJ,16,19,3.0,0,0,22,66.2,73.7,68.9,64.4,77.0,83.7,7.1,6,1,447,465,8.9,40,60
Tyrone Crawford,7083,ED,DAL,16,4,2.0,0,0,9,64.0,81.5,81.0,76.6,71.3,65.8,8.7,2,1,212,219,7.1,15,17
Sean Spence,7087,LB,PIT,5,2,3.6,0,0,25,29.6,27.2,80.4,71.9,27.2,44.1,14.3,2,0,112,112,6.3,7,10
John Hughes,7088,DI,NO,8,5,3.6,0,0,20,58.8,65.0,15.2,54.2,76.3,74.2,0.0,0,2,73,76,5.5,4,5
Akiem Hicks,7090,DI,CHI,16,11,1.5,0,0,6,60.0,76.2,55.1,65.8,79.5,59.3,10.0,6,4,346,361,10.7,37,43
Travis Benjamin,7100,WR,LAC,2,0,,0,0,27,,48.5,60.0,,50.4,28.1,100.0,1,0,2,2,0.0,0,0
Nigel Bradham,7105,LB,PHI,18,12,2.7,0,0,24,77.7,65.6,7.7,60.7,52.8,52.2,17.5,10,6,337,345,7.4,25,35
Kyle Wilber,7113,LB,DAL,7,1,1.3,0,0,9,54.8,49.0,72.3,64.4,46.6,76.5,0.0,0,0,24,24,4.2,1,3
Coty Sensabaugh,7115,CB,PIT,5,1,3.3,0,0,25,52.5,56.8,82.3,58.5,74.5,71.6,0.0,0,0,88,93,2.3,2,4
Keenan Robinson,7119,LB,NYG,6,5,6.1,0,0,21,63.5,53.4,33.4,45.7,49.9,61.0,18.8,3,1,94,97,2.1,2,8
Mike Daniels,7132,DI,GB,14,13,1.4,0,1,12,60.4,81.5,41.2,70.8,83.4,56.9,4.5,2,4,269,273,8.9,24,29
Tahir Whitehead,7135,LB,DET,16,14,3.1,0,0,11,46.2,61.4,51.8,66.3,76.6,66.9,9.1,7,4,404,411,8.7,35,56
Robert Blanton,7136,S,BUF,1,0,,0,0,4,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Najee Goode,7137,LB,PHI,11,5,1.6,0,0,24,46.0,54.8,80.4,51.0,70.7,57.2,21.1,4,0,78,81,9.0,7,10
Korey Toomer,7147,LB,LAC,12,8,5.0,0,2,27,77.7,86.5,80.2,76.9,79.7,62.2,9.1,3,0,150,157,10.0,15,22
Jack Crawford,7151,DI,ATL,4,2,5.5,0,0,2,60.0,60.3,80.2,60.4,57.2,71.3,0.0,0,0,27,28,3.7,1,2
George Iloka,7159,S,CIN,16,19,5.6,0,0,7,70.1,71.4,65.0,54.3,72.6,67.2,10.0,6,1,419,426,3.8,16,35
Jeremy Lane,7164,CB,SEA,9,5,20.8,0,0,29,40.9,42.8,84.3,51.5,53.2,88.5,0.0,0,6,132,137,0.0,0,5
Keith Tandy,7166,S,TB,8,3,7.0,0,0,30,57.5,61.9,84.1,61.7,68.9,70.8,0.0,0,0,97,99,3.1,3,8
Danny Trevathan,7177,LB,CHI,12,20,4.8,0,0,6,80.7,80.4,35.2,79.9,69.2,89.8,4.5,3,4,270,281,8.9,24,43
Peyton Thompson,7235,S,JAX,3,1,9.0,0,0,15,64.1,63.3,72.0,60.0,58.7,58.6,33.3,1,0,10,10,0.0,0,1
Rodney McLeod,7271,S,PHI,17,10,8.9,0,0,24,81.6,76.2,65.9,64.6,62.4,62.3,19.5,8,1,306,314,2.0,6,23
Michael Thomas,7279,S,MIA,6,5,7.3,0,0,17,69.2,79.2,80.5,,81.8,90.1,0.0,0,0,91,94,3.3,3,9
Vontaze Burfict,7280,LB,CIN,10,8,2.7,1,1,7,68.2,72.9,0.0,73.6,77.0,67.2,7.1,3,7,237,241,9.3,22,31
Tashaun Gipson Sr.,7288,S,JAX,19,2,4.5,0,0,15,65.1,67.4,76.9,51.7,71.5,75.2,5.1,2,1,444,450,4.5,20,35
L.J. Fort,7292,LB,PIT,8,0,5.0,1,0,25,62.2,49.8,0.0,57.3,37.6,27.6,33.3,1,1,18,18,11.1,2,2
Robert Golden,7303,S,PIT,13,0,12.4,0,0,25,68.6,72.7,81.1,,70.8,57.8,16.7,1,0,78,83,1.3,1,5
Damon Harrison Sr.,7355,DI,NYG,16,15,1.6,0,0,21,73.4,90.9,89.3,64.1,92.0,70.3,4.7,3,0,299,310,13.4,40,46
Ryan Davis Sr.,7365,ED,BUF,17,2,2.7,0,0,4,62.0,69.1,82.5,66.3,63.7,59.9,11.8,2,1,198,203,4.0,8,13
Julian Stanford,7372,LB,NYJ,7,2,4.3,0,0,22,59.6,54.8,78.1,65.6,47.4,28.6,16.7,1,0,27,29,3.7,1,3
Johnson Bademosi,7374,CB,NE,6,2,6.5,0,0,19,56.8,60.3,83.5,,78.1,68.6,0.0,0,1,64,65,0.0,0,2
Leonard Johnson,7385,CB,BUF,16,1,3.8,1,0,4,60.8,60.1,31.1,62.8,60.3,59.6,12.5,1,4,194,200,2.1,4,6
Derrick Shelby,7400,ED,ATL,18,6,1.7,0,0,2,59.3,68.6,87.2,60.0,68.9,49.5,11.8,4,0,223,232,10.3,23,24
Jacquies Smith,7401,ED,DET,3,0,,0,0,11,60.4,45.7,83.0,46.9,50.1,69.2,,0,0,21,21,0.0,0,0
Tyrunn Walker,7459,DI,LA,17,6,2.5,0,1,26,74.1,52.9,47.1,66.5,46.7,66.4,9.5,2,2,180,185,5.0,9,13
Brittan Golden,7481,WR,ARZ,1,0,,0,0,1,,60.0,60.4,,60.0,,,0,0,1,1,0.0,0,0
Emmanuel Lamur,7561,LB,MIN,4,2,4.8,0,0,18,79.9,83.6,76.3,59.9,70.3,84.5,0.0,0,0,26,26,3.8,1,4
Jamize Olawale,7572,FB,OAK,1,0,,0,0,23,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Eddie Pleasant,7593,S,HST,14,1,4.7,0,0,13,74.9,75.9,84.7,71.7,64.1,73.6,0.0,0,1,40,40,7.5,3,6
Harrison Smith,7641,S,MIN,18,8,4.6,1,0,18,91.6,91.8,87.7,72.3,91.7,86.4,4.5,2,2,393,402,4.3,17,34
Malik Jackson,7647,DI,JAX,19,10,1.4,0,2,15,54.1,77.8,55.4,75.3,75.5,61.5,4.8,2,4,321,326,7.2,23,30
Brandon Marshall,7648,LB,DEN,16,20,3.3,2,0,10,52.6,61.8,88.2,75.5,65.8,62.1,11.3,7,3,384,394,6.3,24,35
Josh Norman,7649,CB,WAS,14,6,8.2,0,2,32,69.3,72.2,21.7,,86.0,80.8,6.7,2,4,368,376,2.4,9,22
Justin Bethel,7654,CB,ARZ,9,4,5.2,0,0,1,50.9,54.1,85.0,39.9,69.1,80.2,9.1,1,0,149,154,2.0,3,6
Dion Jordan,7785,ED,SEA,5,2,1.6,0,0,29,62.3,85.8,84.9,81.0,74.3,78.2,0.0,0,0,70,71,11.4,8,8
Barkevious Mingo,7787,ED,IND,16,2,3.4,0,1,14,71.7,72.1,73.3,67.4,66.0,64.2,4.0,1,1,221,226,6.8,15,22
D.J. Hayden,7793,CB,DET,16,4,8.3,1,0,11,58.4,57.7,85.0,80.0,48.2,58.6,31.3,5,5,181,183,0.6,1,7
Sheldon Richardson,7794,DI,SEA,15,13,3.0,2,1,29,72.2,72.2,22.8,70.0,69.9,72.9,0.0,0,6,252,258,8.7,22,28
Star Lotulelei,7795,DI,CAR,17,6,0.3,1,0,5,72.0,56.8,65.2,55.2,56.0,40.8,8.7,2,2,207,213,5.8,12,15
Kenny Vaccaro,7796,S,NO,12,6,4.1,1,0,20,41.8,50.3,24.0,70.6,72.8,70.6,9.4,3,9,243,249,5.3,13,23
Eric Reid,7799,S,SF,12,7,5.0,0,0,28,72.6,70.2,41.6,72.4,63.8,64.5,6.1,2,3,295,303,4.1,12,24
Desmond Trufant,7803,CB,ATL,17,5,10.6,2,0,2,72.8,75.1,68.8,65.3,80.3,83.5,6.7,1,6,350,362,1.1,4,9
Xavier Rhodes,7806,CB,MIN,18,2,3.8,2,0,18,71.0,72.4,47.9,,79.8,76.4,16.7,2,9,378,387,1.1,4,8
Datone Jones,7807,DI,DAL,7,1,0.9,0,0,9,,52.2,28.2,52.8,59.2,74.8,0.0,0,3,93,99,9.7,9,10
Sylvester Williams,7809,DI,TEN,17,7,1.6,1,0,31,60.3,75.9,70.0,57.6,80.9,60.9,4.2,1,1,204,208,7.4,15,16
Alec Ogletree,7811,LB,LA,16,11,4.2,0,1,26,55.8,55.0,67.3,79.8,45.9,57.8,10.9,7,5,369,377,7.0,26,46
Johnathan Cyprien,7814,S,TEN,12,9,4.1,1,0,31,48.5,56.8,83.1,54.9,75.2,66.7,12.5,5,3,237,239,7.2,17,26
Darius Slay,7817,CB,DET,16,3,12.5,0,0,11,80.0,80.6,88.5,,73.6,71.9,17.6,3,6,407,415,1.5,6,11
Manti Te'o,7819,LB,NO,18,11,2.4,0,0,20,72.8,69.3,85.8,58.1,61.8,69.9,9.7,6,0,295,304,9.8,29,45
Tank Carradine,7821,ED,SF,8,6,4.3,0,0,28,60.0,76.9,85.1,63.2,76.8,69.3,5.6,1,0,114,116,6.1,7,11
Johnthan Banks,7824,CB,HST,3,0,6.0,0,0,13,50.8,53.6,80.3,,68.5,82.4,0.0,0,1,28,28,0.0,0,1
Kawann Short,7825,DI,CAR,17,10,0.7,0,0,5,67.2,91.9,88.7,83.7,91.7,55.9,2.6,1,0,241,246,10.4,25,27
Kevin Minter,7826,LB,CIN,9,8,3.4,0,0,7,29.0,43.3,80.3,56.2,65.3,70.4,7.1,2,1,116,119,11.2,13,18
Kiko Alonso,7827,LB,MIA,16,18,4.2,0,0,17,38.6,49.1,46.4,70.8,63.0,72.5,8.8,5,2,394,407,5.3,21,34
Johnathan Hankins,7830,DI,IND,15,9,1.5,1,0,14,62.6,79.7,45.1,57.6,88.1,72.3,2.4,1,5,347,356,8.4,29,31
Jon Bostic,7831,LB,IND,14,19,3.5,1,0,14,50.6,63.4,63.5,52.8,78.6,83.1,4.5,3,2,384,395,8.3,32,45
David Amerson,7832,CB,OAK,6,0,8.0,0,0,23,40.4,45.3,82.6,,68.4,72.3,0.0,0,0,113,117,0.0,0,1
Jamie Collins Sr.,7833,LB,CLV,6,2,0.6,0,0,8,41.2,42.1,53.7,50.5,50.5,31.4,16.7,3,1,133,141,9.0,12,13
Margus Hunt,7834,DI,IND,16,3,1.0,0,0,14,61.3,74.7,55.4,60.4,85.0,37.5,12.0,3,3,215,220,7.4,16,19
Jamar Taylor,7835,CB,CLV,15,5,5.9,0,0,8,62.7,65.9,67.5,56.8,74.7,60.2,9.1,2,3,402,416,1.7,7,15
D.J. Swearinger Sr.,7838,S,WAS,16,9,5.5,1,1,32,70.4,73.6,28.6,59.1,82.6,58.9,10.9,6,4,434,443,5.1,22,40
Robert Alford,7841,CB,ATL,18,2,6.5,1,0,2,74.5,77.0,91.0,,80.1,71.0,6.3,1,7,413,427,1.9,8,13
Larry Warford,7846,G,NO,1,0,,2,0,20,,60.0,64.4,,60.0,,,0,4,0,1,,0,0
Bennie Logan,7848,DI,KC,16,9,0.8,0,0,16,60.9,63.5,65.5,48.0,73.4,78.8,0.0,0,2,275,281,9.1,25,29
Tyrann Mathieu,7850,CB,ARZ,16,2,8.6,1,0,1,69.1,72.6,88.1,71.5,71.8,69.4,21.4,6,2,377,389,2.9,11,20
Blidi Wreh-Wilson,7851,CB,ATL,2,0,5.5,0,0,2,60.9,63.1,78.0,,66.9,79.3,0.0,0,1,24,26,4.2,1,2
T.J. McDonald,7852,S,MIA,8,5,3.4,0,0,17,56.7,62.2,86.0,60.7,71.7,63.4,20.0,5,1,206,211,5.3,11,15
J.J. Wilcox,7861,S,PIT,5,0,10.0,0,0,25,56.6,46.9,0.0,,36.8,29.0,50.0,3,1,40,41,2.5,1,3
Damontre Moore,7862,ED,DAL,3,1,3.7,0,0,9,61.7,74.7,80.6,63.0,68.7,73.5,0.0,0,0,28,28,7.1,2,3
John Jenkins,7863,DI,CHI,7,2,4.0,0,0,6,,76.8,81.2,65.5,73.8,74.3,0.0,0,0,66,68,6.1,4,8
Logan Ryan,7864,CB,TEN,17,4,5.2,0,0,31,62.0,65.4,49.0,62.5,80.7,75.3,12.0,3,7,355,362,1.7,6,18
Shawn Williams,7865,S,CIN,11,5,4.5,0,0,7,70.8,68.5,20.5,52.8,66.6,63.8,19.4,6,2,230,234,5.2,12,20
Kayvon Webster,7871,CB,LA,11,1,19.3,2,0,26,62.3,62.4,86.1,,57.9,61.3,37.5,3,7,173,176,1.7,3,4
Duron Harmon,7872,S,NE,19,2,15.0,0,0,19,79.5,73.6,88.2,54.5,49.3,62.9,30.0,3,0,203,211,0.5,1,5
Brandon Williams,7875,DI,BLT,12,3,1.3,0,0,3,57.2,79.7,87.1,58.9,85.2,47.6,9.4,3,0,200,204,11.0,22,26
Akeem Spence,7882,DI,DET,16,7,1.1,1,0,11,60.7,61.9,33.9,63.5,62.9,49.8,8.1,3,5,266,271,8.6,23,27
Alex Okafor,7885,ED,NO,10,3,1.5,1,0,20,60.8,78.4,63.2,74.0,74.2,83.2,0.0,0,2,167,169,12.6,21,26
Jelani Jenkins,7886,LB,HST,5,1,4.3,0,0,13,41.3,43.5,76.2,57.4,57.5,57.5,16.7,1,0,33,34,9.1,3,4
Shamarko Thomas,7893,S,BUF,2,1,0.0,0,0,4,60.9,79.7,72.8,,77.3,74.1,0.0,0,0,13,13,7.7,1,1
Gerald Hodges,7902,LB,NO,4,0,,0,0,20,48.7,42.5,72.3,57.0,54.1,,,0,0,3,4,0.0,0,0
William Gholston,7908,ED,TB,14,12,2.2,0,0,30,58.4,52.5,33.9,48.5,63.0,61.6,5.0,2,4,241,247,7.9,19,26
John Simon,7911,ED,IND,9,8,2.8,1,0,14,74.4,73.6,87.6,63.6,69.3,56.2,13.8,4,1,186,191,5.4,10,17
Devin Taylor,7914,ED,NYG,2,1,,0,0,21,,65.3,74.4,57.9,64.0,69.6,0.0,0,0,8,8,0.0,0,0
Lavar Edwards,7924,ED,CLV,3,1,0.0,0,0,8,,64.0,79.0,52.8,70.2,72.4,0.0,0,0,21,22,9.5,2,2
Steven Means,7929,ED,PHI,2,0,4.5,0,0,24,60.6,62.0,80.5,56.2,64.5,73.2,0.0,0,0,21,21,4.8,1,2
A.J. Klein,7930,LB,NO,12,5,5.8,0,1,20,56.5,48.2,39.7,60.4,41.4,45.3,20.5,8,2,238,242,5.5,13,26
Quinton Dial,7939,DI,GB,13,5,3.0,0,0,12,60.3,56.1,85.6,53.1,56.1,37.3,11.8,2,0,176,181,4.5,8,10
Micah Hyde,7941,S,BUF,17,7,13.6,1,0,4,90.4,87.7,50.1,61.6,74.5,81.5,10.9,5,3,429,437,1.6,7,34
Cornelius Washington,7969,ED,DET,15,5,2.0,0,0,11,47.6,62.8,90.0,64.6,58.1,56.0,4.8,1,0,183,187,7.1,13,15
Nate Palmer,7974,LB,TEN,3,2,3.0,0,0,31,62.7,61.4,75.9,50.4,66.4,73.9,0.0,0,0,11,11,0.0,0,1
Stacy McGee,7987,DI,WAS,16,9,2.2,0,0,32,60.1,66.7,86.5,63.4,63.3,71.8,4.9,2,0,229,234,9.2,21,30
Vince Williams,7988,LB,PIT,17,14,5.1,0,0,25,55.8,61.9,64.5,88.2,56.1,77.3,6.5,5,1,372,383,6.5,24,58
Michael Mauti,7995,LB,NO,4,1,2.3,0,1,20,53.7,47.5,79.0,59.3,47.7,32.3,16.7,1,0,39,41,7.7,3,4
Jordan Poyer,8000,S,BUF,16,10,6.4,1,0,4,90.9,87.7,67.0,62.5,70.4,66.3,20.0,12,1,453,461,4.2,19,38
Kerwynn Williams,8013,HB,ARZ,1,0,,0,0,1,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
David Bass,8016,ED,NYJ,13,5,3.5,0,0,22,54.5,73.5,49.1,67.1,79.3,74.5,0.0,0,2,150,153,4.7,7,13
David King,8022,DI,TEN,7,0,7.0,0,0,31,60.8,52.3,80.9,52.7,53.0,43.2,50.0,1,0,34,34,0.0,0,1
Kemal Ishmael,8026,S,ATL,13,10,4.4,0,0,2,52.7,61.9,81.6,64.1,66.0,88.0,0.0,0,0,74,76,2.7,2,10
Marcus Cooper,8035,CB,CHI,9,0,9.0,0,0,6,41.5,45.4,82.6,58.5,65.3,59.3,0.0,0,3,93,98,0.0,0,5
Damion Square,8042,DI,LAC,16,3,2.7,0,0,27,80.7,64.9,87.3,58.6,62.2,62.5,6.7,1,0,155,158,5.2,8,11
Ezekiel Ansah,8094,ED,DET,14,5,3.0,0,0,11,48.0,72.7,90.6,71.2,66.2,83.4,4.0,1,0,180,183,7.8,14,19
Rontez Miles,8102,S,NYJ,6,0,3.2,0,0,22,33.3,34.8,79.8,51.7,66.5,43.8,16.7,1,0,32,32,9.4,3,5
A.J. Bouye,8110,CB,JAX,19,5,7.8,1,0,15,84.7,84.5,89.8,79.1,69.7,69.8,12.5,3,8,445,451,0.9,4,16
Jahleel Addae,8117,S,LAC,16,12,3.7,0,0,27,70.3,70.6,66.4,71.5,68.4,52.6,17.0,9,4,397,406,4.5,18,32
Josh Martin,8138,ED,NYJ,14,5,0.3,0,0,22,80.4,73.6,85.8,56.7,74.3,59.5,8.7,2,0,230,238,7.0,16,16
Paul Worrilow,8141,LB,DET,12,11,2.9,0,0,11,47.3,59.1,79.1,66.8,67.8,65.3,10.7,3,0,140,142,6.4,9,14
Marcus Burley,8142,CB,HST,4,0,,0,0,13,62.9,57.7,0.0,,61.8,27.0,,0,1,11,11,0.0,0,0
Lerentee McCray,8159,ED,JAX,2,1,,0,0,15,45.5,68.5,79.0,78.7,62.0,72.4,0.0,0,0,8,8,0.0,0,0
Abry Jones,8177,DI,JAX,18,4,3.1,0,1,15,74.3,70.3,88.4,57.0,67.5,48.8,8.3,3,0,293,296,6.8,20,29
Benson Mayowa,8196,ED,DAL,14,3,2.0,0,0,9,66.2,65.9,59.2,63.1,61.8,61.0,11.8,2,2,157,160,5.1,8,12
Bradley McDougald,8220,S,SEA,13,11,3.1,1,0,29,82.0,73.5,61.0,59.2,54.8,70.1,11.6,5,2,274,280,6.2,17,27
A.J. Francis,8261,DI,WAS,6,6,3.0,0,0,32,,70.5,82.2,60.8,69.1,75.3,0.0,0,0,108,108,7.4,8,11
Joe Vellano,8264,DI,ATL,4,2,3.5,0,0,2,,47.4,79.6,61.1,44.6,70.9,0.0,0,0,37,38,5.4,2,2
Ray-Ray Armstrong,8271,LB,NYG,13,11,3.5,0,0,21,46.0,53.3,0.0,65.2,68.5,49.3,7.7,3,4,231,236,7.4,17,25
Will Compton,8308,LB,WAS,5,3,2.9,0,0,32,45.6,55.2,79.7,56.6,69.2,70.4,0.0,0,0,61,63,13.1,8,9
Rashaan Melvin,8334,CB,IND,10,0,2.6,1,0,14,75.9,77.9,86.1,,77.9,89.9,0.0,0,5,202,206,3.0,6,7
Tony Jefferson,8361,S,BLT,16,13,5.5,0,0,3,65.5,70.2,65.9,76.6,73.2,73.0,15.4,8,1,405,416,3.5,14,31
Jeff Heath,8396,S,DAL,15,6,11.1,0,0,9,80.8,76.6,64.4,61.3,64.6,73.6,18.5,5,1,308,319,0.6,2,16
Chris Banjo,8419,S,NO,6,0,15.0,0,0,20,79.4,76.4,77.0,55.2,57.5,82.8,0.0,0,0,12,13,0.0,0,1
Zach Line,8420,FB,NO,1,0,,0,0,20,,60.0,60.0,,60.0,,,0,1,1,1,0.0,0,0
Steven Terrell,8450,S,KC,2,1,,0,0,16,73.2,77.3,82.7,58.4,74.2,79.1,0.0,0,0,9,9,0.0,0,0
Darryl Morris,8456,CB,NYG,5,1,6.0,0,0,21,59.9,65.0,79.3,67.5,81.4,65.2,0.0,0,0,27,27,7.4,2,3
Cody Davis,8458,S,LA,7,4,8.6,0,0,26,84.6,76.9,82.3,86.0,38.2,28.9,31.3,5,0,98,101,2.0,2,7
Brynden Trawick,8471,S,TEN,1,0,,0,0,31,,55.8,67.6,,60.0,,,0,0,4,4,0.0,0,0
Nickell Robey-Coleman,8483,CB,LA,16,1,4.2,0,0,26,83.3,80.5,56.7,53.7,59.7,66.6,40.0,4,4,183,187,2.2,4,5
Wes Horton,8484,ED,CAR,17,0,3.5,0,0,5,61.8,66.4,89.5,70.2,51.9,68.2,11.1,1,0,143,148,2.8,4,8
LaRoy Reynolds,8500,LB,ATL,4,1,,0,0,2,61.9,43.2,70.1,58.1,35.4,28.9,50.0,1,0,7,7,0.0,0,0
Deon Lacey,8512,LB,BUF,3,0,0.0,0,0,4,,74.3,72.1,59.1,69.2,68.4,0.0,0,0,8,8,12.5,1,1
