player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Ambry Thomas,56058,CB,SF,9,2,4.7,1,0,28,55.7,54.2,13.7,60.0,57.2,68.9,0.0,0,4,163,165,0.6,1,7
Benjamin St-Juste,56061,CB,WAS,7,2,2.5,0,0,32,49.2,53.6,84.2,,79.1,80.2,0.0,0,1,90,92,2.2,2,2
Kemon Hall,56123,CB,LAC,4,0,,0,0,27,62.1,62.2,79.7,60.0,60.1,27.5,,0,0,7,7,0.0,0,0
Jason Pinnock,56144,S,NYJ,4,1,14.3,0,1,22,62.7,70.4,83.7,,89.5,87.8,0.0,0,1,53,54,1.9,1,3
Keisean Nixon,56167,CB,LV,3,0,,0,0,23,74.9,77.4,76.4,85.6,60.0,46.2,100.0,1,0,22,22,0.0,0,0
Ifeatu Melifonwu,56203,CB,DET,7,2,3.8,1,0,11,60.7,61.7,30.7,71.2,64.9,68.9,12.5,1,1,110,112,1.8,2,5
Darnay Holmes,56247,CB,NYG,8,2,10.0,0,0,21,60.4,55.8,24.0,64.0,34.6,73.2,16.7,1,1,73,73,0.0,0,3
Jaylon Johnson,56259,CB,CHI,15,3,5.4,1,0,6,60.5,64.2,67.7,60.0,73.6,68.0,9.5,2,5,403,412,2.0,8,16
Javelin Guidry,56262,CB,NYJ,15,7,7.0,2,0,22,56.8,55.9,83.6,53.3,53.2,67.5,5.3,1,2,204,207,1.5,3,11
Marquise Blair,56263,CB,SEA,6,2,-3.0,0,0,29,57.4,53.8,0.0,51.6,57.3,29.4,40.0,2,1,38,39,2.6,1,1
Keith Taylor,56289,CB,CAR,15,1,16.2,1,1,5,53.8,54.3,43.6,,60.8,69.4,14.3,1,3,177,181,0.0,0,5
Elijah Molden,56290,CB,TEN,15,5,2.8,0,0,31,61.8,62.0,84.3,66.5,53.0,43.8,15.8,3,0,160,167,5.0,8,11
Chris Rumph II,56345,ED,LAC,14,2,3.2,0,0,27,67.7,60.8,47.6,54.0,67.4,80.2,0.0,0,1,72,73,8.3,6,9
Victor Dimukeje,56347,ED,ARZ,3,0,,0,0,1,52.7,52.4,77.1,54.4,57.5,28.6,,0,0,15,15,0.0,0,0
Joshua Kaindoh,56353,ED,KC,3,0,,0,0,16,60.3,51.1,80.7,57.3,45.8,,,0,0,16,16,0.0,0,0
Raymond Johnson III,56356,DI,NYG,15,2,5.0,0,0,21,60.0,39.6,82.1,58.5,32.2,30.1,25.0,1,0,89,91,0.0,0,1
A.J. Epenesa,56369,ED,BUF,16,4,1.7,0,0,4,68.1,65.2,43.0,62.7,66.7,29.8,18.8,3,3,126,132,6.3,8,9
Chase Young,56436,ED,WAS,9,5,0.1,1,1,32,33.8,75.1,49.0,71.2,84.5,75.1,4.8,1,5,163,165,8.0,13,15
Yetur Gross-Matos,56444,ED,CAR,14,8,0.3,1,0,5,60.7,63.8,48.2,64.5,62.2,71.3,4.8,1,2,153,159,7.8,12,12
Patrick Johnson,56460,LB,PHI,6,1,2.8,0,0,24,74.6,66.4,82.8,62.0,55.0,58.7,14.3,1,0,60,63,5.0,3,5
Cameron Sample,56462,ED,CIN,16,0,3.4,0,0,7,46.2,49.9,69.2,49.6,61.7,51.7,10.0,1,1,97,99,8.2,8,9
Isaiah Buggs,56503,DI,PIT,10,10,1.7,0,0,25,62.6,59.1,83.0,66.6,51.7,28.6,22.7,5,1,124,129,4.8,6,7
Tedarrell Slaton,56597,DI,GB,17,5,3.1,0,0,12,60.2,52.8,84.3,63.7,44.7,66.9,4.5,1,0,120,122,7.5,9,16
Payton Turner,56624,ED,NO,5,3,0.7,0,0,20,63.8,64.6,14.6,63.1,71.1,78.1,0.0,0,2,30,32,23.3,7,7
Phil Hoskins,56672,DI,CAR,3,1,3.5,0,0,5,,44.6,0.0,66.2,51.3,70.5,0.0,0,1,17,17,5.9,1,2
Quinton Bohanna,56673,DI,DAL,14,4,2.6,0,0,9,57.0,30.5,83.6,49.9,29.6,37.1,10.0,1,0,99,101,3.0,3,5
Milton Williams,56682,DI,PHI,18,4,2.3,0,0,24,66.8,49.6,43.9,60.0,45.2,44.7,12.5,4,3,215,222,7.9,17,24
Jonathan Garvin,56703,ED,GB,15,4,3.5,0,0,12,69.6,59.6,87.1,58.1,53.1,65.8,7.7,1,0,137,144,3.6,5,8
Kwity Paye,56713,ED,IND,15,8,3.1,1,0,14,62.5,69.6,83.0,71.3,55.4,69.5,4.0,1,1,220,223,5.5,12,16
Jordan Elliott,56734,DI,CLV,16,7,4.4,0,0,8,58.2,41.6,41.6,50.9,45.0,46.1,8.0,2,3,199,206,4.0,8,16
Austin Faoliu,56800,DI,DAL,1,0,2.5,0,0,9,,62.7,73.2,59.6,62.0,68.7,0.0,0,0,2,2,50.0,1,2
Javon Kinlaw,56834,DI,SF,4,2,4.1,0,0,28,,50.4,80.9,57.6,46.6,54.4,10.0,1,0,59,60,5.1,3,7
Alton Robinson,56857,ED,SEA,15,6,1.1,1,0,29,57.5,51.8,36.3,56.7,53.9,30.1,14.3,3,3,157,167,5.7,9,12
Ta'Quon Graham,56868,DI,ATL,13,5,1.7,0,0,2,45.8,47.3,85.7,53.2,50.8,29.5,17.6,3,0,134,134,4.5,6,9
Anthony Rush,56895,DI,ATL,11,3,1.5,0,1,2,59.7,56.4,38.9,46.4,65.6,44.7,10.5,2,2,142,145,8.5,12,14
Jaelan Phillips,56902,ED,MIA,17,9,3.3,0,0,17,61.1,53.7,39.3,61.3,44.8,47.4,16.0,4,4,145,153,4.8,7,12
Jay Tufele,56913,DI,JAX,4,1,1.0,0,0,15,60.0,57.7,78.5,77.0,46.8,70.2,0.0,0,0,32,32,3.1,1,1
Dayo Odeyingbo,56923,ED,IND,10,1,2.0,0,0,14,62.8,61.4,84.2,58.2,60.9,74.8,0.0,0,0,30,31,6.7,2,2
James Lynch,56962,DI,MIN,13,5,3.2,0,0,18,60.0,48.2,44.2,51.6,52.2,67.6,3.7,1,2,138,142,8.7,12,21
Marvin Wilson,56977,DI,PHI,1,1,3.5,0,0,24,,54.3,74.8,53.5,57.3,70.1,0.0,0,0,11,11,0.0,0,2
Larrell Murchison,57004,DI,TEN,11,4,5.3,0,0,31,,59.5,83.4,58.9,57.7,29.7,20.0,2,0,87,90,2.3,2,4
Marlon Tuipulotu,57035,DI,PHI,5,4,6.0,0,0,24,,29.2,1.9,54.2,29.7,72.3,0.0,0,1,30,31,3.3,1,3
John Penisini,57037,DI,DET,16,5,2.0,0,0,11,70.0,56.3,85.0,68.3,48.2,29.5,17.6,3,0,162,169,3.7,6,9
K.J. Britt,57727,LB,TB,1,0,,0,0,30,51.4,53.2,73.8,66.5,60.0,58.0,,0,0,1,1,0.0,0,0
Mykal Walker,57834,LB,ATL,11,2,4.5,0,0,2,69.6,71.3,88.2,58.6,68.5,48.8,6.3,1,0,63,65,12.7,8,13
Monty Rice,57839,LB,TEN,6,9,2.1,0,0,31,62.8,56.1,78.1,53.6,51.5,37.2,26.1,6,1,86,90,4.7,4,8
Del'Shawn Phillips,57868,LB,NYJ,12,5,6.7,0,0,22,42.8,38.1,79.9,63.6,40.7,44.1,7.7,1,0,87,88,3.4,3,7
Jamin Davis,57905,LB,WAS,16,13,4.0,0,0,32,48.7,46.8,55.8,57.5,48.6,46.3,11.6,5,1,206,210,5.3,11,25
Patrick Queen,57941,LB,BLT,17,12,2.6,0,0,3,35.1,43.5,63.2,69.4,54.4,41.5,9.8,6,1,322,330,7.5,24,43
Jacob Phillips,57942,LB,CLV,4,2,4.7,0,0,8,69.5,62.4,0.0,73.0,51.5,51.4,21.4,3,1,40,41,10.0,4,9
K'Lavon Chaisson,57945,ED,JAX,15,6,2.5,0,0,15,30.3,47.0,48.5,55.5,59.8,45.8,20.0,5,3,189,196,5.8,11,14
Willie Gay Jr.,57987,LB,KC,15,16,2.8,0,0,16,65.3,66.5,83.0,69.0,61.9,50.3,11.1,5,0,247,254,6.9,17,24
Jeremiah Owusu-Koramoah,58089,LB,CLV,14,13,3.4,0,0,8,67.4,76.5,84.1,70.3,78.7,45.5,14.0,8,0,215,220,10.2,22,36
Pete Werner,58093,LB,NO,14,11,2.7,0,0,20,61.8,79.9,42.8,65.6,91.0,83.0,5.0,2,1,168,172,9.5,16,27
Baron Browning,58095,LB,DEN,9,10,6.3,0,0,10,64.3,54.9,83.5,61.2,40.0,57.6,4.2,1,0,182,187,1.1,2,13
Kenneth Murray,58099,LB,LAC,11,4,7.9,0,0,27,38.1,34.0,0.0,57.2,43.3,43.1,14.3,3,4,157,166,1.9,3,14
Derrick Barnes,58120,LB,DET,16,14,4.0,0,0,11,27.6,30.1,82.9,65.3,53.8,68.3,6.1,3,0,255,263,6.3,16,32
Buddy Johnson,58189,LB,PIT,1,0,,0,0,25,60.8,38.6,66.9,,43.9,22.3,100.0,1,0,4,4,0.0,0,0
Joe Tryon-Shoyinka,58272,ED,TB,19,1,3.4,1,0,30,50.7,50.9,63.9,57.5,47.5,29.6,11.1,2,2,163,169,4.9,8,15
Tyler Shelvin,58438,DI,CIN,5,2,3.0,0,0,7,,28.1,79.1,52.6,27.6,71.3,0.0,0,0,48,49,2.1,1,1
Michael Carter II,60644,CB,NYJ,15,9,2.9,1,0,22,56.0,53.7,84.3,69.7,40.4,64.7,16.0,4,2,267,273,2.6,7,12
James Pierre,60649,CB,PIT,10,2,13.1,0,0,25,58.4,58.1,6.9,,66.7,77.2,10.0,1,3,130,133,2.3,3,7
Grant Delpit,60685,S,CLV,15,6,4.9,0,0,8,64.5,63.3,52.6,78.5,56.9,63.0,15.4,6,1,199,204,7.0,14,27
Tyree Gillespie,60692,S,LV,1,2,,0,0,23,61.2,72.5,71.2,,76.7,78.8,0.0,0,0,3,3,0.0,0,0
Darren Hall,60742,CB,ATL,9,1,3.0,0,0,2,47.1,46.3,83.3,53.5,45.7,66.2,0.0,0,0,94,95,1.1,1,1
Garret Wallow,60761,LB,HST,10,4,2.4,0,0,13,29.9,33.9,76.5,66.6,47.9,45.9,10.0,1,0,81,83,4.9,4,5
Kenny Robinson Jr.,60789,S,CAR,6,1,5.9,0,0,5,55.7,60.2,82.6,55.9,74.7,66.3,0.0,0,0,62,65,3.2,2,7
Noah Gray,60878,TE,KC,1,0,,0,0,16,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Noah Igbinoghene,61155,CB,MIA,3,0,5.0,0,0,17,53.8,52.2,77.9,59.3,48.2,31.0,50.0,1,0,21,22,4.8,1,1
Mark Webb,61274,S,LAC,1,0,,0,0,27,52.6,51.4,69.2,,60.0,76.7,,0,0,1,1,0.0,0,0
JaCoby Stevens,61402,LB,PHI,1,2,,0,0,24,29.7,24.1,74.8,58.1,25.0,76.0,0.0,0,0,25,25,0.0,0,0
Donovan Peoples-Jones,61439,WR,CLV,1,0,,0,0,8,,60.0,60.0,,60.0,,,0,2,1,1,0.0,0,0
Jaelon Darden,61522,WR,TB,1,0,,0,0,30,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Tylan Wallace,61577,WR,BLT,1,0,,0,0,3,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Caleb Farley,61803,CB,TEN,3,0,,0,0,31,40.7,45.7,78.6,,71.8,28.7,,0,1,22,23,0.0,0,0
Christian Elliss,61853,LB,PHI,1,0,3.5,0,0,24,60.0,73.3,69.8,,68.2,75.9,0.0,0,0,6,6,16.7,1,2
Charles Snowden,62775,ED,CHI,1,0,,0,0,6,,58.7,71.0,58.3,60.0,,,0,0,4,4,0.0,0,0
Kahlil McKenzie,62935,DI,BLT,5,4,1.5,0,0,3,,71.0,78.3,59.6,70.0,71.8,0.0,0,0,23,24,8.7,2,2
Michael Joseph,66576,S,CHI,1,0,,0,0,6,59.8,59.9,65.6,,60.0,,,0,0,1,1,0.0,0,0
Zach Sieler,66917,DI,MIA,17,18,1.9,0,0,17,63.1,84.9,58.4,76.7,79.7,47.9,4.9,3,2,268,278,12.7,34,40
Dennis Gardeck,66928,ED,ARZ,13,1,3.5,0,0,1,59.0,62.1,84.7,59.3,64.4,30.0,22.2,2,0,39,41,7.7,3,6
Jonathan Owens,66930,S,HST,5,6,7.8,0,0,13,71.1,73.1,80.0,58.8,65.6,65.6,8.3,1,0,63,65,1.6,1,5
Tavierre Thomas,66931,CB,HST,15,14,5.6,0,1,13,76.1,77.6,55.9,48.9,86.5,71.4,8.6,3,1,225,226,4.0,9,18
Asante Samuel Jr.,76625,CB,LAC,12,5,3.9,2,0,27,57.4,56.4,86.5,,49.7,35.5,36.8,7,5,289,297,1.7,5,7
Andre Cisco,76641,S,JAX,9,2,15.3,0,0,15,62.7,67.9,85.0,55.5,74.7,63.9,18.2,2,0,104,108,1.0,1,7
Chris Claybrooks,76692,CB,JAX,9,7,7.0,0,0,15,40.5,48.4,81.9,56.1,76.9,62.8,0.0,0,1,83,85,0.0,0,3
Caden Sterns,76725,S,DEN,11,3,7.6,1,0,10,54.4,59.2,33.9,73.3,79.9,64.1,0.0,0,2,62,64,6.5,4,8
Azur Kamara,76843,ED,CAR,4,0,7.0,0,0,5,60.0,58.1,76.5,56.4,59.3,72.4,0.0,0,0,11,11,0.0,0,1
Gregory Rousseau,76889,ED,BUF,19,6,2.3,0,0,4,50.9,73.1,90.7,69.3,68.6,69.0,0.0,0,0,265,273,13.2,35,38
Alim McNeill,76996,DI,DET,17,15,1.9,0,0,11,61.7,60.1,86.5,63.3,55.0,45.8,10.3,4,0,230,237,6.5,15,20
Zaven Collins,77190,LB,ARZ,13,6,1.0,0,0,1,61.0,66.5,80.8,54.3,71.0,42.3,21.1,4,0,100,105,9.0,9,9
Trevon Moehrig,77847,S,LV,18,7,13.2,0,0,23,75.5,71.0,91.3,57.2,57.6,64.0,22.6,7,0,449,461,0.2,1,17
Ar'Darius Washington,77848,CB,BLT,2,0,,0,0,3,62.2,63.7,69.1,,60.0,,,0,0,3,3,0.0,0,0
Mac McCain III,79072,CB,PHI,1,1,38.0,0,0,24,60.0,67.9,70.1,,67.6,75.2,0.0,0,0,10,10,0.0,0,1
Nick Bolton,81322,LB,KC,19,23,2.3,0,0,16,64.4,72.5,82.6,60.3,76.4,83.7,5.0,4,0,323,333,11.1,36,53
Micah Parsons,81360,LB,DAL,17,9,2.5,2,0,9,70.0,89.7,21.8,93.0,61.4,65.6,9.8,6,6,335,346,10.4,35,46
Ernest Jones,81399,LB,LA,13,9,5.2,0,0,26,67.9,61.4,50.3,76.5,46.2,73.7,12.5,4,1,174,181,5.7,10,19
Azeez Ojulari,81959,ED,NYG,17,14,1.5,0,0,21,48.8,58.3,73.5,56.9,62.5,59.1,5.6,2,2,284,289,6.3,18,20
Davion Taylor,81991,LB,PHI,9,7,4.1,0,1,24,44.8,38.6,81.0,71.2,38.3,39.1,0.0,0,0,112,117,6.3,7,14
Odafe Oweh,82161,ED,BLT,15,8,3.2,0,1,3,76.0,67.9,40.8,64.5,68.3,49.5,13.3,4,4,164,168,7.3,12,18
Christian Barmore,82198,DI,NE,18,19,2.7,0,0,19,53.6,63.2,76.5,76.2,44.7,55.4,3.9,2,1,211,218,10.0,21,30
Forrest Merrill,82222,DI,LAC,4,2,1.5,0,0,27,,31.9,0.0,63.9,46.7,34.6,20.0,1,2,28,28,7.1,2,2
Teair Tart,82261,DI,TEN,11,5,1.0,0,0,31,60.1,59.2,86.1,56.6,58.3,29.4,22.2,4,0,153,158,3.3,5,9
Jessie Lemonier,82302,ED,DET,7,3,6.8,0,0,11,54.4,51.1,46.6,57.0,52.4,49.9,10.0,1,1,65,68,6.2,4,6
Bobby Brown III,82429,DI,LA,8,1,,0,0,26,,64.5,75.8,52.1,70.2,65.9,0.0,0,0,14,14,0.0,0,0
Daviyon Nixon,82488,DI,CAR,7,4,1.0,0,0,5,,66.1,79.7,75.8,56.8,39.6,11.1,1,1,44,46,9.1,4,4
Tommy Togiai,82501,DI,CLV,5,5,4.3,0,0,8,55.2,39.8,34.8,50.5,49.1,62.8,6.7,1,1,58,60,6.9,4,9
Jerry Jacobs,83025,CB,DET,11,1,1.8,0,0,11,66.7,65.8,85.0,76.1,54.7,58.8,36.4,4,2,211,221,2.4,5,6
Kelvin Joseph,83051,CB,DAL,4,0,4.7,0,0,9,73.0,71.2,0.0,,69.0,67.9,0.0,0,1,66,68,3.0,2,3
Rachad Wildgoose,83111,CB,NYJ,1,0,,0,0,22,62.7,64.8,87.9,,60.0,71.6,,0,0,1,1,0.0,0,0
Patrick Surtain II,83119,CB,DEN,16,4,5.4,0,0,10,66.3,66.1,86.5,74.6,57.3,54.1,17.6,3,2,354,366,0.8,3,10
Jamien Sherwood,83175,LB,NYJ,5,3,7.0,0,0,22,48.5,59.7,77.6,62.7,69.6,49.2,0.0,0,1,70,70,4.3,3,7
Tyson Campbell,83217,CB,JAX,15,8,5.6,0,0,15,59.9,62.7,89.4,51.6,69.9,73.2,0.0,0,0,349,357,3.2,11,19
Greg Newsome II,83341,CB,CLV,12,2,3.5,0,0,8,70.6,68.1,86.0,56.1,51.2,48.5,33.3,3,3,271,278,1.1,3,4
Jaycee Horn,83375,CB,CAR,3,1,4.7,0,0,5,67.4,67.8,79.2,59.2,65.5,27.3,0.0,0,0,42,46,4.8,2,3
Israel Mukuamu,83377,S,DAL,1,0,,0,0,9,62.3,64.0,71.7,,60.3,,,0,0,9,9,0.0,0,0
Jevon Holland,83873,S,MIA,16,13,12.3,0,0,17,87.7,84.7,43.3,67.3,77.0,80.0,6.5,2,3,292,301,2.1,6,16
Talanoa Hufanga,83903,S,SF,11,2,7.8,0,0,28,61.6,63.7,84.0,53.2,68.4,72.1,16.7,2,0,131,133,2.3,3,8
Brandon Aiyuk,84109,WR,SF,1,0,,0,0,28,,59.9,60.0,,60.0,,,0,5,1,1,0.0,0,0
Chris Williams,87178,DI,IND,7,2,3.0,0,0,14,59.3,49.5,79.0,57.8,48.1,70.6,0.0,0,0,24,24,0.0,0,2
LaCale London,87179,DI,CHI,1,0,,0,0,6,,60.0,65.1,,60.0,,,0,0,1,1,0.0,0,0
John Cominsky,88313,ED,ATL,3,0,-1.5,0,0,2,54.5,27.4,73.8,55.3,54.6,25.3,33.3,1,0,6,6,33.3,2,2
Kyle Dugger,90621,S,NE,16,19,3.3,1,0,19,73.7,69.7,57.8,75.1,58.8,62.6,12.7,7,2,307,317,7.2,22,29
Bobby Price,91112,CB,DET,8,3,,0,0,11,46.4,52.0,78.4,,68.3,69.3,25.0,1,0,71,72,0.0,0,0
Tevaughn Campbell,91247,CB,LAC,15,1,8.0,2,1,27,52.4,56.9,85.8,52.7,75.6,47.4,0.0,0,4,256,266,0.4,1,5
Ashton Dulin,91479,WR,IND,1,0,,1,0,14,,62.1,60.0,,60.0,,,0,1,1,1,0.0,0,0
E.J. Speed,94351,LB,IND,13,3,2.2,1,1,14,45.2,51.5,79.3,51.7,65.9,75.2,0.0,0,1,54,55,11.1,6,9
Jonathan Harris,94361,DI,DEN,3,1,2.5,0,0,10,,46.7,79.3,51.4,48.7,73.0,0.0,0,0,34,34,8.8,3,8
Anthony Pittman,94372,LB,DET,5,1,4.0,0,0,11,41.4,36.5,76.0,51.1,44.9,50.8,28.6,2,0,32,33,6.3,2,4
Joe Fortson,94384,TE,KC,1,0,,0,0,16,,59.9,60.0,,60.0,,,0,0,1,1,0.0,0,0
Brandin Echols,98900,CB,NYJ,14,1,3.1,2,0,22,48.0,45.0,87.6,55.5,31.1,56.5,46.7,7,6,293,299,1.7,5,7
Nahshon Wright,100412,CB,DAL,2,0,3.0,1,0,9,45.0,45.7,0.0,,69.0,81.5,0.0,0,2,33,34,3.0,1,1
Daniel Archibong,100963,DI,PIT,2,1,,0,0,25,60.0,49.6,72.9,54.2,52.8,69.0,0.0,0,0,7,8,0.0,0,0
Jarren Williams,101750,CB,NYG,5,1,7.6,0,0,21,67.9,71.1,80.3,60.0,77.4,85.9,0.0,0,0,76,77,1.3,1,5
Michael Hoecht,108840,DI,LA,12,1,3.5,0,0,26,52.5,48.7,81.3,55.3,49.6,72.4,0.0,0,0,33,33,6.1,2,4
