player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
L.J. Fort,7292,LB,BLT,16,10,2.3,0,1,3,64.2,71.5,82.5,55.1,78.6,54.7,6.1,2,0,149,151,8.7,13,21
Damon Harrison Sr.,7355,DI,GB,9,4,2.4,1,1,12,,68.7,45.1,47.5,79.9,58.7,7.1,1,2,78,81,10.3,8,9
Julian Stanford,7372,ED,CAR,4,1,5.5,0,0,5,60.0,73.0,74.0,52.8,77.9,75.5,0.0,0,0,9,9,11.1,1,2
Harrison Smith,7641,S,MIN,16,12,6.1,0,0,18,76.7,74.3,11.7,77.3,70.1,77.0,12.0,6,4,428,438,2.8,12,32
Malik Jackson,7647,DI,PHI,15,6,0.9,0,0,24,64.6,64.7,0.0,72.1,63.7,48.0,8.3,2,8,221,225,6.3,14,16
Josh Norman,7649,CB,BUF,11,1,4.7,1,1,4,69.5,72.4,85.3,,78.4,33.0,15.4,2,3,169,173,3.0,5,10
Neiko Thorpe,7716,S,SEA,2,0,,0,0,29,60.0,62.9,64.9,,60.0,,,0,0,4,4,0.0,0,0
Dion Jordan,7785,ED,SF,13,5,2.7,0,0,28,60.6,61.1,73.5,59.7,59.6,55.7,11.1,2,1,147,151,4.8,7,11
Barkevious Mingo,7787,ED,CHI,17,7,2.8,0,0,6,64.0,59.8,86.2,57.7,56.0,47.4,14.3,3,0,185,192,4.3,8,11
D.J. Hayden,7793,CB,JAX,5,1,6.2,1,0,15,32.6,40.4,81.8,53.6,76.1,54.1,12.5,1,3,75,80,4.0,3,6
Sheldon Richardson,7794,DI,CLV,18,15,3.0,1,1,8,53.6,68.7,72.3,66.1,67.7,52.9,5.2,3,2,310,318,8.7,27,40
Kenny Vaccaro,7796,S,TEN,14,9,5.1,2,0,31,60.1,58.7,46.7,56.1,58.9,47.6,20.4,10,4,342,353,4.7,16,30
Desmond Trufant,7803,CB,DET,6,0,7.3,1,0,11,36.7,38.4,84.0,83.9,41.1,40.4,33.3,2,5,140,144,0.7,1,4
Xavier Rhodes,7806,CB,IND,17,1,8.4,2,0,14,78.9,77.3,67.1,58.0,64.4,64.1,18.2,2,6,329,340,0.6,2,8
Datone Jones,7807,DI,LV,1,0,4.0,0,0,23,60.0,60.8,75.9,50.1,72.3,68.7,0.0,0,0,4,4,25.0,1,1
Sylvester Williams,7809,DI,DEN,8,5,3.8,0,0,10,60.0,49.5,83.3,58.0,47.0,26.3,25.0,3,0,103,105,1.9,2,4
Alec Ogletree,7811,LB,NYJ,2,0,-2.7,0,0,22,29.3,27.9,0.0,68.2,44.4,78.1,0.0,0,2,37,38,8.1,3,3
Darius Slay,7817,CB,PHI,15,2,12.3,0,0,24,63.1,62.9,64.4,75.5,57.6,60.6,26.7,4,5,357,367,0.8,3,9
Manti Te'o,7819,LB,CHI,1,3,2.8,0,0,6,51.9,68.1,75.1,60.0,79.6,40.1,0.0,0,0,25,25,16.0,4,5
Kawann Short,7825,DI,CAR,3,0,1.5,0,0,5,60.1,45.4,37.7,50.6,50.7,71.9,0.0,0,1,48,49,4.2,2,2
Kevin Minter,7826,LB,TB,6,2,4.2,0,0,30,54.7,48.8,0.0,75.4,40.8,40.4,11.1,1,1,48,48,6.3,3,6
Johnathan Hankins,7830,DI,LV,16,11,2.1,0,0,23,48.1,61.6,18.9,62.5,68.8,29.1,14.8,8,7,312,320,9.6,30,35
Jon Bostic,7831,LB,WAS,17,18,3.3,1,0,32,56.8,53.7,42.4,75.3,47.5,78.4,9.1,6,2,410,421,5.9,24,42
Jamie Collins Sr.,7833,LB,DET,14,23,4.6,0,1,11,59.3,64.2,59.0,72.5,64.2,61.2,6.7,5,1,349,359,5.7,20,47
Margus Hunt,7834,DI,CIN,13,4,-0.5,0,0,7,62.7,55.5,69.8,56.6,53.2,53.4,25.0,2,1,160,165,1.3,2,2
Jamar Taylor,7835,CB,SF,7,0,3.2,0,0,28,52.9,60.7,80.4,62.5,84.3,76.4,0.0,0,0,56,58,14.3,8,13
D.J. Swearinger Sr.,7838,S,NO,6,0,10.5,0,0,20,60.8,60.6,0.0,56.0,70.9,71.7,0.0,0,1,17,17,11.8,2,4
Tyrann Mathieu,7850,S,KC,18,7,7.0,0,0,16,63.1,67.0,52.3,66.8,75.9,73.0,10.0,4,6,425,437,2.1,9,29
Blidi Wreh-Wilson,7851,CB,ATL,12,1,5.5,1,0,2,63.2,62.3,83.3,48.7,58.8,50.7,0.0,0,1,70,71,5.7,4,4
Damontre Moore,7862,ED,SEA,7,1,0.5,1,0,29,78.0,62.3,4.4,64.4,56.1,75.0,0.0,0,3,23,23,8.7,2,2
John Jenkins,7863,DI,CHI,12,7,1.8,0,0,6,72.5,74.6,83.9,64.8,71.0,66.9,4.0,1,0,129,132,11.6,15,17
Logan Ryan,7864,S,NYG,16,4,8.4,0,0,21,60.8,64.1,87.8,64.6,67.5,65.5,9.4,3,1,376,394,2.1,8,25
Shawn Williams,7865,S,CIN,8,0,7.5,0,0,7,59.5,60.2,82.1,52.9,67.3,66.5,0.0,0,0,13,15,0.0,0,2
Duron Harmon,7872,S,DET,16,8,13.0,0,0,11,64.4,65.3,66.4,69.2,65.5,56.7,11.8,4,1,454,468,0.2,1,22
Brandon Williams,7875,DI,BLT,15,12,2.2,1,0,3,60.0,70.3,70.7,61.1,71.4,58.9,5.1,2,1,190,190,10.5,20,25
Akeem Spence,7882,DI,NE,6,4,3.5,0,0,19,60.0,50.1,27.5,61.4,49.4,73.7,0.0,0,1,46,47,4.3,2,4
Alex Okafor,7885,ED,KC,14,6,2.9,1,0,16,41.7,53.7,56.4,55.5,61.6,49.3,10.5,2,2,102,107,6.9,7,11
William Gholston,7908,DI,TB,20,8,2.4,1,0,30,49.2,61.6,67.6,78.0,45.8,29.2,14.3,6,2,262,269,6.5,17,28
John Simon,7911,ED,NE,16,11,3.5,0,0,19,53.5,48.3,77.6,49.2,49.2,40.4,18.6,8,1,350,358,3.4,12,24
Steven Means,7929,ED,ATL,16,13,3.9,0,0,2,70.8,57.3,56.7,62.2,48.4,30.3,17.6,6,3,229,236,3.5,8,15
A.J. Klein,7930,LB,BUF,18,9,3.4,0,0,4,56.8,46.4,58.7,80.6,29.7,32.2,20.4,10,2,296,300,5.7,17,30
Micah Hyde,7941,S,BUF,18,11,9.6,0,0,4,69.2,70.3,51.1,60.6,75.2,72.8,15.1,8,3,415,425,2.7,11,34
Stacy McGee,7987,DI,ARZ,2,0,,0,0,1,,57.0,77.5,53.4,58.9,,,0,0,23,23,0.0,0,0
Vince Williams,7988,LB,PIT,15,9,2.2,0,0,25,41.9,50.3,57.2,82.7,54.3,39.8,16.0,8,1,291,295,8.9,26,33
Jordan Poyer,8000,S,BUF,19,23,9.1,0,1,4,70.4,71.3,52.2,72.1,70.2,75.2,10.4,8,3,447,457,3.4,15,46
Nick Williams,8006,DI,DET,14,7,3.1,0,0,11,62.7,62.7,74.1,60.6,60.1,51.5,8.3,2,1,225,234,4.0,9,15
Damion Square,8042,DI,LAC,16,8,2.8,0,0,27,64.3,64.5,84.4,53.8,65.0,56.8,5.9,1,0,117,121,5.1,6,8
Daren Bates,8077,LB,TEN,3,0,,0,0,31,,62.1,86.4,60.0,60.9,,,0,0,4,4,0.0,0,0
Ezekiel Ansah,8094,ED,SF,2,0,,0,0,28,,53.1,79.9,51.0,59.9,,,0,0,10,11,0.0,0,0
A.J. Bouye,8110,CB,DEN,7,0,10.6,1,0,10,52.4,55.6,39.0,,70.9,54.7,0.0,0,3,173,176,0.6,1,7
Jahleel Addae,8117,S,LAC,9,0,3.0,0,0,27,56.7,51.2,79.4,53.7,40.0,61.8,0.0,0,0,52,52,3.8,2,5
Abry Jones,8177,DI,JAX,5,1,2.2,0,0,15,,65.9,83.1,54.8,68.7,50.9,12.5,1,0,78,82,6.4,5,6
Benson Mayowa,8196,ED,SEA,14,2,2.7,2,0,29,74.5,60.4,56.0,61.5,52.5,42.9,12.5,2,3,171,177,5.3,9,12
Bradley McDougald,8220,S,NYJ,7,3,7.8,0,0,22,42.8,41.0,38.3,63.9,48.2,64.0,35.7,5,2,178,184,0.6,1,6
Will Compton,8308,LB,TEN,8,3,3.3,0,0,31,38.5,47.0,80.4,49.9,66.1,59.3,9.1,1,0,53,55,9.4,5,7
Brandon Copeland,8378,LB,NE,4,4,3.3,0,0,19,48.7,65.2,78.8,68.4,69.3,80.8,0.0,0,0,30,31,10.0,3,4
Jeff Heath,8396,S,LV,12,2,5.9,0,0,23,72.8,72.8,84.6,50.7,65.8,80.4,5.6,1,0,160,164,5.0,8,15
Chris Banjo,8419,S,ARZ,11,2,7.2,0,0,1,63.6,63.6,83.2,59.9,59.4,78.4,9.1,2,0,161,164,5.0,8,18
Jordan Dangerfield,8468,S,PIT,6,0,,0,0,25,63.6,67.7,99.6,,63.4,,,0,0,16,16,0.0,0,0
Nickell Robey-Coleman,8483,CB,PHI,15,2,6.4,0,0,24,53.3,51.1,54.5,90.8,31.9,32.3,37.5,6,3,193,196,1.6,3,8
LaRoy Reynolds,8500,LB,ATL,7,0,16.0,0,1,2,67.3,58.6,0.0,63.7,56.0,36.8,66.7,2,1,12,12,0.0,0,1
Mike Purcell,8530,DI,DEN,6,3,3.4,0,0,10,59.3,60.2,83.9,51.0,65.0,39.5,12.5,2,0,96,100,7.3,7,11
Jadeveon Clowney,8636,ED,TEN,8,5,0.9,0,0,31,80.3,74.9,57.0,69.6,69.9,64.3,5.3,1,2,144,149,6.9,10,13
Khalil Mack,8640,ED,CHI,17,18,1.3,2,1,6,66.9,92.5,69.7,90.8,92.0,74.4,6.5,3,3,370,381,5.7,21,25
Anthony Barr,8644,LB,MIN,2,0,3.3,1,0,18,66.7,47.5,0.0,47.7,42.4,63.5,0.0,0,1,44,45,4.5,2,3
Aaron Donald,8648,DI,LA,18,11,1.3,1,1,26,67.4,94.2,55.3,93.6,89.4,50.0,11.1,4,4,319,328,5.0,16,21
Kyle Fuller,8649,CB,CHI,17,4,7.0,0,0,6,70.2,64.0,33.3,65.2,38.7,42.8,33.3,8,7,437,449,1.1,5,12
Dee Ford,8658,ED,SF,1,0,2.0,0,0,28,61.4,59.1,79.8,60.0,55.1,71.9,0.0,0,0,16,16,0.0,0,1
Darqueze Dennard,8659,CB,ATL,8,3,3.0,0,0,2,63.1,66.0,84.4,52.6,76.7,65.7,12.5,1,3,132,139,2.3,3,4
Jason Verrett,8660,CB,SF,13,3,9.8,0,0,28,76.1,77.6,88.2,55.6,76.2,59.9,12.5,2,2,302,310,1.3,4,11
Jimmie Ward,8665,S,SF,14,12,9.3,1,0,28,72.5,73.5,64.5,69.3,71.3,90.4,0.0,0,4,331,342,0.9,3,15
Bradley Roby,8666,CB,HST,10,2,10.2,1,0,13,72.2,71.5,86.9,58.5,61.7,66.8,33.3,4,7,269,275,0.7,2,6
Demarcus Lawrence,8669,ED,DAL,16,7,1.6,0,2,9,67.1,88.7,39.3,85.7,79.7,29.9,15.7,8,5,253,262,10.3,26,36
Kyle Van Noy,8675,LB,MIA,14,10,4.5,0,0,17,51.2,61.6,66.1,70.8,60.4,44.4,4.4,2,2,309,311,5.8,18,33
Lamarcus Joyner,8676,CB,LV,14,7,4.1,2,0,23,55.2,53.8,57.4,43.6,55.9,82.0,12.1,4,5,219,221,5.5,12,22
Stephon Tuitt,8681,DI,PIT,16,12,2.7,0,1,25,61.1,75.8,89.2,78.0,60.6,51.5,8.7,4,0,305,308,7.9,24,30
Trent Murphy,8682,ED,BUF,11,2,1.9,0,0,4,55.8,65.5,88.7,68.2,56.2,52.3,7.7,1,0,138,141,3.6,5,10
Timmy Jernigan,8683,DI,DEN,4,0,6.0,0,0,10,,44.6,78.9,57.3,41.9,67.4,0.0,0,0,32,32,0.0,0,1
Jeremiah Attaochu,8685,ED,DEN,13,4,2.4,0,0,10,55.8,62.5,68.6,62.9,61.5,74.3,4.8,1,1,164,167,7.3,12,16
Christian Kirksey,8706,LB,GB,13,11,5.1,0,0,12,51.0,48.2,51.6,59.5,48.5,61.2,9.1,4,3,206,221,5.8,12,29
Terrence Brooks,8714,S,NE,11,0,5.3,0,0,19,47.3,49.3,79.8,57.5,57.8,34.8,11.1,1,1,116,118,2.6,3,8
Kareem Martin,8719,ED,DET,1,0,,0,0,11,,54.3,75.3,53.0,59.8,,,0,0,3,4,0.0,0,0
Phillip Gaines,8722,CB,HST,7,3,5.6,0,0,13,53.5,59.9,82.2,,82.5,69.8,0.0,0,0,105,106,1.9,2,5
Jaylen Watkins,8736,S,LAC,3,1,19.7,0,0,27,50.4,53.0,78.9,,67.4,63.1,0.0,0,0,40,41,0.0,0,3
Bashaud Breeland,8737,CB,KC,14,0,4.2,3,0,16,69.4,62.8,21.0,45.9,40.8,37.2,40.9,9,13,295,303,1.4,4,13
Justin Ellis,8742,DI,BLT,14,5,2.9,0,0,3,60.0,48.2,86.3,49.6,51.4,32.5,6.3,1,0,162,165,4.9,8,10
Cassius Marsh,8743,ED,PIT,9,1,4.9,1,0,25,49.0,38.9,51.9,54.9,35.5,29.2,27.3,3,1,87,89,6.9,6,7
Ross Cockrell,8744,CB,TB,7,0,5.0,1,0,30,73.5,71.2,25.6,52.0,69.8,58.9,50.0,1,2,60,63,0.0,0,1
DaQuan Jones,8747,DI,TEN,17,15,2.0,0,1,31,58.0,67.7,89.0,66.5,62.9,32.5,13.0,7,0,338,350,6.8,23,32
Anthony Hitchens,8754,LB,KC,17,16,3.7,0,0,16,53.3,49.7,59.3,67.4,47.3,81.5,6.2,4,2,352,361,7.1,25,45
Pierre Desir,8762,CB,BLT,10,1,10.3,2,0,3,42.5,48.1,86.1,60.0,72.8,58.3,21.4,3,6,208,214,1.4,3,10
Tre Boston,8763,S,CAR,16,12,6.1,0,1,5,49.9,53.8,87.5,59.9,58.1,55.9,11.3,7,0,369,373,4.1,15,43
Dontae Johnson,8764,CB,SF,9,5,5.0,1,0,28,65.2,67.7,23.3,64.8,79.2,55.2,27.3,3,4,87,88,2.3,2,3
