player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Daylen Baldwin,64309,WR,CLV,1,12.5,0,100.0,100.0,1,1,0,0.0,0,2,8,0,68.3,64.0,83.3,,81.2,0.0,0,0,15,0.0,0,5,0,2,100.0,5,20.0,1,118.8,2,0,80.0,4,25,0,0.0,12.5,5.0
Justin Herbert,28237,QB,LAC,18,-7.0,0,100.0,,0,0,1,33.3,1,0,27,6,,74.0,77.9,,60.0,0.0,0,0,-2,0.0,0,841,2,2,0.1,1,0.0,0,79.2,2,0,0.0,0,-10,4,2.0,-5.0,-10.0
Tanner Conner,22777,TE,MIA,6,6.5,0,0.0,,0,0,0,100.0,2,0,17,0,25.5,,30.9,,29.3,50.0,7,0,0,0.0,0,14,0,0,78.6,11,7.1,1,39.6,2,0,42.9,6,0,0,,,0.0
Jeremy Ruckert,84029,TE,NYJ,3,4.0,0,50.0,,0,0,0,50.0,1,0,22,0,28.8,61.2,56.1,78.5,37.1,72.2,13,0,8,16.7,3,18,0,1,77.8,14,11.1,2,60.4,2,0,5.6,1,8,2,2.0,8.0,0.57
Mason Schreck,12007,TE,HST,3,3.5,0,100.0,100.0,1,1,0,0.0,0,0,13,0,68.3,64.0,53.6,66.0,48.0,90.6,29,0,6,25.0,8,32,0,2,71.9,23,3.1,1,79.2,2,0,6.3,2,6,-1,-0.5,3.0,0.26
Pharoh Cooper,10751,WR,ARZ,3,-3.0,0,100.0,,0,0,0,0.0,0,0,1,0,68.3,83.4,46.8,,55.5,0.0,0,0,3,0.0,0,13,1,2,100.0,13,61.5,8,79.2,2,0,23.1,3,6,12,6.0,3.0,0.46
Deonte Harty,91470,WR,NO,4,2.5,0,100.0,,0,0,0,0.0,0,0,20,0,68.3,26.0,47.9,,49.3,0.0,0,0,9,0.0,0,16,0,2,100.0,16,37.5,6,93.8,2,0,62.5,10,13,8,4.0,6.5,0.81
Jason Moore,91472,WR,LAC,6,13.0,0,50.0,0.0,0,1,0,0.0,0,0,27,0,64.7,61.2,50.1,,50.3,2.6,1,0,5,0.0,0,38,0,1,92.1,35,15.8,6,56.3,2,0,81.6,31,5,0,0.0,5.0,0.14
Mike Davis,9559,HB,BLT,7,-3.5,0,100.0,,0,0,0,0.0,0,0,3,0,68.3,20.6,42.7,81.0,55.9,0.0,0,0,7,13.6,3,22,0,2,81.8,18,18.2,4,79.2,2,0,4.5,1,4,11,5.5,2.0,0.22
Keith Smith,9302,FB,ATL,16,1.0,0,50.0,,0,0,0,0.0,0,0,2,0,64.7,70.5,53.8,56.0,51.5,18.4,14,0,8,48.7,37,76,0,1,47.4,36,6.6,5,60.4,2,0,10.5,8,8,8,8.0,8.0,0.22
Richard Rodgers,8733,TE,LAC,10,4.5,1,50.0,,0,0,1,0.0,0,0,27,0,64.7,61.2,44.8,82.3,46.7,79.5,35,0,4,40.9,18,44,1,1,59.1,26,4.5,2,56.3,2,0,13.6,6,4,3,3.0,4.0,0.15
Tyrion Davis-Price,99169,HB,SF,4,0.0,0,0.0,,0,0,0,,0,0,28,0,,80.4,53.6,,49.3,3.4,1,0,0,0.0,0,29,0,0,96.6,28,10.3,3,39.6,2,0,13.8,4,0,0,,,0.0
Giovani Bernard,7818,HB,TB,1,-4.0,1,100.0,,0,0,0,0.0,0,0,30,0,68.3,22.1,48.1,31.1,57.0,0.0,0,0,6,23.5,4,17,0,2,76.5,13,5.9,1,79.2,2,0,0.0,0,-1,7,3.5,-0.5,-0.08
Zach Wilson,82096,QB,NYJ,9,4.0,0,100.0,,0,0,0,0.0,0,1,22,1,64.7,80.6,46.5,,90.6,0.0,0,0,2,0.0,0,290,1,1,0.3,1,0.0,0,118.8,1,1,0.0,0,2,0,0.0,2.0,2.0
Dwayne Washington,10870,HB,NO,6,1.0,0,100.0,,0,0,0,0.0,0,0,20,0,64.7,76.4,64.2,65.8,57.0,0.0,0,0,7,7.7,1,13,0,1,84.6,11,0.0,0,95.8,1,0,7.7,1,7,6,6.0,7.0,0.64
Kamu Grugier-Hill,10842,LB,ARZ,1,0.0,0,100.0,,0,0,0,0.0,0,1,1,0,64.7,61.2,89.6,,90.3,0.0,0,0,4,0.0,0,1,0,1,100.0,1,0.0,0,83.3,1,0,0.0,0,4,4,4.0,4.0,4.0
Jeff Driskel,10841,QB,HST,6,-2.0,0,100.0,,0,0,0,0.0,0,0,13,0,64.7,80.7,68.0,,57.3,0.0,0,0,4,0.0,0,29,0,1,17.2,5,0.0,0,83.3,1,0,17.2,5,4,6,6.0,4.0,0.8
Penei Sewell,81788,T,DET,17,2.0,0,100.0,,0,0,1,0.0,0,1,11,0,64.7,61.2,80.6,74.2,76.3,0.2,1,0,9,99.7,663,665,10,1,0.2,1,0.3,2,104.2,1,0,0.0,0,9,7,7.0,9.0,9.0
Erik Ezukanma,78148,WR,MIA,1,-4.0,0,100.0,,0,0,0,0.0,0,0,17,0,64.7,61.2,59.7,,59.6,0.0,0,0,3,0.0,0,3,0,1,100.0,3,66.7,2,79.2,1,0,33.3,1,3,7,7.0,3.0,1.0
Godwin Igwebuike,49166,HB,SEA,1,2.0,0,100.0,,0,0,0,0.0,0,0,29,0,64.7,79.6,66.4,,65.4,0.0,0,0,3,0.0,0,1,0,1,100.0,1,0.0,0,79.2,1,0,0.0,0,3,1,1.0,3.0,3.0
Maurice Alexander,33465,WR,DET,3,2.0,0,100.0,,0,0,0,0.0,0,0,11,0,64.7,72.9,57.2,,57.5,0.0,0,0,7,0.0,0,6,0,1,83.3,5,16.7,1,95.8,1,0,83.3,5,7,5,5.0,7.0,1.4
Jaret Patterson,77745,HB,WAS,1,4.0,0,0.0,,0,0,0,,0,0,32,0,64.7,78.1,60.9,,56.5,0.0,0,0,0,0.0,0,12,0,0,83.3,10,0.0,0,39.6,1,0,8.3,1,0,0,,,0.0
Jared Goff,10635,QB,DET,17,-7.0,0,100.0,,0,0,0,0.0,0,0,11,6,,64.3,72.4,,58.4,0.0,0,0,5,0.0,0,664,1,1,0.0,0,0.0,0,87.5,1,0,0.0,0,5,12,12.0,5.0,
Ronald Jones,34001,HB,KC,4,0.0,0,100.0,,0,0,0,0.0,0,1,16,0,64.7,76.7,69.1,,61.9,0.0,0,0,22,0.0,0,17,0,1,100.0,17,5.9,1,118.8,1,0,0.0,0,22,22,22.0,22.0,1.29
Jacob Harris,34255,WR,LA,2,3.0,0,100.0,,0,0,0,0.0,0,1,26,0,64.7,61.2,73.7,,75.9,0.0,0,0,6,0.0,0,2,0,1,100.0,2,0.0,0,91.7,1,0,0.0,0,6,3,3.0,6.0,3.0
Tyron Johnson,34427,WR,HST,4,-2.0,0,100.0,,0,0,0,0.0,0,0,13,0,64.7,65.7,54.2,,53.6,0.0,0,0,8,0.0,0,19,0,1,94.7,18,0.0,0,100.0,1,0,100.0,19,8,10,10.0,8.0,0.44
Kirk Merritt,35096,WR,NO,3,22.0,0,0.0,,0,0,0,,0,0,20,0,,,55.0,,55.3,0.0,0,0,0,0.0,0,8,0,0,87.5,7,37.5,3,39.6,1,0,62.5,5,0,0,,,0.0
Ty'Son Williams,38287,HB,ARZ,1,-2.0,0,100.0,,0,0,0,0.0,0,0,1,0,64.7,61.2,61.7,,64.5,0.0,0,0,5,0.0,0,2,0,1,100.0,2,0.0,0,87.5,1,0,0.0,0,5,7,7.0,5.0,2.5
Russell Wilson,7077,QB,DEN,15,7.0,0,100.0,,0,0,0,0.0,0,0,10,4,,85.5,66.2,,,0.0,0,0,1,0.0,0,613,4,1,0.0,0,0.0,0,79.2,1,0,0.0,0,1,-6,-6.0,1.0,
DJ Turner,47663,WR,LV,6,-3.0,0,0.0,,0,0,0,100.0,1,0,23,0,27.9,75.0,41.8,,42.0,0.0,0,0,0,0.0,0,8,0,0,100.0,8,50.0,4,39.6,1,0,50.0,4,0,0,,,0.0
Mason Kinsey,115664,WR,TEN,1,3.0,0,100.0,,0,0,0,0.0,0,0,31,0,64.7,72.9,55.8,,55.9,0.0,0,0,3,0.0,0,9,0,1,100.0,9,88.9,8,79.2,1,0,11.1,1,3,0,0.0,3.0,0.33
Patrick Taylor Jr.,40448,HB,GB,5,-1.0,0,100.0,,0,0,0,0.0,0,1,12,0,64.7,73.6,61.6,24.2,74.9,14.3,2,0,17,21.4,3,14,0,1,78.6,11,0.0,0,118.8,1,0,7.1,1,17,18,18.0,17.0,1.55
Cody White,61448,WR,PIT,1,1.0,0,100.0,,0,0,0,0.0,0,0,25,0,64.7,61.2,71.1,,61.0,0.0,0,0,2,0.0,0,1,0,1,100.0,1,100.0,1,79.2,1,0,0.0,0,2,1,1.0,2.0,2.0
Darrynton Evans,40692,HB,CHI,4,2.0,1,100.0,,0,0,0,0.0,0,1,6,0,68.3,75.5,54.2,76.3,60.4,6.3,2,0,33,12.5,4,32,0,1,84.4,27,15.6,5,118.8,1,0,0.0,0,33,31,31.0,33.0,1.22
Josh Ali,61359,WR,ATL,2,49.0,0,0.0,,0,0,0,,0,0,2,0,,,55.6,,56.2,0.0,0,0,0,0.0,0,5,0,0,100.0,5,80.0,4,39.6,1,0,20.0,1,0,0,,,0.0
Jalen Camp,40986,WR,HST,2,7.0,0,100.0,100.0,1,1,0,0.0,0,1,13,0,64.7,61.2,67.0,,67.8,0.0,0,0,7,0.0,0,8,0,1,87.5,7,37.5,3,95.8,1,0,62.5,5,7,0,0.0,7.0,1.0
Frank Darby,40988,WR,ATL,4,15.0,0,100.0,,0,0,0,0.0,0,1,2,0,64.7,61.2,62.0,,59.2,0.0,0,0,15,0.0,0,23,0,1,91.3,21,17.4,4,118.8,1,0,82.6,19,15,0,0.0,15.0,0.71
Khari Blasingame,44889,FB,CHI,16,-3.0,0,0.0,,0,0,0,,0,0,6,0,,,59.6,79.4,43.6,30.4,17,0,0,37.5,21,56,0,0,57.1,32,12.5,7,39.6,1,0,7.1,4,0,0,,,0.0
Jake Tonges,60864,TE,CHI,3,14.0,0,0.0,,0,0,0,,0,0,6,0,,,52.5,,55.7,33.3,1,0,0,0.0,0,3,0,0,100.0,3,33.3,1,39.6,1,0,33.3,1,0,0,,,0.0
Hunter Long,60859,TE,MIA,10,2.0,0,0.0,,0,0,1,,0,0,17,0,64.7,61.2,57.5,50.5,57.2,74.4,32,0,0,48.8,21,43,1,0,48.8,21,14.0,6,39.6,1,0,11.6,5,0,0,,,0.0
Keke Coutee,47698,WR,IND,2,10.0,0,100.0,,0,0,0,0.0,0,0,14,1,64.7,30.0,37.5,,43.9,0.0,0,0,20,0.0,0,2,0,1,100.0,2,100.0,2,118.8,1,0,0.0,0,20,10,10.0,20.0,10.0
James Washington,47792,WR,DAL,2,6.0,0,0.0,0.0,0,1,0,,0,0,9,0,,,52.3,,53.8,0.0,0,0,0,0.0,0,10,0,0,90.0,9,0.0,0,39.6,1,0,100.0,10,0,0,,,0.0
Bailey Zappe,60396,QB,NE,4,-8.0,0,100.0,,0,0,0,0.0,0,0,19,2,,26.1,67.1,,,0.0,0,0,-6,0.0,0,109,3,1,0.0,0,0.0,0,79.2,1,0,0.0,0,-6,2,2.0,-6.0,
Devine Ozigbo,45903,HB,DEN,3,-5.0,0,100.0,,0,0,0,0.0,0,0,10,0,64.7,68.2,53.5,74.4,61.5,0.0,0,0,3,16.7,1,6,0,1,83.3,5,0.0,0,79.2,1,0,0.0,0,3,8,8.0,3.0,0.6
David Bakhtiari,7891,T,GB,11,4.0,0,0.0,,0,0,1,,0,0,12,0,,,79.8,87.8,60.0,0.0,0,1,0,99.7,339,340,5,0,0.3,1,0.0,0,0.0,1,0,0.0,0,0,0,,,0.0
Tommy Sweeney,47216,TE,BUF,4,-1.0,0,100.0,,0,0,0,0.0,0,1,4,0,64.7,61.2,56.3,21.4,56.9,57.7,15,0,7,19.2,5,26,1,1,80.8,21,19.2,5,95.8,1,0,3.8,1,7,8,8.0,7.0,0.33
Stanley Morgan Jr.,48110,WR,CIN,8,0.0,0,0.0,,0,0,0,,0,0,7,0,,,65.3,68.1,51.8,11.8,2,0,0,5.9,1,17,0,0,82.4,14,23.5,4,39.6,1,0,64.7,11,0,0,,,0.0
Jake Gervase,49103,LB,LA,2,6.0,0,100.0,,0,0,0,0.0,0,1,26,0,64.7,65.7,77.6,62.7,90.3,0.0,0,0,12,50.0,1,2,0,1,50.0,1,0.0,0,116.7,1,0,0.0,0,12,6,6.0,12.0,12.0
Josh Gordon,7618,WR,TEN,2,13.0,0,0.0,,0,0,0,,0,0,31,0,,,47.0,,53.2,0.0,0,0,0,0.0,0,10,1,0,90.0,9,40.0,4,39.6,1,0,60.0,6,0,0,,,0.0
Noah Togiai,47282,TE,PHI,1,3.0,0,0.0,,0,0,0,100.0,1,0,24,0,27.9,,26.7,20.4,28.1,100.0,4,0,0,50.0,2,4,0,0,50.0,2,0.0,0,39.6,1,0,0.0,0,0,0,,,0.0
Tanner Gentry,12170,WR,BUF,3,7.0,0,0.0,,0,0,0,,0,0,4,0,,,46.9,,52.6,0.0,0,0,0,0.0,0,11,0,0,100.0,11,18.2,2,39.6,1,0,81.8,9,0,0,,,0.0
Marcus Kemp,12137,WR,KC,3,11.0,0,100.0,,0,0,0,0.0,0,1,16,0,64.7,61.2,61.8,,61.0,0.0,0,0,13,0.0,0,20,0,1,95.0,19,35.0,7,118.8,1,0,65.0,13,13,2,2.0,13.0,0.68
C.J. Board,12088,WR,TEN,1,6.0,0,100.0,,0,0,0,0.0,0,0,31,0,64.7,28.7,54.4,,54.6,0.0,0,0,6,0.0,0,10,0,1,100.0,10,20.0,2,91.7,1,0,80.0,8,6,0,0.0,6.0,0.6
J.J. Taylor,25512,HB,NE,1,3.0,1,100.0,,0,0,0,0.0,0,0,19,0,64.7,73.6,51.3,,70.8,0.0,0,0,8,0.0,0,7,0,1,100.0,7,0.0,0,100.0,1,0,0.0,0,8,5,5.0,8.0,1.14
Kirk Cousins,7102,QB,MIN,18,-6.0,1,100.0,,0,0,0,0.0,0,0,18,5,64.7,71.1,79.3,,53.6,0.0,0,0,-2,0.0,0,789,8,1,0.6,5,0.0,0,79.2,1,0,0.0,0,-2,4,4.0,-2.0,-0.4
Tom Brady,698,QB,TB,18,15.0,0,0.0,,0,0,0,,0,0,30,4,,75.1,77.5,,59.9,0.0,0,1,0,0.0,0,879,3,0,0.1,1,0.0,0,0.0,1,0,0.1,1,0,0,,,0.0
Tyler Badie,83714,HB,DEN,1,-7.0,0,100.0,,0,0,0,0.0,0,1,10,0,64.7,64.6,61.2,,68.9,0.0,0,0,24,0.0,0,5,0,1,80.0,4,0.0,0,158.3,1,1,20.0,1,24,31,31.0,24.0,6.0
Tyler Mabry,25705,TE,SEA,2,5.0,0,100.0,,0,0,0,0.0,0,1,29,0,64.7,61.2,80.9,65.8,84.6,33.3,1,0,7,33.3,1,3,0,1,66.7,2,0.0,0,135.4,1,1,33.3,1,7,2,2.0,7.0,3.5
Patrick Mahomes,11765,QB,KC,20,-7.0,0,100.0,,0,0,0,0.0,0,0,16,3,,81.0,92.0,,,0.0,0,0,6,0.0,0,885,1,1,0.0,0,0.0,0,91.7,1,0,0.0,0,6,13,13.0,6.0,
