player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Miles Boykin,48209,WR,BLT,17,16.7,0,55.2,40.0,2,5,1,11.1,2,11,3,0,53.1,73.3,58.9,,57.4,0.0,0,1,50,0.0,0,244,3,16,94.3,230,8.6,21,100.4,29,3,91.4,223,224,19,1.2,14.0,0.97
Derrick Henry,10679,HB,TEN,18,-2.3,5,82.1,100.0,2,2,0,11.5,3,6,31,0,50.4,58.1,79.2,65.0,50.6,0.0,0,0,75,18.2,53,291,3,23,77.7,226,2.4,7,124.3,28,2,2.1,6,227,281,12.2,9.9,1.0
Jaron Brown,8128,WR,SEA,15,9.5,1,57.1,100.0,1,1,0,11.1,2,10,29,1,54.5,23.2,57.1,63.4,56.8,1.8,4,1,48,2.2,5,228,2,16,89.0,203,43.0,98,91.4,28,2,55.3,126,220,60,3.8,13.8,1.08
D'haquille Williams,11366,WR,BUF,5,13.2,2,57.1,66.7,6,9,0,15.8,3,11,4,0,43.5,73.9,69.4,44.9,69.2,0.0,0,0,41,1.2,2,162,1,16,96.9,157,45.7,74,93.6,28,1,54.3,88,215,54,3.4,13.4,1.37
Patrick Laird,28219,HB,MIA,8,1.3,3,82.1,100.0,1,1,0,11.5,3,13,17,0,52.7,85.4,52.4,26.3,66.4,0.0,0,0,21,21.6,48,222,0,23,71.2,158,5.0,11,97.0,28,0,15.8,35,204,178,7.7,8.9,1.29
Logan Thomas,8755,TE,DET,16,10.9,0,59.3,33.3,2,6,0,5.9,1,9,11,0,54.8,73.6,55.1,61.7,60.2,36.4,75,1,17,15.5,32,206,3,16,79.1,163,51.0,105,75.1,27,1,10.2,21,173,87,5.4,10.8,1.06
Chester Rogers,10918,WR,IND,11,9.2,1,59.3,40.0,2,5,0,20.0,4,11,14,0,28.5,49.9,50.5,74.0,52.1,0.4,1,0,27,0.8,2,242,1,16,92.6,224,87.6,212,103.8,27,2,12.0,29,179,70,4.4,11.2,0.8
Benjamin Watson,1753,TE,NE,11,8.6,3,74.1,100.0,4,4,0,13.0,3,12,19,0,49.1,74.9,56.0,65.7,58.0,28.0,84,0,26,12.0,36,300,4,20,84.7,254,55.0,165,96.4,27,0,15.7,47,211,94,4.7,10.6,0.83
Ian Thomas,42130,TE,CAR,15,6.6,1,59.3,20.0,1,5,0,15.8,3,10,5,0,39.8,73.3,51.8,78.5,52.3,22.5,47,1,19,8.6,18,209,1,16,88.0,184,66.0,138,69.4,27,1,10.0,21,136,80,5.0,8.5,0.74
Demetrius Harris,8524,TE,CLV,15,9.5,5,55.6,25.0,2,8,1,16.7,3,10,8,0,29.8,73.3,46.1,64.6,48.8,75.6,242,0,23,22.5,72,320,5,15,69.7,223,18.1,58,108.4,27,3,5.9,19,149,67,4.5,9.9,0.67
Kyle Juszczyk,7912,FB,SF,15,5.5,2,88.5,100.0,3,3,0,4.2,1,14,28,0,72.8,76.4,74.9,73.1,74.8,27.8,52,0,49,17.6,33,187,5,23,75.9,142,13.4,25,136.9,26,2,12.8,24,278,177,7.7,12.1,1.96
Josh Jacobs,45953,HB,OAK,13,-1.5,9,76.9,0.0,0,1,0,13.0,3,8,23,0,47.8,83.9,87.1,73.6,55.4,0.0,0,0,28,18.3,35,191,0,20,77.0,147,1.6,3,92.8,26,0,8.4,16,166,192,9.6,8.3,1.13
Will Dissly,30762,TE,SEA,6,9.5,1,88.5,100.0,2,2,0,0.0,0,14,29,1,85.3,25.6,79.6,66.9,87.1,52.6,72,0,38,14.6,20,137,4,23,76.6,105,35.8,49,148.2,26,4,11.7,16,262,77,3.3,11.4,2.5
Justin Hardy,9540,WR,ATL,15,7.8,1,73.1,50.0,4,8,0,5.0,1,9,2,0,69.9,74.1,67.3,69.2,66.2,0.0,0,0,23,0.8,1,118,0,19,94.1,111,50.8,60,94.2,26,0,48.3,57,195,81,4.3,10.3,1.76
Tre'Quan Smith,48228,WR,NO,12,10.3,7,69.2,42.9,3,7,0,5.3,1,17,20,0,69.9,74.1,63.3,76.5,60.3,1.5,5,1,32,0.9,3,339,3,18,92.6,314,60.8,206,120.8,26,5,37.5,127,234,113,6.3,13.0,0.75
Anthony Firkser,51837,TE,TEN,18,12.0,0,65.4,42.9,3,7,0,10.5,2,12,31,0,55.6,74.5,72.3,30.8,73.2,20.8,36,1,39,4.6,8,173,1,17,90.2,156,59.0,102,118.9,26,3,17.9,31,249,71,4.2,14.6,1.6
Rhett Ellison,7128,TE,NYG,10,5.3,3,72.0,85.7,6,7,0,10.0,2,4,21,0,58.1,74.4,65.6,72.6,59.7,81.4,149,1,31,23.5,43,183,0,18,69.4,127,12.6,23,86.6,25,1,4.9,9,167,85,4.7,9.3,1.31
Jesse James,9593,TE,DET,16,5.5,0,64.0,0.0,0,2,0,11.1,2,8,11,0,53.3,73.3,53.7,48.3,55.9,77.0,208,0,23,31.9,86,270,2,16,63.7,172,17.0,46,79.1,25,0,5.2,14,142,61,3.8,8.9,0.83
Justin Watson,66915,WR,TB,8,13.0,0,60.0,66.7,4,6,0,11.8,2,10,30,0,51.2,77.5,63.9,66.3,62.5,1.3,2,2,17,0.7,1,153,0,15,95.4,146,49.0,75,71.9,25,2,49.7,76,159,15,1.0,10.6,1.09
Taysom Hill,12112,QB,NO,17,5.4,1,87.5,50.0,1,2,0,4.5,1,15,20,0,71.3,82.8,88.7,76.5,74.3,26.4,38,0,45,2.1,3,144,0,21,88.2,127,45.1,65,151.2,24,7,20.1,29,259,155,7.4,12.3,2.04
C.J. Ham,11347,FB,MIN,18,2.0,2,70.8,66.7,2,3,0,5.6,1,6,18,0,69.6,27.9,63.7,82.1,62.6,16.8,22,0,36,19.8,26,131,0,17,77.1,101,2.3,3,100.9,24,1,9.9,13,149,125,7.4,8.8,1.48
Charles Clay,6326,TE,ARZ,15,8.0,1,75.0,0.0,0,2,0,0.0,0,12,1,0,83.6,74.4,64.7,54.1,62.3,52.2,118,1,47,11.5,26,226,1,18,82.7,187,23.5,53,102.3,24,1,9.3,21,237,95,5.3,13.2,1.27
Raheem Mostert,9783,HB,SF,18,1.7,2,70.8,33.3,1,3,0,10.5,2,6,28,0,54.5,78.9,82.9,60.9,61.0,0.4,1,0,39,20.5,49,239,0,17,75.3,180,3.3,8,121.5,24,2,7.9,19,188,171,10.1,11.1,1.04
Malik Turner,48078,WR,SEA,16,12.5,4,65.2,,0,0,0,21.1,4,10,29,0,29.7,73.3,64.9,80.7,62.0,5.6,9,0,33,4.3,7,161,1,15,88.2,142,43.5,70,115.3,23,1,50.9,82,245,105,7.0,16.3,1.73
Dante Pettis,48113,WR,SF,11,8.8,2,47.8,0.0,0,4,0,8.3,1,7,28,0,60.2,72.0,56.4,,54.5,0.0,0,2,21,0.0,0,158,1,11,94.9,150,43.0,68,54.4,23,2,56.3,89,109,26,2.4,9.9,0.73
Foster Moreau,47043,TE,OAK,13,4.5,4,91.3,100.0,2,2,0,0.0,0,14,23,0,84.1,74.6,70.8,55.4,80.8,84.2,149,1,23,24.9,44,177,1,21,72.9,129,5.6,10,119.7,23,5,9.0,16,174,107,5.1,8.3,1.35
Trey Burton,9185,TE,CHI,8,5.5,0,60.9,50.0,3,6,0,12.5,2,5,6,0,49.6,72.7,49.2,56.5,48.3,31.7,64,1,16,7.9,16,202,1,14,86.6,175,49.0,99,49.9,23,0,18.8,38,84,40,2.9,6.0,0.48
Parris Campbell,47940,WR,IND,7,8.1,5,78.3,0.0,0,1,0,5.3,1,6,14,2,68.7,16.6,54.7,,54.0,0.0,0,0,27,0.0,0,124,2,18,96.0,119,47.6,59,104.2,23,1,52.4,65,127,109,6.1,7.1,1.07
Christian Blake,47900,WR,ATL,9,8.2,0,47.8,80.0,4,5,1,0.0,0,5,2,0,79.4,71.9,51.3,,52.4,0.0,0,0,13,0.0,0,232,4,11,95.7,222,23.7,55,58.4,23,0,76.3,177,91,24,2.2,8.3,0.41
Scotty Miller,47481,WR,TB,9,16.6,0,56.5,50.0,1,2,0,0.0,0,5,30,0,80.0,73.3,63.3,,62.1,0.0,0,0,48,0.0,0,149,0,13,91.9,137,30.9,46,99.9,23,1,69.1,103,200,38,2.9,15.4,1.46
Tavon Austin,7789,WR,DAL,14,14.0,0,56.5,28.6,2,7,0,0.0,0,8,9,0,80.6,44.8,59.9,65.3,62.4,0.0,0,1,59,0.6,1,165,3,13,91.5,151,29.1,48,77.6,23,1,70.9,117,177,83,6.4,13.6,1.17
Mack Hollins,11873,WR,MIA,15,14.6,0,45.5,0.0,0,1,2,16.7,2,7,17,0,45.7,71.9,49.5,67.6,50.2,0.0,0,0,20,0.8,2,243,5,10,91.4,222,30.9,75,63.6,22,0,69.1,168,125,37,3.7,12.5,0.56
Damion Ratley,48182,WR,CLV,10,14.3,2,54.5,16.7,1,6,2,0.0,0,11,8,0,79.4,72.7,62.9,,65.0,0.0,0,1,46,0.0,0,173,3,12,93.6,162,20.8,36,81.6,22,1,79.2,137,200,50,4.2,16.7,1.23
Adrian Peterson,3623,HB,WAS,15,-1.6,8,77.3,100.0,1,1,0,5.6,1,7,32,1,68.7,56.2,67.6,21.2,58.7,0.0,0,0,22,17.9,30,168,0,17,75.6,127,0.6,1,93.4,22,0,1.8,3,142,161,9.5,8.4,1.12
Matt Breida,12271,HB,SF,14,-0.7,4,86.4,66.7,2,3,0,9.5,2,6,28,0,56.9,37.4,68.3,50.4,65.9,0.0,0,1,17,13.2,16,121,0,19,83.5,101,3.3,4,85.6,22,1,12.4,15,120,130,6.8,6.3,1.19
Ricky Seals-Jones,12020,TE,CLV,14,11.9,0,63.6,42.9,3,7,0,6.7,1,10,8,1,51.5,22.4,56.8,78.1,57.9,41.1,79,0,59,4.2,8,192,0,14,87.5,168,46.4,89,138.1,22,4,12.0,23,229,98,7.0,16.4,1.36
Jake Kumerow,9883,WR,GB,15,14.3,3,59.1,33.3,2,6,0,7.1,1,9,12,0,63.2,72.3,62.7,62.3,58.2,0.4,1,1,49,0.4,1,225,2,13,93.8,211,22.7,51,93.4,22,1,76.9,173,242,98,7.5,18.6,1.15
Ryquell Armstead,45810,HB,JAX,14,2.1,1,66.7,,0,0,0,17.6,3,8,15,0,36.3,82.1,55.4,43.0,48.1,0.0,0,1,31,10.5,11,105,0,14,84.8,89,1.9,2,98.1,21,2,2.9,3,144,114,8.1,10.3,1.62
Sony Michel,27589,HB,NE,17,-0.4,3,66.7,,0,0,0,22.2,4,7,19,0,29.2,73.1,66.5,82.5,48.3,0.0,0,1,19,24.8,37,149,0,14,73.2,109,2.0,3,58.2,21,0,6.0,9,103,128,9.1,7.4,0.94
Dontrelle Inman,6597,WR,IND,7,13.4,0,57.1,16.7,1,6,0,20.0,3,9,14,0,31.3,71.9,62.9,,63.5,0.0,0,0,28,0.0,0,136,1,12,93.4,127,47.1,64,85.6,21,0,52.9,72,181,31,2.6,15.1,1.43
Nick Vannett,10728,TE,PIT,16,6.5,3,81.0,33.3,1,3,0,0.0,0,5,25,0,67.7,73.6,48.2,43.9,48.9,74.0,165,0,18,9.4,21,223,3,17,84.3,188,17.9,40,99.6,21,0,6.3,14,166,71,4.2,9.8,0.88
Marquise Goodwin,7859,WR,SF,8,13.1,0,57.1,25.0,1,4,0,25.0,4,10,28,0,28.7,72.5,59.6,,58.0,0.7,1,0,38,0.0,0,142,0,12,92.3,131,27.5,39,102.5,21,1,71.8,102,186,38,3.2,15.5,1.42
Tony Pollard,27126,HB,DAL,15,-0.7,3,75.0,0.0,0,1,1,6.3,1,4,9,0,65.6,67.8,82.9,19.4,72.1,0.0,0,1,21,9.4,9,96,1,15,84.4,81,24.0,23,82.7,20,1,4.2,4,107,139,9.3,7.1,1.32
Jeff Heuerman,9525,TE,DEN,14,5.3,1,70.0,,0,0,0,6.7,1,9,10,0,64.7,72.7,60.0,72.2,56.9,83.2,164,1,26,21.8,43,197,0,14,73.6,145,9.1,18,80.0,20,1,6.1,12,114,46,3.3,8.1,0.79
Ameer Abdullah,9487,HB,MIN,18,1.0,1,80.0,0.0,0,1,0,0.0,0,5,18,0,82.2,49.7,58.5,87.2,64.2,0.9,1,1,16,12.5,14,112,0,16,83.0,93,6.3,7,82.3,20,1,12.5,14,95,85,5.3,5.9,1.02
James O'Shaughnessy,9606,TE,JAX,5,6.6,2,70.0,25.0,1,4,0,0.0,0,7,15,0,81.1,73.0,62.5,77.8,66.3,51.9,68,0,35,8.4,11,131,0,14,86.3,113,42.0,55,125.6,20,2,5.3,7,153,84,6.0,10.9,1.35
Marcedes Lewis,2973,TE,GB,18,5.2,2,85.0,100.0,1,1,0,5.6,1,9,12,0,69.0,73.9,72.0,71.3,64.7,87.6,220,0,25,29.9,75,251,1,17,66.1,166,5.6,14,118.8,20,1,6.4,16,170,102,6.0,10.0,1.02
Ross Dwelley,20994,TE,SF,17,6.1,0,75.0,66.7,2,3,0,0.0,0,8,28,0,81.7,73.3,56.9,51.8,58.9,51.6,94,1,25,13.2,24,182,0,15,80.2,146,24.7,45,96.0,20,2,7.7,14,91,39,2.6,6.1,0.62
Peyton Barber,10927,HB,TB,16,0.4,4,80.0,0.0,0,1,0,0.0,0,4,30,0,81.7,75.7,64.9,59.6,66.2,0.0,0,1,16,27.6,45,163,0,16,67.5,110,4.9,8,86.5,20,1,1.2,2,115,123,7.7,7.2,1.05
J.J. Arcega-Whiteside,35014,WR,PHI,15,18.1,0,52.6,28.6,2,7,0,9.1,1,7,24,0,61.8,71.9,54.6,,53.3,0.0,0,1,30,0.0,0,331,2,10,94.3,312,12.7,42,78.6,19,1,87.3,289,169,19,1.9,16.9,0.54
Matt LaCosse,9840,TE,NE,12,7.5,1,68.4,100.0,2,2,0,13.3,2,6,19,0,47.7,72.3,53.6,59.5,48.6,52.8,121,1,24,21.8,50,229,0,13,74.7,171,38.0,87,83.4,19,1,5.2,12,131,46,3.5,10.1,0.77
Carlos Hyde,8692,HB,HST,18,0.8,3,73.7,0.0,0,1,0,6.7,1,4,13,0,65.6,53.3,74.2,56.5,49.0,0.3,1,2,14,10.1,29,286,0,14,85.3,244,0.0,0,55.7,19,1,16.8,48,65,72,5.1,4.6,0.27
Derek Carrier,7406,TE,OAK,15,9.6,0,68.4,60.0,3,5,1,7.1,1,4,23,0,64.4,73.2,65.4,77.1,60.6,59.2,58,0,25,11.2,11,98,1,13,82.7,81,15.3,15,100.3,19,1,22.4,22,108,50,3.8,8.3,1.33
Deon Cain,13597,WR,PIT,13,13.0,0,47.4,42.9,3,7,0,18.2,2,7,25,0,38.7,70.6,55.6,,55.1,0.0,0,1,35,0.0,0,211,0,9,91.0,192,8.1,17,46.8,19,0,91.9,194,124,22,2.4,13.8,0.65
Mark Walton,45996,HB,MIA,7,-1.7,3,78.9,50.0,1,2,0,0.0,0,3,17,1,81.1,53.0,67.5,32.8,48.4,0.0,0,0,18,22.1,31,140,0,15,75.0,105,4.3,6,86.2,19,0,2.1,3,89,119,7.9,5.9,0.85
Justice Hill,45865,HB,BLT,17,2.6,2,63.2,0.0,0,1,0,7.7,1,6,3,0,47.7,86.5,52.0,53.8,49.0,0.0,0,0,14,9.7,15,154,0,12,87.7,135,9.1,14,75.8,19,0,26.0,40,96,106,8.8,8.0,0.71
Chase Edmonds,45851,HB,ARZ,10,-0.2,2,63.2,50.0,1,2,0,29.4,5,5,1,0,27.6,84.7,69.7,74.5,54.1,0.0,0,1,31,19.1,25,131,0,12,77.1,101,26.7,35,73.4,19,1,6.9,9,105,104,8.7,8.8,1.04
Kalen Ballage,45741,HB,MIA,12,-1.2,1,73.7,100.0,1,1,0,22.2,4,4,17,0,29.5,86.2,58.2,75.1,42.7,0.0,0,1,13,27.3,45,165,0,14,67.3,111,4.2,7,55.4,19,0,3.0,5,63,87,6.2,4.5,0.57
Darrel Williams,13014,HB,KC,11,1.3,1,83.3,,0,0,0,6.3,1,7,16,0,65.6,45.3,63.5,55.8,62.4,0.7,1,0,52,20.3,29,143,0,15,72.7,104,3.5,5,123.8,18,1,7.0,10,167,185,12.3,11.1,1.61
Maxx Williams,9488,TE,ARZ,16,7.4,5,83.3,100.0,1,1,0,6.3,1,11,1,0,65.6,73.0,79.1,82.1,61.0,57.0,138,1,28,25.2,61,242,1,15,71.9,174,32.2,78,108.8,18,1,4.1,10,202,109,7.3,13.5,1.16
Robert Foster,48230,WR,BUF,11,25.9,0,17.6,0.0,0,3,0,0.0,0,3,4,0,70.5,68.7,52.7,65.7,52.7,0.0,0,1,24,0.7,1,143,1,3,94.4,135,25.9,37,18.3,17,0,74.1,106,64,33,11.0,21.3,0.47
Seth DeValve,10772,TE,JAX,12,6.3,0,70.6,25.0,1,4,0,0.0,0,7,15,0,80.0,72.3,57.9,82.4,62.9,46.2,79,0,20,9.9,17,171,0,12,86.5,148,33.3,57,95.2,17,0,9.9,17,140,63,5.3,11.7,0.95
Nick O'Leary,9627,TE,JAX,12,5.4,0,76.5,50.0,1,2,0,7.1,1,4,15,1,63.2,21.4,51.6,87.5,48.2,48.7,94,1,19,21.8,42,193,0,13,71.5,138,31.6,61,87.6,17,1,14.0,27,109,45,3.5,8.4,0.79
Vernon Davis,2951,TE,WAS,4,6.4,3,58.8,50.0,1,2,1,9.1,1,4,32,0,60.2,71.5,49.4,55.1,52.9,49.7,74,2,48,7.4,11,149,2,10,83.2,124,32.9,49,61.3,17,1,16.8,25,123,78,7.8,12.3,0.99
Ty Montgomery,9527,WR,NYJ,16,0.9,0,76.5,0.0,0,1,0,0.0,0,3,22,0,81.1,85.0,58.5,20.1,64.0,1.1,1,1,21,12.0,11,92,0,13,82.6,76,33.7,31,63.4,17,0,6.5,6,90,94,7.2,6.9,1.18
Travis Benjamin,7100,WR,LAC,5,13.3,2,37.5,25.0,1,4,0,33.3,3,3,27,0,27.9,68.8,46.4,,47.2,0.0,0,0,13,0.0,0,146,1,6,92.5,135,32.9,48,45.8,16,0,67.1,98,30,18,3.0,5.0,0.22
DeAndre Carter,9859,WR,HST,10,10.5,0,81.3,,0,0,0,7.1,1,7,13,0,63.2,26.1,59.1,,57.8,0.0,0,0,46,0.0,0,169,0,13,95.3,161,52.1,88,114.6,16,0,47.9,81,184,61,4.7,14.2,1.14
Byron Pringle,42345,WR,KC,13,11.5,5,75.0,100.0,1,1,0,14.3,2,7,16,0,47.7,73.8,63.9,66.9,63.4,8.0,7,1,28,1.1,1,88,2,12,88.6,78,42.0,37,103.6,16,1,50.0,44,170,66,5.5,14.2,2.18
Geoff Swaim,9679,TE,JAX,6,2.3,0,81.3,,0,0,2,0.0,0,1,15,0,80.0,72.3,46.5,48.1,48.4,38.8,45,0,9,11.2,13,116,5,13,80.2,93,56.9,66,83.6,16,0,4.3,5,65,48,3.7,5.0,0.7
Frank Gore,2282,HB,BUF,17,0.7,2,81.3,,0,0,0,13.3,2,5,4,0,48.0,90.4,62.6,71.7,50.1,0.0,0,0,18,21.1,37,175,0,13,73.1,128,4.6,8,92.7,16,0,8.0,14,100,89,6.8,7.7,0.78
Marlon Mack,11898,HB,IND,14,-0.1,1,87.5,,0,0,0,6.7,1,2,14,0,49.6,91.1,69.5,24.4,43.5,0.0,0,0,14,16.3,37,227,0,14,78.0,177,3.5,8,88.0,16,0,2.2,5,82,80,5.7,5.9,0.46
Travis Homer,45859,HB,SEA,5,0.1,2,87.5,,0,0,0,6.7,1,5,29,0,65.9,47.2,57.7,62.8,61.8,0.0,0,0,16,20.9,24,115,1,14,74.8,86,7.8,9,89.6,16,0,3.5,4,88,98,7.0,6.3,1.02
Blake Bell,9550,TE,KC,18,6.3,1,68.8,33.3,1,3,2,21.4,3,4,16,0,29.9,71.5,50.3,67.6,42.6,81.6,213,0,30,34.5,90,261,3,11,62.5,163,3.8,10,103.9,16,1,13.8,36,91,25,2.3,8.3,0.56
Damion Willis,61737,WR,CIN,9,11.8,2,56.3,20.0,1,5,0,18.2,2,3,7,0,41.4,71.1,52.2,,51.7,0.0,0,0,17,0.0,0,155,1,9,92.9,144,34.8,54,70.3,16,0,65.2,101,82,16,1.8,9.1,0.57
Laquon Treadwell,10657,WR,MIN,14,15.6,1,56.3,25.0,1,4,0,0.0,0,8,18,0,77.3,70.6,71.3,,74.8,0.0,0,1,58,0.0,0,86,3,9,96.5,83,29.1,25,91.7,16,1,70.9,61,184,58,6.4,20.4,2.22
Robert Tonyan,12193,TE,GB,13,10.9,0,66.7,50.0,1,2,0,0.0,0,4,12,0,78.0,71.1,55.0,61.7,62.1,72.4,84,0,28,15.5,18,116,3,10,78.4,91,23.3,27,107.6,15,1,4.3,5,100,28,2.8,10.0,1.1
Andre Patton,12043,WR,LAC,12,17.0,1,40.0,20.0,1,5,0,25.0,2,4,27,0,29.7,68.8,45.7,65.9,43.6,0.3,1,1,15,0.3,1,334,1,6,90.7,303,41.0,137,23.2,15,0,58.7,196,56,28,4.7,9.3,0.18
Keelan Doss,48143,WR,OAK,8,11.4,3,73.3,50.0,2,4,0,8.3,1,6,23,0,61.8,20.9,58.6,66.2,59.0,0.0,0,0,31,1.0,1,102,0,11,94.1,96,52.9,54,100.1,15,0,47.1,48,133,59,5.4,12.1,1.39
T.J. Yeldon,9469,HB,BUF,6,0.4,1,86.7,,0,0,0,7.1,1,6,4,0,63.2,28.0,58.1,43.5,62.1,0.0,0,1,23,13.2,16,121,0,13,82.6,100,4.1,5,73.3,15,0,16.5,20,124,121,9.3,9.5,1.24
Kerryon Johnson,34455,HB,DET,8,4.2,3,66.7,0.0,0,3,0,16.7,2,7,11,0,41.1,69.0,66.7,70.9,50.5,0.0,0,0,36,26.8,40,149,0,10,69.8,104,2.0,3,115.1,15,1,7.4,11,127,123,12.3,12.7,1.22
Tyler Kroft,9518,TE,BUF,12,8.6,0,40.0,33.3,1,3,0,14.3,1,5,4,0,29.7,68.8,52.0,66.2,46.3,70.9,117,0,20,26.7,44,165,4,6,70.3,116,20.6,34,77.4,15,1,7.9,13,71,28,4.7,11.8,0.61
Chris Hogan,6468,WR,CAR,7,8.1,0,53.3,33.3,1,3,0,0.0,0,3,5,0,76.5,76.8,54.9,,54.7,0.0,0,1,13,0.0,0,112,0,8,98.2,110,45.5,51,37.4,15,0,54.5,61,67,34,4.3,8.4,0.61
Cordarrelle Patterson,7810,WR,CHI,14,4.1,3,73.3,0.0,0,2,0,0.0,0,3,6,0,78.7,84.8,54.7,80.5,53.7,6.5,9,0,33,5.0,7,139,1,11,90.6,126,28.8,40,86.3,15,0,59.7,83,83,74,6.7,7.5,0.66
Antonio Callaway,48101,WR,CLV,4,10.9,1,53.3,0.0,0,3,0,11.1,1,3,8,0,54.5,70.1,54.8,,57.0,0.0,0,2,41,0.0,0,106,2,8,93.4,99,22.6,24,31.7,15,0,77.4,82,89,44,5.5,11.1,0.9
Donte Moncrief,8725,WR,CAR,8,12.9,0,28.6,0.0,0,5,0,33.3,2,1,5,0,28.6,67.0,45.6,,47.7,0.0,0,1,11,0.0,0,98,1,4,90.8,89,31.6,31,9.8,14,0,68.4,67,18,4,1.0,4.5,0.2
Dontrell Hilliard,45691,HB,CLV,14,-0.3,2,85.7,100.0,1,1,0,7.7,1,4,8,0,63.2,86.8,54.3,17.0,60.9,0.0,0,1,19,14.8,16,108,0,12,75.9,82,7.4,8,64.3,14,0,21.3,23,92,102,8.5,7.7,1.12
Ito Smith,45932,HB,ATL,7,1.5,5,78.6,0.0,0,1,1,0.0,0,2,2,0,80.0,80.1,59.9,28.7,63.2,0.0,0,0,11,27.0,33,122,2,11,65.6,80,1.6,2,92.6,14,0,9.0,11,87,75,6.8,7.9,1.09
Wayne Gallman,11895,HB,NYG,10,1.5,4,78.6,100.0,1,1,0,8.3,1,4,21,0,61.8,36.8,60.9,62.8,58.9,0.0,0,0,21,20.5,26,127,0,11,73.2,93,0.0,0,120.8,14,1,10.2,13,102,109,9.9,9.3,1.1
Durham Smythe,47257,TE,MIA,16,9.1,0,50.0,0.0,0,1,0,12.5,1,2,17,0,52.1,73.4,52.7,66.7,42.9,65.1,166,1,24,36.5,93,255,1,7,60.0,153,22.7,58,33.3,14,0,9.8,25,65,15,2.1,9.3,0.42
Luke Stocker,6256,TE,ATL,15,4.6,0,57.1,50.0,1,2,0,11.1,1,2,2,1,54.5,18.5,63.0,59.0,35.0,92.4,183,2,18,42.9,85,198,0,8,53.5,106,3.5,7,25.9,14,0,3.5,7,53,35,4.4,6.6,0.5
Hale Hentges,47150,TE,WAS,11,8.4,0,57.1,25.0,1,4,0,20.0,2,6,32,0,35.3,70.1,63.8,60.6,63.5,72.0,54,0,24,17.3,13,75,0,8,81.3,61,13.3,10,104.2,14,1,13.3,10,103,48,6.0,12.9,1.69
Wendell Smallwood,10787,HB,WAS,11,2.0,0,69.2,0.0,0,1,0,0.0,0,4,32,0,78.0,79.3,58.8,39.5,66.6,0.0,0,0,18,15.1,16,106,0,9,82.1,87,3.8,4,80.3,13,0,4.7,5,64,53,5.9,7.1,0.74
Johnny Holton,11354,WR,PIT,15,26.9,0,23.1,0.0,0,3,0,40.0,2,1,25,0,28.1,71.6,47.4,,43.3,0.9,1,1,18,0.0,0,107,1,3,89.7,96,24.3,26,7.5,13,0,74.8,80,21,10,3.3,7.0,0.22
Jordan Matthews,8677,WR,SF,2,17.5,0,30.8,14.3,1,7,0,20.0,1,1,28,0,41.6,67.0,52.8,,52.5,0.0,0,1,10,0.0,0,102,0,4,95.1,97,15.7,16,8.2,13,0,84.3,86,33,5,1.3,8.3,0.34
Alexander Mattison,45817,HB,MIN,15,2.1,1,84.6,0.0,0,2,0,0.0,0,3,18,0,78.7,68.2,70.0,27.7,66.9,0.0,0,0,17,6.5,6,92,0,11,87.0,80,1.1,1,96.2,13,0,8.7,8,92,89,8.1,8.4,1.15
Kalif Raymond,11028,WR,TEN,10,20.6,0,76.9,0.0,0,1,0,0.0,0,7,31,1,78.0,85.1,81.3,,82.5,0.0,0,1,52,0.0,0,62,0,10,98.4,61,71.0,44,125.8,13,2,29.0,18,215,16,1.6,21.5,3.52
Jordan Howard,10784,HB,PHI,10,-0.1,2,76.9,100.0,1,1,0,16.7,2,3,24,0,41.1,89.5,69.0,75.6,51.0,0.0,0,0,20,30.6,44,144,0,10,64.6,93,4.2,6,113.9,13,1,4.2,6,69,73,7.3,6.9,0.74
Trent Sherfield,48021,WR,ARZ,12,15.9,0,30.8,33.3,1,3,0,33.3,2,4,1,0,28.7,68.7,52.2,,50.0,0.0,0,1,38,0.0,0,152,0,4,94.7,144,8.6,13,21.3,13,0,90.8,138,80,13,3.3,20.0,0.56
Andy Isabella,47448,WR,ARZ,13,6.9,3,69.2,66.7,2,3,0,0.0,0,4,1,0,77.3,76.1,64.2,,64.0,0.0,0,0,88,0.0,0,103,0,9,93.2,96,22.3,23,137.5,13,1,76.7,79,189,140,15.6,21.0,1.97
Dan Arnold,51842,TE,ARZ,5,14.8,0,61.5,66.7,2,3,0,0.0,0,6,1,0,77.3,70.6,71.7,70.2,76.8,32.4,24,0,37,2.7,2,74,1,8,90.5,67,48.6,36,133.7,13,2,16.2,12,127,27,3.4,15.9,1.9
Brian Hill,11911,HB,ATL,10,1.7,2,83.3,,0,0,0,9.1,1,4,2,0,58.5,86.4,58.9,16.3,51.8,0.0,0,0,12,19.6,28,143,0,10,75.5,108,0.7,1,118.4,12,1,3.5,5,69,52,5.2,6.9,0.64
