player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Mark Ingram II,6180,HB,NO,14,0.8,3,86.2,0.0,0,1,0,3.8,1,5,20,1,74.4,49.9,78.9,75.4,55.3,0.5,1,1,28,19.9,41,206,0,25,76.7,158,3.9,8,90.4,29,1,4.4,9,185,160,6.4,7.4,1.17
Virgil Green,6356,TE,LAC,18,5.1,2,72.4,0.0,0,4,0,16.0,4,11,27,1,38.7,25.0,57.8,78.8,47.7,69.4,236,0,26,22.6,77,340,4,21,74.7,254,20.6,70,116.9,29,2,9.1,31,219,108,5.1,10.4,0.86
Jonnu Smith,11855,TE,TEN,13,5.9,4,69.0,75.0,3,4,0,13.0,3,9,31,1,46.4,24.3,55.1,53.9,54.2,64.9,207,2,61,16.0,51,319,2,20,79.0,252,19.7,63,102.4,29,3,11.9,38,258,183,9.2,12.9,1.02
Jaylen Samuels,47297,HB,PIT,11,-0.2,6,89.7,100.0,1,1,0,0.0,0,10,25,0,86.1,85.3,68.8,58.6,73.0,0.0,0,0,23,18.3,30,164,0,26,79.3,130,16.5,27,129.7,29,3,12.8,21,199,221,8.5,7.7,1.53
Alex Erickson,11107,WR,CIN,15,9.7,0,71.4,66.7,4,6,1,4.8,1,8,7,0,72.3,89.7,59.1,65.7,57.2,0.8,2,0,28,0.4,1,241,1,20,92.1,222,41.5,100,86.5,28,0,56.8,137,167,66,3.3,8.4,0.75
Travis Benjamin,7100,WR,LAC,14,18.3,3,53.6,50.0,2,4,0,11.8,2,9,27,0,51.2,80.5,61.3,,61.4,0.0,0,2,46,0.0,0,219,0,15,94.1,206,43.8,96,58.2,28,1,56.2,123,197,87,5.8,13.1,0.96
Jordan Matthews,8677,WR,PHI,16,11.7,2,75.0,66.7,2,3,0,4.5,1,15,24,0,72.1,74.9,66.9,62.4,66.1,0.4,1,0,56,0.4,1,244,2,21,93.0,227,20.5,50,150.4,28,3,79.1,193,337,85,4.0,16.0,1.48
Cody Core,10833,WR,CIN,14,13.9,1,46.4,50.0,5,10,0,18.8,3,7,7,0,36.0,72.7,53.9,,54.4,0.0,0,1,30,0.0,0,211,0,13,93.4,197,13.7,29,61.6,28,1,86.3,182,160,32,2.5,12.3,0.81
Geronimo Allison,11141,WR,GB,5,13.3,1,71.4,66.7,2,3,0,13.0,3,11,12,1,46.6,24.5,61.4,,62.2,0.0,0,0,64,0.0,0,179,1,20,95.0,170,11.2,20,130.5,28,2,88.8,159,303,113,5.7,15.2,1.78
Nick Chubb,45783,HB,CLV,15,1.6,5,71.4,25.0,1,4,0,13.0,3,5,8,0,48.0,90.7,86.4,51.7,54.2,0.0,0,0,24,18.5,35,189,1,20,75.1,142,2.6,5,107.6,28,2,5.3,10,149,181,9.1,7.5,1.05
Darren Sproles,2347,HB,PHI,8,0.6,6,71.4,50.0,1,2,0,9.1,2,8,24,0,59.5,87.0,60.6,28.9,67.4,0.0,0,0,37,14.3,23,161,0,20,80.1,129,3.7,6,114.4,28,2,6.8,11,195,180,9.0,9.8,1.51
Torrey Smith,6210,WR,CAR,11,14.9,2,60.7,50.0,3,6,1,10.5,2,12,5,0,55.9,73.9,58.4,,61.3,0.0,0,0,35,0.0,0,222,3,17,93.2,207,27.9,62,104.8,28,2,72.1,160,190,46,2.7,11.2,0.92
Jordan Akins,47050,TE,HST,17,6.7,3,70.4,33.3,1,3,0,0.0,0,12,13,0,83.2,74.1,61.5,30.6,60.4,25.8,61,0,28,6.4,15,236,2,19,89.4,211,60.6,143,96.7,27,0,9.7,23,233,134,7.1,12.3,1.1
Demetrius Harris,8524,TE,KC,17,8.3,1,48.1,0.0,0,1,1,18.8,3,9,16,0,36.0,74.0,59.9,73.2,53.2,69.8,187,1,35,22.8,61,268,4,13,73.1,196,11.2,30,89.4,27,3,17.9,48,166,80,6.2,12.8,0.85
Peyton Barber,10927,HB,TB,16,1.5,2,74.1,66.7,2,3,0,9.1,2,4,30,0,59.2,81.4,66.8,59.7,49.1,0.0,0,0,10,19.3,68,352,1,20,76.7,270,1.1,4,90.4,27,1,6.0,21,92,68,3.4,4.6,0.34
Terrelle Pryor Sr.,6944,WR,BUF,8,13.1,1,59.3,40.0,2,5,0,11.1,2,11,4,0,39.8,73.8,56.6,,58.2,0.0,0,2,44,0.0,0,176,1,16,93.8,165,23.3,41,84.2,27,2,76.7,135,252,59,3.7,15.8,1.53
Marlon Mack,11898,HB,IND,14,-0.8,0,70.4,,0,0,0,13.6,3,3,14,1,46.4,71.2,69.5,29.6,33.0,0.0,0,2,29,13.9,37,266,0,19,80.5,214,0.8,2,59.0,27,1,0.8,2,109,123,6.5,5.7,0.51
Jordan Howard,10784,HB,CHI,17,0.2,1,74.1,0.0,0,1,0,0.0,0,7,6,0,83.6,74.1,69.3,86.3,63.8,1.8,6,0,18,29.1,95,327,0,20,66.4,217,0.6,2,86.2,27,0,0.6,2,145,142,7.1,7.3,0.67
Josh Hill,8200,TE,NO,18,3.0,5,74.1,50.0,1,2,1,9.1,2,13,20,0,58.1,74.4,55.8,59.9,56.9,61.1,193,0,24,25.0,79,316,6,20,70.6,223,19.3,61,109.5,27,1,15.5,49,216,208,10.4,10.8,0.97
Trent Sherfield,48021,WR,ARZ,8,11.0,1,70.4,57.1,4,7,0,5.0,1,11,1,0,69.6,74.1,58.1,66.2,56.2,0.4,1,2,21,0.4,1,233,1,19,96.1,224,27.9,65,74.6,27,1,71.7,167,210,37,1.9,11.1,0.94
Isaiah Crowell,9295,HB,NYJ,13,-0.9,6,80.8,33.3,1,3,0,8.7,2,7,22,0,60.5,90.2,70.4,44.0,61.1,0.0,0,0,21,16.9,30,177,1,21,81.9,145,1.7,3,91.0,26,0,13.0,23,152,176,8.4,7.2,1.05
Martavis Bryant,8753,WR,OAK,8,12.0,5,73.1,50.0,3,6,1,9.5,2,10,23,1,58.1,25.4,63.7,,62.0,0.0,0,2,47,0.0,0,153,2,19,94.8,145,12.4,19,73.6,26,0,87.6,134,266,132,6.9,14.0,1.83
Josh Bellamy,7472,WR,CHI,16,12.9,1,57.7,33.3,2,6,1,6.3,1,9,6,0,67.0,74.6,59.3,69.4,60.1,5.9,11,2,34,1.1,2,185,4,15,89.7,166,47.6,88,55.1,26,1,46.5,86,151,45,3.0,10.1,0.91
Trenton Cannon,66446,HB,NYJ,11,6.3,2,65.4,50.0,1,2,0,19.0,4,4,22,0,30.0,82.9,55.1,36.2,50.3,0.0,0,1,35,9.6,11,114,0,17,88.6,101,8.8,10,63.6,26,0,14.9,17,144,124,7.3,8.5,1.43
Rex Burkhead,7971,HB,NE,11,2.5,2,80.8,50.0,1,2,0,0.0,0,5,19,1,84.5,39.2,61.1,64.4,70.4,0.0,0,1,25,9.4,11,117,0,21,87.2,102,9.4,11,91.7,26,1,13.7,16,176,158,7.5,8.4,1.73
Chris Moore,10741,WR,BLT,17,11.0,1,73.1,60.0,3,5,0,0.0,0,8,3,0,83.6,82.9,59.6,,59.2,0.4,1,1,30,0.0,0,224,1,19,95.5,214,30.8,69,91.2,26,1,67.4,151,196,71,3.7,10.3,0.92
Alfred Blue,8816,HB,HST,17,2.5,3,84.6,100.0,1,1,0,4.3,1,4,13,0,72.8,90.3,62.6,60.6,53.4,0.0,0,0,28,20.1,58,288,0,22,74.7,215,4.2,12,93.1,26,0,19.8,57,165,119,5.4,7.5,0.77
Corey Clement,12253,HB,PHI,11,-1.4,6,88.0,0.0,0,1,0,0.0,0,10,24,0,84.5,45.2,57.8,66.3,71.9,0.0,0,0,23,16.9,27,160,1,22,78.1,125,3.8,6,98.7,25,0,8.1,13,192,270,12.3,8.7,1.54
Bennie Fowler,8914,WR,NYG,10,10.3,6,64.0,33.3,1,3,0,5.9,1,12,21,1,66.7,23.0,58.2,,57.3,0.0,0,2,26,0.0,0,257,1,16,94.9,244,24.5,63,68.6,25,1,75.5,194,199,77,4.8,12.4,0.82
T.J. Jones,8824,WR,DET,15,10.4,2,76.0,50.0,1,2,1,0.0,0,10,11,0,83.6,80.3,50.4,,50.7,0.0,0,2,26,0.0,0,346,2,19,92.8,321,45.4,157,90.4,25,2,54.6,189,190,44,2.3,10.0,0.59
Breshad Perriman,9459,WR,CLV,10,18.8,2,64.0,33.3,2,6,1,0.0,0,13,8,0,82.7,75.4,70.9,,76.0,0.0,0,0,66,0.0,0,145,3,16,92.4,134,24.8,36,134.2,25,2,75.2,109,340,76,4.8,21.3,2.54
Adrian Peterson,3623,HB,WAS,16,0.0,11,80.0,0.0,0,1,0,4.8,1,9,32,1,70.5,62.4,76.2,38.7,64.3,0.0,0,0,52,11.5,22,191,0,20,82.7,158,0.5,1,114.7,25,1,1.0,2,208,207,10.4,10.4,1.32
Chris Carson,12004,HB,SEA,15,-0.4,5,88.0,0.0,0,1,0,8.3,2,7,29,0,61.3,63.5,82.4,60.7,64.6,0.0,0,0,27,16.7,31,186,0,22,78.5,146,0.0,0,93.7,25,0,2.2,4,162,174,7.9,7.4,1.11
Leonard Fournette,11759,HB,JAX,8,-1.3,2,88.0,0.0,0,1,0,4.3,1,10,15,0,72.1,90.1,70.9,37.4,77.8,0.0,0,0,31,19.7,26,132,0,22,75.0,99,0.8,1,110.8,25,1,1.5,2,185,220,10.0,8.4,1.87
Latavius Murray,7962,HB,MIN,16,1.1,4,88.0,0.0,0,1,0,0.0,0,7,18,0,84.9,90.2,75.7,71.7,60.2,0.3,1,1,16,22.4,66,295,0,22,74.9,221,0.7,2,73.5,25,0,3.1,9,141,121,5.5,6.4,0.64
DeAndre Carter,9859,WR,HST,12,2.7,1,91.7,100.0,1,1,0,0.0,0,10,13,1,84.5,25.6,63.6,,63.1,0.0,0,0,50,0.0,0,180,0,22,97.2,175,65.6,118,104.2,24,0,33.9,61,216,162,7.4,9.8,1.23
Levine Toilolo,7915,TE,DET,16,7.3,2,87.5,75.0,3,4,0,0.0,0,16,11,0,84.5,74.9,66.1,87.0,69.3,85.8,229,0,39,26.6,71,267,1,21,67.4,180,10.1,27,126.2,24,1,3.4,9,263,116,5.5,12.5,1.46
Lance Kendricks,6199,TE,GB,16,5.7,0,79.2,100.0,1,1,0,13.6,3,9,12,0,44.9,74.1,59.6,61.5,50.6,50.3,96,0,22,19.9,38,191,0,19,78.0,149,22.5,43,110.1,24,1,7.9,15,170,113,5.9,8.9,1.14
Michael Floyd,7019,WR,WAS,13,14.4,0,43.5,37.5,3,8,1,16.7,2,5,32,0,29.9,71.5,50.0,,49.7,1.4,3,1,20,0.0,0,214,2,10,93.0,199,34.1,73,52.8,23,1,64.5,138,100,28,2.8,10.0,0.5
Andre Holmes,6489,WR,DEN,14,13.1,3,56.5,33.3,2,6,0,18.8,3,8,10,0,33.5,72.3,54.2,,52.2,0.0,0,2,24,0.0,0,182,0,13,96.7,176,17.0,31,42.3,23,0,83.0,151,162,50,3.8,12.5,0.92
Keith Kirkwood,48017,WR,NO,9,13.5,2,65.2,55.6,5,9,0,6.3,1,11,20,0,65.6,73.0,63.9,65.7,65.1,3.4,6,1,42,0.6,1,176,1,15,93.8,165,69.9,123,117.2,23,3,26.7,47,217,48,3.2,14.5,1.32
Doug Martin,7035,HB,OAK,16,0.9,4,78.3,0.0,0,2,0,5.3,1,6,23,0,68.7,48.3,66.6,87.8,63.0,0.0,0,0,23,18.1,31,171,0,18,78.9,135,2.3,4,87.7,23,0,3.5,6,116,100,5.6,6.4,0.86
Jordan Thomas,42062,TE,HST,17,6.9,2,87.0,100.0,3,3,0,4.8,1,12,13,0,71.3,74.6,53.5,55.5,72.2,65.9,162,0,39,30.5,75,246,1,20,65.0,160,30.1,74,145.2,23,4,2.8,7,215,100,5.0,10.8,1.34
Chase Edmonds,45851,HB,ARZ,16,-0.8,6,87.0,0.0,0,1,0,4.8,1,5,1,0,59.2,31.8,60.5,49.7,65.0,0.0,0,0,13,10.4,14,135,1,20,84.4,114,3.0,4,85.3,23,0,4.4,6,103,126,6.3,5.2,0.9
Spencer Ware,7975,HB,KC,14,0.0,6,91.3,,0,0,0,8.7,2,11,16,0,59.5,84.5,70.3,76.5,70.3,1.6,3,0,31,17.8,34,191,0,21,77.0,147,2.6,5,111.1,23,0,4.7,9,245,251,12.0,11.7,1.67
Andy Jones,11123,WR,DET,8,10.9,2,50.0,0.0,0,2,0,15.4,2,6,11,0,43.8,71.5,61.2,55.1,58.0,0.0,0,0,15,2.1,3,142,1,11,91.5,130,29.6,42,74.1,22,1,70.4,100,80,29,2.6,7.3,0.62
Brandon Marshall,3064,WR,NO,7,11.9,0,50.0,44.4,4,9,0,21.4,3,7,20,0,31.6,71.9,54.9,,54.9,0.0,0,1,27,0.0,0,107,1,11,95.3,102,9.3,10,65.7,22,1,90.7,97,136,20,1.8,12.4,1.33
Hayden Hurst,47294,TE,BLT,13,7.4,2,59.1,33.3,2,6,0,0.0,0,8,3,0,80.0,72.9,65.7,52.9,67.0,52.5,74,0,32,2.8,4,141,0,13,91.5,129,34.8,49,97.3,22,1,11.3,16,163,73,5.6,12.5,1.26
Jordan Leggett,11905,TE,NYJ,15,6.9,0,63.6,33.3,1,3,0,6.7,1,7,22,0,64.4,72.7,65.7,63.8,60.7,44.0,77,0,16,17.1,30,175,1,14,79.4,139,33.7,59,91.9,22,1,20.0,35,114,49,3.5,8.1,0.82
Kapri Bibbs,8906,HB,GB,9,1.7,1,76.2,20.0,1,5,0,5.9,1,4,12,1,66.7,47.7,58.6,43.8,49.8,0.0,0,2,23,10.7,16,150,0,16,85.3,128,4.7,7,64.7,21,1,9.3,14,115,108,6.8,7.2,0.9
Dan Arnold,51842,TE,NO,11,11.7,0,57.1,50.0,4,8,0,14.3,2,9,20,1,61.8,20.9,68.0,62.4,67.9,16.4,18,1,25,0.9,1,110,0,12,96.4,106,52.7,58,75.5,21,1,30.0,33,150,28,2.3,12.5,1.42
Justin Jackson,29539,HB,LAC,10,-1.0,5,85.7,0.0,0,1,0,5.3,1,6,27,0,68.7,84.3,72.6,27.9,70.2,0.0,0,0,20,18.0,18,100,1,18,75.0,75,3.0,3,97.8,21,0,6.0,6,157,180,10.0,8.7,2.09
Luke Stocker,6256,TE,TEN,16,7.3,1,71.4,25.0,1,4,0,0.0,0,10,31,0,81.7,73.8,76.1,77.9,77.8,59.8,110,0,31,38.0,70,184,0,15,60.9,112,3.3,6,126.1,21,2,4.3,8,165,68,4.5,11.0,1.47
Wayne Gallman,11895,HB,NYG,15,1.5,3,66.7,50.0,1,2,0,12.5,2,5,21,2,49.8,27.9,57.6,88.3,36.4,0.0,0,0,21,14.9,14,94,0,14,81.9,77,1.1,1,75.3,21,0,6.4,6,89,83,5.9,6.4,1.16
Anthony Firkser,51837,TE,TEN,12,6.5,1,95.0,66.7,2,3,0,0.0,0,12,31,0,83.2,74.1,69.6,81.5,70.4,22.1,31,0,28,5.0,7,140,1,19,87.1,122,52.1,73,130.2,20,1,25.0,35,225,100,5.3,11.8,1.84
Justin Hardy,9540,WR,ATL,16,6.3,1,70.0,0.0,0,2,0,6.7,1,8,2,0,64.4,86.2,60.5,,58.4,5.0,6,1,19,0.0,0,121,1,14,95.0,115,44.6,54,100.6,20,2,50.4,61,133,74,5.3,9.5,1.16
Damion Ratley,48182,WR,CLV,5,10.9,1,65.0,40.0,2,5,0,13.3,2,5,8,0,47.7,72.3,55.9,,56.5,0.0,0,1,27,0.0,0,128,1,13,93.8,120,36.7,47,65.4,20,0,63.3,81,144,52,4.0,11.1,1.2
Chris Ivory,6007,HB,BUF,13,-0.3,2,65.0,,0,0,0,18.8,3,7,4,0,37.9,65.5,74.1,41.8,64.5,0.0,0,0,55,21.3,35,164,0,13,71.3,117,1.2,2,99.0,20,0,2.4,4,205,205,15.8,15.8,1.75
Marvin Hall,11440,WR,ATL,16,11.2,0,52.6,0.0,0,7,1,9.1,1,5,2,0,78.0,83.1,55.9,,56.8,0.0,0,0,47,0.0,0,122,2,10,95.9,117,13.9,17,96.2,19,1,86.1,105,149,57,5.7,14.9,1.27
Royce Freeman,45747,HB,DEN,14,0.9,0,73.7,0.0,0,1,0,17.6,3,2,10,0,39.8,72.3,63.0,74.0,43.5,0.0,0,0,9,21.7,36,166,0,14,71.7,119,3.6,6,79.3,19,0,4.8,8,72,59,4.2,5.1,0.61
Luke Willson,7940,TE,DET,14,3.7,2,68.4,0.0,0,1,0,13.3,2,5,11,0,47.7,73.8,54.6,71.3,43.8,65.3,154,2,13,10.2,24,236,0,13,83.1,196,20.8,49,38.6,19,0,7.6,18,87,62,4.8,6.7,0.44
J.J. Nelson,9592,WR,ARZ,12,19.5,1,36.8,20.0,1,5,0,12.5,1,4,1,0,32.2,72.4,48.9,,48.9,0.0,0,2,17,0.0,0,139,0,7,94.2,131,10.1,14,7.2,19,0,89.9,125,64,23,3.3,9.1,0.49
Marshawn Lynch,3628,HB,OAK,6,-0.5,2,78.9,,0,0,0,21.1,4,6,23,0,29.8,87.5,74.1,83.2,49.8,0.0,0,0,17,23.2,26,112,0,15,70.5,79,0.9,1,85.1,19,0,5.4,6,84,95,6.3,5.6,1.06
Tyler Eifert,7802,TE,CIN,4,10.6,1,83.3,60.0,3,5,0,6.3,1,10,7,0,65.6,73.0,72.0,53.2,71.2,28.3,30,1,29,2.8,3,106,0,15,89.6,95,51.9,55,103.5,18,1,17.0,18,179,52,3.5,11.9,1.88
Jaron Brown,8128,WR,SEA,17,14.7,0,77.8,100.0,2,2,0,0.0,0,9,29,0,80.6,72.7,65.1,77.5,62.7,0.5,1,1,45,2.7,5,182,2,14,90.1,164,36.8,67,121.5,18,5,61.5,112,166,47,3.4,11.9,1.01
Russell Shepard,8254,WR,NYG,10,17.6,0,55.6,66.7,2,3,0,9.1,1,7,21,0,58.5,71.1,61.5,,63.3,0.0,0,2,49,0.0,0,134,2,10,98.5,132,31.3,42,89.4,18,2,68.7,92,188,15,1.5,18.8,1.42
Dalton Schultz,47304,TE,DAL,13,5.2,2,72.2,33.3,1,3,0,0.0,0,7,9,0,80.6,72.7,60.0,76.9,57.4,70.6,127,0,20,15.0,27,180,1,13,80.0,144,25.6,46,93.8,18,0,2.8,5,136,75,5.8,10.5,0.94
James Develin,6142,FB,NE,19,2.3,0,72.2,50.0,1,2,0,0.0,0,4,19,0,80.0,77.1,57.5,77.0,53.9,6.0,9,1,11,14.0,21,150,1,13,83.3,125,6.7,10,55.3,18,0,26.0,39,70,45,3.5,5.4,0.56
Michael Roberts,11882,TE,DET,8,7.7,0,50.0,66.7,2,3,0,10.0,1,5,11,0,56.7,70.6,55.6,71.1,58.9,88.1,89,2,29,3.0,3,101,1,9,92.1,93,8.9,9,66.9,18,3,3.0,3,100,24,2.7,11.1,1.08
Andre Roberts,5612,WR,NYJ,13,9.1,3,55.6,0.0,0,2,0,16.7,2,4,22,0,41.1,45.0,58.1,,56.1,0.0,0,2,20,0.0,0,121,0,10,99.2,120,33.9,41,45.6,18,1,66.1,80,79,17,1.7,7.9,0.66
Ed Dickson,5595,TE,SEA,11,6.5,3,88.9,100.0,2,2,0,0.0,0,8,29,0,82.4,73.5,62.6,51.2,66.7,41.7,90,0,42,21.8,47,216,0,16,73.6,159,40.3,87,149.1,18,3,15.7,34,185,100,6.3,11.6,1.16
Derrick Henry,10679,HB,TEN,16,-0.9,4,83.3,100.0,1,1,0,0.0,0,4,31,1,66.7,82.4,85.3,83.7,48.4,0.0,0,0,21,17.8,27,152,1,15,75.7,115,4.6,7,89.6,18,0,5.3,8,99,113,7.5,6.6,0.86
Austin Seferian-Jenkins,8673,TE,JAX,5,6.7,0,64.7,20.0,1,5,0,8.3,1,6,15,0,62.1,71.9,69.1,63.2,62.7,73.6,103,1,21,14.3,20,140,0,11,84.3,118,19.3,27,73.2,17,1,5.7,8,90,30,2.7,8.2,0.76
Marcus Murphy,9663,HB,BUF,10,0.5,3,64.7,0.0,0,1,0,15.4,2,2,4,0,45.7,86.3,53.9,10.3,42.8,0.0,0,1,8,20.0,27,135,0,11,73.3,99,8.1,11,44.0,17,0,6.7,9,26,41,3.7,2.4,0.26
Maxx Williams,9488,TE,BLT,13,2.6,1,100.0,100.0,1,1,1,0.0,0,7,3,0,82.2,74.8,70.0,71.8,66.8,55.1,81,0,25,36.1,53,147,4,17,59.9,88,14.3,21,123.3,17,1,4.8,7,151,106,6.2,8.9,1.72
Jordan Wilkins,26618,HB,IND,15,-1.6,1,94.1,,0,0,0,0.0,0,2,14,2,81.7,31.6,64.2,76.2,38.9,0.0,0,0,17,13.6,17,125,0,16,81.6,102,4.0,5,87.5,17,0,4.0,5,85,112,7.0,5.3,0.83
Alex Collins,10805,HB,BLT,10,0.9,7,88.2,,0,0,0,6.3,1,6,3,0,67.7,30.2,59.8,39.7,63.2,1.2,2,0,24,21.5,35,163,0,15,75.5,123,3.1,5,112.0,17,1,6.1,10,105,96,6.4,7.0,0.85
Bilal Powell,6278,HB,NYJ,7,4.9,2,64.7,,0,0,0,0.0,0,3,22,0,80.0,61.2,65.7,50.1,64.6,0.0,0,1,28,12.4,15,121,0,11,81.0,98,2.5,3,78.1,17,1,19.8,24,110,84,7.6,10.0,1.12
Brandon Powell,48036,WR,DET,5,3.0,2,64.7,0.0,0,3,0,0.0,0,6,11,0,78.7,75.8,63.0,,64.5,0.0,0,0,41,0.0,0,68,0,11,97.1,66,67.6,46,87.6,17,0,32.4,22,129,117,10.6,11.7,1.95
Brandon LaFell,5602,WR,OAK,6,8.8,1,75.0,50.0,2,4,0,0.0,0,9,23,0,79.4,72.5,64.5,65.8,65.2,0.0,0,0,24,0.7,1,135,0,12,97.0,131,32.6,44,139.3,16,2,67.4,91,135,54,4.5,11.3,1.03
Logan Thomas,8755,TE,BUF,12,8.7,1,75.0,33.3,1,3,0,7.7,1,3,4,0,63.2,73.4,51.7,25.4,53.6,39.5,68,0,24,22.1,38,172,1,12,70.3,121,50.0,86,84.6,16,0,7.6,13,77,32,2.7,6.4,0.64
Frank Gore,2282,HB,MIA,14,1.1,6,75.0,0.0,0,1,0,0.0,0,8,17,0,81.1,75.4,80.3,53.1,74.9,0.0,0,0,24,11.9,19,160,1,12,80.0,128,5.0,8,117.7,16,1,6.3,10,124,119,9.9,10.3,0.97
Cody Latimer,8691,WR,NYG,6,19.9,0,68.8,87.5,7,8,0,0.0,0,6,21,0,79.4,75.3,70.2,,69.8,0.0,0,0,39,0.0,0,149,1,11,95.3,142,12.8,19,129.7,16,1,87.2,130,190,26,2.4,17.3,1.34
Jeff Wilson Jr.,29413,HB,SF,6,0.3,2,80.0,100.0,1,1,0,7.7,1,5,28,0,61.8,24.9,54.7,83.7,56.2,0.0,0,1,24,6.7,8,120,1,12,88.3,106,4.2,5,66.1,15,0,13.3,16,98,95,7.9,8.2,0.92
Darius Jennings,10038,WR,TEN,16,10.7,0,73.3,75.0,3,4,0,8.3,1,2,31,0,60.2,82.1,55.5,65.7,54.6,0.0,0,1,36,0.9,1,109,1,11,91.7,100,78.9,86,63.5,15,0,21.1,23,101,39,3.5,9.2,1.01
Carlos Hyde,8692,HB,JAX,14,-0.7,0,66.7,33.3,1,3,0,16.7,2,0,15,0,47.7,62.1,50.4,33.1,41.4,1.5,3,0,9,21.8,43,197,0,10,75.6,149,1.5,3,70.1,15,0,0.5,1,33,58,5.8,3.3,0.22
Deontay Burnett,47477,WR,NYJ,5,11.5,1,66.7,33.3,1,3,0,9.1,1,8,22,0,58.9,71.1,74.0,61.8,73.0,0.0,0,1,29,1.1,1,88,0,10,96.6,85,33.0,29,69.6,15,0,67.0,59,143,24,2.4,14.3,1.68
Austin Carr,12215,WR,NO,15,10.0,0,71.4,100.0,1,1,0,0.0,0,5,20,0,78.0,71.1,54.9,74.6,54.8,0.0,0,0,25,1.2,2,171,0,10,94.7,162,55.0,94,131.5,14,2,45.0,77,102,24,2.4,10.2,0.63
LeGarrette Blount,5863,HB,DET,16,-1.6,3,71.4,0.0,0,1,0,16.7,2,4,11,1,41.1,58.7,45.5,80.7,30.6,0.0,0,0,23,19.4,21,108,0,10,75.9,82,0.0,0,81.5,14,0,2.8,3,67,89,8.9,6.7,0.82
Tavon Austin,7789,WR,DAL,9,14.3,3,71.4,0.0,0,1,0,0.0,0,6,9,0,79.4,83.1,71.0,,71.7,4.5,4,1,64,0.0,0,88,0,10,92.0,81,35.2,31,114.6,14,2,58.0,51,145,41,4.1,14.5,1.79
C.J. Ham,11347,FB,MIN,14,0.2,5,78.6,50.0,1,2,0,8.3,1,4,18,0,43.5,74.6,50.9,84.1,52.7,4.2,3,0,17,11.3,8,71,0,11,83.1,59,11.3,8,92.0,14,0,7.0,5,85,85,7.7,7.7,1.44
Mo Alie-Cox,12078,TE,IND,11,12.3,1,50.0,16.7,1,6,0,22.2,2,6,14,0,35.7,70.1,69.1,72.6,73.1,76.5,75,1,34,31.6,31,98,2,7,63.3,62,17.3,17,93.2,14,2,5.1,5,133,48,6.9,19.0,2.15
Sony Michel,27589,HB,NE,16,-0.1,1,57.1,,0,0,0,20.0,2,3,19,0,35.3,91.4,77.0,60.0,45.5,0.0,0,0,13,21.8,22,101,1,8,75.2,76,0.0,0,67.3,14,0,3.0,3,59,64,8.0,7.4,0.78
Josh Adams,45662,HB,PHI,12,-0.9,0,53.8,,0,0,0,22.2,2,3,24,0,32.2,69.8,67.1,46.4,42.6,0.0,0,0,13,14.3,17,119,0,7,82.4,98,1.7,2,65.5,13,0,0.8,1,58,69,9.9,8.3,0.59
Eli Rogers,9878,WR,PIT,3,4.5,1,92.3,100.0,3,3,0,0.0,0,4,25,1,80.0,22.0,61.6,,63.3,0.0,0,0,17,0.0,0,84,1,12,91.7,77,86.9,73,92.0,13,0,11.9,10,79,40,3.3,6.6,1.03
Eric Tomlinson,9786,TE,NYJ,15,3.5,4,61.5,0.0,0,1,1,20.0,2,3,22,0,41.4,72.0,49.9,57.4,52.3,74.8,116,1,24,36.1,56,155,4,8,60.6,94,16.1,25,44.4,13,0,6.5,10,72,89,11.1,9.0,0.77
Noah Brown,11993,WR,DAL,9,8.9,2,53.8,0.0,0,3,0,12.5,1,3,9,0,75.6,69.5,73.0,74.3,76.5,11.4,5,1,22,4.5,2,44,3,7,90.9,40,36.4,16,38.3,13,0,47.7,21,73,27,3.9,10.4,1.83
Niles Paul,6307,TE,JAX,5,8.2,0,76.9,0.0,0,1,0,16.7,2,5,15,0,58.9,72.6,55.2,27.1,56.3,48.6,35,0,22,4.2,3,72,0,10,93.1,67,38.9,28,97.6,13,0,11.1,8,98,28,2.8,9.8,1.46
Scott Simonson,8954,TE,NYG,15,5.1,0,69.2,20.0,1,5,1,0.0,0,6,21,0,77.3,71.6,57.1,44.2,62.8,80.9,106,1,24,25.2,33,131,4,9,72.5,95,11.5,15,80.9,13,1,6.1,8,86,33,3.7,9.6,0.91
Richie James Jr.,28991,WR,SF,10,4.8,3,69.2,0.0,0,1,1,10.0,1,4,28,0,58.5,85.6,57.8,,58.6,1.6,2,2,53,0.0,0,129,1,9,93.0,120,45.7,59,87.5,13,1,51.9,67,130,102,11.3,14.4,1.08
Justin Hunter,7815,WR,PIT,5,20.2,0,23.1,0.0,0,1,1,25.0,1,2,25,0,42.1,67.0,53.1,,53.1,0.0,0,0,12,0.0,0,88,1,3,94.3,83,13.6,12,39.6,13,0,86.4,76,21,3,1.0,7.0,0.25
