player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Cassh Maluia,43524,LB,NE,1,0,0,19,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Grayland Arnold,43528,S,PHI,2,1,0,24,76.2,0,1,3,6.5,0.0,0,0,16.7,0,46,3,1,0,56.8,0,0,1,5.6,0.0,0,0.0,0,18,1,0
Sam Franklin,43580,S,CAR,9,0,0,5,75.3,0,0,2,1.3,50.0,1,1,50.0,1,153,2,1,0,59.0,0,0,1,2.2,0.0,0,0.0,0,45,1,0
Jeffery Simmons,43742,DI,TEN,16,4,0,31,67.3,11,30,545,99.7,11.4,62,2,4.3,3,573,571,44,1,68.4,7,15,188,100.0,16.0,30,7.4,3,197,197,25
Rashad Smith,43811,LB,PHI,1,0,0,24,58.7,0,0,1,14.3,0.0,0,0,0.0,0,7,1,0,0,58.7,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Derrick Brown,43883,DI,CAR,16,4,0,5,72.5,9,23,442,98.9,10.6,47,9,4.1,2,471,466,34,3,79.8,6,16,146,98.8,18.5,27,8.9,2,160,158,24
Tyler Hall,43958,CB,ATL,1,0,0,2,59.0,0,0,1,20.0,0.0,0,0,0.0,0,5,1,0,0,,0,0,0,0.0,,0,,0,3,0,0
Bradlee Anae,43982,ED,DAL,3,0,0,9,77.8,1,0,3,100.0,66.7,2,0,16.7,0,3,3,1,0,66.8,0,0,1,100.0,100.0,1,0.0,0,1,1,0
Byron Murphy Jr.,44027,CB,ARZ,15,0,1,1,47.6,1,3,41,8.0,2.4,1,4,9.8,2,536,43,6,0,51.9,0,0,15,5.9,0.0,0,6.7,1,271,16,1
Benito Jones,44035,DI,MIA,5,0,0,17,52.5,0,0,22,95.8,0.0,0,0,0.0,0,24,23,0,0,55.2,0,0,6,85.7,0.0,0,0.0,0,7,6,0
Julian Okwara,44152,ED,DET,6,0,0,11,51.8,0,4,38,89.1,10.5,4,0,5.3,0,46,41,4,0,51.5,0,4,26,100.0,11.5,3,7.7,0,27,27,4
T.J. Brunson,44198,LB,NYG,1,0,0,21,59.0,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,59.0,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Quinnen Williams,44216,DI,NYJ,13,3,0,22,77.7,8,23,350,99.5,12.3,43,5,6.7,8,381,379,39,1,83.2,5,13,154,99.4,17.5,27,10.4,7,172,171,25
Justin Madubuike,44304,DI,BLT,12,1,0,3,66.3,1,8,140,100.0,9.3,13,1,3.9,1,156,156,10,1,73.7,0,5,48,100.0,12.5,6,5.2,0,58,58,5
Josiah Coatney,44361,DI,SF,1,0,0,28,66.4,0,0,7,100.0,14.3,1,0,0.0,0,7,7,0,0,58.0,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Jachai Polite,44383,ED,LA,8,0,0,26,52.4,0,3,37,95.1,5.4,2,0,6.8,1,41,39,4,0,51.8,0,1,27,96.7,7.4,2,5.6,1,30,29,2
Doug Costin,44473,DI,JAX,12,2,0,15,60.7,1,6,198,99.5,5.1,10,0,1.8,0,206,205,7,1,62.3,0,2,43,100.0,9.3,4,2.3,0,46,46,2
Kyzir White,44485,LB,LAC,11,0,0,27,71.2,2,2,17,5.3,23.5,4,2,17.6,1,323,17,5,0,71.2,2,1,11,7.6,18.2,2,22.7,1,144,11,4
Rashard Lawrence,44515,DI,ARZ,9,0,0,1,55.0,0,2,83,98.9,3.6,3,0,1.2,0,93,92,2,0,53.5,0,0,24,100.0,4.2,1,0.0,0,28,28,0
Trysten Hill,44519,DI,DAL,5,0,0,9,60.3,3,6,100,100.0,9.0,9,1,4.5,0,108,108,9,0,55.2,0,3,29,100.0,10.3,3,5.2,0,32,32,3
Cedrick Lattimore,44521,DI,SEA,1,0,0,29,56.9,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,,0,0,0,,,0,,0,0,0,0
Brian Burns,44522,ED,CAR,15,2,1,5,86.9,12,35,395,82.1,14.2,56,5,8.5,10,509,418,57,0,89.7,4,24,156,93.9,25.0,39,12.8,6,181,170,34
Ross Blacklock,44526,DI,HST,15,0,0,13,49.9,2,2,115,99.2,4.3,5,1,2.6,1,122,121,5,0,52.7,0,1,29,96.7,3.4,1,1.7,0,30,29,1
D.J. Wonnum,44550,ED,MIN,14,1,0,18,53.5,6,13,259,96.8,9.3,24,1,4.8,3,282,273,22,0,53.9,5,10,130,97.8,13.1,17,7.3,2,138,135,17
Raekwon Davis,44582,DI,MIA,16,0,0,17,71.0,1,12,241,98.1,9.5,23,1,3.1,1,259,254,14,0,72.5,1,3,73,96.3,12.3,9,2.7,0,80,77,4
Tuzar Skipper,44583,ED,TEN,4,0,0,31,62.5,0,1,20,100.0,15.0,3,0,2.5,0,21,21,1,0,72.2,0,1,9,100.0,33.3,3,5.6,0,10,10,1
Leki Fotu,44614,DI,ARZ,11,0,0,1,58.0,2,4,154,99.4,5.8,9,2,2.6,1,168,167,7,0,63.4,1,3,65,100.0,12.3,8,4.6,1,73,73,5
Joe Jackson,44615,ED,CLV,3,0,0,8,55.1,0,1,53,96.5,3.8,2,0,0.9,0,57,55,1,0,62.3,0,1,24,96.2,8.3,2,2.1,0,26,25,1
Francis Bernard,44722,LB,DAL,2,0,0,9,60.0,0,0,0,25.0,,0,0,,0,4,1,0,0,,0,0,0,,,0,,0,0,0,0
Leon Jacobs,44980,LB,JAX,3,0,0,15,63.7,0,2,6,40.0,16.7,1,0,16.7,0,15,6,2,0,59.1,0,0,1,33.3,0.0,0,0.0,0,3,1,0
Essang Bassey,45258,CB,DEN,10,0,0,10,42.5,0,0,12,4.9,0.0,0,0,0.0,0,263,13,0,0,45.8,0,0,7,5.5,0.0,0,0.0,0,128,7,0
Emeke Egbule,45378,ED,LAC,4,0,0,27,55.8,1,2,22,100.0,13.6,3,0,6.8,0,23,23,3,0,60.1,1,2,12,100.0,25.0,3,12.5,0,13,13,3
Jaylen Samuels,47297,HB,PIT,1,0,0,25,60.0,1,0,1,100.0,100.0,1,1,50.0,0,1,1,1,0,,0,0,0,,,0,,0,0,0,0
Blake Lynch,47621,LB,MIN,2,0,0,18,54.9,0,0,4,13.3,0.0,0,0,0.0,0,30,4,0,0,56.9,0,0,2,12.5,0.0,0,0.0,0,16,2,0
Michael Jacquet III,47826,CB,PHI,4,0,1,24,82.7,0,0,2,2.2,0.0,0,2,50.0,1,89,2,1,0,,0,0,0,0.0,,0,,0,27,0,0
Miles Boykin,48209,WR,BLT,1,0,1,3,60.0,0,0,1,100.0,0.0,0,3,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Isaiah Johnson,48233,CB,LV,11,0,0,23,54.3,0,0,3,2.3,0.0,0,2,0.0,0,129,3,0,0,58.4,0,0,1,1.8,0.0,0,0.0,0,55,1,0
Jaylon Ferguson,48362,ED,BLT,14,1,0,3,63.9,3,6,134,85.5,12.7,17,1,4.9,2,165,141,11,0,68.8,2,2,47,82.5,21.3,10,8.5,2,63,52,6
Freedom Akinmoladun,48374,DI,CIN,2,0,0,7,52.4,0,0,12,100.0,0.0,0,0,0.0,0,13,13,0,0,53.8,0,0,7,100.0,0.0,0,0.0,0,7,7,0
Mike Love,48376,ED,BUF,1,0,0,4,47.7,0,0,23,96.0,0.0,0,0,0.0,0,25,24,0,0,49.1,0,0,13,100.0,0.0,0,0.0,0,13,13,0
Da'Shawn Hand,48386,DI,DET,10,0,0,11,54.6,0,7,183,100.0,5.5,10,0,1.9,0,199,199,7,0,56.2,0,3,79,100.0,5.1,4,1.9,0,84,84,3
Jalyn Holmes,48400,ED,MIN,14,3,0,18,49.0,4,15,360,98.9,5.3,19,2,2.6,0,380,376,19,3,53.6,3,7,144,99.3,8.3,12,3.5,0,152,151,10
Kentavius Street,48404,DI,SF,15,0,0,28,58.5,0,8,204,99.1,7.4,15,2,2.5,1,215,213,9,0,58.1,0,5,77,100.0,7.8,6,4.5,1,83,83,6
Anthony Nelson,48405,ED,TB,20,1,0,30,66.1,6,14,222,86.7,15.8,35,0,5.4,2,270,234,22,0,69.7,4,12,110,96.6,23.6,26,9.1,2,119,115,18
Jonathan Greenard,48407,ED,HST,12,1,1,13,62.6,2,3,106,77.8,12.3,13,1,3.3,1,144,112,6,1,53.0,0,1,35,83.3,8.6,3,4.3,1,42,35,2
Michael Danna,48415,ED,KC,16,0,1,16,52.8,3,10,197,96.0,9.6,19,1,4.8,3,224,215,16,0,57.5,0,6,66,98.6,13.6,9,6.1,1,74,73,7
Demone Harris,48452,ED,KC,1,0,0,16,49.3,0,1,19,90.5,5.3,1,0,2.6,0,21,19,1,0,49.6,0,1,14,93.3,7.1,1,3.6,0,15,14,1
James Smith-Williams,48455,DI,WAS,12,0,0,32,50.3,1,0,54,96.6,3.7,2,0,2.8,1,59,57,2,0,55.0,1,0,23,92.6,8.7,2,6.5,1,27,25,2
Sam Hubbard,48457,ED,CIN,13,3,0,7,59.1,8,22,351,93.2,10.0,35,1,4.8,2,396,369,32,1,55.5,5,13,137,91.2,14.6,20,6.6,0,159,145,18
Tim Ward,48467,ED,KC,1,0,0,16,63.9,1,1,26,96.6,19.2,5,0,7.7,1,29,28,3,0,56.5,0,0,9,100.0,11.1,1,0.0,0,10,10,0
Tyquan Lewis,48475,ED,IND,17,1,0,14,63.7,2,18,244,98.1,13.1,32,2,6.1,5,262,257,25,0,67.8,0,13,96,99.1,22.9,22,12.0,5,107,106,18
Joe Ostman,48487,ED,PHI,3,0,0,24,51.7,0,0,14,100.0,0.0,0,0,0.0,0,14,14,0,0,55.0,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Justin Hollins,48498,ED,LA,18,0,0,26,60.4,3,7,160,68.0,11.9,19,2,5.6,4,241,164,14,0,66.4,3,5,66,65.7,19.7,13,10.6,3,105,69,11
Carl Granderson,48500,ED,NO,17,1,0,20,71.9,6,8,181,97.5,12.2,22,1,6.6,5,199,194,19,1,78.2,4,6,76,97.5,21.1,16,11.8,4,81,79,14
Chase Winovich,48523,ED,NE,16,1,0,19,72.3,8,33,330,90.2,18.2,60,2,8.0,6,386,348,47,1,82.6,6,20,149,97.5,22.8,34,11.4,4,163,159,30
Bradley Chubb,48526,ED,DEN,14,0,1,10,79.4,10,39,401,88.4,18.0,72,6,8.1,8,476,421,57,0,80.1,4,25,185,93.8,24.3,45,12.2,8,211,198,37
Oshane Ximines,48538,ED,NYG,4,0,0,21,65.4,2,1,56,93.3,10.7,6,0,2.7,0,60,56,3,0,64.1,1,0,17,94.4,17.6,3,2.9,0,18,17,1
Jason Strowbridge,48547,DI,MIA,6,0,0,17,61.2,0,1,20,100.0,0.0,0,1,2.5,0,22,22,1,0,58.1,0,0,11,100.0,0.0,0,0.0,0,13,13,0
Kylie Fitts,48553,ED,ARZ,12,0,0,1,52.5,1,3,69,82.1,5.8,4,0,2.9,0,95,78,4,0,53.4,1,0,34,87.2,5.9,2,1.5,0,47,41,1
Dorance Armstrong,48557,ED,DAL,16,0,0,9,43.6,1,9,132,81.0,7.6,10,0,3.8,0,179,145,10,0,52.9,1,3,36,83.7,11.1,4,5.6,0,49,41,4
Malik Reed,48567,ED,DEN,16,1,0,10,57.3,8,20,410,87.6,10.5,43,2,5.4,8,490,429,36,1,61.6,6,9,172,87.9,16.9,29,7.8,6,206,181,21
Trent Harris,48575,ED,NYG,4,0,0,21,58.6,0,3,33,85.0,9.1,3,0,7.6,1,40,34,4,0,65.5,0,3,15,84.2,20.0,3,16.7,1,19,16,4
Harold Landry III,48600,ED,TEN,17,1,0,31,61.1,12,36,545,80.3,9.9,54,0,5.7,7,705,566,55,0,65.6,7,24,211,84.9,17.5,37,9.7,5,258,219,36
Tyler Lancaster,48604,DI,GB,17,1,0,12,57.5,0,4,171,98.4,4.7,8,2,1.2,0,182,179,4,1,59.4,0,2,47,100.0,4.3,2,2.1,0,50,50,2
Darrion Daniels,48659,DI,SF,4,0,0,28,53.7,0,1,39,100.0,2.6,1,1,1.3,0,39,39,1,0,60.4,0,1,10,100.0,10.0,1,5.0,0,10,10,1
Carlos Davis,48662,DI,PIT,7,0,0,25,55.2,0,0,25,100.0,4.0,1,0,0.0,0,25,25,0,0,58.7,0,0,14,100.0,7.1,1,0.0,0,14,14,0
Braxton Hoyett,48665,DI,KC,1,0,0,16,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Harrison Phillips,48690,DI,BUF,15,0,0,4,64.3,5,12,229,99.6,10.9,25,0,3.7,0,242,241,17,0,62.6,1,6,85,98.9,12.9,11,4.1,0,89,88,7
Daron Payne,48698,DI,WAS,17,3,0,32,62.5,5,26,537,98.8,7.8,42,4,4.0,6,570,563,37,0,67.7,5,15,205,98.2,12.2,25,7.3,5,225,221,25
Greg Gaines,48706,DI,LA,18,0,0,26,71.5,1,3,108,99.1,10.2,11,0,3.7,2,115,114,6,0,77.0,0,2,37,100.0,16.2,6,8.1,2,39,39,4
Kingsley Keke,48718,DI,GB,15,1,0,12,70.9,4,14,243,98.1,10.3,25,1,5.3,4,262,257,22,1,79.5,4,9,110,100.0,15.5,17,7.7,2,122,122,15
Aaron Crawford,48721,DI,BLT,1,0,0,3,61.4,0,0,11,100.0,9.1,1,0,0.0,0,12,12,0,0,57.0,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Rasheem Green,48731,DI,SEA,11,0,0,29,56.0,2,19,269,93.9,8.9,24,0,4.6,2,295,277,23,0,59.1,2,11,122,94.1,9.8,12,7.0,2,136,128,15
Marlon Davidson,48741,DI,ATL,8,1,0,2,50.5,0,0,89,99.0,3.4,3,0,0.0,0,96,95,0,0,47.7,0,0,40,100.0,2.5,1,0.0,0,42,42,0
Taven Bryan,48753,DI,JAX,16,0,0,15,59.9,4,4,249,98.9,9.2,23,3,2.0,1,268,265,9,0,61.6,3,4,85,100.0,14.1,12,5.3,1,93,93,8
Deadrin Senat,48815,DI,ATL,5,0,0,2,54.7,0,1,26,100.0,3.8,1,0,1.9,0,27,27,1,0,59.2,0,1,12,100.0,8.3,1,4.2,0,12,12,1
L.J. Collier,48822,DI,SEA,17,2,0,29,61.8,5,15,327,99.1,8.9,29,3,4.0,3,347,344,23,0,65.1,1,6,97,99.0,14.4,14,6.7,3,101,100,10
Michael Dogbe,48850,DI,ARZ,3,0,0,1,66.5,0,1,15,94.1,13.3,2,0,10.0,1,17,16,2,0,53.5,0,0,6,85.7,0.0,0,0.0,0,7,6,0
Eli Ankou,48856,DI,DAL,7,0,0,9,51.5,0,2,77,100.0,3.9,3,0,1.3,0,83,83,2,0,53.9,0,1,21,100.0,4.8,1,2.4,0,26,26,1
Daniel Ekuale,48874,DI,JAX,9,0,0,15,54.1,1,1,126,100.0,4.0,5,3,1.6,1,132,132,3,0,53.0,1,0,29,100.0,3.4,1,1.7,0,32,32,1
Poona Ford,48875,DI,SEA,17,0,0,29,61.7,7,18,418,99.8,8.9,37,1,3.7,3,431,430,28,0,68.3,5,10,131,100.0,14.5,19,7.3,2,133,133,17
Henry Mondeaux,48889,DI,PIT,9,0,0,25,67.4,2,3,40,97.7,15.0,6,2,6.3,0,44,43,5,0,72.6,2,2,24,100.0,16.7,4,8.3,0,26,26,4
Hercules Mata'afa,48931,ED,MIN,13,0,1,18,62.5,2,13,185,99.0,9.2,17,1,6.2,4,195,193,19,0,60.5,0,10,100,98.1,12.0,12,9.0,4,103,101,14
Taylor Stallworth,48935,DI,IND,17,0,1,14,49.8,0,2,131,97.8,3.1,4,2,1.5,1,139,136,3,0,49.5,0,1,43,100.0,2.3,1,3.5,1,46,46,2
Justin Jones,48940,DI,LAC,13,0,1,27,54.9,3,10,296,99.4,5.4,16,2,2.5,1,313,311,14,0,55.0,2,5,121,100.0,7.4,9,3.7,1,130,130,8
Vita Vea,48956,DI,TB,7,0,0,30,88.9,1,20,178,97.4,20.8,37,1,7.0,2,194,189,23,0,88.9,1,13,77,97.6,28.6,22,11.7,2,84,82,16
Tim Settle,48966,DI,WAS,17,0,0,32,74.1,2,12,187,99.5,13.4,25,2,6.4,5,197,196,19,0,78.3,2,6,65,98.6,21.5,14,10.8,3,72,71,11
Kevin Strong Jr.,48981,DI,DET,6,0,0,11,70.0,1,2,92,99.0,8.7,8,0,2.7,1,99,98,4,0,73.2,0,0,26,100.0,15.4,4,3.8,1,30,30,1
Khalil Davis,48988,DI,TB,4,0,0,30,61.1,2,2,41,97.9,17.1,7,0,7.3,1,47,46,5,0,60.4,2,2,30,97.1,20.0,6,10.0,1,35,34,5
Kendal Vickers,48993,DI,LV,15,0,1,23,63.9,1,9,158,100.0,8.9,14,1,4.4,2,175,175,12,0,69.7,0,5,64,100.0,12.5,8,5.5,1,76,76,6
Nick Scott,49012,S,LA,11,0,0,26,91.1,0,2,6,3.7,50.0,3,0,16.7,0,188,7,2,0,92.5,0,2,4,3.7,75.0,3,25.0,0,107,4,2
Josh Woods,49023,LB,CHI,5,0,0,6,59.2,0,0,1,2.9,0.0,0,0,0.0,0,34,1,0,0,59.2,0,0,1,6.7,0.0,0,0.0,0,15,1,0
Justin Reid,49048,S,HST,13,0,0,13,66.5,2,5,34,7.2,14.7,5,2,16.2,2,501,36,9,0,60.7,1,2,12,7.0,16.7,2,12.5,0,171,12,3
Tre Flowers,49059,CB,SEA,12,1,3,29,73.3,0,0,6,1.4,0.0,0,5,0.0,0,421,6,0,0,58.7,0,0,1,0.7,0.0,0,0.0,0,149,1,0
Khaleke Hudson,49073,LB,WAS,4,0,0,32,60.0,1,0,0,5.6,,1,0,,0,18,1,1,0,,0,0,0,0.0,,0,,0,2,0,0
Jalen Thompson,49116,S,ARZ,5,0,0,1,50.6,0,0,3,3.1,0.0,0,0,0.0,0,160,5,0,0,52.9,0,0,2,3.9,0.0,0,0.0,0,77,3,0
Ryan Neal,49132,S,SEA,13,0,0,29,61.8,0,3,18,6.8,0.0,0,0,8.3,0,280,19,3,0,63.0,0,1,6,5.9,0.0,0,8.3,0,119,7,1
Myles Hartsfield,49159,CB,CAR,8,0,0,5,48.0,0,0,4,4.9,0.0,0,1,0.0,0,102,5,0,0,49.3,0,0,4,8.2,0.0,0,0.0,0,49,4,0
Jessie Bates III,49162,S,CIN,16,0,1,7,69.8,1,0,8,1.3,0.0,0,2,6.3,0,616,8,1,0,72.2,1,0,3,1.3,0.0,0,16.7,0,234,3,1
Ezekiel Turner,49167,LB,ARZ,2,0,0,1,51.5,0,0,4,80.0,0.0,0,0,0.0,0,5,4,0,0,55.0,0,0,2,66.7,0.0,0,0.0,0,3,2,0
Tarvarius Moore,49178,S,SF,12,0,0,28,52.0,0,0,6,1.7,0.0,0,0,0.0,0,344,6,0,0,58.4,0,0,1,0.7,0.0,0,0.0,0,140,1,0
Jordan Whitehead,49196,S,TB,20,0,0,30,56.1,1,5,37,5.2,8.1,3,3,13.5,2,736,38,8,0,69.3,1,3,14,5.0,14.3,2,28.6,2,282,14,6
Ronnie Harrison,49206,S,CLV,12,0,0,8,74.6,2,5,16,6.4,31.3,5,1,28.1,1,251,16,8,0,79.4,2,4,12,11.0,33.3,4,25.0,0,109,12,6
Demetrius Flannigan-Fowles,49231,LB,SF,4,0,0,28,59.1,0,0,1,2.5,0.0,0,0,0.0,0,40,1,0,0,59.1,0,0,1,5.6,0.0,0,0.0,0,18,1,0
Tony Brown,49255,CB,CIN,3,0,0,7,60.0,0,0,0,1.7,,0,0,,0,58,1,0,0,60.0,0,0,0,4.3,,0,,0,23,1,0
Troy Apke,49260,S,WAS,10,0,0,32,54.7,0,0,4,1.5,0.0,0,1,0.0,0,269,4,0,0,56.2,0,0,2,1.9,0.0,0,0.0,0,105,2,0
Marcus Allen,49263,S,PIT,9,0,0,25,57.0,2,3,18,13.5,16.7,3,0,13.9,0,133,18,5,0,64.7,2,1,10,11.2,30.0,3,15.0,0,89,10,3
Andrew Wingard,49268,S,JAX,12,0,0,15,53.2,0,1,11,4.7,9.1,1,3,4.5,0,236,11,1,0,56.8,0,1,2,2.3,50.0,1,25.0,0,88,2,1
Jamal Carter,49282,LB,ATL,1,0,1,2,57.6,0,0,3,15.8,0.0,0,2,0.0,0,19,3,0,0,60.0,0,0,1,12.5,0.0,0,0.0,0,8,1,0
Rashad Fenton,49329,CB,KC,15,0,0,16,45.0,0,1,13,3.7,0.0,0,0,3.8,0,379,14,1,0,51.9,0,0,3,1.5,0.0,0,0.0,0,195,3,0
Carlton Davis,49335,CB,TB,18,0,1,30,49.6,0,0,6,0.7,0.0,0,11,0.0,0,813,6,0,0,55.2,0,0,2,0.6,0.0,0,0.0,0,357,2,0
Chandon Sullivan,49349,CB,GB,18,0,0,12,33.8,0,2,18,3.5,5.6,1,3,5.6,0,564,20,2,0,34.6,0,1,11,4.2,0.0,0,4.5,0,283,12,1
Jaire Alexander,49350,CB,GB,17,0,0,12,74.3,0,1,3,0.5,33.3,1,1,50.0,1,637,3,2,0,,0,0,0,0.0,,0,,0,287,0,0
Ugo Amadi,49352,CB,SEA,14,0,1,29,41.6,0,4,22,4.7,4.5,1,2,9.1,0,469,22,4,0,49.6,0,0,6,2.9,0.0,0,0.0,0,205,6,0
Isaac Yiadom,49355,CB,NYG,13,0,0,21,82.1,0,0,2,0.5,0.0,0,1,50.0,1,394,2,1,0,83.5,0,0,1,0.7,0.0,0,100.0,1,147,1,1
Chauncey Gardner-Johnson,49371,CB,NO,17,1,2,20,79.0,3,4,38,6.0,10.5,4,9,11.8,1,634,38,8,0,65.1,3,1,16,5.6,6.3,1,12.5,0,287,16,4
John Reid,49381,CB,HST,7,0,0,13,46.5,0,1,9,9.5,11.1,1,0,5.6,0,95,9,1,0,48.1,0,1,5,13.9,20.0,1,10.0,0,36,5,1
Montre Hartage,49390,S,NYG,1,0,0,21,58.5,0,1,1,6.3,100.0,1,0,50.0,0,16,1,1,0,58.5,0,1,1,25.0,100.0,1,50.0,0,4,1,1
Cameron Lewis,49395,CB,BUF,2,0,0,4,59.3,0,0,1,2.6,0.0,0,0,0.0,0,39,1,0,0,,0,0,0,0.0,,0,,0,15,0,0
M.J. Stewart,49397,CB,CLV,13,0,1,8,55.2,0,4,27,10.4,3.7,1,4,11.1,1,270,28,5,0,64.1,0,2,13,9.7,7.7,1,15.4,1,145,14,3
Donovan Wilson,49408,S,DAL,11,0,1,9,96.9,0,0,7,2.2,28.6,2,3,57.1,4,365,8,4,0,96.2,0,0,2,1.5,0.0,0,50.0,1,130,2,1
Julian Blackmon,49434,S,IND,16,0,0,14,59.4,0,0,1,0.2,0.0,0,1,0.0,0,637,1,0,0,,0,0,0,0.0,,0,,0,286,0,0
Darius Phillips,49507,CB,CIN,12,2,0,7,93.4,2,1,8,2.2,0.0,0,3,18.8,0,359,8,3,1,88.2,1,0,3,2.2,0.0,0,16.7,0,138,3,1
Taron Johnson,49511,CB,BUF,19,0,0,4,66.3,2,8,58,9.0,8.6,5,0,10.3,1,676,61,11,0,73.2,2,4,20,6.3,20.0,4,20.0,1,318,20,7
Denzel Ward,49558,CB,CLV,13,1,3,8,83.6,1,0,1,0.2,0.0,0,5,50.0,0,515,1,1,0,,0,0,0,0.0,,0,,0,229,0,0
Ashtyn Davis,49560,S,NYJ,8,0,0,22,61.0,1,7,44,19.1,6.8,3,1,9.1,0,257,49,8,0,61.9,1,2,15,15.3,20.0,3,10.0,0,111,17,3
Duke Shelley,49569,CB,CHI,7,0,0,6,63.5,0,1,9,5.6,11.1,1,1,5.6,0,162,9,1,0,70.6,0,1,3,4.0,33.3,1,16.7,0,75,3,1
Breiden Fehoko,49589,DI,LAC,2,0,0,27,63.2,0,2,8,100.0,12.5,1,0,12.5,0,8,8,2,0,58.1,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Matt Dickerson,49601,DI,TEN,11,0,0,31,51.4,1,0,108,100.0,2.8,3,0,1.4,1,114,114,2,0,55.0,1,0,39,100.0,5.1,2,3.8,1,42,42,2
Zach Allen,49605,ED,ARZ,13,3,0,1,58.3,4,12,272,98.6,7.7,21,1,3.7,2,294,290,18,2,63.4,2,10,116,98.4,12.1,14,5.2,0,128,126,12
Nick Thurman,49607,DI,NE,7,0,0,19,65.2,0,2,44,100.0,9.1,4,0,2.3,0,45,45,2,0,71.1,0,1,14,100.0,21.4,3,3.6,0,14,14,1
Andrew Brown,49636,DI,HST,5,0,0,13,64.5,0,2,20,95.5,15.0,3,0,5.0,0,22,21,2,0,63.7,0,1,5,100.0,20.0,1,10.0,0,5,5,1
Markus Bailey,49681,LB,CIN,4,0,0,7,64.9,0,0,1,6.3,100.0,1,0,0.0,0,16,1,0,0,64.9,0,0,1,25.0,100.0,1,0.0,0,4,1,0
Shaquille Leonard,49684,LB,IND,15,2,0,14,80.8,0,10,60,11.0,8.3,5,2,11.7,2,575,63,12,0,71.1,0,5,35,14.5,8.6,3,10.0,1,255,37,6
Genard Avery,49699,ED,PHI,8,0,0,24,59.4,5,2,65,97.1,12.3,8,2,8.5,2,70,68,9,0,59.1,2,1,23,95.8,17.4,4,6.5,0,24,23,3
Shaun Dion Hamilton,49706,LB,WAS,13,0,0,32,66.1,1,0,4,8.5,0.0,0,1,12.5,0,47,4,1,0,68.5,1,0,3,23.1,0.0,0,16.7,0,13,3,1
Antoine Brooks Jr.,49751,CB,PIT,2,0,0,25,59.2,0,0,1,4.3,0.0,0,0,0.0,0,23,1,0,0,59.2,0,0,1,6.3,0.0,0,0.0,0,16,1,0
Cole Holcomb,49753,LB,WAS,11,0,0,32,64.2,1,3,51,13.6,11.8,6,2,9.8,3,381,52,7,0,67.5,0,2,16,10.6,25.0,4,18.8,2,151,16,4
Quincy Williams,49779,LB,JAX,2,0,0,15,51.1,0,1,3,10.2,0.0,0,0,16.7,0,49,5,1,0,55.6,0,1,1,14.3,0.0,0,50.0,0,14,2,1
Azeez Al-Shaair,49792,LB,SF,12,1,0,28,69.8,1,6,23,15.3,21.7,5,0,15.2,0,170,26,7,0,63.4,0,3,7,14.8,42.9,3,21.4,0,54,8,3
Zaire Franklin,49834,LB,IND,7,0,0,14,67.1,0,0,2,6.3,50.0,1,0,0.0,0,32,2,0,0,,0,0,0,0.0,,0,,0,9,0,0
Devante Downs,49842,LB,NYG,13,0,0,21,57.6,1,0,15,12.9,13.3,2,0,3.3,0,124,16,1,0,59.1,0,0,1,2.2,0.0,0,0.0,0,46,1,0
B.J. Hill,49894,DI,NYG,16,0,0,21,69.0,4,17,234,98.0,13.2,31,2,4.9,1,248,243,22,0,69.8,2,10,116,100.0,15.5,18,6.0,1,122,122,13
Sebastian Joseph-Day,49935,DI,LA,18,2,0,26,65.4,3,6,224,99.6,6.3,14,0,2.5,1,237,236,10,1,73.8,0,3,50,100.0,12.0,6,5.0,1,53,53,4
Jerry Tillery,49949,ED,LAC,16,1,0,27,58.2,13,19,439,99.1,10.3,45,7,4.3,3,470,466,35,0,69.1,8,13,201,99.5,15.9,32,6.7,3,221,220,24
Derrick Nnadi,49970,DI,KC,18,0,0,16,58.1,0,11,259,97.2,7.3,19,0,2.5,1,286,278,12,0,61.0,0,6,71,97.5,14.1,10,5.6,1,80,78,7
