player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Julius Peppers,1010,ED,CAR,17,0,0,5,63.9,5,16,349,98.1,9.7,34,1,6.7,13,376,369,34,0,70.8,4,12,171,96.8,14.0,24,9.9,9,189,183,25
Dwight Freeney,1019,ED,DET,9,1,0,11,69.9,2,14,182,99.0,14.8,27,0,6.0,3,200,198,19,0,72.5,2,10,90,100.0,21.1,19,10.0,3,103,103,15
James Harrison,1251,ED,NE,9,0,0,19,80.3,4,9,79,68.0,24.1,19,0,13.3,4,122,83,17,0,85.5,3,6,33,79.1,33.3,11,22.7,3,43,34,12
Terence Newman,1321,CB,MIN,18,0,0,18,58.1,0,2,13,3.3,7.7,1,1,7.7,0,419,14,2,0,55.9,0,0,2,1.1,0.0,0,0.0,0,181,2,0
Terrell Suggs,1326,ED,BLT,16,3,1,3,73.5,8,57,493,97.4,17.2,85,5,9.0,12,539,525,77,0,78.5,5,38,235,97.7,23.4,55,13.4,10,261,255,53
Karlos Dansby,1754,LB,ARZ,16,0,0,1,66.3,2,8,63,12.3,11.1,7,1,9.5,1,560,69,11,0,64.3,0,5,38,16.2,13.2,5,9.2,1,253,41,6
Mike Adams,1972,S,CAR,17,0,0,5,58.5,2,3,36,5.3,11.1,4,3,6.9,0,678,36,5,0,61.0,1,0,13,4.1,15.4,2,3.8,0,314,13,1
Thomas Davis Sr.,2231,LB,CAR,16,0,1,5,66.9,3,17,117,22.6,17.9,21,4,10.3,2,554,125,22,0,66.9,1,11,62,27.6,24.2,15,11.3,1,246,68,13
Derrick Johnson,2232,LB,KC,16,0,0,16,47.1,0,4,35,6.7,5.7,2,0,8.6,1,549,37,5,0,51.9,0,3,19,9.0,10.5,2,13.2,1,223,20,4
Lorenzo Alexander,2476,ED,BUF,17,0,0,4,64.2,12,16,197,50.2,16.2,32,3,9.1,4,412,207,32,0,67.6,8,13,130,73.3,17.7,23,11.2,4,187,137,25
Ahmad Brooks,2945,ED,GB,12,2,0,12,55.4,4,10,199,98.6,8.0,16,4,4.5,2,213,210,16,1,59.2,2,7,103,99.1,11.7,12,5.3,1,109,108,10
Haloti Ngata,2957,DI,DET,5,1,0,11,75.5,1,4,82,97.8,11.0,9,1,5.5,2,93,91,7,0,80.4,1,4,38,100.0,18.4,7,11.8,2,43,43,7
Tamba Hali,2965,ED,KC,6,0,0,16,57.9,1,6,80,98.9,8.8,7,0,4.4,0,90,89,7,0,56.0,0,3,42,100.0,9.5,4,3.6,0,48,48,3
Johnathan Joseph,2969,CB,HST,16,0,4,13,56.2,0,1,2,0.4,0.0,0,8,25.0,0,488,2,1,0,,0,0,0,0.0,,0,,0,229,0,0
Darryl Tapp,3008,ED,TB,3,0,0,30,54.4,0,0,27,100.0,3.7,1,0,3.7,1,30,30,1,0,53.1,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Frostee Rucker,3036,DI,ARZ,16,1,1,1,55.7,7,9,339,99.7,6.2,21,4,2.9,2,362,361,18,0,57.8,4,5,144,100.0,9.0,13,4.5,2,156,156,11
Domata Peko Sr.,3068,DI,DEN,14,0,0,10,56.5,0,4,201,100.0,4.0,8,1,1.5,1,214,214,5,0,64.0,0,3,76,100.0,7.9,6,3.3,1,81,81,4
Elvis Dumervil,3071,ED,SF,16,0,0,28,73.5,9,34,267,99.3,21.3,57,3,10.7,7,291,289,50,0,78.3,6,33,174,99.5,27.6,48,14.7,6,193,192,45
Kyle Williams,3079,DI,BUF,17,1,0,4,62.0,8,27,470,99.0,9.8,46,3,4.4,3,501,496,38,0,63.8,5,17,219,99.6,13.2,29,6.4,3,229,228,25
Antoine Bethea,3152,S,ARZ,15,0,0,1,76.5,1,1,8,1.6,25.0,2,2,25.0,1,511,8,3,0,82.3,1,1,5,1.8,40.0,2,40.0,1,274,5,3
Tom Johnson,3378,DI,MIN,18,0,1,18,61.8,9,23,516,99.6,8.1,42,5,3.5,2,544,542,34,0,69.5,7,19,251,100.0,13.5,34,6.0,2,265,265,28
Tony McDaniel,3423,DI,NO,6,1,0,20,68.7,0,0,43,100.0,4.7,2,0,0.0,0,45,45,0,1,66.8,0,0,12,100.0,0.0,0,0.0,0,13,13,0
Tramon Williams,3558,CB,ARZ,13,0,0,1,56.8,0,0,2,0.5,0.0,0,2,0.0,0,438,2,0,0,59.1,0,0,1,0.5,0.0,0,0.0,0,221,1,0
Lawrence Timmons,3631,LB,MIA,14,2,0,17,58.6,3,7,60,15.3,6.7,4,0,8.3,0,431,66,10,1,67.3,1,3,19,14.6,21.1,4,10.5,0,151,22,4
Leon Hall,3634,CB,SF,9,0,0,28,66.1,1,1,6,3.9,0.0,0,0,16.7,0,153,6,2,0,55.3,0,0,3,3.2,0.0,0,0.0,0,95,3,0
Reggie Nelson,3637,S,OAK,16,1,1,23,55.8,0,2,18,3.0,5.6,1,2,5.6,0,601,18,2,0,53.4,0,1,5,1.8,20.0,1,10.0,0,278,5,1
Alan Branch,3649,DI,NE,12,0,0,19,54.6,0,4,132,100.0,5.3,7,1,1.5,0,136,136,4,0,59.6,0,2,49,100.0,10.2,5,2.0,0,50,50,2
Paul Posluszny,3650,LB,JAX,19,0,0,15,73.7,1,2,16,6.7,25.0,4,0,21.9,2,255,17,5,0,62.1,0,1,6,7.0,33.3,2,25.0,1,100,7,2
Eric Weddle,3653,S,BLT,16,0,0,3,68.9,1,7,29,4.8,13.8,4,0,17.2,1,670,32,9,0,77.6,1,4,13,4.1,23.1,3,26.9,1,317,13,6
David Harris,3663,LB,NE,8,0,0,19,69.1,0,3,14,15.8,21.4,3,0,17.9,1,95,15,4,0,71.4,0,2,6,21.2,33.3,2,33.3,1,33,7,3
Justin Durant,3664,LB,DAL,7,0,0,9,51.4,0,1,21,23.2,4.8,1,0,2.4,0,99,23,1,0,44.6,0,0,14,43.2,0.0,0,0.0,0,37,16,0
Charles Johnson,3699,ED,CAR,12,1,0,5,54.0,2,17,230,96.4,8.7,20,5,4.6,1,251,242,20,0,57.9,1,12,113,96.7,13.3,15,6.6,1,122,118,14
Brandon Mebane,3701,DI,LAC,16,0,0,27,47.0,2,4,261,98.2,2.7,7,1,1.1,0,281,276,6,0,48.8,1,4,73,100.0,6.8,5,3.4,0,80,80,5
Brian Robison,3718,ED,MIN,17,1,0,18,59.3,4,30,414,96.2,10.4,43,1,5.3,5,446,429,39,1,65.5,3,20,212,99.1,13.7,29,7.3,4,227,225,27
Corey Graham,3784,S,PHI,17,0,0,24,66.1,0,5,10,2.6,10.0,1,1,25.0,0,387,10,5,0,55.9,0,1,2,1.0,0.0,0,25.0,0,206,2,1
William Gay,3786,CB,PIT,17,0,0,25,59.1,0,0,1,0.4,0.0,0,3,0.0,0,249,1,0,0,59.1,0,0,1,0.7,0.0,0,0.0,0,146,1,0
Chris Long,4316,ED,PHI,19,0,0,24,84.8,20,40,412,98.4,20.6,85,2,8.5,5,436,429,65,0,86.2,14,28,217,99.6,26.3,57,11.5,4,230,229,46
Dominique Rodgers-Cromartie,4330,CB,NYG,15,0,0,21,60.5,1,4,32,8.4,6.3,2,0,10.9,1,393,33,6,0,65.4,1,2,12,8.1,8.3,1,20.8,1,149,12,4
Calais Campbell,4364,ED,JAX,19,3,0,15,81.3,18,50,590,99.2,18.6,110,1,8.6,17,627,622,85,1,87.1,14,35,321,100.0,24.9,80,12.3,15,344,344,64
Pat Sims,4391,DI,CIN,14,0,0,7,67.8,1,2,104,100.0,3.8,4,2,2.4,1,119,119,4,0,52.8,0,1,35,100.0,2.9,1,1.4,0,40,40,1
Cliff Avril,4406,ED,SEA,4,0,0,29,54.9,1,4,83,95.9,9.6,8,4,4.2,1,98,94,6,0,57.6,1,4,41,98.0,14.6,6,8.5,1,50,49,6
Tyvon Branch,4414,S,ARZ,9,1,1,1,63.7,2,1,12,3.9,0.0,0,1,12.5,0,361,14,3,1,74.1,2,1,5,3.0,0.0,0,30.0,0,165,5,3
William Hayes,4417,ED,MIA,10,1,1,17,81.2,4,13,122,98.5,19.7,24,3,7.8,1,131,129,18,0,69.2,2,5,34,97.4,23.5,8,13.2,1,39,38,8
Brandon Carr,4454,CB,BLT,16,0,2,3,49.9,0,0,5,0.8,0.0,0,10,0.0,0,629,5,0,0,,0,0,0,0.0,,0,,0,303,0,0
Orlando Scandrick,4457,CB,DAL,11,1,0,9,50.9,1,3,34,9.0,0.0,0,3,5.9,0,388,35,4,0,45.7,0,1,10,7.0,0.0,0,5.0,0,158,11,1
Erik Walden,4481,ED,TEN,18,0,0,31,63.8,3,23,309,80.1,12.6,39,5,5.5,4,413,331,30,0,61.2,1,10,134,87.6,13.4,18,5.6,2,169,148,13
Ahtyba Rubin,4504,DI,ATL,13,0,0,2,63.7,1,2,72,100.0,5.6,4,1,2.1,0,77,77,3,0,60.9,1,2,20,100.0,15.0,3,7.5,0,22,22,3
Wesley Woodyard,4583,LB,TEN,18,0,0,31,62.4,4,17,135,19.4,9.6,13,1,12.2,6,743,144,27,0,58.5,1,12,65,22.4,15.4,10,11.5,1,308,69,14
Leger Douzable,4654,ED,SF,5,0,1,28,51.6,1,0,87,97.8,3.4,3,1,2.9,2,92,90,3,0,52.0,0,0,29,100.0,3.4,1,3.4,1,29,29,1
Jerrell Freeman,4888,LB,CHI,1,0,0,6,73.6,0,1,1,5.9,100.0,1,0,50.0,0,34,2,1,0,73.6,0,1,1,12.5,100.0,1,50.0,0,16,2,1
Cameron Wake,4907,ED,MIA,16,0,1,17,81.5,15,36,367,95.9,21.0,77,5,9.9,11,412,395,62,0,86.5,10,29,173,95.4,30.6,53,14.7,6,197,188,45
Brian Orakpo,4936,ED,TEN,18,0,0,31,75.0,12,41,497,81.7,14.7,73,0,7.5,11,640,523,64,0,78.3,7,27,230,90.0,19.6,45,10.9,8,279,251,42
Malcolm Jenkins,4937,S,PHI,19,0,0,24,56.9,4,5,56,7.4,10.7,6,1,9.8,1,802,59,10,0,53.0,1,0,14,4.8,0.0,0,3.6,0,336,16,1
Brian Cushing,4938,LB,HST,5,0,1,13,64.7,1,2,18,39.2,16.7,3,2,19.4,2,51,20,5,0,60.7,0,1,7,42.1,14.3,1,21.4,1,19,8,2
Robert Ayers,4941,ED,TB,12,0,0,30,84.6,17,26,342,99.5,19.0,65,2,6.9,2,366,364,45,0,85.6,14,19,175,100.0,23.4,41,9.4,0,190,190,33
Vontae Davis,4948,CB,IND,5,0,0,14,58.5,0,0,1,0.5,0.0,0,0,0.0,0,188,1,0,0,,0,0,0,0.0,,0,,0,60,0,0
Clay Matthews,4949,ED,GB,14,1,0,12,73.1,11,18,342,89.2,15.5,53,3,7.2,10,399,356,39,1,75.2,7,14,173,91.0,21.4,37,10.1,7,199,181,28
Ziggy Hood,4955,DI,WAS,15,0,0,32,54.9,1,13,245,98.9,7.3,18,2,2.9,0,265,262,14,0,57.1,0,10,91,100.0,12.1,11,5.5,0,97,97,10
Patrick Chung,4957,S,NE,19,0,0,19,60.9,3,4,37,5.4,16.2,6,2,9.5,0,738,40,7,0,65.7,3,2,19,6.6,21.1,4,13.2,0,320,21,5
Rey Maualuga,4961,LB,MIA,6,0,0,17,56.6,0,0,3,4.8,0.0,0,1,0.0,0,63,3,0,0,,0,0,0,0.0,,0,,0,11,0,0
Darius Butler,4964,S,IND,15,0,0,14,65.1,0,0,3,1.4,0.0,0,4,0.0,0,352,5,0,0,58.4,0,0,1,0.6,0.0,0,0.0,0,171,1,0
Jairus Byrd,4965,S,CAR,9,0,0,5,66.0,0,3,11,9.1,18.2,2,1,13.6,0,121,11,3,0,68.6,0,3,9,11.7,22.2,2,16.7,0,77,9,3
Connor Barwin,4969,ED,LA,15,0,0,26,51.8,6,20,347,81.0,8.6,30,0,5.2,5,458,371,31,0,55.5,5,11,188,86.0,11.7,22,6.4,4,236,203,20
Mike Mitchell,4970,S,PIT,14,0,0,25,49.9,1,1,3,0.7,33.3,1,1,33.3,0,433,3,2,0,49.9,1,1,3,1.7,33.3,1,33.3,0,181,3,2
Sean Smith,4984,CB,OAK,14,0,0,23,49.8,1,0,4,0.9,0.0,0,2,12.5,0,444,4,1,0,54.3,0,0,2,1.0,0.0,0,0.0,0,208,2,0
Michael Johnson,4993,ED,CIN,15,0,1,7,56.3,3,15,336,96.8,8.0,27,1,4.2,5,376,364,23,0,55.6,2,8,147,96.4,10.2,15,5.4,3,167,161,13
Roy Miller,5004,DI,KC,7,1,0,16,57.6,0,0,32,100.0,0.0,0,0,0.0,0,34,34,0,0,54.1,0,0,9,100.0,0.0,0,0.0,0,9,9,0
Lardarius Webb,5011,CB,BLT,15,0,0,3,71.5,1,1,21,8.9,4.8,1,0,14.3,2,235,21,4,0,79.6,0,1,7,6.2,0.0,0,35.7,2,113,7,3
Glover Quin,5035,S,DET,16,0,0,11,59.5,0,0,12,2.3,8.3,1,0,0.0,0,645,15,0,0,75.1,0,0,2,1.1,50.0,1,0.0,0,279,3,0
Brice McCain,5112,CB,TEN,15,0,0,31,52.6,0,1,4,1.7,25.0,1,3,12.5,0,295,5,1,0,55.6,0,1,2,2.2,50.0,1,25.0,0,139,3,1
Jason McCourty,5127,CB,CLV,14,0,1,8,69.0,0,2,4,0.8,25.0,1,4,25.0,0,516,4,2,0,78.1,0,1,1,0.6,100.0,1,50.0,0,172,1,1
Captain Munnerlyn,5140,CB,CAR,15,0,0,5,51.2,1,5,56,16.2,5.4,3,0,8.9,2,351,57,8,0,53.7,0,2,33,15.5,9.1,3,9.1,2,213,33,4
Ricky Jean Francois,5168,DI,NE,14,0,0,19,48.3,0,0,91,100.0,0.0,0,1,1.1,1,93,93,1,0,51.9,0,0,33,100.0,0.0,0,3.0,1,35,35,1
Clinton McDonald,5173,DI,TB,14,1,0,30,62.8,4,10,258,98.2,8.9,23,2,4.7,5,279,274,19,1,66.8,3,9,127,100.0,12.6,16,6.3,2,136,136,14
Chris Baker,5188,DI,TB,15,2,1,30,66.2,5,8,209,99.1,7.2,15,3,3.6,1,224,222,14,2,75.2,4,3,62,100.0,12.9,8,7.3,1,67,67,8
Steve McLendon,5232,DI,NYJ,16,0,0,22,63.1,1,12,228,100.0,7.5,17,2,3.7,2,241,241,15,0,62.1,0,4,76,100.0,7.9,6,5.3,2,82,82,6
Michael Bennett,5273,ED,SEA,16,1,3,29,68.1,16,44,540,99.8,14.3,77,15,7.4,10,579,578,70,1,76.1,10,24,274,99.7,20.8,57,9.1,8,296,295,42
Ramon Humber,5310,LB,BUF,14,0,0,4,63.4,3,1,49,14.5,8.2,4,1,6.1,1,372,54,5,0,68.0,2,0,19,12.3,10.5,2,10.5,1,155,19,3
Jonathan Casillas,5422,LB,NYG,8,0,0,21,59.6,2,3,35,15.8,5.7,2,0,7.1,0,241,38,5,0,69.1,2,0,12,16.7,0.0,0,8.3,0,78,13,2
Dannell Ellerbe,5442,LB,PHI,4,0,0,24,52.6,0,0,4,13.9,0.0,0,0,0.0,0,36,5,0,0,56.5,0,0,1,18.2,0.0,0,0.0,0,11,2,0
Ndamukong Suh,5527,DI,MIA,16,2,6,17,75.2,8,30,497,98.9,11.7,58,13,4.8,5,540,534,43,2,75.9,3,20,208,99.6,14.4,30,6.5,2,229,228,25
Gerald McCoy,5528,DI,TB,15,1,1,30,80.5,15,26,451,100.0,13.3,60,3,5.9,6,474,474,47,1,84.3,10,16,193,100.0,18.7,36,8.8,4,209,209,30
Joe Haden,5532,CB,PIT,12,0,0,25,77.0,0,1,7,1.7,14.3,1,1,21.4,1,412,7,2,0,80.6,0,1,5,3.0,20.0,1,30.0,1,164,5,2
Tyson Alualu,5535,DI,PIT,17,1,0,25,55.0,2,7,252,96.7,5.6,14,0,3.4,4,269,260,13,1,65.7,1,6,100,93.7,12.0,12,7.5,4,111,104,11
Brandon Graham,5538,ED,PHI,18,1,0,24,86.8,9,56,548,98.7,17.5,96,5,8.1,12,595,587,77,0,91.3,6,32,235,98.5,28.1,66,12.3,10,259,255,48
Earl Thomas III,5539,S,SEA,14,0,0,29,68.0,0,1,1,0.4,100.0,1,1,50.0,0,545,2,1,0,,0,0,0,0.0,,0,,0,257,0,0
Jason Pierre-Paul,5540,ED,NYG,16,2,0,21,62.4,5,40,552,95.7,10.5,58,5,5.7,9,611,585,54,0,72.3,0,18,178,95.1,18.0,32,7.9,5,205,195,23
Derrick Morgan,5541,ED,TEN,16,1,1,31,68.9,4,45,460,87.7,14.8,68,3,7.5,10,553,485,59,0,71.7,0,29,213,93.5,19.7,42,9.6,6,246,230,35
Sean Weatherspoon,5544,LB,ATL,1,0,0,2,,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Kareem Jackson,5545,CB,HST,16,0,1,13,67.0,1,3,29,5.4,10.3,3,6,10.3,1,541,29,5,0,73.4,1,2,15,6.0,20.0,3,16.7,1,251,15,4
Devin McCourty,5552,S,NE,19,0,0,19,68.2,0,1,4,0.5,0.0,0,0,37.5,1,784,4,2,0,68.6,0,1,3,0.9,0.0,0,50.0,1,341,3,2
Jerry Hughes,5556,ED,BUF,17,0,0,4,69.6,9,36,453,97.9,12.8,58,6,5.8,4,487,477,49,0,72.7,4,22,214,97.4,15.0,32,7.5,3,229,223,29
Patrick Robinson,5557,CB,PHI,19,0,0,24,57.8,0,1,10,1.6,20.0,2,2,15.0,1,641,10,2,0,48.2,0,0,5,1.7,0.0,0,0.0,0,298,5,0
Nate Allen,5562,S,MIA,7,0,0,17,52.7,0,0,4,1.7,0.0,0,0,0.0,0,229,4,0,0,54.6,0,0,2,2.4,0.0,0,0.0,0,84,2,0
T.J. Ward,5563,S,TB,12,0,0,30,55.1,0,1,5,2.1,20.0,1,3,10.0,0,243,5,1,0,,0,0,0,0.0,,0,,0,108,0,0
Arrelious Benn,5564,WR,JAX,1,0,0,15,60.0,0,0,1,100.0,0.0,0,1,0.0,0,1,1,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Lamarr Houston,5569,ED,CHI,10,1,0,6,59.9,4,19,229,91.4,11.8,27,2,7.2,5,269,246,28,0,61.2,2,12,119,94.8,16.0,19,9.2,4,135,128,18
Linval Joseph,5571,DI,MIN,18,0,0,18,77.9,9,21,395,100.0,12.2,48,4,4.8,4,414,414,34,0,79.2,6,15,144,100.0,18.8,27,10.1,4,151,151,25
Carlos Dunlap,5579,ED,CIN,16,7,2,7,70.5,14,50,514,96.3,15.4,79,2,7.8,8,571,550,72,2,68.4,9,41,298,97.6,20.5,61,10.7,7,328,320,57
Sean Lee,5580,LB,DAL,11,0,0,9,56.8,1,3,26,6.7,3.8,1,1,7.7,0,403,27,4,0,68.6,0,3,12,7.3,8.3,1,12.5,0,178,13,3
Morgan Burnett,5596,S,GB,12,0,1,12,47.0,0,4,28,6.8,3.6,1,1,7.1,0,414,28,4,0,49.0,0,3,17,8.9,5.9,1,8.8,0,191,17,3
Earl Mitchell,5605,DI,SF,16,4,0,28,68.1,2,6,248,97.8,6.0,15,3,2.0,1,278,272,9,2,70.3,2,4,71,100.0,8.5,6,4.2,0,80,80,6
Corey Peters,5607,DI,ARZ,12,1,0,1,61.6,3,9,252,98.9,8.3,21,2,2.8,1,269,266,13,0,51.9,2,4,103,99.1,7.8,8,3.9,1,109,108,7
NaVorro Bowman,5615,LB,OAK,15,0,0,23,66.1,4,3,57,10.6,12.3,7,3,9.6,2,602,64,9,0,71.7,2,2,27,11.8,11.1,3,11.1,1,272,32,5
Everson Griffen,5624,ED,MIN,17,2,1,18,85.6,12,41,556,98.6,15.6,87,5,7.1,13,591,583,66,0,91.1,7,29,243,98.8,24.7,60,11.5,10,259,256,46
Alterraun Verner,5628,CB,MIA,6,0,0,17,55.1,0,1,2,1.7,0.0,0,3,25.0,0,117,2,1,0,,0,0,0,0.0,,0,,0,62,0,0
Geno Atkins,5643,DI,CIN,16,0,0,7,90.3,10,50,469,99.6,16.8,79,2,8.5,10,503,501,70,0,90.0,6,40,275,100.0,20.0,55,10.9,7,293,293,53
Al Woods,5646,DI,IND,16,1,0,14,59.8,1,7,226,100.0,5.3,12,0,2.2,1,236,236,9,0,53.1,0,2,59,100.0,5.1,3,3.4,1,61,61,3
Kam Chancellor,5656,S,SEA,9,0,0,29,55.9,0,1,5,1.3,20.0,1,0,10.0,0,384,5,1,0,59.2,0,1,1,0.5,0.0,0,50.0,0,192,1,1
Sherrick McManis,5667,CB,CHI,7,0,0,6,65.4,0,2,10,42.3,20.0,2,0,10.0,0,26,11,2,0,72.7,0,2,5,75.0,40.0,2,20.0,0,8,6,2
Cam Thomas,5669,DI,KC,1,0,0,16,55.1,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,,0,0,0,,,0,,0,0,0,0
Arthur Jones,5680,DI,WAS,1,0,0,32,51.5,0,1,16,100.0,6.3,1,0,3.1,0,16,16,1,0,53.9,0,1,5,100.0,20.0,1,10.0,0,5,5,1
Reshad Jones,5686,S,MIA,16,0,0,17,68.7,1,3,42,7.7,9.5,4,4,7.1,1,607,47,5,0,78.6,0,2,13,6.9,15.4,2,15.4,1,248,17,3
Arthur Moats,5701,ED,PIT,12,0,0,25,64.6,1,3,26,59.2,19.2,5,0,7.7,0,49,29,4,0,67.3,1,1,15,75.0,20.0,3,6.7,0,24,18,2
Willie Young,5736,ED,CHI,4,0,0,6,60.4,2,2,63,85.9,14.3,9,1,6.3,2,78,67,6,0,58.9,2,1,33,92.3,15.2,5,4.5,0,39,36,3
Dekoda Watson,5740,ED,SF,8,0,0,28,64.4,0,7,60,91.5,20.0,12,1,5.8,0,71,65,7,0,67.1,0,4,41,95.7,19.5,8,4.9,0,46,44,4
Kurt Coleman,5767,S,CAR,13,0,0,5,51.6,0,2,13,3.0,7.7,1,1,7.7,0,525,16,2,0,52.4,0,1,4,2.5,0.0,0,12.5,0,236,6,1
Robert McClain,5771,CB,TB,14,0,0,30,50.4,0,1,7,1.6,0.0,0,3,7.1,0,446,7,1,0,54.8,0,0,2,0.9,0.0,0,0.0,0,220,2,0
Rafael Bush,5779,S,NO,12,0,0,20,63.6,1,2,19,10.9,10.5,2,2,13.2,1,184,20,4,0,62.9,1,1,14,10.9,14.3,2,14.3,1,137,15,3
Kyle Love,5806,DI,CAR,17,0,0,5,61.9,3,11,252,99.2,9.9,25,0,4.4,4,265,263,18,0,61.9,1,8,111,100.0,13.5,15,5.9,2,118,118,11
Vincent Rey,5811,LB,CIN,14,0,0,7,56.4,0,4,21,7.0,14.3,3,1,9.5,0,330,23,4,0,66.1,0,1,9,6.2,11.1,1,5.6,0,162,10,1
Darian Stewart,5820,S,DEN,16,0,1,10,59.9,0,2,15,3.1,0.0,0,3,6.7,0,513,16,2,0,60.5,0,0,3,1.2,0.0,0,0.0,0,250,3,0
Ben Garland,5839,G,ATL,1,0,0,2,60.0,0,0,1,100.0,0.0,0,4,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Barry Church,5924,S,JAX,19,0,0,15,66.0,2,1,20,3.3,10.0,2,1,17.5,2,760,25,5,0,71.9,1,0,9,2.5,11.1,1,16.7,1,394,10,2
Frank Zombo,5945,ED,KC,16,0,0,16,50.9,3,18,283,84.4,8.1,23,1,4.4,2,360,304,23,0,58.9,2,9,110,90.4,15.5,17,6.8,2,135,122,13
Anthony Levine,6013,S,BLT,16,1,0,3,67.0,0,6,41,17.3,14.6,6,0,14.6,3,243,42,9,0,64.2,0,4,23,16.0,26.1,6,17.4,2,150,24,6
Junior Galette,6018,ED,WAS,16,1,0,32,85.2,9,25,242,95.2,19.0,46,3,8.3,3,271,258,37,0,89.5,7,17,133,98.6,24.8,33,10.5,2,146,144,26
Mitch Unrein,6031,DI,CHI,12,0,0,6,59.3,2,6,176,100.0,8.0,14,0,3.4,2,189,189,10,0,57.9,0,3,60,100.0,8.3,5,2.5,0,63,63,3
George Johnson,6112,ED,NO,9,0,0,20,53.1,2,10,178,99.5,9.6,17,0,5.1,3,185,184,15,0,57.1,1,6,94,100.0,11.7,11,6.9,3,96,96,10
Andrew Sendejo,6118,S,MIN,15,0,0,18,51.9,0,0,8,1.5,0.0,0,1,0.0,0,539,8,0,0,54.7,0,0,2,0.8,0.0,0,0.0,0,242,2,0
Von Miller,6154,ED,DEN,16,3,6,10,90.9,12,61,447,93.5,22.8,102,14,10.4,10,504,471,83,0,91.3,8,35,215,95.0,32.1,69,14.2,9,238,226,52
Marcell Dareus,6155,DI,JAX,17,0,0,15,61.8,2,9,280,99.3,7.1,20,1,3.4,4,296,294,15,0,64.0,1,5,115,100.0,9.6,11,5.2,3,119,119,9
J.J. Watt,6163,DI,HST,5,2,1,13,75.0,5,10,119,100.0,14.3,17,1,6.3,0,125,125,15,0,69.4,4,4,58,100.0,20.7,12,6.9,0,62,62,8
Robert Quinn,6166,ED,LA,16,1,3,26,62.2,6,24,404,94.3,11.4,46,8,6.2,10,456,430,40,0,66.7,3,16,217,97.1,15.2,33,7.6,7,243,236,26
Ryan Kerrigan,6168,ED,WAS,16,0,0,32,84.6,4,42,406,89.9,16.3,66,1,10.1,18,487,438,64,0,87.0,4,23,214,95.4,20.6,44,11.4,11,237,226,38
Corey Liuget,6170,DI,LAC,12,0,1,27,72.2,2,23,243,97.7,13.2,32,1,6.0,2,260,254,27,0,73.0,0,16,107,100.0,19.6,21,9.3,2,114,114,18
Adrian Clayborn,6172,ED,ATL,18,0,0,2,85.5,9,39,450,99.2,19.3,87,5,7.6,10,482,478,58,0,90.6,7,30,239,98.8,25.9,62,11.1,8,256,253,45
Cameron Jordan,6176,ED,NO,18,12,1,20,89.4,16,57,627,94.6,17.7,111,5,8.2,15,718,679,88,2,86.7,9,35,315,98.8,23.2,73,10.2,10,343,339,54
Jimmy Smith,6179,CB,BLT,12,0,2,3,60.0,0,0,1,0.3,0.0,0,5,0.0,0,356,1,0,0,60.0,0,0,1,0.6,0.0,0,0.0,0,160,1,0
Muhammad Wilkerson,6182,DI,NYJ,13,3,0,22,60.3,3,19,363,99.0,7.4,27,3,3.9,3,395,391,25,2,60.4,1,12,164,100.0,9.8,16,5.8,3,180,180,16
Cameron Heyward,6183,DI,PIT,16,2,1,25,80.7,9,40,469,98.4,16.0,75,4,8.2,14,501,493,63,1,90.0,5,26,178,98.4,23.6,42,14.9,11,191,188,42
Jabaal Sheard,6189,ED,IND,16,5,1,14,86.3,8,54,440,92.8,20.0,88,6,8.2,5,513,476,67,1,83.0,4,27,191,97.2,24.6,47,9.7,3,217,211,34
Akeem Ayers,6191,LB,NYG,2,0,0,21,55.6,0,0,2,100.0,0.0,0,0,0.0,0,3,3,0,0,56.0,0,0,1,100.0,0.0,0,0.0,0,2,2,0
Bruce Carter,6192,LB,NYJ,3,0,0,22,55.8,0,0,2,50.0,0.0,0,0,0.0,0,6,3,0,0,55.8,0,0,1,66.7,0.0,0,0.0,0,3,2,0
Jarvis Jenkins,6193,DI,KC,12,0,0,16,54.8,3,5,129,99.3,4.7,6,2,3.9,1,140,139,9,0,56.4,3,1,43,100.0,4.7,2,4.7,0,47,47,4
Brooks Reed,6194,ED,ATL,18,0,0,2,76.2,4,18,204,98.7,18.1,37,1,7.4,4,225,222,26,0,82.3,3,8,63,100.0,33.3,21,13.5,3,73,73,14
