player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Deatrich Wise Jr.,11886,ED,NE,19,1,1,19,59.9,11,23,437,99.3,12.1,53,5,5.7,8,461,458,42,0,58.3,7,16,231,100.0,13.4,31,6.7,4,242,242,27
Ryan Glasgow,11893,DI,CIN,16,0,0,7,52.1,0,5,164,100.0,4.3,7,0,1.5,0,176,176,5,0,50.8,0,2,57,100.0,5.3,3,1.8,0,62,62,2
Carlos Watkins,11897,DI,HST,12,1,0,13,55.4,0,12,172,100.0,9.3,16,0,3.5,0,188,188,12,0,61.2,0,6,76,100.0,14.5,11,3.9,0,84,84,6
Grover Stewart,11899,DI,IND,15,0,1,14,47.1,0,1,111,98.3,1.8,2,2,0.5,0,121,119,1,0,52.7,0,1,28,100.0,3.6,1,1.8,0,32,32,1
Blair Brown,11903,LB,JAX,7,0,0,15,86.1,1,0,3,8.6,33.3,1,0,50.0,1,35,3,2,0,60.0,0,0,1,8.3,0.0,0,0.0,0,12,1,0
Damontae Kazee,11904,S,ATL,8,0,0,2,,0,0,1,1.0,0.0,0,0,0.0,0,100,1,0,0,,0,0,0,0.0,,0,,0,55,0,0
Desmond King II,11906,CB,LAC,16,0,3,27,75.0,2,2,25,5.5,8.0,2,5,24.0,4,491,27,8,0,80.7,1,1,11,5.9,18.2,2,45.5,4,221,13,6
Jayon Brown,11910,LB,TEN,18,0,1,31,52.3,1,6,39,9.3,10.3,4,2,11.5,1,440,41,8,0,55.2,0,2,21,9.7,9.5,2,9.5,1,237,23,3
Nate Hairston,11913,CB,IND,14,0,0,14,71.1,1,3,20,5.6,10.0,2,2,20.0,2,374,21,6,0,87.4,1,3,8,4.7,25.0,2,50.0,2,190,9,6
Anthony Walker,11916,LB,IND,3,0,0,14,57.5,0,1,1,5.4,100.0,1,0,50.0,0,37,2,1,0,,0,0,0,0.0,,0,,0,4,0,0
Matt Milano,11918,LB,BUF,12,0,0,4,56.3,2,3,32,12.1,9.4,3,1,7.8,0,264,32,5,0,52.1,0,2,16,12.9,6.3,1,6.3,0,124,16,2
Jamal Agnew,11920,CB,DET,3,0,0,11,57.4,0,0,2,4.7,0.0,0,1,0.0,0,43,2,0,0,,0,0,0,0.0,,0,,0,17,0,0
Avery Moss,11922,ED,NYG,10,2,0,21,63.5,4,8,141,95.0,11.3,16,0,4.3,0,160,152,12,0,58.6,1,3,41,94.0,12.2,5,4.9,0,50,47,4
Marquel Lee,11923,LB,OAK,10,0,0,23,56.1,0,0,2,3.4,0.0,0,1,0.0,0,59,2,0,0,59.3,0,0,1,5.9,0.0,0,0.0,0,17,1,0
Davon Godchaux,11934,DI,MIA,15,2,2,17,56.2,2,8,219,97.5,5.0,11,12,2.3,0,240,234,10,1,60.8,1,4,67,98.7,7.5,5,3.7,0,75,74,5
Dylan Donahue,11936,ED,NYJ,4,0,0,22,57.7,1,3,36,97.4,11.1,4,0,5.6,0,38,37,4,0,61.0,1,2,18,100.0,16.7,3,8.3,0,19,19,3
Ukeme Eligwe,11938,LB,KC,1,0,0,16,56.1,1,2,30,76.9,6.7,2,0,8.3,1,39,30,4,0,56.8,1,0,10,90.9,10.0,1,5.0,0,11,10,1
Caleb Brantley,11939,DI,CLV,12,0,0,8,57.6,0,5,109,96.6,4.6,5,2,3.2,1,119,115,6,0,59.1,0,1,33,97.2,3.0,1,4.5,1,36,35,2
Nathan Gerry,11940,LB,PHI,1,0,0,24,60.0,0,0,1,16.7,0.0,0,0,0.0,0,6,1,0,0,,0,0,0,0.0,,0,,0,2,0,0
Chuck Clark,11941,S,BLT,9,0,0,3,57.0,0,1,9,18.0,11.1,1,1,5.6,0,50,9,1,0,60.4,0,1,6,20.7,16.7,1,8.3,0,29,6,1
Tanzel Smart,11944,DI,LA,17,1,0,26,53.3,3,3,146,100.0,3.4,5,0,2.1,0,150,150,6,1,54.3,1,2,56,100.0,5.4,3,2.7,0,58,58,3
Xavier Woods,11946,S,DAL,15,1,0,9,79.5,4,1,14,4.5,7.1,1,0,17.9,0,382,17,5,0,84.7,4,1,6,3.9,16.7,1,41.7,0,180,7,5
Jordan Evans,11947,LB,CIN,11,0,0,7,64.2,1,2,17,9.7,11.8,2,0,8.8,0,175,17,3,0,76.6,1,2,7,7.9,28.6,2,21.4,0,89,7,3
Vincent Taylor,11949,DI,MIA,10,0,0,17,68.0,2,7,87,100.0,13.8,12,0,5.2,0,92,92,9,0,66.1,0,5,24,100.0,20.8,5,10.4,0,28,28,5
Al-Quadin Muhammad,11951,ED,NO,3,0,0,20,51.9,0,0,19,95.5,5.3,1,0,0.0,0,22,21,0,0,53.1,0,0,14,100.0,7.1,1,0.0,0,16,16,0
D.J. Jones,11953,DI,SF,9,1,0,28,52.3,0,0,68,98.6,0.0,0,0,0.0,0,73,72,0,0,51.1,0,0,19,100.0,0.0,0,0.0,0,21,21,0
Jeremiah Ledbetter,11960,DI,DET,16,0,0,11,54.0,3,6,182,97.5,6.0,11,0,3.0,1,201,196,10,0,57.6,2,5,68,98.7,11.8,8,6.6,1,78,77,8
Elijah Qualls,11969,DI,PHI,6,0,0,24,56.2,1,2,58,98.5,6.9,4,2,2.6,0,65,64,3,0,57.7,0,1,30,97.1,10.0,3,1.7,0,35,34,1
Shalom Luani,11976,S,OAK,12,0,0,23,60.0,0,0,1,0.9,0.0,0,0,0.0,0,114,1,0,0,60.0,0,0,1,2.1,0.0,0,0.0,0,48,1,0
Isaac Rochell,11980,ED,LAC,3,0,0,27,56.4,0,2,33,100.0,12.1,4,0,6.1,1,35,35,3,0,60.3,0,0,13,100.0,15.4,2,7.7,1,14,14,1
Adrian Colbert,11983,S,SF,9,0,0,28,56.2,0,0,1,0.6,0.0,0,0,0.0,0,312,2,0,0,59.0,0,0,1,0.7,0.0,0,0.0,0,148,1,0
Josh Harvey-Clemons,11985,LB,WAS,6,0,0,32,59.9,0,1,17,24.3,11.8,2,0,8.8,1,74,18,2,0,66.1,0,1,10,27.5,20.0,2,15.0,1,40,11,2
Ejuan Price,11989,ED,LA,1,0,0,26,78.1,0,1,8,69.2,37.5,3,0,6.3,0,13,9,1,0,76.9,0,1,4,66.7,50.0,2,12.5,0,6,4,1
Treyvon Hester,11999,DI,OAK,14,0,0,23,62.3,4,7,189,98.5,6.9,13,0,2.9,0,201,198,11,0,55.3,2,3,84,100.0,6.0,5,3.0,0,88,88,5
Patrick O'Connor,12005,ED,TB,3,0,0,30,52.1,0,0,7,100.0,0.0,0,0,0.0,0,8,8,0,0,54.9,0,0,3,100.0,0.0,0,0.0,0,4,4,0
Chris Odom,12031,ED,GB,5,0,0,12,62.5,0,2,15,100.0,13.3,2,0,6.7,0,15,15,2,0,63.1,0,0,6,100.0,16.7,1,0.0,0,6,6,0
Nigel Harris,12038,LB,TB,4,0,0,30,51.9,0,1,5,26.1,0.0,0,0,10.0,0,23,6,1,0,53.1,0,1,3,40.0,0.0,0,16.7,0,10,4,1
Riley Bullough,12062,LB,TB,2,0,0,30,,0,0,0,50.0,,0,0,,0,2,1,0,0,60.0,0,0,0,100.0,,0,,0,1,1,0
Bryan Cox Jr.,12092,ED,CAR,8,0,0,5,54.6,3,5,92,98.0,7.6,7,0,4.3,0,100,98,8,0,58.7,2,2,37,95.3,10.8,4,5.4,0,43,41,4
Josh Tupou,12093,DI,CIN,1,0,0,7,55.0,0,0,6,100.0,0.0,0,0,0.0,0,6,6,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
B.J. Bello,12097,LB,CLV,9,0,0,8,44.9,1,2,26,56.5,7.7,2,0,5.8,0,46,26,3,0,46.2,1,2,14,66.7,14.3,2,10.7,0,21,14,3
Kai Nacua,12102,S,CLV,6,0,0,8,71.9,1,0,2,2.2,0.0,0,1,25.0,0,138,3,1,0,62.2,1,0,1,2.0,0.0,0,50.0,0,49,1,1
Taysom Hill,12112,QB,NO,1,0,0,20,,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Lenzy Pipkins,12117,CB,GB,4,0,0,12,53.2,0,0,2,2.7,0.0,0,1,0.0,0,74,2,0,0,,0,0,0,0.0,,0,,0,32,0,0
Garrett Sickels,12131,ED,LA,1,0,0,26,54.4,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,59.1,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Rashaad Coward,12168,DI,CHI,1,0,0,6,53.0,1,0,9,100.0,11.1,1,0,5.6,0,9,9,1,0,53.0,1,0,8,100.0,12.5,1,6.3,0,8,8,1
Isaiah Irving,12171,ED,CHI,4,0,0,6,51.4,0,0,12,65.0,0.0,0,0,0.0,0,20,13,0,0,51.9,0,0,6,87.5,0.0,0,0.0,0,8,7,0
Alex Barrett,12183,ED,DET,2,0,0,11,56.7,0,0,12,100.0,0.0,0,0,0.0,0,14,14,0,0,52.4,0,0,7,100.0,0.0,0,0.0,0,7,7,0
Jeremiah Valoaga,12194,ED,DET,9,0,0,11,61.7,3,3,70,98.7,12.9,9,1,5.7,1,77,76,7,0,75.7,3,2,26,100.0,30.8,8,13.5,1,29,29,6
Chase Allen,12211,LB,MIA,11,0,0,17,44.6,0,0,16,18.7,0.0,0,0,0.0,0,91,17,0,0,49.5,0,0,6,21.4,0.0,0,0.0,0,28,6,0
Adam Butler,12214,DI,NE,19,0,0,19,57.1,0,24,362,100.0,9.1,33,1,4.4,4,385,385,28,0,61.1,0,14,182,100.0,12.1,22,5.5,3,195,195,17
Calvin Munson,12236,LB,NYG,12,0,0,21,58.3,0,0,22,11.8,4.5,1,0,9.1,2,187,22,2,0,62.9,0,0,6,12.2,16.7,1,16.7,1,49,6,1
LaTroy Lewis,12250,ED,HST,2,0,0,13,55.9,0,2,31,87.2,12.9,4,0,6.5,1,39,34,3,0,56.6,0,2,15,90.0,20.0,3,6.7,0,20,18,2
Brandon Banks,12299,DI,WAS,1,0,0,32,56.7,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,58.4,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Lorenzo Jerome,12308,S,SF,4,0,0,28,55.9,1,0,2,3.8,0.0,0,0,25.0,0,52,2,1,0,55.9,1,0,2,5.4,0.0,0,25.0,0,37,2,1
Lewis Neal,12323,ED,DAL,7,0,0,9,59.1,2,4,58,95.2,10.3,6,0,5.2,0,62,59,6,0,57.0,1,1,22,95.8,9.1,2,4.5,0,24,23,2
Dylan Cole,24304,LB,HST,11,0,0,13,72.5,1,0,7,6.9,14.3,1,0,21.4,1,102,7,2,0,76.4,1,0,4,9.5,25.0,1,37.5,1,42,4,2
Cethan Carter,47149,TE,CIN,1,0,0,7,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Gimel President,48388,ED,HST,4,0,0,13,52.3,0,3,35,100.0,11.4,4,0,4.3,0,39,39,3,0,53.3,0,1,13,100.0,15.4,2,3.8,0,15,15,1
Tyrique Jarrett,48790,DI,DEN,1,0,0,10,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Eli Ankou,48856,DI,JAX,9,0,0,15,57.5,0,1,79,100.0,6.3,5,0,3.2,2,87,87,3,0,61.0,0,0,27,100.0,11.1,3,7.4,2,33,33,2
Patrick Ricard,48862,FB,BLT,4,0,1,3,54.8,0,1,11,100.0,9.1,1,1,4.5,0,11,11,1,0,57.9,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Rickey Hatley,48872,DI,BUF,2,0,0,4,58.4,0,1,19,100.0,5.3,1,0,2.6,0,21,21,1,0,63.6,0,1,7,100.0,14.3,1,7.1,0,8,8,1
Dymonte Thomas,49127,S,DEN,3,0,0,10,82.5,1,1,2,3.8,100.0,2,0,50.0,0,52,2,2,0,67.7,1,0,1,4.0,100.0,1,50.0,0,25,1,1
Jamal Carter,49282,S,DEN,9,0,0,10,50.3,0,0,7,12.5,0.0,0,0,0.0,0,56,7,0,0,53.4,0,0,3,10.3,0.0,0,0.0,0,29,3,0
Torry McTyer,49357,CB,MIA,2,0,0,17,60.0,0,0,1,2.5,0.0,0,0,0.0,0,40,1,0,0,,0,0,0,0.0,,0,,0,16,0,0
Marcus Rios,49551,CB,DEN,4,0,0,10,59.7,0,0,1,3.6,0.0,0,0,0.0,0,28,1,0,0,,0,0,0,0.0,,0,,0,10,0,0
Chunky Clements,49641,DI,HST,2,0,0,13,60.4,0,1,14,100.0,14.3,2,0,10.7,1,14,14,2,0,68.1,0,0,3,100.0,33.3,1,33.3,1,3,3,1
Jerrol Garcia-Williams,49669,LB,DEN,1,0,0,10,54.2,0,0,11,91.7,0.0,0,0,0.0,0,12,11,0,0,,0,0,0,0.0,,0,,0,1,0,0
Brandon Bell,50096,LB,CIN,1,0,0,7,59.2,0,0,1,6.7,0.0,0,0,0.0,0,15,1,0,0,,0,0,0,0.0,,0,,0,7,0,0
Harvey Langi,50118,ED,NE,1,0,0,19,54.5,0,0,4,80.0,0.0,0,0,0.0,0,5,4,0,0,,0,0,0,,,0,,0,0,0,0
Tashawn Bower,50170,ED,MIN,1,0,0,18,60.3,0,0,10,100.0,10.0,1,0,10.0,1,10,10,1,0,60.5,0,0,8,100.0,12.5,1,12.5,1,8,8,1
Cameron Malveaux,50587,ED,MIA,4,0,1,17,61.3,0,2,46,98.0,13.0,6,1,2.2,0,51,50,2,0,63.3,0,1,14,100.0,14.3,2,3.6,0,16,16,1
Hardy Nickerson,50712,LB,CIN,7,0,0,7,50.4,0,0,6,9.2,0.0,0,0,0.0,0,87,8,0,0,53.4,0,0,1,7.5,0.0,0,0.0,0,40,3,0
Daniel Ross,51592,DI,DAL,3,0,0,9,58.6,1,0,29,100.0,10.3,3,0,5.2,1,31,31,2,0,59.1,0,0,10,100.0,10.0,1,0.0,0,11,11,0
Keelan Cole,51593,WR,JAX,1,0,0,15,60.0,0,0,1,100.0,0.0,0,2,0.0,0,1,1,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Kenny Moore II,51596,CB,IND,8,0,1,14,,0,0,0,0.5,,0,1,,0,195,1,0,0,,0,0,0,0.0,,0,,0,62,0,0
Nicholas Morrow,51674,LB,OAK,15,0,1,23,59.4,2,3,23,6.8,4.3,1,3,10.9,0,351,24,5,0,60.2,1,3,13,7.4,7.7,1,15.4,0,175,13,4
