player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Kyle Williams,3079,DI,BUF,16,1,0,4,65.5,7,19,390,99.0,10.3,40,2,5.4,8,417,413,34,0,70.3,5,13,174,99.5,15.5,27,9.2,7,187,186,25
Antoine Bethea,3152,S,ARZ,16,0,0,1,61.3,3,6,42,7.5,7.1,3,4,17.9,3,612,46,12,0,55.7,0,1,11,5.5,9.1,1,22.7,2,237,13,3
Tom Johnson,3378,DI,MIN,14,0,0,18,61.3,3,16,241,99.6,10.8,26,1,6.0,5,252,251,24,0,66.0,2,13,124,100.0,15.3,19,10.1,5,130,130,20
Tramon Williams,3558,S,GB,16,0,0,12,50.3,0,3,15,2.4,6.7,1,1,10.0,0,637,15,3,0,51.4,0,3,13,5.3,7.7,1,11.5,0,243,13,3
Brent Grimes,3589,CB,TB,13,0,1,30,60.0,0,0,1,0.2,0.0,0,3,0.0,0,450,1,0,0,,0,0,0,0.0,,0,,0,172,0,0
Leon Hall,3634,CB,OAK,10,1,0,23,57.8,1,0,12,5.9,8.3,1,0,4.2,0,222,13,1,0,49.6,0,0,5,6.3,0.0,0,0.0,0,96,6,0
Reggie Nelson,3637,S,OAK,11,0,0,23,55.4,0,1,14,6.6,7.1,1,0,3.6,0,229,15,1,0,66.5,0,0,3,3.1,33.3,1,0.0,0,96,3,0
Eric Weddle,3653,S,BLT,17,1,1,3,70.9,3,3,34,5.2,11.8,4,1,11.8,1,708,37,7,0,70.0,1,0,10,3.2,20.0,2,5.0,0,342,11,1
Brandon Mebane,3701,DI,LAC,13,1,0,27,56.4,2,4,217,95.8,4.6,10,2,2.3,2,238,228,8,0,58.3,1,1,49,100.0,6.1,3,4.1,1,51,51,3
Corey Graham,3784,S,PHI,15,1,0,24,55.0,0,3,16,3.0,6.3,1,2,9.4,0,559,17,3,0,52.1,0,0,4,1.4,0.0,0,0.0,0,285,4,0
Chris Long,4316,ED,PHI,18,0,0,24,71.4,18,35,489,98.8,17.4,85,1,7.3,9,512,506,62,0,78.2,14,26,281,98.6,23.8,67,10.3,9,293,289,49
Aqib Talib,4334,CB,LA,11,0,1,26,60.0,1,0,1,0.3,0.0,0,2,50.0,0,346,1,1,0,,0,0,0,0.0,,0,,0,148,0,0
Calais Campbell,4364,ED,JAX,16,2,0,15,70.4,11,31,467,99.6,14.8,69,5,6.9,11,504,502,53,1,70.0,4,18,204,100.0,17.6,36,10.8,11,223,223,33
William Hayes,4417,ED,MIA,3,0,0,17,67.9,0,0,45,100.0,11.1,5,0,4.4,2,47,47,2,0,74.9,0,0,24,100.0,16.7,4,8.3,2,25,25,2
Brandon Carr,4454,CB,BLT,17,0,1,3,52.2,1,3,14,2.5,14.3,2,5,14.3,0,629,16,4,0,47.9,0,1,4,1.7,25.0,1,12.5,0,301,5,1
Wesley Woodyard,4583,LB,TEN,14,1,0,31,58.9,2,6,59,13.8,15.3,9,0,13.6,4,456,63,12,1,51.8,0,2,22,13.0,13.6,3,9.1,1,184,24,3
Cameron Wake,4907,ED,MIA,14,0,0,17,81.3,10,38,286,98.1,21.7,62,2,10.5,6,319,313,54,0,90.0,7,23,134,98.0,32.1,43,15.7,6,153,150,36
Brian Orakpo,4936,ED,TEN,13,3,0,31,63.4,6,21,292,84.6,11.0,32,0,5.3,2,363,307,29,2,65.0,5,13,121,84.1,14.9,18,8.3,1,151,127,19
Malcolm Jenkins,4937,S,PHI,18,2,0,24,57.2,0,6,61,7.4,8.2,5,1,6.6,1,821,61,7,0,58.7,0,2,19,4.8,10.5,2,10.5,1,399,19,3
Clay Matthews,4949,ED,GB,16,0,0,12,62.7,7,19,357,82.6,10.6,38,4,4.8,4,455,376,30,0,68.4,4,9,144,82.7,15.3,22,7.3,4,185,153,17
Ziggy Hood,4955,DI,MIA,11,1,0,17,65.8,0,9,117,100.0,10.3,12,0,3.8,0,121,121,9,1,73.5,0,8,40,100.0,20.0,8,10.0,0,41,41,8
Patrick Chung,4957,S,NE,18,0,0,19,61.2,2,8,55,8.0,7.3,4,3,10.9,1,715,57,11,0,64.8,1,3,20,5.8,15.0,3,10.0,0,365,21,4
Connor Barwin,4969,ED,NYG,15,4,0,21,57.0,3,7,160,96.0,6.9,11,1,3.8,1,176,169,11,3,54.3,0,4,77,96.5,6.5,5,2.6,0,85,82,4
Mike Mitchell,4970,S,IND,9,0,0,14,54.0,0,0,4,3.1,0.0,0,0,0.0,0,162,5,0,0,54.6,0,0,2,3.6,0.0,0,0.0,0,83,3,0
Michael Johnson,4993,ED,CIN,15,1,0,7,47.3,2,8,216,99.1,5.1,11,1,2.8,1,234,232,11,0,50.4,0,4,87,100.0,6.9,6,3.4,1,93,93,5
Glover Quin,5035,S,DET,16,0,1,11,61.8,1,0,7,1.4,0.0,0,2,21.4,1,487,7,2,0,73.3,0,0,1,0.5,0.0,0,100.0,1,211,1,1
Jason McCourty,5127,CB,NE,19,0,1,19,51.5,0,0,4,0.7,0.0,0,1,0.0,0,699,5,0,0,59.1,0,0,1,0.3,0.0,0,0.0,0,364,1,0
Captain Munnerlyn,5140,CB,CAR,16,0,2,5,65.1,1,3,36,8.4,8.3,3,4,11.1,2,452,38,6,0,74.0,1,2,14,6.4,14.3,2,25.0,2,236,15,5
Ricky Jean Francois,5168,DI,DET,16,0,1,11,55.7,0,11,202,100.0,6.9,14,1,3.7,2,212,212,13,0,60.5,0,6,72,100.0,11.1,8,5.6,1,74,74,7
Clinton McDonald,5173,DI,OAK,15,0,0,23,53.3,0,8,199,99.1,6.5,13,0,3.0,2,217,215,10,0,55.2,0,4,68,100.0,11.8,8,4.4,1,74,74,5
Steve McLendon,5232,DI,NYJ,16,1,1,22,62.2,1,10,219,100.0,7.3,16,3,3.0,1,234,234,12,0,66.7,0,4,58,100.0,13.8,8,5.2,1,63,63,5
Michael Bennett,5273,ED,PHI,18,0,2,24,74.9,22,44,586,98.2,15.5,91,7,7.7,12,620,609,78,0,71.3,13,24,311,99.1,17.4,54,8.2,7,326,323,44
Ramon Humber,5310,LB,NE,4,0,0,19,51.8,0,0,5,12.8,0.0,0,0,0.0,0,39,5,0,0,52.9,0,0,4,21.1,0.0,0,0.0,0,19,4,0
Ndamukong Suh,5527,DI,LA,19,4,1,26,68.0,14,36,627,99.4,12.0,75,8,5.1,7,671,667,57,4,71.3,7,21,291,100.0,16.2,47,7.2,7,313,313,35
Gerald McCoy,5528,DI,TB,14,1,1,30,66.6,12,20,427,99.8,11.5,49,4,5.2,6,449,448,38,0,70.9,10,14,185,100.0,17.8,33,8.1,3,198,198,27
Eric Berry,5530,S,KC,3,0,0,16,67.9,0,1,3,3.8,33.3,1,0,16.7,0,104,4,1,0,68.9,0,1,3,7.9,33.3,1,16.7,0,38,3,1
Tyson Alualu,5535,DI,PIT,15,0,0,25,55.9,0,10,166,99.4,6.0,10,0,3.0,0,174,173,10,0,59.1,0,7,76,100.0,10.5,8,4.6,0,79,79,7
Brandon Graham,5538,ED,PHI,18,1,0,24,77.8,9,61,595,98.7,15.8,94,3,7.1,7,626,618,77,1,82.2,4,42,290,99.3,22.8,66,10.0,6,306,304,52
Earl Thomas III,5539,S,SEA,4,0,0,29,64.0,0,1,4,2.8,25.0,1,1,12.5,0,144,4,1,0,54.5,0,1,3,4.5,0.0,0,16.7,0,67,3,1
Jason Pierre-Paul,5540,ED,TB,16,1,3,30,58.3,8,25,507,97.1,9.1,46,8,5.8,13,552,536,46,1,62.8,6,14,207,97.0,13.5,28,7.7,6,230,223,26
Derrick Morgan,5541,ED,TEN,13,3,0,31,60.7,4,18,268,88.8,10.8,29,1,4.5,1,322,286,23,2,60.1,0,10,130,97.2,13.1,17,4.6,1,141,137,11
Kareem Jackson,5545,CB,HST,17,1,0,13,64.3,0,2,15,2.2,0.0,0,6,13.3,1,687,15,3,0,61.1,0,1,7,2.5,0.0,0,21.4,1,277,7,2
Devin McCourty,5552,S,NE,19,0,0,19,48.3,1,3,14,1.8,0.0,0,0,14.3,0,817,15,4,0,50.5,1,2,7,1.9,0.0,0,21.4,0,415,8,3
Jerry Hughes,5556,ED,BUF,16,1,1,4,90.4,12,54,376,93.4,23.9,90,5,10.9,8,425,397,74,0,91.5,7,34,168,92.6,31.0,52,17.0,8,190,176,49
Patrick Robinson,5557,CB,NO,3,0,1,20,59.1,0,0,1,1.3,0.0,0,2,0.0,0,75,1,0,0,59.1,0,0,1,3.8,0.0,0,0.0,0,26,1,0
Linval Joseph,5571,DI,MIN,15,0,0,18,64.3,2,15,341,100.0,8.2,28,4,2.8,1,363,363,18,0,65.7,2,8,127,100.0,11.0,14,4.7,1,139,139,11
Carlos Dunlap,5579,ED,CIN,16,8,2,7,67.4,14,26,509,97.8,12.0,61,6,5.5,8,548,536,48,5,68.2,9,17,243,97.4,16.0,39,7.0,4,268,261,30
Sean Lee,5580,LB,DAL,9,0,0,9,59.0,1,1,16,11.9,6.3,1,0,12.5,1,143,17,3,0,63.4,1,1,11,17.4,9.1,1,18.2,1,69,12,3
Morgan Burnett,5596,S,PIT,11,0,1,25,67.2,2,2,16,5.7,12.5,2,3,12.5,0,281,16,4,0,71.2,1,1,8,5.4,12.5,1,12.5,0,148,8,2
Earl Mitchell,5605,DI,SF,12,0,0,28,56.1,3,5,162,97.7,6.2,10,0,2.5,0,171,167,8,0,70.2,2,1,37,100.0,13.5,5,4.1,0,38,38,3
Corey Peters,5607,DI,ARZ,15,1,0,1,51.4,1,12,371,99.0,3.8,14,0,2.6,3,402,398,16,0,54.2,1,9,141,100.0,7.1,10,5.7,3,154,154,13
Everson Griffen,5624,ED,MIN,11,1,1,18,61.4,6,15,308,97.4,13.3,41,5,5.7,7,341,332,28,0,64.6,5,11,145,98.1,18.6,27,9.7,6,162,159,22
Geno Atkins,5643,DI,CIN,16,0,1,7,85.1,9,46,470,99.4,16.2,76,3,7.8,9,496,493,64,0,90.8,8,32,228,99.6,25.0,57,12.7,9,246,245,49
Al Woods,5646,DI,IND,14,1,1,14,62.4,2,8,169,92.6,7.7,13,2,3.0,0,188,174,10,0,61.0,2,3,44,100.0,11.4,5,5.7,0,47,47,5
Sherrick McManis,5667,CB,CHI,16,0,0,6,70.0,2,6,25,10.7,20.0,5,0,20.0,1,233,25,9,0,62.2,1,5,16,13.4,18.8,3,25.0,1,119,16,7
Reshad Jones,5686,S,MIA,14,0,1,17,70.2,1,2,12,3.0,25.0,3,1,12.5,0,462,14,3,0,48.6,0,0,6,3.6,0.0,0,0.0,0,192,7,0
Joe Webb III,5722,WR,HST,1,0,0,13,,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Dekoda Watson,5740,ED,SF,4,0,0,28,66.3,0,4,48,98.1,14.6,7,0,10.4,3,53,52,7,0,62.8,0,3,34,100.0,14.7,5,10.3,2,37,37,5
Kurt Coleman,5767,S,NO,16,0,0,20,48.0,0,1,16,8.1,6.3,1,0,3.1,0,210,17,1,0,54.6,0,0,3,4.2,0.0,0,0.0,0,72,3,0
Rafael Bush,5779,CB,BUF,14,0,0,4,66.5,1,2,18,7.6,11.1,2,1,19.4,2,262,20,5,0,55.7,0,0,2,2.0,0.0,0,0.0,0,99,2,0
Kyle Love,5806,DI,CAR,16,1,0,5,64.1,2,11,271,99.3,7.4,20,1,3.1,2,291,289,15,0,55.7,2,5,118,100.0,8.5,10,3.0,0,127,127,7
Vincent Rey,5811,LB,CIN,8,0,0,7,57.3,0,1,13,20.8,7.7,1,1,3.8,0,77,16,1,0,71.1,0,1,2,6.9,50.0,1,25.0,0,29,2,1
Darian Stewart,5820,S,DEN,14,0,1,10,49.1,0,1,17,3.6,5.9,1,3,14.7,2,521,19,3,0,39.8,0,0,5,2.5,0.0,0,0.0,0,239,6,0
Ben Garland,5839,G,ATL,1,0,0,2,60.0,0,0,1,100.0,0.0,0,2,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Barry Church,5924,S,JAX,11,0,1,15,64.9,1,1,7,1.7,14.3,1,4,28.6,1,405,7,3,0,72.4,0,0,2,1.1,50.0,1,50.0,1,182,2,1
Frank Zombo,5945,ED,KC,3,0,0,16,58.2,0,1,13,92.9,7.7,1,0,3.8,0,14,13,1,0,61.2,0,1,6,100.0,16.7,1,8.3,0,6,6,1
Anthony Levine,6013,S,BLT,17,1,0,3,53.2,2,1,64,26.2,6.3,4,1,3.9,1,256,67,4,0,54.5,1,1,35,24.7,11.4,4,5.7,1,150,37,3
Albert McClellan,6022,LB,NE,7,0,0,19,50.9,0,0,6,35.0,0.0,0,0,0.0,0,20,7,0,0,52.3,0,0,4,50.0,0.0,0,0.0,0,8,4,0
Andrew Sendejo,6118,S,MIN,5,0,0,18,56.2,0,0,3,1.4,0.0,0,2,0.0,0,210,3,0,0,58.8,0,0,1,1.1,0.0,0,0.0,0,89,1,0
Von Miller,6154,ED,DEN,16,2,0,10,90.0,10,38,475,95.1,18.3,87,7,8.4,16,532,506,64,0,90.5,6,28,215,96.7,25.1,54,13.0,11,244,236,45
Marcell Dareus,6155,DI,JAX,15,1,0,15,59.5,1,12,273,99.3,5.9,16,0,2.7,1,297,295,14,1,64.1,0,4,95,100.0,5.3,5,3.2,1,105,105,5
Patrick Peterson,6157,CB,ARZ,16,0,1,1,72.1,0,1,2,0.5,100.0,2,3,75.0,1,611,3,2,0,63.6,0,0,0,0.0,,1,,1,237,0,1
J.J. Watt,6163,ED,HST,17,5,0,13,89.7,13,48,642,99.7,15.3,98,9,7.4,17,678,676,78,1,88.4,8,24,251,100.0,19.9,50,9.6,8,268,268,40
Robert Quinn,6166,ED,MIA,16,0,1,17,73.2,9,23,336,97.6,14.9,50,4,6.8,7,376,367,39,0,67.7,4,14,153,96.6,17.6,27,8.5,4,176,170,22
Ryan Kerrigan,6168,ED,WAS,16,0,0,32,70.2,7,41,446,92.0,14.6,65,1,8.5,14,511,470,62,0,79.2,1,30,218,97.5,21.1,46,11.7,10,241,235,41
Corey Liuget,6170,DI,LAC,6,0,0,27,61.9,2,6,128,97.9,10.2,13,2,4.7,2,143,140,10,0,60.8,2,5,74,100.0,13.5,10,7.4,2,81,81,9
Adrian Clayborn,6172,ED,NE,17,0,0,19,62.5,12,32,337,99.7,16.0,54,1,7.7,4,364,363,48,0,66.0,9,27,213,100.0,20.7,44,9.9,3,234,234,39
Cameron Jordan,6176,ED,NO,18,4,1,20,82.1,9,50,610,94.5,18.4,112,2,7.0,13,689,651,72,2,86.4,5,34,279,94.0,24.4,68,9.5,7,319,300,46
Jimmy Smith,6179,CB,BLT,13,0,1,3,39.0,0,1,3,0.7,0.0,0,5,16.7,0,433,3,1,0,,0,0,0,0.0,,0,,0,209,0,0
Muhammad Wilkerson,6182,DI,GB,3,1,0,12,66.2,0,4,67,100.0,9.0,6,1,3.0,0,74,74,4,0,56.6,0,2,20,100.0,5.0,1,5.0,0,23,23,2
Cameron Heyward,6183,DI,PIT,16,3,1,25,76.6,9,39,511,100.0,14.7,75,2,6.8,11,549,549,59,2,78.5,7,28,248,100.0,18.5,46,9.5,6,264,264,41
Jabaal Sheard,6189,ED,IND,18,3,1,14,63.3,9,48,557,95.8,12.4,69,6,6.4,7,621,595,64,2,66.2,6,37,258,97.6,17.1,44,9.5,3,286,279,46
Bruce Carter,6192,LB,ATL,7,0,0,2,53.6,0,0,3,6.5,0.0,0,0,0.0,0,46,3,0,0,58.1,0,0,1,5.0,0.0,0,0.0,0,20,1,0
Jarvis Jenkins,6193,DI,KC,12,0,0,16,48.2,1,3,123,99.2,4.9,6,0,1.6,0,133,132,4,0,48.8,1,2,55,100.0,7.3,4,2.7,0,57,57,3
Brooks Reed,6194,ED,ATL,16,0,0,2,61.2,3,13,242,95.1,11.6,28,1,3.7,1,268,255,17,0,51.8,1,6,103,98.2,9.7,10,4.4,1,112,110,8
Marcus Gilchrist,6202,S,OAK,16,0,0,23,49.8,0,0,8,1.6,0.0,0,0,0.0,0,490,8,0,0,59.5,0,0,1,0.5,0.0,0,0.0,0,182,1,0
Terrell McClain,6217,DI,ATL,13,0,0,2,51.3,0,5,196,97.2,4.1,8,0,1.8,1,213,207,6,0,49.6,0,3,90,100.0,3.3,3,1.7,0,94,94,3
Justin Houston,6222,ED,KC,14,2,0,16,89.1,6,35,400,81.2,19.3,77,0,8.1,12,538,437,53,0,90.3,5,26,194,91.0,27.8,54,12.1,8,223,203,39
Jurrell Casey,6229,DI,TEN,15,0,1,31,67.0,6,30,439,98.9,11.8,52,5,5.9,8,467,462,44,0,72.0,3,19,185,99.5,16.2,30,9.2,6,195,194,28
Mason Foster,6236,LB,WAS,16,1,0,32,55.0,0,7,82,14.1,8.5,7,0,5.5,1,626,88,8,1,46.7,0,4,41,15.3,4.9,2,4.9,0,294,45,4
Allen Bailey,6238,DI,KC,18,0,0,16,58.5,4,26,590,99.8,8.3,49,0,3.6,6,645,644,36,0,68.7,3,20,256,100.0,13.7,35,6.4,5,272,272,28
Shareece Wright,6241,CB,HST,13,0,0,13,60.0,0,0,1,0.5,0.0,0,0,0.0,0,395,2,0,0,,0,0,0,0.0,,0,,0,176,0,0
Chris Conte,6245,S,TB,3,0,0,30,60.0,0,0,0,1.2,,0,1,,0,86,1,0,0,,0,0,0,0.0,,0,,0,42,0,0
K.J. Wright,6251,LB,SEA,6,0,0,29,64.3,1,1,4,2.3,50.0,2,1,25.0,0,172,4,2,0,70.0,0,1,2,3.0,50.0,1,25.0,0,66,2,1
Sam Acho,6255,ED,CHI,2,0,0,6,56.1,0,2,12,87.5,8.3,1,0,8.3,0,16,14,2,0,63.6,0,1,3,80.0,33.3,1,16.7,0,5,4,1
Buster Skrine,6289,CB,NYJ,14,0,0,22,78.8,2,5,23,5.7,4.3,1,6,19.6,1,440,25,8,0,85.9,2,2,10,5.0,0.0,0,30.0,1,201,10,5
Richard Sherman,6306,CB,SF,14,0,2,28,69.9,0,0,2,0.4,0.0,0,5,50.0,1,534,2,1,0,,0,0,0,0.0,,0,,0,235,0,0
Pernell McPhee,6317,ED,WAS,13,1,0,32,73.5,8,7,112,90.0,15.2,17,2,6.7,0,130,117,15,0,71.3,2,6,48,89.7,20.8,10,8.3,0,58,52,8
Colin Jones,6342,S,CAR,7,0,0,5,59.2,0,0,1,1.6,0.0,0,0,0.0,0,64,1,0,0,59.2,0,0,1,3.6,0.0,0,0.0,0,28,1,0
Lawrence Guy,6385,DI,NE,19,0,0,19,66.8,11,15,293,99.7,11.9,35,0,5.1,2,304,303,28,0,70.9,6,7,100,100.0,17.0,17,8.5,2,101,101,15
Malcolm Smith,6394,LB,SF,12,0,0,28,66.1,3,3,31,17.9,12.9,4,2,9.7,0,190,34,6,0,67.4,2,1,13,21.9,15.4,2,11.5,0,73,16,3
Chris Harris Jr.,6457,CB,DEN,12,0,1,10,66.4,0,0,8,2.1,0.0,0,3,12.5,1,469,10,1,0,75.3,0,0,5,3.0,0.0,0,20.0,1,203,6,1
Josh Bynes,6503,LB,ARZ,11,2,0,1,66.9,1,3,47,11.8,4.3,2,0,8.5,2,397,47,6,0,61.9,0,0,21,15.2,4.8,1,9.5,2,138,21,2
Mario Addison,6558,ED,CAR,16,0,0,5,69.0,1,34,389,94.4,14.4,56,2,7.1,10,432,408,45,0,80.7,1,25,178,94.5,23.6,42,11.8,8,199,188,34
Ron Parker,6625,S,KC,16,1,1,16,78.6,0,2,5,0.9,20.0,1,3,40.0,1,688,6,3,0,59.1,0,0,1,0.4,0.0,0,0.0,0,284,1,0
Ben Jacobs,6817,LB,CAR,2,0,0,5,60.0,1,0,1,33.3,100.0,1,0,50.0,0,3,1,1,0,,0,0,0,,,0,,0,0,0,0
Craig Robertson,7003,LB,NO,8,0,0,20,59.5,0,0,7,16.7,0.0,0,0,14.3,1,54,9,1,0,62.0,0,0,4,23.1,0.0,0,25.0,1,26,6,1
Mark Barron,7013,LB,LA,15,0,0,26,63.9,0,1,10,2.7,10.0,1,4,15.0,1,414,11,2,0,60.2,0,0,7,4.7,0.0,0,14.3,1,149,7,1
Luke Kuechly,7015,LB,CAR,16,1,1,5,56.5,3,8,70,12.5,10.0,7,2,10.7,2,590,74,13,1,49.4,2,4,34,13.6,11.8,4,11.8,1,258,35,7
Stephon Gilmore,7016,CB,NE,19,0,3,19,77.6,0,0,2,0.2,0.0,0,10,50.0,1,817,2,1,0,,0,0,0,0.0,,0,,0,418,0,0
Dontari Poe,7017,DI,CAR,16,0,0,5,58.3,2,10,278,99.3,5.4,15,1,2.5,1,299,297,13,0,62.5,0,7,97,100.0,9.3,9,4.6,1,106,106,8
Fletcher Cox,7018,DI,PHI,18,2,0,24,91.5,25,65,631,99.5,20.1,127,1,8.9,11,663,660,101,2,92.5,16,49,312,100.0,29.2,91,13.9,11,327,327,76
Michael Brockers,7020,DI,LA,19,1,0,26,57.9,2,19,416,100.0,8.4,35,3,2.8,1,446,446,22,1,61.4,0,12,159,100.0,14.5,23,4.4,1,173,173,13
Bruce Irvin,7021,ED,ATL,16,0,0,2,62.2,5,13,251,91.0,13.1,33,3,6.4,7,299,272,25,0,65.2,4,6,123,93.8,15.4,19,7.3,4,146,137,14
Dre Kirkpatrick,7023,CB,CIN,13,0,1,7,60.0,0,0,1,0.2,0.0,0,7,0.0,0,483,1,0,0,60.0,0,0,1,0.4,0.0,0,0.0,0,238,1,0
Melvin Ingram III,7024,ED,LAC,18,3,1,27,73.1,10,49,580,94.4,13.4,78,13,7.0,11,658,621,70,0,78.7,6,32,247,97.1,21.5,53,10.9,8,278,270,46
Chandler Jones,7027,ED,ARZ,16,4,1,1,68.2,5,25,495,95.6,10.3,51,4,5.5,12,550,526,42,1,73.7,2,18,201,95.9,18.4,37,10.0,10,222,213,30
Dont'a Hightower,7030,LB,NE,18,0,0,19,66.3,7,36,271,46.5,17.0,46,1,9.0,3,620,288,46,0,70.4,4,24,150,54.5,22.7,34,11.3,3,297,162,31
Whitney Mercilus,7031,ED,HST,17,0,0,13,68.0,10,28,369,69.3,14.4,53,3,6.5,5,560,388,43,0,72.2,6,23,172,79.7,22.1,38,10.8,4,231,184,33
Nick Perry,7033,ED,GB,9,3,0,12,55.8,1,10,157,89.4,8.3,13,1,4.8,2,188,168,13,0,58.5,1,4,56,94.2,12.5,7,8.0,2,69,65,7
Derek Wolfe,7040,DI,DEN,16,4,1,10,57.9,5,20,416,100.0,7.9,33,3,3.5,2,443,443,27,0,55.9,4,13,186,100.0,11.3,21,5.1,1,204,204,18
Andre Branch,7042,ED,MIA,14,1,3,17,51.6,3,18,256,94.9,8.6,22,7,4.9,2,297,282,23,1,56.7,2,14,112,98.4,14.3,16,8.0,1,128,126,17
Janoris Jenkins,7043,CB,NYG,16,0,3,21,58.6,0,0,1,0.2,0.0,0,8,0.0,0,664,1,0,0,,0,0,0,0.0,,0,,0,318,0,0
Mychal Kendricks,7049,LB,SEA,4,0,0,29,85.7,1,1,10,9.7,30.0,3,0,30.0,2,103,10,4,0,90.8,1,1,6,14.0,50.0,3,50.0,2,43,6,4
Bobby Wagner,7050,LB,SEA,16,0,0,29,86.7,9,2,47,7.6,23.4,11,3,13.8,1,633,48,12,0,90.8,6,2,24,8.5,37.5,9,16.7,0,282,24,8
Tavon Wilson,7051,S,DET,14,0,0,11,62.8,0,1,5,2.7,20.0,1,1,30.0,1,184,5,2,0,67.1,0,1,2,2.4,50.0,1,75.0,1,84,2,2
Jerel Worthy,7054,DI,TB,4,0,0,30,64.6,0,4,41,100.0,14.6,6,1,4.9,0,44,44,4,0,64.7,0,3,19,100.0,21.1,4,7.9,0,21,21,3
Zach Brown,7055,LB,WAS,16,0,0,32,68.7,1,7,33,9.6,15.2,5,1,15.2,1,408,39,9,0,64.5,1,3,13,10.3,15.4,2,23.1,1,155,16,5
Lavonte David,7060,LB,TB,14,0,0,30,63.8,3,3,65,12.4,13.8,9,1,10.8,4,556,69,10,0,61.7,1,0,23,10.4,17.4,4,6.5,1,230,24,2
Vinny Curry,7061,ED,TB,12,0,0,30,58.4,5,16,254,96.5,11.8,30,2,5.3,3,283,273,24,0,56.5,5,6,109,100.0,13.8,15,7.8,3,123,123,14
Casey Hayward Jr.,7064,CB,LAC,18,0,0,27,66.0,0,1,1,0.1,100.0,1,3,50.0,0,734,1,1,0,,0,0,0,0.0,,0,,0,315,0,0
Trumaine Johnson,7067,CB,NYJ,10,0,1,22,60.0,0,0,1,0.2,0.0,0,5,0.0,0,421,1,0,0,,0,0,0,0.0,,0,,0,175,0,0
Josh Robinson,7068,CB,NO,5,0,0,20,58.3,0,0,2,9.5,0.0,0,0,0.0,0,21,2,0,0,59.1,0,0,1,9.1,0.0,0,0.0,0,11,1,0
