player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Whitney Mercilus,7031,ED,GB,11,0,0,12,65.4,1,11,181,98.0,14.9,27,0,5.0,3,197,193,15,0,72.4,0,10,84,97.9,23.8,20,9.5,3,95,93,13
Janoris Jenkins,7043,CB,TEN,15,0,1,31,73.8,0,0,1,0.3,100.0,1,7,0.0,0,652,2,0,0,68.5,0,0,1,0.3,100.0,1,0.0,0,308,1,0
Bobby Wagner,7050,LB,SEA,16,0,0,29,70.0,3,6,43,7.4,16.3,7,1,12.8,1,676,50,10,0,79.1,3,3,22,10.2,22.7,5,13.6,0,266,27,6
Tavon Wilson,7051,S,SF,3,0,0,28,60.0,0,0,1,1.6,0.0,0,0,0.0,0,61,1,0,0,,0,0,0,0.0,,0,,0,27,0,0
Lavonte David,7060,LB,TB,14,1,0,30,62.4,3,5,63,10.4,14.3,9,2,7.9,1,643,67,9,0,62.2,2,3,23,9.6,17.4,4,10.9,0,281,27,5
Demario Davis,7079,LB,NO,16,1,0,20,64.8,8,7,120,18.6,11.7,14,2,8.8,3,676,126,18,0,68.9,6,7,77,27.3,16.9,13,11.0,2,300,82,15
Akiem Hicks,7090,DI,CHI,8,0,0,6,71.9,5,5,151,99.4,13.9,21,1,6.6,5,162,161,15,0,76.9,4,4,63,100.0,23.8,15,12.7,4,67,67,12
Mike Daniels,7132,DI,CIN,3,0,0,7,67.5,0,3,30,100.0,10.0,3,0,5.0,0,31,31,3,0,61.0,0,1,10,100.0,10.0,1,5.0,0,10,10,1
Danny Trevathan,7177,LB,CHI,5,0,0,6,59.1,0,0,1,2.3,0.0,0,0,0.0,0,43,1,0,0,,0,0,0,0.0,,0,,0,14,0,0
Rodney McLeod,7271,S,PHI,14,0,0,24,57.6,0,0,3,0.6,0.0,0,0,0.0,0,477,3,0,0,61.1,0,0,2,1.0,0.0,0,0.0,0,205,2,0
Tashaun Gipson Sr.,7288,S,CHI,12,0,0,6,63.3,0,1,6,1.6,33.3,2,1,25.0,1,368,6,2,0,74.1,0,0,1,0.7,100.0,1,100.0,1,152,1,1
Julian Stanford,7372,LB,CAR,4,0,0,5,53.9,0,0,6,14.6,0.0,0,0,0.0,0,41,6,0,0,60.0,0,0,1,10.0,0.0,0,0.0,0,10,1,0
Harrison Smith,7641,S,MIN,15,0,0,18,60.6,3,2,42,6.5,9.5,4,4,13.1,3,658,43,8,0,52.5,1,2,20,7.0,0.0,0,12.5,1,298,21,4
Malik Jackson,7647,DI,CLV,16,4,0,8,54.5,6,19,385,100.0,7.0,27,4,3.5,1,419,419,26,3,62.1,4,16,162,100.0,14.8,24,6.8,1,184,184,21
Josh Norman,7649,CB,SF,16,0,3,28,68.7,0,0,1,0.2,100.0,1,10,0.0,0,480,1,0,0,,0,0,0,0.0,,0,,0,207,0,0
Sheldon Richardson,7794,DI,MIN,17,3,0,18,60.9,11,22,445,99.8,10.3,46,3,4.6,4,469,468,37,0,65.0,8,19,227,100.0,16.7,38,6.8,2,239,239,29
Star Lotulelei,7795,DI,BUF,13,0,1,4,65.4,1,11,204,100.0,10.8,22,2,4.9,4,221,221,16,0,64.6,1,6,82,100.0,15.9,13,9.1,4,91,91,11
Alec Ogletree,7811,LB,CHI,16,0,1,6,62.0,3,1,27,7.8,11.1,3,5,7.4,0,358,28,4,0,60.4,2,1,11,8.8,9.1,1,13.6,0,137,12,3
Kevin Minter,7826,LB,TB,11,0,0,30,65.7,2,5,33,15.3,21.2,7,0,13.6,1,222,34,8,0,71.1,1,3,12,14.0,33.3,4,25.0,1,86,12,5
Johnathan Hankins,7830,DI,LV,15,1,1,23,50.4,2,6,296,99.1,4.4,13,3,1.4,0,319,316,8,1,53.8,1,3,109,100.0,6.4,7,1.8,0,115,115,4
Jon Bostic,7831,LB,WAS,4,0,0,32,59.6,0,0,12,13.3,16.7,2,0,0.0,0,113,15,0,0,60.9,0,0,3,13.3,33.3,1,0.0,0,45,6,0
Jamie Collins Sr.,7833,LB,NE,13,0,0,19,72.8,2,6,47,30.7,14.9,7,0,10.6,1,166,51,9,0,85.0,2,4,22,43.6,22.7,5,18.2,1,55,24,7
Margus Hunt,7834,DI,CHI,10,0,0,6,58.2,0,3,44,100.0,2.3,1,0,3.4,0,47,47,3,0,61.4,0,1,15,100.0,0.0,0,3.3,0,17,17,1
Robert Alford,7841,CB,ARZ,13,0,0,1,60.0,0,1,1,0.2,100.0,1,2,50.0,0,409,1,1,0,,0,1,0,0.0,,1,,0,175,0,1
Tyrann Mathieu,7850,S,KC,19,1,0,16,55.5,1,7,39,5.9,5.1,2,3,12.8,1,730,43,9,0,54.2,1,5,12,4.8,16.7,2,33.3,1,293,14,7
John Jenkins,7863,DI,MIA,7,0,0,17,56.4,0,2,58,95.4,5.2,3,0,1.7,0,65,62,2,0,65.4,0,2,21,95.7,14.3,3,4.8,0,23,22,2
Logan Ryan,7864,S,NYG,15,1,0,21,71.9,2,5,34,5.8,23.5,8,1,16.2,2,602,35,9,0,74.0,2,0,10,4.5,40.0,4,20.0,1,223,10,3
Shawn Williams,7865,S,ATL,5,0,1,2,75.1,0,1,3,5.3,33.3,1,1,16.7,0,76,4,1,0,76.7,0,1,2,8.3,50.0,1,25.0,0,24,2,1
Duron Harmon,7872,S,ATL,17,0,0,2,60.9,2,4,18,2.9,5.6,1,1,16.7,0,611,18,6,0,63.1,1,1,7,3.0,0.0,0,14.3,0,236,7,2
Brandon Williams,7875,DI,BLT,13,3,0,3,59.0,2,8,234,100.0,5.6,13,0,2.1,0,249,249,10,2,65.2,2,3,78,100.0,10.3,8,3.2,0,82,82,5
Akeem Spence,7882,DI,WAS,1,0,0,32,58.0,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,59.7,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Alex Okafor,7885,ED,KC,20,2,0,16,62.5,5,15,292,95.1,11.0,32,3,4.1,2,327,311,22,0,75.3,4,13,123,95.1,21.1,26,8.5,2,143,136,19
William Gholston,7908,DI,TB,19,0,0,30,63.0,6,18,301,98.8,11.0,33,4,5.6,5,326,322,29,0,68.8,3,13,111,98.4,18.0,20,9.0,2,123,121,18
John Simon,7911,ED,PIT,3,0,0,25,53.2,1,1,22,88.0,4.5,1,0,4.5,0,25,22,2,0,52.6,0,0,6,85.7,0.0,0,0.0,0,7,6,0
Steven Means,7929,ED,ATL,14,0,0,2,47.9,1,10,297,77.9,6.4,19,1,1.9,0,403,314,11,0,56.6,1,8,111,77.8,13.5,15,4.1,0,153,119,9
A.J. Klein,7930,LB,BUF,11,0,0,4,56.7,1,1,17,11.2,11.8,2,0,5.9,0,170,19,2,0,62.5,1,1,9,13.6,22.2,2,11.1,0,81,11,2
Micah Hyde,7941,S,BUF,19,1,1,4,85.4,1,7,34,5.0,20.6,7,1,14.7,1,720,36,9,0,91.9,1,1,6,1.7,66.7,4,33.3,1,343,6,3
Jordan Poyer,8000,S,BUF,18,0,0,4,83.2,1,5,31,4.6,16.1,5,4,19.4,3,698,32,9,0,61.4,0,2,6,1.8,16.7,1,16.7,0,335,6,2
Nick Williams,8006,DI,DET,17,1,0,11,53.7,1,13,341,99.4,5.9,20,0,2.3,1,359,357,15,1,59.4,0,8,108,99.2,10.2,11,4.6,1,121,120,9
Damion Square,8042,DI,CIN,10,0,1,7,60.8,2,5,119,100.0,10.1,12,1,4.6,2,122,122,9,0,51.5,0,3,52,100.0,5.8,3,4.8,1,52,52,4
A.J. Bouye,8110,CB,CAR,10,0,1,5,49.2,0,1,8,3.1,12.5,1,1,6.3,0,258,8,1,0,56.1,0,0,2,2.0,0.0,0,0.0,0,99,2,0
Jahleel Addae,8117,S,IND,5,0,0,14,62.9,1,1,6,7.1,33.3,2,0,16.7,0,85,6,2,0,56.0,1,0,2,4.9,50.0,1,25.0,0,41,2,1
Lerentee McCray,8159,ED,JAX,9,0,0,15,52.2,0,0,10,48.0,0.0,0,0,0.0,0,25,12,0,0,,0,0,0,0.0,,0,,0,5,0,0
Benson Mayowa,8196,ED,SEA,15,0,0,29,54.9,1,13,143,56.9,8.4,12,1,5.6,1,267,152,15,0,64.9,1,5,58,71.4,12.1,7,6.9,1,84,60,7
Rashaan Melvin,8334,CB,CAR,10,0,0,5,58.5,0,0,1,0.7,0.0,0,0,0.0,0,152,1,0,0,,0,0,0,0.0,,0,,0,79,0,0
Tony Jefferson,8361,S,BLT,5,0,0,3,61.9,0,0,9,11.5,0.0,0,0,11.1,1,78,9,1,0,50.6,0,0,5,14.7,0.0,0,0.0,0,34,5,0
Brandon Copeland,8378,ED,ATL,16,2,0,2,48.3,2,4,126,76.1,4.8,6,0,2.4,0,180,137,6,0,50.2,1,2,43,82.0,7.0,3,3.5,0,61,50,3
Jeff Heath,8396,S,NO,4,0,0,20,67.7,1,0,4,7.4,25.0,1,0,37.5,1,54,4,2,0,66.1,1,0,3,12.5,0.0,0,16.7,0,24,3,1
Chris Banjo,8419,S,ARZ,3,0,0,1,59.1,0,0,1,8.3,0.0,0,0,0.0,0,12,1,0,0,,0,0,0,0.0,,0,,0,2,0,0
Demetrius Harris,8524,TE,ARZ,1,0,0,1,60.0,0,0,1,100.0,0.0,0,1,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Mike Purcell,8530,DI,DEN,13,1,0,10,57.2,2,4,142,100.0,4.2,6,1,2.1,0,148,148,6,1,58.9,1,1,39,100.0,5.1,2,2.6,0,41,41,2
Jadeveon Clowney,8636,ED,CLV,14,2,1,8,69.1,10,32,390,98.8,14.9,58,7,8.2,11,427,422,53,0,66.4,5,17,157,99.4,20.4,32,11.5,7,179,178,29
Khalil Mack,8640,ED,CHI,7,0,0,6,74.0,0,16,167,92.6,17.4,29,2,8.4,6,190,176,22,0,79.3,0,14,82,95.7,26.8,22,13.4,4,93,89,18
Anthony Barr,8644,LB,MIN,11,2,0,18,72.3,3,7,79,16.9,12.7,10,0,10.1,3,504,85,13,0,64.4,1,3,35,16.6,20.0,7,11.4,2,229,38,6
Aaron Donald,8648,DI,LA,21,4,1,26,93.0,15,75,787,99.6,22.6,178,5,8.1,19,819,816,109,0,93.5,13,52,364,100.0,30.5,111,12.8,14,378,378,79
Kyle Fuller,8649,CB,DEN,16,0,0,10,91.4,0,2,5,1.2,20.0,1,5,20.0,0,483,6,2,0,,0,0,0,0.0,,0,,0,272,0,0
C.J. Mosley,8652,LB,NYJ,16,0,0,22,60.1,0,4,69,12.1,5.8,4,4,5.8,2,635,77,6,0,56.8,0,4,35,15.6,8.6,3,5.7,0,256,40,4
Dee Ford,8658,ED,SF,6,0,1,28,61.6,0,7,83,95.8,16.9,14,3,7.8,3,95,91,10,0,56.8,0,6,55,95.3,16.4,9,7.3,1,64,61,7
Jimmie Ward,8665,S,SF,19,0,0,28,58.8,1,1,17,2.5,0.0,0,2,5.9,0,761,19,2,0,60.4,1,0,7,2.4,0.0,0,7.1,0,369,9,1
Bradley Roby,8666,CB,NO,14,1,0,20,90.0,2,1,13,4.9,23.1,3,3,19.2,1,266,13,4,0,89.9,1,1,7,6.1,42.9,3,28.6,1,114,7,3
Demarcus Lawrence,8669,ED,DAL,8,2,1,9,80.2,4,23,202,97.3,18.3,37,3,8.2,3,222,216,30,2,71.2,1,14,97,100.0,21.6,21,9.8,2,106,106,17
Kyle Van Noy,8675,LB,NE,17,5,0,19,58.6,1,23,208,41.5,13.0,27,3,8.2,5,523,217,29,1,55.0,1,14,97,44.4,16.5,16,10.8,3,232,103,18
Jeremiah Attaochu,8685,ED,CHI,5,0,0,6,59.8,1,4,64,89.5,14.1,9,1,3.9,0,76,68,5,0,62.0,1,3,28,91.4,21.4,6,7.1,0,35,32,4
Christian Kirksey,8706,LB,HST,13,0,0,13,63.1,2,4,29,7.6,20.7,6,2,10.3,0,422,32,6,0,71.2,1,2,13,8.1,30.8,4,11.5,0,173,14,3
Justin Ellis,8742,DI,BLT,17,0,0,3,50.3,0,6,203,99.5,2.5,5,0,1.5,0,219,218,6,0,59.0,0,5,60,100.0,6.7,4,4.2,0,65,65,5
Cassius Marsh,8743,ED,CHI,4,0,0,6,69.4,1,2,42,92.2,16.7,7,1,6.0,1,51,47,4,0,74.1,1,2,20,100.0,25.0,5,12.5,1,23,23,4
Ross Cockrell,8744,CB,TB,17,0,0,30,59.3,2,2,31,8.1,6.5,2,3,6.5,0,382,31,4,0,64.6,2,1,14,7.4,7.1,1,10.7,0,189,14,3
DaQuan Jones,8747,DI,CAR,17,0,0,5,69.4,6,16,306,99.1,9.8,30,0,3.9,1,329,326,23,0,76.8,3,12,95,99.0,20.0,19,7.9,0,101,100,15
Anthony Hitchens,8754,LB,KC,18,0,0,16,62.2,2,3,27,8.7,22.2,6,4,9.3,0,368,32,5,0,70.9,1,1,5,5.8,60.0,3,20.0,0,104,6,2
Dontae Johnson,8764,CB,SF,13,0,0,28,37.5,0,2,6,2.7,0.0,0,3,16.7,0,220,6,2,0,52.2,0,0,3,2.5,0.0,0,0.0,0,120,3,0
Nevin Lawson,8768,CB,JAX,10,0,0,15,74.1,0,2,6,2.9,16.7,1,1,16.7,0,207,6,2,0,82.4,0,2,4,4.0,25.0,1,25.0,0,100,4,2
Brent Urban,8769,DI,DAL,6,0,0,9,56.9,0,8,93,99.0,11.8,11,0,4.3,0,100,99,8,0,54.9,0,5,35,100.0,14.3,5,7.1,0,35,35,5
Ricardo Allen,8782,S,CIN,13,0,0,7,49.8,0,0,8,6.0,0.0,0,2,0.0,0,151,9,0,0,51.0,0,0,6,6.5,0.0,0,0.0,0,93,6,0
Caraun Reid,8793,DI,TEN,1,0,0,31,62.6,0,0,7,100.0,14.3,1,0,0.0,0,7,7,0,0,66.9,0,0,3,100.0,33.3,1,0.0,0,3,3,0
Chris Smith,8794,ED,HST,4,0,0,13,57.6,1,2,49,100.0,14.3,7,0,7.1,2,51,51,5,0,61.8,0,2,21,100.0,23.8,5,9.5,1,21,21,3
Devon Kennard,8809,ED,ARZ,16,2,0,1,63.2,2,9,112,87.0,8.0,9,0,4.9,0,138,120,11,1,65.7,2,4,35,88.1,14.3,5,8.6,0,42,37,6
T.J. Carrie,8853,CB,IND,8,0,0,14,56.3,0,0,2,2.2,0.0,0,1,0.0,0,90,2,0,0,59.1,0,0,1,2.3,0.0,0,0.0,0,43,1,0
Shamar Stephen,8854,DI,DEN,17,2,0,10,50.6,4,7,198,100.0,5.1,10,0,2.8,0,201,201,11,1,47.9,1,3,80,100.0,5.0,4,2.5,0,80,80,4
Shelby Harris,8869,DI,DEN,16,1,2,10,61.8,4,21,336,100.0,9.8,33,4,5.8,7,357,357,32,1,61.5,3,16,188,100.0,12.8,24,7.7,5,199,199,24
Terrance Mitchell,8888,CB,HST,14,0,0,13,60.0,0,1,1,0.2,0.0,0,2,50.0,0,430,1,1,0,,0,0,0,0.0,,0,,0,193,0,0
Ethan Westbrooks,8976,ED,NO,1,0,0,20,59.1,0,0,0,100.0,,0,0,,0,1,1,0,0,59.1,0,0,0,100.0,,0,,0,1,1,0
Denico Autry,8982,ED,TEN,18,6,0,31,70.3,8,43,502,98.2,15.9,80,2,7.7,13,545,535,64,2,70.6,7,26,261,98.9,20.3,53,10.2,10,285,282,43
Shaquil Barrett,9000,ED,TB,17,0,0,30,77.1,13,52,513,86.7,17.2,88,7,8.5,11,622,539,76,0,81.9,8,27,236,92.6,22.9,54,11.7,10,269,249,45
Josh Mauro,9003,ED,ARZ,5,0,0,1,51.7,0,0,34,100.0,2.9,1,0,2.9,1,40,40,1,0,58.5,0,0,10,100.0,10.0,1,10.0,1,11,11,1
Christian Jones,9020,LB,CHI,10,0,0,6,51.9,0,0,8,17.3,0.0,0,1,0.0,0,52,9,0,0,56.2,0,0,2,16.7,0.0,0,0.0,0,12,2,0
Kerry Hyder,9045,ED,SEA,15,0,0,29,58.1,9,12,315,97.9,10.8,34,0,4.0,2,341,334,23,0,63.7,5,11,145,99.4,16.6,24,6.9,2,158,157,18
Adrian Phillips,9177,S,NE,18,1,0,19,64.5,1,2,22,4.6,13.6,3,1,6.8,0,538,25,3,0,65.9,1,1,11,5.5,27.3,3,9.1,0,238,13,2
Zach Kerr,9195,DI,CIN,9,0,0,7,57.9,0,3,60,98.5,8.3,5,0,2.5,0,66,65,3,0,60.3,0,2,16,100.0,12.5,2,6.3,0,19,19,2
Daniel Sorensen,9253,S,KC,20,1,1,16,55.7,1,9,54,10.2,7.4,4,2,11.1,1,586,60,11,0,55.0,1,3,23,9.2,8.7,2,13.0,1,294,27,5
Joe Thomas,9272,LB,BLT,4,0,0,3,59.4,0,0,1,2.5,0.0,0,0,0.0,0,40,1,0,0,59.4,0,0,1,7.7,0.0,0,0.0,0,13,1,0
Keith Smith,9302,FB,ATL,1,0,0,2,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Mike Pennel,9316,DI,ATL,10,0,0,2,50.7,0,4,84,98.9,4.8,4,2,2.4,0,90,89,4,0,56.4,0,4,23,100.0,17.4,4,8.7,0,25,25,4
K'Waun Williams,9332,CB,SF,17,0,2,28,53.4,3,4,39,7.2,7.7,3,5,11.5,1,572,41,8,0,59.3,1,1,17,5.9,11.8,2,11.8,1,306,18,3
Dante Fowler Jr.,9436,ED,ATL,14,1,2,2,61.8,5,20,292,94.4,12.0,35,4,6.0,5,324,306,30,0,56.3,2,8,131,96.5,11.5,15,6.1,3,143,138,13
Leonard Williams,9439,DI,NYG,17,2,0,21,66.4,9,30,538,100.0,11.3,61,4,5.1,8,561,561,47,0,71.6,6,19,202,100.0,19.3,39,8.7,5,214,214,30
Danny Shelton,9445,DI,NYG,13,0,0,21,59.1,0,4,103,100.0,6.8,7,1,2.9,1,110,110,5,0,62.8,0,1,24,100.0,12.5,3,6.3,1,26,26,2
Arik Armstead,9450,DI,SF,20,0,0,28,77.3,4,45,593,99.4,13.8,82,4,5.8,10,637,633,59,0,80.1,3,34,291,100.0,20.3,59,9.5,9,312,312,46
Bud Dupree,9455,ED,TEN,12,1,0,31,55.6,5,17,297,92.6,8.8,26,2,5.1,4,339,314,26,0,55.1,3,8,149,95.2,12.1,18,5.7,3,167,159,14
Shaq Thompson,9458,LB,CAR,14,0,0,5,65.7,4,6,67,16.7,14.9,10,1,10.4,2,456,76,12,0,70.6,4,3,32,18.4,18.8,6,14.1,1,179,33,8
Byron Jones,9460,CB,MIA,16,0,1,17,51.9,0,2,5,0.8,20.0,1,3,20.0,0,626,5,2,0,58.6,0,1,1,0.4,100.0,1,50.0,0,256,1,1
