player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Kevin Minter,7826,LB,TB,11,3,4.4,68.2,84.7,11.8,8.0,0,1,0,0.0,30,53.8,54.1,79.3,65.7,52.2,36.7,0,24,28.6,6,0,0,79.2,15,188,222,6,12,22,0,107,95,0.6,7.1
Johnathan Hankins,7830,DI,LV,15,0,6.0,0.0,0.9,,3.0,1,0,0,0.0,23,68.8,46.7,55.1,50.4,47.9,58.3,0,,0.0,0,0,3,39.6,0,3,319,2,4,1,0,0,0,0.0,
Jon Bostic,7831,LB,WAS,4,2,8.4,94.4,86.7,5.4,5.1,0,0,1,5.6,32,30.2,34.4,78.5,59.6,50.5,53.5,0,23,18.2,2,0,0,135.9,17,98,113,2,7,18,1,219,84,2.4,12.9
Jamie Collins Sr.,7833,LB,NE,13,1,3.1,100.0,69.3,10.9,10.9,0,1,1,10.0,19,77.0,78.0,85.0,72.8,67.5,72.9,1,22,9.1,1,1,0,95.0,10,115,166,3,9,10,1,83,52,0.8,8.3
Robert Alford,7841,CB,ARZ,13,3,9.3,66.1,99.8,10.4,6.8,0,1,5,8.9,1,68.5,66.9,86.2,60.0,48.5,59.2,1,52,14.7,5,4,2,110.7,37,408,409,6,26,56,5,420,149,1.1,11.4
Tyrann Mathieu,7850,S,KC,19,5,7.0,76.5,94.1,16.5,12.6,0,1,3,5.9,16,75.7,67.4,49.6,55.5,50.4,67.7,3,72,6.7,4,2,3,93.3,39,687,730,19,51,51,3,397,241,0.6,10.2
John Jenkins,7863,DI,MIA,7,0,,,4.6,,,0,0,0,,17,55.3,71.0,82.4,56.4,72.7,61.9,0,,,0,0,0,0.0,0,3,65,0,0,0,0,0,0,0.0,
Logan Ryan,7864,S,NYG,15,12,7.4,81.0,94.2,16.1,13.0,0,3,6,14.3,21,51.1,60.4,87.1,71.9,74.1,74.7,0,36,11.1,8,6,1,124.6,34,567,602,12,52,42,3,344,142,0.6,10.1
Shawn Williams,7865,S,ATL,5,1,5.8,60.0,94.7,22.3,13.4,1,0,0,0.0,2,63.5,62.6,2.8,75.1,61.3,56.9,0,15,20.0,1,0,1,67.1,3,72,76,1,3,5,0,18,19,0.3,6.0
Duron Harmon,7872,S,ATL,17,5,8.0,70.0,97.1,26.5,18.6,0,2,3,10.0,2,53.6,58.3,86.4,60.9,65.7,90.3,2,27,5.1,2,3,1,99.0,21,593,611,5,32,30,3,238,113,0.4,11.3
Alex Okafor,7885,ED,KC,20,0,1.0,0.0,4.9,,15.0,0,0,0,0.0,16,64.1,62.3,53.3,62.5,60.6,47.6,0,,0.0,0,0,3,39.6,0,16,327,3,1,1,0,0,0,0.0,
William Gholston,7908,DI,TB,19,1,10.0,0.0,1.2,,3.0,0,0,0,0.0,30,64.9,59.2,33.9,63.0,56.8,54.2,0,,50.0,3,0,4,39.6,0,4,326,7,2,1,0,0,0,0.0,
John Simon,7911,ED,PIT,3,0,11.0,100.0,12.0,3.0,3.0,0,0,0,0.0,25,61.1,47.6,78.1,53.2,47.2,39.2,0,13,,0,0,0,118.8,1,3,25,0,0,1,0,13,2,4.3,13.0
Steven Means,7929,ED,ATL,14,3,14.0,83.3,22.1,16.4,13.7,0,0,0,0.0,2,49.2,46.5,77.3,47.9,50.6,81.8,0,26,11.1,1,0,1,118.8,5,89,403,2,5,6,0,89,19,1.1,17.8
A.J. Klein,7930,LB,BUF,11,3,5.4,63.6,88.8,6.7,4.3,0,1,4,12.1,4,54.2,48.9,81.3,56.7,46.8,40.5,1,28,21.7,5,4,0,72.5,21,151,170,5,15,33,0,238,137,1.7,11.3
Micah Hyde,7941,S,BUF,19,8,10.3,71.4,95.0,31.7,22.6,1,0,4,14.3,4,89.8,83.8,89.8,85.4,55.1,65.2,6,48,6.5,3,3,1,93.0,20,684,720,12,35,28,4,211,38,0.3,10.6
Jordan Poyer,8000,S,BUF,18,11,9.0,46.4,95.4,47.5,22.1,0,0,5,17.9,4,86.8,77.7,48.5,83.2,55.9,77.4,5,19,5.8,3,5,4,13.7,13,666,698,8,38,28,0,61,40,0.1,4.7
Nick Williams,8006,DI,DET,17,0,,,0.6,,,0,0,0,,11,60.4,50.3,87.9,53.7,47.6,47.9,0,,0.0,0,0,0,0.0,0,2,359,2,2,0,0,0,0,0.0,
Daren Bates,8077,LB,ATL,2,0,3.0,100.0,100.0,5.0,5.0,0,0,0,0.0,2,86.0,90.4,68.1,,71.9,75.3,0,3,0.0,0,0,0,79.2,1,5,5,1,1,1,0,3,0,0.6,3.0
A.J. Bouye,8110,CB,CAR,10,0,6.0,80.5,96.9,6.9,5.5,1,1,4,9.8,5,68.5,66.8,82.2,49.2,59.4,73.4,0,35,4.3,1,3,1,97.3,33,250,258,10,22,41,0,301,171,1.3,9.1
Jahleel Addae,8117,S,IND,5,1,4.5,100.0,92.9,38.5,38.5,0,0,0,0.0,14,67.2,71.1,80.6,62.9,68.1,89.9,0,9,0.0,0,0,0,91.7,2,79,85,1,5,2,0,12,3,0.2,6.0
Lerentee McCray,8159,ED,JAX,9,0,11.5,50.0,52.0,13.0,6.5,0,0,0,0.0,15,64.0,60.8,79.3,52.2,60.5,45.3,0,3,0.0,0,0,0,56.3,1,13,25,1,1,2,0,3,0,0.2,3.0
Benson Mayowa,8196,ED,SEA,15,1,-0.9,88.9,43.1,13.8,12.2,0,0,0,0.0,29,48.1,59.4,74.0,54.9,69.2,54.9,0,15,33.3,3,0,1,132.9,8,115,267,1,5,9,1,63,77,0.6,7.9
Bradley McDougald,8220,S,JAX,3,0,49.0,100.0,100.0,58.0,58.0,0,0,0,0.0,15,49.7,44.9,76.3,,48.3,42.9,0,51,33.3,1,0,0,118.8,1,59,59,0,2,1,0,51,2,0.9,51.0
Rashaan Melvin,8334,CB,CAR,10,1,10.3,66.7,99.3,14.0,9.3,0,1,0,0.0,5,57.0,59.2,81.7,58.5,64.8,56.0,0,20,11.1,1,0,0,111.8,10,151,152,0,7,15,1,115,39,0.8,11.5
Tony Jefferson,8361,S,BLT,5,2,7.8,60.0,88.5,11.0,6.6,0,0,1,10.0,3,76.1,73.5,80.9,61.9,45.5,74.3,0,15,0.0,0,1,0,73.8,6,69,78,3,7,10,0,52,32,0.8,8.7
Brandon Copeland,8378,ED,ATL,16,1,2.9,85.7,23.9,7.0,6.0,0,0,0,0.0,2,73.0,47.0,86.0,48.3,39.7,55.0,0,11,0.0,0,0,0,86.3,6,43,180,5,9,7,0,33,32,0.8,5.5
Jeff Heath,8396,S,NO,4,0,12.0,100.0,92.6,48.0,48.0,0,0,0,0.0,20,62.2,57.1,78.5,67.7,40.6,29.9,0,17,0.0,0,0,0,118.8,1,50,54,2,2,1,0,17,5,0.4,17.0
Chris Banjo,8419,S,ARZ,3,0,17.0,0.0,91.7,,8.0,0,0,0,0.0,1,63.6,64.2,72.9,59.1,60.5,,0,,,0,0,0,39.6,0,11,12,0,0,1,0,0,0,0.0,
Nickell Robey-Coleman,8483,CB,DET,1,0,7.0,66.7,100.0,12.0,8.0,0,0,0,0.0,11,38.8,47.8,76.3,,70.4,77.8,0,9,0.0,0,0,1,81.3,2,26,26,0,1,3,0,17,3,0.7,8.5
Jadeveon Clowney,8636,ED,CLV,14,0,-1.5,50.0,1.2,4.0,2.0,1,0,0,0.0,8,63.6,66.5,31.5,69.1,62.8,49.1,0,8,50.0,3,0,7,60.4,1,5,427,10,3,2,0,8,10,2.0,8.0
Khalil Mack,8640,ED,CHI,7,1,-3.0,100.0,7.4,11.0,11.0,0,0,0,0.0,6,66.5,73.0,45.3,74.0,64.7,43.4,0,3,20.0,1,0,2,79.2,1,14,190,8,3,1,0,3,6,0.3,3.0
Anthony Barr,8644,LB,MIN,11,11,3.5,82.0,83.1,9.6,7.8,0,0,2,4.0,18,62.9,62.9,85.5,72.3,54.2,62.3,3,30,12.8,5,1,0,86.1,41,419,504,14,23,50,2,373,272,1.0,9.1
Aaron Donald,8648,DI,LA,21,0,,,0.4,,,1,0,1,,26,70.0,93.5,64.5,93.0,86.0,42.1,0,,57.1,4,0,5,0.0,0,3,819,18,3,0,0,0,0,0.0,
Kyle Fuller,8649,CB,DEN,16,5,10.4,65.7,98.8,10.2,6.7,0,1,6,9.0,10,40.8,47.2,86.1,91.4,68.6,61.6,0,50,9.3,4,4,5,126.6,44,477,483,9,34,67,6,642,301,1.4,14.6
C.J. Mosley,8652,LB,NYJ,16,12,4.3,87.0,87.9,7.9,6.9,0,2,2,2.6,22,50.2,42.0,30.8,60.1,38.5,70.9,0,36,11.5,9,2,4,116.3,67,558,635,17,57,77,4,598,324,1.1,8.9
Ha Ha Clinton-Dix,8656,S,DEN,1,0,,,100.0,,,0,0,0,,10,60.7,70.2,60.4,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Dee Ford,8658,ED,SF,6,1,,,4.2,,,1,0,0,,28,61.1,52.9,0.0,61.6,61.8,49.8,0,,50.0,1,0,3,0.0,0,4,95,3,0,0,0,0,0,0.0,
Darqueze Dennard,8659,CB,SF,1,0,7.5,50.0,100.0,15.0,7.5,0,0,0,0.0,28,67.8,68.0,73.0,,61.9,71.6,0,12,0.0,0,0,0,68.8,1,16,16,0,1,2,0,12,0,0.8,12.0
Jason Verrett,8660,CB,SF,1,0,9.3,50.0,100.0,12.0,6.0,0,0,2,33.3,28,64.1,67.6,77.9,,75.8,79.9,0,12,0.0,0,0,0,60.4,3,40,40,0,3,6,0,24,5,0.7,8.0
Jimmie Ward,8665,S,SF,19,14,10.7,56.1,97.5,30.3,17.0,0,2,4,9.8,28,69.1,74.8,54.2,58.8,90.2,91.3,3,75,3.6,2,2,2,56.8,23,742,761,8,39,41,1,298,159,0.4,13.0
Bradley Roby,8666,CB,NO,14,1,8.1,74.4,95.1,8.1,6.1,0,1,4,10.3,20,67.2,64.6,4.0,90.0,46.3,40.9,1,41,19.0,4,2,3,103.9,29,253,266,6,16,39,2,313,161,1.3,10.8
Demarcus Lawrence,8669,ED,DAL,8,2,3.0,100.0,2.7,6.0,6.0,1,0,0,0.0,9,74.7,90.9,30.3,80.2,92.5,73.4,1,11,0.0,0,0,3,112.5,1,6,222,6,4,1,1,11,8,1.8,11.0
Kyle Van Noy,8675,LB,NE,17,4,1.2,65.4,58.5,17.1,11.2,0,0,4,15.4,19,84.7,71.7,62.9,58.6,61.8,56.4,1,21,23.1,6,4,3,86.9,17,306,523,12,16,26,2,129,137,0.4,7.6
Lamarcus Joyner,8676,S,NYJ,1,0,,,100.0,,,0,0,0,,22,65.1,67.0,71.2,,60.0,79.4,0,,0.0,0,0,0,0.0,0,7,7,0,1,0,0,0,0,0.0,
Jeremiah Attaochu,8685,ED,CHI,5,0,-6.0,100.0,10.5,7.0,7.0,0,0,0,0.0,6,64.3,62.0,40.1,59.8,64.7,49.5,0,2,,0,0,1,79.2,1,8,76,0,0,1,0,2,8,0.3,2.0
