player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Eric Weems,4097,WR,TEN,2,1,,,100.0,,,0,0,0,,31,60.1,63.7,64.3,,,71.4,0,,0.0,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Chris Long,4316,ED,PHI,19,2,1.5,50.0,1.6,7.0,3.5,0,0,1,50.0,24,61.9,86.6,66.4,84.8,69.5,49.7,0,9,40.0,4,0,2,62.5,1,7,436,7,4,2,0,9,11,1.3,9.0
Dominique Rodgers-Cromartie,4330,CB,NYG,15,2,4.2,76.7,91.6,10.2,7.9,0,0,1,2.3,21,69.0,67.6,85.1,60.5,58.3,49.2,0,38,14.3,4,1,0,107.1,33,360,393,10,22,43,2,264,183,0.8,8.0
Aqib Talib,4334,CB,DEN,15,3,8.7,54.3,100.0,17.7,9.6,1,2,9,19.6,10,81.6,81.4,55.2,,76.9,84.7,1,32,3.7,1,6,3,82.7,25,465,465,5,23,46,3,250,84,0.6,10.0
Calais Campbell,4364,ED,JAX,19,1,,,0.8,,,0,0,0,,15,69.1,91.0,85.0,81.3,90.3,58.1,0,,28.6,2,0,1,0.0,0,5,627,20,4,0,0,0,0,0.0,
Cliff Avril,4406,ED,SEA,4,0,-3.0,100.0,4.1,4.0,4.0,0,0,0,0.0,29,47.6,43.8,0.0,54.9,63.9,44.6,0,-1,100.0,1,0,4,79.2,1,4,98,1,0,1,0,-1,2,-0.3,-1.0
Tyvon Branch,4414,S,ARZ,9,5,5.4,66.7,96.1,18.4,12.3,1,0,5,18.5,1,79.7,79.2,53.2,63.7,72.4,88.4,0,21,3.1,1,3,1,102.9,18,347,361,8,26,27,2,133,54,0.4,7.4
William Hayes,4417,ED,MIA,10,0,,,1.5,,,1,0,0,,17,59.8,90.3,27.9,81.2,91.0,70.5,0,,100.0,1,0,3,0.0,0,2,131,1,0,0,0,0,0,0.0,
Quintin Demps,4431,S,CHI,3,0,16.8,50.0,100.0,33.3,16.7,1,0,0,0.0,6,45.6,48.6,80.7,,67.7,28.4,0,88,22.2,2,0,1,135.4,3,106,106,0,7,6,1,127,54,1.3,42.3
Brandon Carr,4454,CB,BLT,16,2,13.9,56.0,99.2,12.5,7.0,2,1,15,17.9,3,66.2,67.7,68.2,49.9,72.5,69.4,4,43,8.3,4,7,10,69.1,47,624,629,7,42,84,2,651,154,1.1,13.9
Orlando Scandrick,4457,CB,DAL,11,2,7.9,66.7,91.0,8.9,5.9,0,2,6,10.5,9,48.9,55.3,87.5,50.9,81.6,46.7,0,56,20.0,6,2,3,112.9,38,353,388,7,22,57,3,516,274,1.5,13.6
Erik Walden,4481,ED,TEN,18,1,3.0,83.3,19.9,16.0,13.3,0,0,0,0.0,31,70.3,59.6,24.4,63.8,54.3,74.3,0,16,10.0,1,0,5,95.8,5,82,413,7,8,6,0,42,31,0.5,8.4
Wesley Woodyard,4583,LB,TEN,18,7,3.9,72.9,80.6,8.1,5.9,0,0,7,7.3,31,48.4,65.1,86.7,62.4,82.9,77.1,0,32,15.4,10,4,1,98.1,70,599,743,21,48,96,2,653,481,1.1,9.3
Leger Douzable,4654,ED,SF,5,0,17.0,0.0,2.2,,1.0,1,0,0,0.0,28,46.3,54.6,60.2,51.6,63.3,55.6,0,,100.0,1,0,1,39.6,0,2,92,2,0,1,0,0,0,0.0,
Jerrell Freeman,4888,LB,CHI,1,0,9.0,85.7,94.1,5.2,4.4,0,0,0,0.0,6,32.6,50.7,76.4,73.6,78.9,54.5,0,18,33.3,2,0,0,100.6,6,32,34,1,4,7,0,57,15,1.8,9.5
Cameron Wake,4907,ED,MIA,16,2,4.5,75.0,4.1,4.7,3.5,1,0,0,0.0,17,52.8,75.0,49.9,81.5,65.2,77.6,0,20,25.0,2,0,5,104.2,3,17,412,9,4,4,0,38,22,2.7,12.7
Brian Orakpo,4936,ED,TEN,18,1,4.5,75.0,18.3,12.4,9.3,0,0,0,0.0,31,69.1,78.2,90.0,75.0,65.8,89.1,0,17,14.3,2,0,0,83.7,9,117,640,13,11,12,0,55,26,0.5,6.1
Malcolm Jenkins,4937,S,PHI,19,3,4.8,70.9,92.6,11.5,8.1,0,0,8,9.3,24,74.3,74.5,85.2,56.9,74.4,75.0,2,46,10.0,6,4,1,91.2,61,743,802,19,51,86,3,580,366,0.8,9.5
Brian Cushing,4938,LB,HST,5,1,6.3,100.0,60.8,10.0,10.0,1,0,0,0.0,13,38.8,59.3,27.7,64.7,69.2,71.6,0,20,0.0,0,0,2,118.8,3,31,51,2,1,3,0,40,21,1.3,13.3
Robert Ayers,4941,ED,TB,12,1,-4.0,0.0,0.5,,2.0,0,0,0,0.0,30,60.5,85.8,67.6,84.6,71.5,41.6,0,,20.0,1,0,2,39.6,0,2,366,3,3,1,0,0,0,0.0,
Vontae Davis,4948,CB,IND,5,1,11.5,59.3,99.5,10.9,6.5,0,0,3,11.1,14,53.4,58.3,84.9,58.5,77.4,86.5,0,41,0.0,0,2,0,98.7,16,187,188,0,12,27,1,226,27,1.3,14.1
Clay Matthews,4949,ED,GB,14,1,3.5,81.8,10.8,4.3,3.5,0,0,1,9.1,12,57.7,80.0,53.9,73.1,81.5,74.8,0,31,12.5,1,1,3,139.8,9,43,399,6,6,11,1,113,84,2.9,12.6
Ziggy Hood,4955,DI,WAS,15,0,,,1.1,,,0,0,0,,32,57.8,40.6,61.2,54.9,38.4,53.3,0,,100.0,2,0,2,0.0,0,3,265,0,0,0,0,0,0,0.0,
Patrick Chung,4957,S,NE,19,3,8.1,67.3,94.6,9.3,6.3,0,1,14,13.1,19,74.4,70.6,71.6,60.9,60.6,76.6,1,39,7.1,5,9,2,91.4,72,698,738,16,62,107,3,713,345,1.1,9.9
Rey Maualuga,4961,LB,MIA,6,2,3.5,100.0,95.2,9.0,9.0,0,0,0,0.0,17,78.5,59.2,0.0,56.6,49.4,55.5,0,6,0.0,0,0,1,84.0,6,60,63,2,6,6,0,25,4,0.5,4.2
Darius Butler,4964,S,IND,15,3,10.2,76.9,98.6,31.6,24.3,0,1,3,23.1,14,65.5,63.3,10.0,65.1,59.6,41.0,0,37,19.2,5,3,4,118.3,10,347,352,3,18,13,0,167,71,0.5,16.7
Jairus Byrd,4965,S,CAR,9,0,10.4,66.7,90.9,18.0,12.0,0,0,0,0.0,5,53.5,50.5,0.0,66.0,52.6,50.6,0,30,20.0,2,0,1,90.5,6,110,121,4,8,9,0,71,26,0.7,11.8
Connor Barwin,4969,ED,LA,15,1,5.0,60.0,19.0,27.7,16.6,0,0,0,0.0,26,66.0,58.1,90.9,51.8,58.5,52.4,0,5,44.4,4,0,0,64.6,3,87,458,8,4,5,0,5,6,0.1,1.7
Mike Mitchell,4970,S,PIT,14,7,15.5,46.2,99.3,68.3,31.5,0,1,2,15.4,25,61.3,64.9,56.2,49.9,74.1,66.0,0,34,14.7,5,2,1,101.8,6,430,433,1,22,13,1,111,13,0.3,18.5
Sean Smith,4984,CB,OAK,14,2,12.8,65.2,99.1,13.9,9.1,0,0,4,8.7,23,63.9,65.8,87.8,49.8,71.6,73.3,2,56,11.8,4,2,2,94.7,30,440,444,6,28,46,2,463,157,1.1,15.4
Michael Johnson,4993,ED,CIN,15,1,8.0,0.0,3.2,,11.0,1,0,0,0.0,7,72.9,69.2,81.8,56.3,67.2,60.6,0,,0.0,0,0,1,39.6,0,12,376,11,6,1,0,0,0,0.0,
Lardarius Webb,5011,CB,BLT,15,1,10.1,68.3,91.1,7.2,4.9,0,0,3,7.3,3,51.0,58.8,84.3,71.5,76.8,55.1,2,35,16.7,5,2,0,76.5,28,214,235,6,24,41,0,372,124,1.8,13.3
Glover Quin,5035,S,DET,16,7,7.4,69.6,97.7,36.9,25.7,0,0,1,4.3,11,91.3,90.6,88.5,59.5,79.0,68.0,3,20,13.0,7,1,0,55.4,16,630,645,13,40,23,1,113,65,0.2,7.1
Brice McCain,5112,CB,TEN,15,1,11.7,55.6,98.3,13.7,7.6,0,0,5,13.9,31,46.5,47.2,42.4,52.6,61.0,49.6,0,21,26.7,4,3,3,88.3,20,290,295,0,10,36,1,265,103,1.0,13.3
Jason McCourty,5127,CB,CLV,14,4,11.6,67.5,99.2,8.8,5.9,1,2,11,13.3,8,73.5,76.3,71.6,69.0,82.5,88.8,3,46,3.4,2,8,4,95.8,56,512,516,19,52,83,5,646,197,1.3,11.5
Captain Munnerlyn,5140,CB,CAR,15,3,7.3,78.9,83.8,9.3,7.3,0,0,3,7.9,5,60.4,58.9,85.8,51.2,58.2,61.0,0,52,13.8,4,3,0,117.4,30,294,351,9,22,38,1,383,205,1.4,12.8
Clinton McDonald,5173,DI,TB,14,1,,,1.8,,,0,0,0,,30,71.4,54.2,60.5,62.8,43.9,52.9,0,,0.0,0,0,2,0.0,0,5,279,10,8,0,0,0,0,0.0,
Chris Baker,5188,DI,TB,15,0,,,0.9,,,1,0,0,,30,63.6,56.8,42.2,66.2,53.2,57.8,0,,0.0,0,0,3,0.0,0,2,224,2,2,0,0,0,0,0.0,
Colt Anderson,5242,S,BUF,1,0,,,100.0,,,0,1,0,,4,60.8,66.2,72.3,,64.1,75.2,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,
Michael Bennett,5273,ED,SEA,16,0,,,0.2,,,3,0,0,,29,60.0,63.2,0.0,68.1,69.1,46.1,0,,100.0,2,0,15,0.0,0,1,579,7,0,0,0,0,0,0.0,
Ramon Humber,5310,LB,BUF,14,6,2.5,79.6,85.5,7.6,6.1,0,0,1,2.0,4,42.9,50.1,61.2,63.4,59.8,54.4,0,16,19.0,8,1,1,102.4,39,318,372,17,28,49,2,260,197,0.9,6.7
Jonathan Casillas,5422,LB,NYG,8,1,4.5,76.9,84.2,9.7,7.5,0,0,0,0.0,21,53.4,46.4,85.0,59.6,42.1,52.1,0,47,6.3,1,0,0,122.4,20,203,241,5,14,26,2,191,111,1.0,9.6
Dannell Ellerbe,5442,LB,PHI,4,1,-1.0,100.0,86.1,14.0,14.0,0,0,0,0.0,24,67.2,58.0,78.2,52.6,53.8,60.7,0,22,25.0,1,0,0,118.8,2,31,36,0,2,2,0,27,29,1.0,13.5
Ndamukong Suh,5527,DI,MIA,16,3,,,1.1,,,6,0,1,,17,69.2,85.6,0.0,75.2,90.6,58.2,0,,0.0,0,0,13,0.0,0,6,540,5,3,0,0,0,0,0.0,
Eric Berry,5530,S,KC,1,0,18.0,50.0,100.0,16.5,8.3,0,0,0,0.0,16,68.9,66.4,80.7,,56.6,81.3,0,17,0.0,0,0,0,78.1,2,38,38,1,3,4,0,33,4,1.0,16.5
Joe Haden,5532,CB,PIT,12,1,15.8,53.2,98.3,15.5,8.2,0,2,7,14.9,25,70.5,69.3,86.3,77.0,53.3,51.1,1,54,18.2,4,4,1,83.4,25,405,412,3,17,47,1,437,159,1.1,17.5
Tyson Alualu,5535,DI,PIT,17,1,,,3.3,,,0,0,0,,25,60.3,66.5,86.5,55.0,71.4,65.3,0,,0.0,0,0,0,0.0,0,9,269,6,2,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,18,1,11.0,100.0,1.3,8.0,8.0,0,0,0,0.0,24,69.2,90.2,51.6,86.8,83.4,59.0,0,12,16.7,1,0,5,116.7,1,8,595,12,4,1,0,12,1,1.5,12.0
Earl Thomas III,5539,S,SEA,14,8,8.2,57.9,99.6,46.5,26.9,0,4,6,31.6,29,90.5,90.2,60.9,68.0,76.8,79.3,2,59,8.7,4,5,1,80.9,11,543,545,8,34,19,2,160,95,0.3,14.5
Jason Pierre-Paul,5540,ED,NYG,16,2,,,4.3,,,0,0,1,,21,71.4,69.1,57.6,62.4,69.4,77.9,0,,12.5,1,1,5,0.0,0,26,611,10,5,0,0,0,0,0.0,
Derrick Morgan,5541,ED,TEN,16,1,3.0,84.6,12.3,5.7,4.8,1,0,0,0.0,31,60.4,67.1,74.5,68.9,57.7,70.9,0,80,0.0,0,0,3,144.4,11,68,553,9,7,13,1,169,129,2.7,15.4
Kareem Jackson,5545,CB,HST,16,5,10.5,72.1,94.6,7.7,5.5,1,0,11,12.8,13,57.9,66.1,87.1,67.0,90.3,64.7,1,54,15.0,9,5,6,112.5,62,512,541,13,46,86,4,818,230,1.7,13.2
Devin McCourty,5552,S,NE,19,7,11.4,61.5,99.5,18.6,11.5,0,2,6,9.2,19,66.7,71.5,87.6,68.2,81.2,83.0,1,75,4.5,3,3,0,102.8,40,780,784,14,57,65,5,471,154,0.6,11.8
Jerry Hughes,5556,ED,BUF,17,1,10.0,100.0,2.1,9.0,9.0,0,0,0,0.0,4,49.3,74.7,43.9,69.6,85.4,30.0,0,19,58.3,7,0,6,118.8,1,10,487,6,4,1,0,19,9,2.1,19.0
Patrick Robinson,5557,CB,PHI,19,3,9.0,57.1,98.4,11.5,6.5,0,4,19,20.9,24,89.9,87.0,87.0,57.8,58.4,55.4,5,77,14.9,7,13,2,67.9,52,631,641,16,37,91,3,658,345,1.1,12.7
Nate Allen,5562,S,MIA,7,5,12.0,88.9,98.3,26.8,23.8,0,3,1,11.1,17,52.8,50.2,83.4,52.7,48.6,29.0,0,30,7.1,1,1,0,155.8,8,225,229,2,8,9,1,115,41,0.5,14.4
T.J. Ward,5563,S,TB,12,1,11.1,64.3,97.9,25.2,16.2,0,1,3,21.4,30,58.9,66.8,36.8,55.1,84.0,78.3,0,22,15.0,3,3,3,128.0,9,238,243,3,16,14,2,110,30,0.5,12.2
Rob Gronkowski,5567,TE,NE,1,0,59.0,0.0,100.0,,1.0,1,1,1,100.0,19,60.0,60.0,62.6,,,,0,,,0,1,10,39.6,0,1,1,0,0,1,0,0,0,0.0,
Lamarr Houston,5569,ED,CHI,10,1,,,8.6,,,0,0,0,,6,86.4,65.1,49.6,59.9,62.6,36.2,0,,40.0,2,0,2,0.0,0,23,269,6,2,0,0,0,0,0.0,
Carlos Dunlap,5579,ED,CIN,16,0,-1.0,50.0,3.7,18.0,9.0,2,1,0,0.0,7,66.7,77.4,77.9,70.5,70.2,64.0,1,4,30.8,4,0,2,16.7,1,21,571,13,9,2,0,4,7,0.2,4.0
Sean Lee,5580,LB,DAL,11,6,3.3,77.4,93.3,8.7,6.7,0,0,0,0.0,9,72.5,82.1,53.3,56.8,90.2,83.2,1,20,5.8,3,0,1,78.9,41,376,403,15,43,53,0,257,163,0.7,6.3
Morgan Burnett,5596,S,GB,12,4,7.6,72.1,93.2,11.9,8.6,1,0,4,9.3,12,66.5,67.8,83.5,47.0,69.7,84.1,0,71,5.7,2,3,1,130.6,31,386,414,8,29,43,5,306,200,0.8,9.9
Earl Mitchell,5605,DI,SF,16,0,7.0,100.0,2.2,6.0,6.0,0,0,0,0.0,28,40.0,53.3,56.4,68.1,50.5,54.6,0,11,33.3,1,0,3,112.5,1,6,278,1,2,1,0,11,4,1.8,11.0
Corey Peters,5607,DI,ARZ,12,0,,,1.1,,,0,0,1,,1,64.0,72.0,56.2,61.6,75.5,75.5,0,,100.0,1,0,2,0.0,0,3,269,1,0,0,0,0,0,0.0,
NaVorro Bowman,5615,LB,OAK,15,3,4.5,81.0,89.4,10.7,8.7,0,1,4,6.9,23,58.9,67.6,66.1,66.1,74.0,68.8,1,26,17.0,8,3,3,106.9,47,538,602,16,36,58,3,420,244,0.8,8.9
Everson Griffen,5624,ED,MIN,17,0,5.0,100.0,1.4,8.0,8.0,1,0,0,0.0,18,57.9,84.7,57.3,85.6,71.0,59.6,0,13,28.6,2,0,5,118.8,1,8,591,18,5,1,0,13,8,1.6,13.0
Alterraun Verner,5628,CB,MIA,6,0,22.1,29.4,98.3,20.8,6.1,0,0,5,29.4,17,54.7,54.3,80.7,55.1,53.1,35.9,0,69,20.0,1,3,3,76.8,5,115,117,1,4,17,1,123,37,1.2,24.6
Geno Atkins,5643,DI,CIN,16,0,,,0.4,,,0,0,0,,7,58.7,90.7,68.4,90.3,81.6,60.9,0,,33.3,1,0,2,0.0,0,2,503,11,2,0,0,0,0,0.0,
Kam Chancellor,5656,S,SEA,9,3,8.7,62.1,98.7,19.5,12.1,0,1,5,17.2,29,72.7,77.7,83.6,55.9,81.1,66.8,0,35,7.7,2,2,0,95.0,18,379,384,4,21,29,1,207,99,0.6,11.5
Sherrick McManis,5667,CB,CHI,7,0,12.0,100.0,57.7,14.0,14.0,0,0,0,0.0,6,74.4,75.3,77.0,65.4,61.5,72.5,0,12,0.0,0,0,0,116.7,1,15,26,1,1,1,0,12,0,0.9,12.0
Nolan Carroll,5668,CB,DAL,2,0,6.7,100.0,100.0,9.3,9.3,0,0,0,0.0,9,53.8,48.2,78.3,,28.9,28.4,0,27,28.6,2,0,0,118.8,6,60,60,2,5,6,0,94,54,1.7,15.7
Reshad Jones,5686,S,MIA,16,4,9.6,70.3,92.3,20.1,14.1,0,2,6,16.2,17,56.1,68.4,66.6,68.7,86.4,80.4,2,44,8.8,5,3,4,120.9,26,560,607,11,48,37,6,384,162,0.7,14.8
Arthur Moats,5701,ED,PIT,12,0,4.0,50.0,40.8,18.0,9.0,0,0,0,0.0,25,57.8,52.9,81.7,64.6,42.9,39.0,0,37,50.0,1,0,0,95.8,1,20,49,0,1,2,0,37,36,2.1,37.0
Willie Young,5736,ED,CHI,4,0,3.5,100.0,14.1,5.0,5.0,0,0,0,0.0,6,33.5,56.0,82.6,60.4,61.9,78.1,0,10,0.0,0,0,1,93.8,2,11,78,3,1,2,0,13,6,1.3,6.5
Dekoda Watson,5740,ED,SF,8,0,2.7,66.7,8.5,3.0,2.0,0,0,0,0.0,28,60.7,63.3,28.0,64.4,64.3,39.7,0,9,50.0,1,0,1,77.1,2,6,71,1,1,3,0,14,8,2.3,7.0
Kurt Coleman,5767,S,CAR,13,3,9.8,80.6,97.0,16.6,13.4,0,2,3,8.3,5,45.7,52.9,86.1,51.6,72.9,70.5,0,80,9.3,5,3,1,131.8,29,509,525,11,46,36,2,403,192,0.8,13.9
Robert McClain,5771,CB,TB,14,3,7.9,75.4,98.4,9.0,6.8,0,0,3,4.9,30,65.6,64.1,59.6,50.4,58.1,71.3,3,24,10.5,4,2,3,80.3,46,439,446,4,31,61,1,445,206,1.1,9.7
Rafael Bush,5779,S,NO,12,2,7.0,65.0,89.1,12.0,7.8,0,0,0,0.0,20,59.2,62.2,40.8,63.6,71.7,71.6,0,16,11.8,2,0,2,112.5,13,164,184,6,13,20,2,110,50,0.7,8.5
