player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Amani Hooker,51378,S,TEN,19,3,8.9,53.3,99.4,42.9,22.9,0,0,1,6.7,31,63.2,61.8,88.7,55.8,44.9,32.2,0,18,18.8,3,0,0,71.0,8,359,361,2,10,15,0,88,34,0.3,11.0
Marcus Epps,51391,S,PHI,9,1,25.5,100.0,99.1,52.5,52.5,0,0,0,0.0,24,60.7,61.9,79.6,59.5,62.7,87.6,0,36,0.0,0,0,0,118.8,2,110,111,0,8,2,0,49,-2,0.5,24.5
Trayvon Henderson,51394,S,CIN,2,0,,,100.0,,,0,0,0,,7,60.5,60.8,66.4,,,,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,
Roderic Teamer,51405,S,LAC,7,3,5.7,91.7,98.5,8.6,7.9,0,0,1,4.2,27,49.8,54.0,43.2,69.0,63.4,47.3,1,70,12.5,3,1,1,141.0,22,203,206,4,18,24,4,309,190,1.6,14.0
Marcell Harris,51408,S,SF,9,4,9.9,73.3,95.9,18.2,13.3,0,1,4,26.7,28,59.4,64.7,35.0,75.3,74.2,38.7,0,20,28.6,6,4,2,135.8,11,211,220,3,11,15,2,119,32,0.6,10.8
Jaquan Johnson,51433,S,BUF,1,0,-5.0,100.0,96.8,29.0,29.0,0,0,0,0.0,4,69.8,74.1,76.7,60.0,66.5,82.8,0,9,0.0,0,0,0,104.2,1,30,31,1,2,1,0,9,14,0.3,9.0
Dorian O'Daniel,51487,LB,KC,4,0,-5.0,0.0,63.2,,12.0,0,0,0,0.0,16,76.8,79.8,99.9,61.4,60.0,75.9,0,,0.0,0,0,0,39.6,0,12,19,2,1,1,0,0,0,0.0,
J.T. Gray,51495,S,NO,3,0,6.0,100.0,94.7,17.0,17.0,0,0,0,0.0,20,51.7,49.3,76.3,60.0,60.0,77.3,0,32,0.0,0,0,0,118.8,1,18,19,0,1,1,0,32,26,1.9,32.0
Dre Greenlaw,51503,LB,SF,19,4,2.1,80.3,91.2,8.0,6.4,0,0,2,2.6,28,72.6,67.7,64.0,56.7,60.1,87.7,1,25,8.2,4,1,2,88.4,61,509,558,23,41,76,1,416,355,0.9,6.8
Duke Dawson Jr.,51576,CB,DEN,10,0,4.3,77.8,96.2,14.9,11.6,1,1,1,5.6,10,56.7,61.3,82.0,46.4,81.6,55.4,0,32,18.8,3,1,5,122.2,14,226,235,4,13,18,1,160,91,0.8,11.4
Simeon Thomas,51583,CB,WAS,6,1,9.8,50.0,100.0,14.7,7.3,0,0,1,16.7,32,57.1,59.5,78.4,,67.1,76.8,0,17,0.0,0,1,0,74.3,3,44,44,0,2,6,0,44,15,1.0,14.7
Donald Payne,51589,LB,JAX,5,6,5.3,90.6,91.6,5.8,5.2,0,0,0,0.0,15,27.1,26.9,0.0,65.2,38.3,62.3,0,84,6.7,2,0,2,139.6,29,175,191,4,22,32,2,421,284,2.5,14.5
Kenny Moore II,51596,CB,IND,11,4,7.1,76.5,92.5,8.8,6.7,0,0,2,3.9,14,71.2,75.5,87.2,55.0,86.2,65.6,2,51,17.1,7,1,0,84.4,39,372,402,14,30,51,1,347,137,1.0,8.9
Nicholas Morrow,51674,LB,OAK,16,5,3.9,73.3,90.3,8.8,6.4,2,0,2,3.3,23,43.8,46.2,36.3,53.2,56.2,52.3,1,39,20.0,8,2,4,103.7,44,430,476,13,27,60,3,443,321,1.2,10.1
Donovan Olumba,52165,CB,DAL,1,0,10.0,100.0,100.0,25.0,25.0,0,0,0,0.0,9,54.6,57.9,76.2,,65.5,,0,6,,0,0,0,131.3,1,26,26,0,0,1,1,6,0,0.2,6.0
Lonnie Johnson Jr.,55615,CB,HST,14,0,10.5,68.3,99.5,8.6,5.9,2,0,6,10.0,13,29.0,30.0,54.6,73.0,60.7,32.8,0,65,21.1,8,3,12,133.5,41,392,394,7,30,60,9,503,284,1.4,12.3
Darious Williams,55724,CB,LA,6,1,12.9,68.8,99.2,10.5,7.3,2,1,2,12.5,26,81.9,78.9,82.4,60.0,56.3,68.4,2,59,0.0,0,2,3,81.3,11,126,127,3,9,16,1,156,64,1.3,14.2
Keisean Nixon,56167,CB,OAK,3,0,14.2,83.3,97.1,6.2,5.2,0,0,1,16.7,23,29.9,30.6,77.3,58.5,60.0,76.8,0,43,0.0,0,1,1,118.8,5,33,34,0,3,6,0,105,33,3.4,21.0
Marquise Blair,56263,S,SEA,10,0,5.0,71.4,99.4,15.3,10.9,0,1,1,7.1,29,80.5,78.3,82.7,60.0,53.9,47.6,0,19,10.5,2,1,0,111.9,10,163,164,5,17,14,1,89,55,0.6,8.9
Anthony Rush,56895,DI,PHI,10,1,,,3.3,,,0,0,0,,24,58.4,59.6,18.5,55.8,68.2,35.2,0,,0.0,0,0,2,0.0,0,3,90,0,0,0,0,0,0,0.0,
Justin Watson,66915,WR,TB,1,0,,,100.0,,,0,0,0,,30,60.7,70.3,60.0,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Zach Sieler,66917,DI,MIA,7,0,,,1.7,,,0,0,0,,17,59.9,76.2,34.6,65.9,78.3,55.6,0,,50.0,1,0,1,0.0,0,1,59,1,1,0,0,0,0,0.0,
Tavierre Thomas,66931,CB,CLV,1,0,,,100.0,,,0,0,0,,8,60.0,61.3,66.2,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Corey Ballentine,83833,CB,NYG,8,0,10.8,72.1,95.6,5.8,4.2,0,0,2,4.7,21,29.8,36.6,82.7,59.4,80.8,70.8,0,49,8.0,2,2,1,131.2,31,194,203,5,23,43,4,392,150,2.2,12.6
John Cominsky,88313,ED,ATL,8,0,,,3.8,,,0,0,0,,2,61.0,82.1,83.3,65.7,82.6,76.6,0,,0.0,0,0,0,0.0,0,2,53,2,2,0,0,0,0,0.0,
E.J. Speed,94351,LB,IND,3,0,-3.0,100.0,69.2,9.0,9.0,0,0,0,0.0,14,77.5,69.4,70.9,57.5,58.8,62.2,0,-1,0.0,0,0,0,79.2,1,9,13,1,2,1,0,-1,2,-0.1,-1.0
Anthony Pittman,94372,ED,DET,1,0,,,16.7,,,0,0,0,,11,60.7,59.4,74.4,50.8,66.5,70.5,0,,,0,0,0,0.0,0,2,12,0,0,0,0,0,0,0.0,
