player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Lawrence Guy,6385,DI,NE,19,1,,,0.3,,,0,0,0,,19,59.8,89.7,87.9,66.8,90.4,72.9,0,,0.0,0,0,0,0.0,0,1,304,1,2,0,0,0,0,0.0,
Malcolm Smith,6394,LB,SF,12,3,5.6,77.8,82.1,10.6,8.2,0,0,1,5.6,28,52.5,62.6,44.7,66.1,72.4,66.7,0,52,14.3,2,1,2,122.5,14,156,190,6,9,18,1,161,83,1.1,11.5
Chris Harris Jr.,6457,CB,DEN,12,3,7.7,63.5,97.9,10.9,6.9,1,1,8,12.7,10,84.4,85.5,86.8,66.4,78.7,82.1,3,27,7.0,3,6,3,64.6,40,459,469,13,37,63,1,365,136,0.8,9.1
Josh Bynes,6503,LB,ARZ,11,5,5.5,82.5,88.2,9.9,8.2,0,1,4,10.0,1,63.9,74.8,87.9,66.9,79.2,78.0,0,25,2.6,1,3,0,131.3,33,350,397,13,32,40,4,300,188,0.9,9.1
Mario Addison,6558,ED,CAR,16,2,0.0,100.0,5.6,11.0,11.0,0,0,0,0.0,5,64.2,69.9,73.2,69.0,61.5,53.5,0,7,16.7,1,0,2,79.2,2,24,432,13,3,2,0,3,3,0.1,1.5
Ron Parker,6625,S,KC,16,2,13.0,69.2,99.1,23.2,16.1,1,1,3,7.7,16,62.7,59.6,64.1,78.6,49.2,68.2,2,49,12.7,7,1,3,103.6,27,682,688,7,46,39,3,370,108,0.6,13.7
Ben Jacobs,6817,LB,CAR,2,0,,,66.7,,,0,0,0,,5,60.8,56.3,99.9,60.0,55.0,,0,,,0,0,0,0.0,0,2,3,0,0,0,0,0,0,0.0,
Craig Robertson,7003,LB,NO,8,0,5.0,66.7,83.3,10.5,7.0,0,0,0,0.0,20,68.2,71.2,79.8,59.5,68.6,84.6,0,11,0.0,0,0,0,112.5,4,45,54,4,4,6,1,22,15,0.5,5.5
Morris Claiborne,7012,CB,NYJ,15,1,13.6,56.3,100.0,13.1,7.4,3,3,13,16.3,22,60.3,62.7,68.8,,71.5,53.1,2,44,17.8,8,11,9,89.7,45,630,630,6,36,80,4,662,212,1.1,14.7
Mark Barron,7013,LB,LA,15,3,5.4,69.1,97.3,10.1,6.9,0,0,2,3.6,26,54.4,51.6,59.6,63.9,50.3,72.2,0,24,2.8,1,2,4,93.8,38,403,414,11,32,55,1,371,279,1.0,9.8
Luke Kuechly,7015,LB,CAR,16,6,4.6,75.5,87.5,12.1,9.2,1,1,5,9.4,5,84.1,90.5,64.4,56.5,91.8,81.3,1,44,4.9,3,4,2,103.5,40,516,590,22,52,53,3,350,242,0.7,8.8
Stephon Gilmore,7016,CB,NE,19,2,16.1,44.0,99.8,16.1,7.1,3,2,29,26.6,19,90.8,90.9,36.7,77.6,83.3,78.4,4,54,6.3,3,20,10,65.2,48,815,817,11,43,109,6,611,94,0.8,12.7
Dontari Poe,7017,DI,CAR,16,0,,,0.7,,,0,0,0,,5,59.5,66.9,74.2,58.3,70.1,59.2,0,,0.0,0,0,1,0.0,0,2,299,1,1,0,0,0,0,0.0,
Fletcher Cox,7018,DI,PHI,18,0,-4.0,100.0,0.5,3.0,3.0,0,0,0,0.0,24,69.1,92.3,82.1,91.5,83.9,63.5,0,-4,20.0,2,0,1,79.2,1,3,663,16,8,1,0,-4,0,-1.3,-4.0
Bruce Irvin,7021,ED,ATL,16,1,1.0,50.0,9.0,25.0,12.5,0,0,0,0.0,2,62.8,59.1,39.9,62.2,56.9,51.8,0,2,42.9,3,0,3,56.3,1,27,299,9,3,2,0,2,1,0.1,2.0
Dre Kirkpatrick,7023,CB,CIN,13,2,15.3,44.4,99.8,16.3,7.3,1,3,12,19.0,7,62.6,60.0,35.0,60.0,52.5,29.8,0,50,15.6,5,9,7,82.4,28,482,483,5,25,63,3,415,107,0.9,14.8
Melvin Ingram III,7024,ED,LAC,18,1,-3.0,100.0,5.6,17.0,17.0,1,0,0,0.0,27,88.9,73.8,1.8,73.1,72.8,62.5,1,5,37.5,3,0,13,79.2,2,37,658,12,4,2,1,6,12,0.2,3.0
Chandler Jones,7027,ED,ARZ,16,1,-2.5,100.0,4.4,5.5,5.5,1,0,0,0.0,1,72.2,72.3,61.0,68.2,69.5,76.0,0,6,16.7,1,0,4,79.2,4,24,550,13,4,4,0,11,21,0.5,2.8
Dont'a Hightower,7030,LB,NE,18,4,4.9,83.7,53.5,8.7,7.3,0,1,1,2.3,19,57.6,63.3,80.0,66.3,60.8,72.4,1,27,10.0,3,1,1,114.1,36,332,620,12,23,43,3,350,224,1.1,9.7
Whitney Mercilus,7031,ED,HST,17,3,4.2,92.0,30.7,7.2,6.6,0,0,0,0.0,13,46.8,62.2,52.9,68.0,65.1,58.9,0,20,16.7,3,0,3,101.3,23,172,560,9,12,25,0,208,120,1.3,9.0
Nick Perry,7033,ED,GB,9,0,2.7,100.0,10.6,6.0,6.0,0,0,0,0.0,12,42.0,52.9,62.1,55.8,58.8,72.6,0,37,50.0,1,0,1,118.8,3,20,188,1,1,3,0,49,41,2.7,16.3
Andre Branch,7042,ED,MIA,14,0,10.0,100.0,5.1,6.5,6.5,3,0,0,0.0,17,59.9,46.3,4.7,51.6,57.2,58.7,0,19,20.0,1,0,7,118.8,2,15,297,4,4,2,0,30,10,2.3,15.0
Janoris Jenkins,7043,CB,NYG,16,3,11.5,66.3,99.8,10.0,6.6,3,3,12,13.0,21,66.3,68.0,70.1,58.6,72.5,56.7,2,64,13.5,7,8,8,109.3,61,663,664,11,42,92,7,788,219,1.3,12.9
Mychal Kendricks,7049,LB,SEA,4,0,2.0,81.8,90.3,9.9,8.1,0,0,1,9.1,29,56.1,66.4,77.4,85.7,67.1,48.1,0,30,42.9,3,1,0,96.2,9,93,103,4,4,11,0,78,74,0.9,8.7
Bobby Wagner,7050,LB,SEA,16,11,6.2,70.4,92.4,11.1,7.8,0,1,10,14.1,29,90.5,91.7,25.4,86.7,91.2,91.5,1,28,0.0,0,7,3,86.2,50,585,633,11,50,71,0,534,292,1.0,10.7
Tavon Wilson,7051,S,DET,14,3,8.3,70.0,97.3,12.2,8.6,0,0,1,5.0,11,67.2,68.0,33.3,62.8,68.3,81.4,0,41,4.8,1,0,1,101.7,14,179,184,7,17,20,1,118,34,0.7,8.4
Zach Brown,7055,LB,WAS,16,6,3.3,72.9,90.4,10.2,7.5,0,0,2,4.2,32,84.4,88.2,57.5,68.7,82.1,86.5,0,28,4.1,2,1,1,87.4,35,369,408,19,41,48,0,283,160,0.8,8.1
Lavonte David,7060,LB,TB,14,7,4.2,87.3,87.6,6.7,5.9,0,0,2,2.5,30,77.5,76.1,68.3,63.8,70.0,80.8,0,47,8.1,5,2,1,117.7,69,487,556,26,50,79,4,647,395,1.4,9.4
Vinny Curry,7061,ED,TB,12,0,1.0,50.0,3.5,8.0,4.0,0,0,0,0.0,30,52.3,58.4,76.4,58.4,58.9,59.0,0,9,0.0,0,0,2,62.5,1,10,283,5,3,2,0,9,10,1.1,9.0
Casey Hayward Jr.,7064,CB,LAC,18,2,13.5,57.4,99.9,17.6,10.1,0,2,14,20.6,27,74.5,75.9,89.7,66.0,72.7,70.4,0,57,11.8,4,9,3,108.7,39,733,734,6,28,68,5,560,96,0.8,14.4
Trumaine Johnson,7067,CB,NYJ,10,0,10.9,65.6,99.8,9.7,6.3,1,0,5,8.2,22,75.1,74.9,5.8,60.0,82.5,71.2,4,67,10.5,4,1,5,75.9,40,420,421,11,34,61,2,520,177,1.3,13.0
Josh Robinson,7068,CB,NO,5,0,7.5,50.0,90.5,17.0,8.5,0,0,0,0.0,20,69.6,69.1,84.9,58.3,64.8,76.4,0,9,0.0,0,0,0,62.5,1,19,21,0,1,2,0,9,3,0.5,9.0
Olivier Vernon,7074,ED,NYG,11,0,-5.0,100.0,3.0,12.0,12.0,1,0,0,0.0,21,82.4,86.3,40.2,86.0,71.2,64.7,0,0,16.7,1,0,5,79.2,1,13,427,11,5,1,0,0,5,0.0,0.0
Demario Davis,7079,LB,NO,18,6,2.7,85.9,80.8,7.0,6.0,0,1,2,2.4,20,59.5,75.1,68.0,81.0,83.9,69.8,1,35,10.3,7,2,3,104.2,73,539,667,24,55,85,3,626,454,1.2,8.6
Tyrone Crawford,7083,DI,DAL,17,0,4.0,0.0,0.8,,4.0,0,0,0,0.0,9,66.6,70.5,61.1,69.1,63.7,57.4,0,,20.0,1,0,4,39.6,0,4,476,8,4,1,0,0,0,0.0,
Akiem Hicks,7090,DI,CHI,17,0,,,0.9,,,0,0,0,,6,77.1,91.7,62.8,78.9,92.8,70.8,0,,33.3,1,0,3,0.0,0,5,561,10,2,0,0,0,0,0.0,
Travis Benjamin,7100,WR,LAC,1,0,,,100.0,,,0,0,0,,27,60.7,70.3,60.0,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Nigel Bradham,7105,LB,PHI,17,10,4.1,79.1,91.0,9.3,7.3,1,0,4,4.7,24,58.3,63.4,51.4,64.1,70.6,53.8,0,55,17.2,11,3,4,105.7,68,658,723,22,43,86,2,645,418,1.0,9.5
Kyle Wilber,7113,LB,OAK,4,0,3.0,50.0,15.6,5.0,2.5,0,0,0,0.0,23,78.7,65.8,0.0,51.0,73.7,61.1,0,9,0.0,0,0,1,62.5,1,5,32,1,3,2,0,9,8,1.8,9.0
Coty Sensabaugh,7115,CB,PIT,15,1,14.0,51.9,99.6,17.0,8.8,2,2,8,15.4,25,64.7,65.7,86.5,54.2,65.1,75.4,0,27,3.8,1,5,3,88.2,27,493,495,5,24,52,3,295,51,0.6,10.9
Mike Daniels,7132,DI,GB,10,0,,,0.4,,,0,0,0,,12,57.1,69.0,69.7,78.5,57.9,56.2,0,,,0,0,1,0.0,0,1,234,2,0,0,0,0,0,0.0,
Tahir Whitehead,7135,LB,OAK,16,8,4.9,84.6,89.4,10.5,8.8,1,3,2,3.8,23,51.6,54.8,68.1,56.4,59.6,69.5,1,71,6.3,3,2,3,146.5,44,491,549,11,37,52,7,602,425,1.3,13.7
Najee Goode,7137,LB,IND,6,0,7.4,71.4,89.2,6.4,4.6,0,0,0,0.0,14,41.5,35.6,0.0,68.8,48.7,29.7,1,18,33.3,1,0,1,90.8,5,33,37,0,2,7,1,49,22,1.5,9.8
Korey Toomer,7147,LB,GB,3,0,9.0,100.0,90.0,9.0,9.0,0,0,0,0.0,12,52.4,54.0,68.5,60.0,61.6,74.8,0,24,0.0,0,0,0,118.8,1,9,10,0,1,1,0,24,15,2.7,24.0
Jack Crawford,7151,DI,ATL,16,1,,,2.2,,,0,0,0,,2,54.9,70.5,75.9,65.0,72.2,29.6,1,,50.0,3,0,1,0.0,0,9,413,7,2,0,0,0,0,0.0,
George Iloka,7159,S,MIN,5,2,13.5,50.0,98.8,79.0,39.5,0,0,0,0.0,18,63.0,68.0,82.2,60.0,75.7,83.9,0,12,0.0,0,0,0,108.3,1,83,84,2,6,2,1,12,0,0.2,12.0
Keith Tandy,7166,S,ATL,1,0,,,100.0,,,0,0,0,,2,60.0,60.0,64.4,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Danny Trevathan,7177,LB,CHI,17,7,3.3,78.5,86.4,11.5,9.0,0,0,4,6.2,6,68.7,73.7,64.9,75.5,72.7,81.9,2,75,7.5,4,2,1,114.1,51,625,723,17,42,65,5,540,433,0.9,10.6
Nate Stupar,7214,LB,NYG,6,0,5.0,87.5,91.2,4.0,3.5,0,0,0,0.0,21,35.3,31.7,0.0,56.1,54.3,28.8,0,22,50.0,2,0,1,138.5,7,31,34,1,2,8,2,62,32,2.2,8.9
Rodney McLeod,7271,S,PHI,3,0,11.6,60.0,96.4,34.3,20.6,0,2,3,60.0,24,78.2,75.8,78.5,53.7,52.1,49.6,0,8,0.0,0,3,0,110.0,3,108,112,1,4,5,1,22,9,0.2,7.3
Michael Thomas,7279,S,NYG,16,3,6.8,63.6,92.6,14.1,9.0,1,0,2,6.1,21,70.1,69.7,82.2,58.2,64.5,59.2,2,20,15.4,4,2,2,62.7,21,326,352,5,19,33,1,180,74,0.6,8.6
Vontaze Burfict,7280,LB,CIN,7,1,4.0,80.8,88.9,6.6,5.3,0,1,4,15.4,7,42.5,48.0,81.7,44.4,61.4,27.5,0,26,41.2,7,3,2,116.8,21,144,162,3,9,26,1,233,160,1.7,11.1
Tashaun Gipson Sr.,7288,S,JAX,16,4,10.3,62.2,96.9,24.3,15.1,0,1,9,24.3,15,71.9,70.7,52.4,57.4,69.1,74.0,1,33,6.9,2,6,5,100.6,23,601,620,6,23,37,3,275,115,0.5,12.0
L.J. Fort,7292,LB,PIT,11,4,5.3,80.8,74.3,7.1,5.7,0,0,0,0.0,25,64.0,72.4,83.7,66.0,76.8,74.1,0,30,16.0,4,0,0,98.2,21,162,218,8,17,26,0,197,94,1.3,9.4
Damon Harrison Sr.,7355,DI,DET,17,2,,,0.3,,,1,0,0,,11,64.8,92.0,64.4,67.0,93.7,78.6,0,,0.0,0,0,2,0.0,0,1,311,5,2,0,0,0,0,0.0,
Julian Stanford,7372,LB,BUF,5,0,5.6,77.8,84.4,4.4,3.4,0,0,1,11.1,4,51.8,71.4,78.2,81.4,78.1,81.7,0,22,0.0,0,1,0,93.1,7,38,45,4,5,9,0,57,34,1.8,8.1
Johnson Bademosi,7374,CB,HST,4,0,,,95.0,,,0,0,0,,13,60.8,60.4,73.4,,60.0,,0,,100.0,1,0,0,0.0,0,19,20,0,0,0,0,0,0,0.0,
Leonard Johnson,7385,CB,ARZ,3,0,7.3,100.0,88.9,5.1,5.1,0,0,0,0.0,1,38.7,35.5,78.6,52.5,33.1,45.7,0,27,20.0,2,0,0,117.0,11,56,63,2,8,11,0,133,53,2.4,12.1
Jacquies Smith,7401,ED,OAK,6,0,,,11.9,,,0,0,0,,23,62.6,53.2,21.0,54.7,58.2,71.4,0,,0.0,0,0,1,0.0,0,5,42,0,1,0,0,0,0,0.0,
DeShawn Shead,7450,CB,DET,12,1,15.8,72.2,100.0,13.5,9.8,0,0,2,11.1,11,51.3,52.3,82.9,,55.6,48.8,0,44,20.0,2,0,0,151.4,13,191,191,1,7,18,2,228,61,1.3,17.5
Josh Bellamy,7472,WR,CHI,1,0,,,100.0,,,1,0,0,,6,,60.0,60.0,,,,0,,,0,0,4,0.0,0,1,1,0,0,0,0,0,0,0.0,
Emmanuel Lamur,7561,LB,NYJ,8,0,20.0,66.7,91.5,19.5,13.0,0,0,0,0.0,22,37.7,52.9,77.2,57.5,65.5,50.5,0,17,50.0,1,0,0,93.8,2,43,47,0,1,3,0,26,20,0.7,13.0
Eddie Pleasant,7593,S,GB,5,1,7.6,77.8,85.0,6.7,5.2,0,1,0,0.0,12,30.3,34.2,79.8,46.9,62.2,44.6,0,32,28.6,2,0,0,115.3,7,51,60,1,4,9,0,105,69,2.2,15.0
Josh Gordon,7618,WR,NE,1,0,,,100.0,,,1,0,0,,19,60.7,60.9,69.4,,,,0,,,0,0,3,0.0,0,3,3,0,0,0,0,0,0,0.0,
Harrison Smith,7641,S,MIN,16,1,12.4,66.7,92.7,22.2,14.8,2,0,2,5.6,18,68.7,79.7,68.8,73.0,91.3,90.3,3,44,7.7,3,2,3,71.1,24,561,605,11,35,36,1,336,90,0.6,14.0
Malik Jackson,7647,DI,JAX,16,0,,,1.0,,,0,0,0,,15,52.7,61.6,41.0,70.1,56.3,42.7,0,,33.3,2,0,4,0.0,0,4,417,5,4,0,0,0,0,0.0,
Brandon Marshall,7648,LB,DEN,11,4,5.6,71.4,87.3,12.7,9.0,0,0,1,3.6,10,67.1,63.5,84.5,61.6,54.4,61.8,0,29,11.1,2,1,1,97.5,20,267,306,1,12,28,0,241,142,1.0,12.1
Josh Norman,7649,CB,WAS,16,6,10.7,67.1,100.0,12.4,8.3,2,1,7,9.6,32,72.0,68.9,88.4,,45.0,49.7,3,64,6.3,3,5,7,114.2,49,641,641,11,39,73,8,644,258,1.1,13.1
Neiko Thorpe,7716,CB,SEA,4,0,18.3,50.0,100.0,13.0,6.5,0,0,0,0.0,29,76.1,75.8,76.3,,60.0,75.1,0,12,0.0,0,0,0,65.6,2,26,26,1,2,4,0,21,11,0.8,10.5
Dion Jordan,7785,ED,SEA,13,1,-6.0,100.0,1.4,3.0,3.0,0,0,0,0.0,29,61.5,66.6,70.4,56.6,75.4,70.0,0,4,16.7,1,0,1,83.3,1,3,214,2,4,1,0,4,10,1.3,4.0
Barkevious Mingo,7787,ED,SEA,17,6,3.8,87.5,75.9,10.1,8.8,0,0,0,0.0,29,48.1,56.0,87.2,67.2,57.6,46.6,0,25,17.4,4,0,0,103.8,21,224,295,5,13,24,0,214,140,1.0,10.2
D.J. Hayden,7793,CB,JAX,10,3,4.6,75.5,93.6,7.3,5.5,0,0,4,8.2,15,73.7,74.8,84.5,70.1,67.3,78.4,1,27,7.9,3,3,2,86.9,37,292,312,14,32,49,1,278,220,1.0,7.5
Sheldon Richardson,7794,DI,MIN,16,1,,,0.5,,,0,0,0,,18,56.2,69.5,67.4,65.8,69.1,68.5,0,,40.0,4,0,3,0.0,0,2,439,5,5,0,0,0,0,0.0,
Kenny Vaccaro,7796,S,TEN,13,3,8.0,73.9,96.5,24.8,18.3,0,1,3,13.0,31,61.6,66.4,87.2,83.0,66.9,80.5,1,28,3.4,1,3,1,91.8,17,444,460,10,25,23,1,175,73,0.4,10.3
Eric Reid,7799,S,CAR,13,3,9.0,65.2,96.3,27.9,18.2,1,1,4,17.4,5,66.7,65.7,11.9,66.6,66.5,53.9,1,51,13.8,4,4,3,107.0,15,442,459,5,22,23,2,219,83,0.5,14.6
Desmond Trufant,7803,CB,ATL,16,2,11.5,61.8,99.4,11.4,7.1,0,4,14,15.7,2,68.7,69.5,68.6,74.7,67.8,76.8,0,39,7.5,4,12,5,96.8,55,678,682,11,47,89,4,604,183,1.0,11.0
Xavier Rhodes,7806,CB,MIN,14,0,10.1,65.2,100.0,9.5,6.2,3,3,6,8.7,18,55.1,58.2,61.4,,73.2,77.1,1,31,7.5,3,5,9,88.4,45,455,455,10,37,69,2,470,184,1.1,10.4
DeAndre Hopkins,7808,WR,HST,2,0,59.0,0.0,100.0,,2.0,1,0,1,100.0,13,67.4,67.9,64.3,,,,0,,,0,1,3,39.6,0,2,2,0,0,1,0,0,0,0.0,
Sylvester Williams,7809,DI,MIA,14,0,,,0.6,,,0,0,0,,17,60.0,59.7,66.7,54.4,62.4,56.6,0,,100.0,1,0,1,0.0,0,1,173,0,0,0,0,0,0,0.0,
Alec Ogletree,7811,LB,NYG,13,7,5.6,82.3,82.0,7.8,6.4,1,0,3,4.8,21,54.5,49.3,23.8,68.4,44.1,47.7,5,37,16.3,7,1,5,84.9,51,433,528,15,29,62,3,532,291,1.3,10.4
Darius Slay,7817,CB,DET,15,0,16.1,52.3,99.8,11.1,5.8,3,0,17,19.8,11,78.2,75.0,87.4,58.7,52.3,72.5,3,40,0.0,0,12,6,80.1,45,531,532,6,35,86,6,531,101,1.1,11.8
Manti Te'o,7819,LB,NO,5,1,4.3,71.4,81.9,5.6,4.0,0,0,2,14.3,20,72.1,80.4,79.5,53.5,79.8,61.3,0,31,14.3,1,1,0,88.7,10,59,72,3,5,14,0,91,66,1.6,9.1
Kawann Short,7825,DI,CAR,14,0,,,0.8,,,0,0,0,,5,64.0,83.7,62.1,69.6,85.4,47.7,0,,33.3,1,0,2,0.0,0,3,386,5,2,0,0,0,0,0.0,
Kevin Minter,7826,LB,TB,4,0,9.5,75.0,90.0,3.0,2.3,0,0,0,0.0,30,30.4,50.8,71.5,74.1,71.8,50.2,0,27,0.0,0,0,0,115.6,3,9,10,2,3,4,0,49,16,5.4,16.3
Kiko Alonso,7827,LB,MIA,15,7,5.1,70.7,87.5,8.7,6.1,3,0,2,2.7,17,41.9,47.7,0.0,47.3,64.9,69.1,3,38,7.5,4,2,7,97.5,53,504,576,14,42,75,4,638,460,1.4,12.0
Jon Bostic,7831,LB,PIT,15,2,5.1,81.1,80.8,7.7,6.2,0,0,3,8.1,25,56.3,59.5,21.1,67.4,62.8,88.6,0,43,3.2,1,2,2,122.0,30,244,302,9,28,37,2,331,197,1.4,11.0
David Amerson,7832,CB,ARZ,6,0,13.1,52.4,98.8,13.7,7.2,0,1,1,4.8,1,58.2,58.3,81.8,52.0,58.4,70.6,1,37,0.0,0,1,1,65.0,11,160,162,3,12,21,1,117,26,0.8,10.6
Jamie Collins Sr.,7833,LB,CLV,16,6,3.9,87.9,78.5,9.5,8.3,0,2,3,5.2,8,59.8,61.2,59.0,60.7,62.5,44.0,1,30,20.8,11,2,2,95.3,51,512,652,16,36,58,0,498,302,1.0,9.8
Margus Hunt,7834,DI,IND,17,2,,,1.7,,,0,1,0,,14,56.5,70.5,35.8,61.8,81.3,39.2,0,,44.4,4,0,6,0.0,0,9,539,7,3,0,0,0,0,0.0,
Jamar Taylor,7835,CB,DEN,12,1,13.5,81.5,99.4,7.3,5.9,2,0,1,3.7,10,39.4,43.5,0.0,60.0,74.9,57.5,0,57,16.7,3,1,5,131.1,22,171,172,1,14,27,1,376,96,2.4,17.1
D.J. Swearinger Sr.,7838,S,ARZ,15,2,6.6,62.2,95.9,19.7,12.3,0,1,6,13.3,1,79.5,79.3,65.5,93.1,64.6,60.1,4,46,9.1,3,5,2,67.1,28,582,607,9,28,45,2,382,207,0.7,13.6
Robert Alford,7841,CB,ATL,15,2,14.2,68.9,99.7,10.9,7.5,4,2,13,17.6,2,53.1,56.6,68.5,81.7,70.9,62.8,0,58,8.9,4,11,12,138.9,51,599,601,5,39,74,7,849,283,1.5,16.6
Bennie Logan,7848,DI,TEN,15,0,,,1.8,,,0,0,0,,31,63.9,59.3,58.2,52.3,62.6,73.3,0,,25.0,1,0,1,0.0,0,2,110,2,3,0,0,0,0,0.0,
Tyrann Mathieu,7850,S,HST,17,5,7.7,70.0,95.6,13.6,9.5,0,0,8,11.4,13,70.6,75.3,84.9,67.1,84.8,69.8,2,83,11.4,8,4,4,112.4,49,703,735,18,57,70,6,594,272,0.9,12.1
Blidi Wreh-Wilson,7851,CB,ATL,3,0,15.0,25.0,100.0,25.0,6.3,0,1,2,50.0,2,90.1,90.1,72.6,,61.8,76.6,0,11,0.0,0,2,0,39.6,1,28,28,0,1,4,0,11,7,0.4,11.0
T.J. McDonald,7852,S,MIA,14,1,9.8,75.0,97.3,18.0,13.5,0,1,1,2.8,17,66.7,70.6,67.0,68.9,74.7,58.9,3,49,14.3,6,0,2,101.0,27,531,546,4,35,36,3,375,201,0.8,13.9
J.J. Wilcox,7861,S,IND,8,1,13.6,57.1,86.9,21.0,12.0,0,1,1,14.3,14,61.9,60.5,0.0,53.7,69.9,69.0,0,30,0.0,0,1,1,78.3,4,93,107,3,8,7,0,48,24,0.6,12.0
Damontre Moore,7862,ED,OAK,2,0,,,7.5,,,0,0,0,,23,62.5,61.3,80.4,58.5,60.4,69.6,0,,0.0,0,0,0,0.0,0,3,40,0,1,0,0,0,0,0.0,
Logan Ryan,7864,CB,TEN,14,6,10.6,69.2,94.1,13.4,9.3,2,0,8,15.4,31,70.1,71.6,85.9,89.3,58.2,81.3,0,75,2.4,1,6,5,112.2,36,508,540,13,34,52,3,414,179,0.9,11.5
Shawn Williams,7865,S,CIN,16,5,10.0,78.6,95.9,15.8,12.5,0,2,3,7.1,7,78.7,71.6,4.3,60.5,63.8,66.1,5,72,10.8,7,2,5,112.0,33,543,566,9,53,42,6,457,169,0.9,13.8
Kayvon Webster,7871,CB,HST,2,0,22.0,0.0,100.0,,6.0,0,0,1,100.0,13,76.0,81.9,70.5,,68.7,73.3,0,,,0,0,0,39.6,0,6,6,0,0,1,0,0,0,0.0,
Duron Harmon,7872,S,NE,19,1,15.6,68.4,96.3,36.2,24.7,0,0,2,10.5,19,69.3,68.8,55.9,72.8,62.0,80.8,4,75,3.8,1,2,2,111.1,13,492,511,2,24,19,3,237,55,0.5,18.2
Brandon Williams,7875,DI,BLT,17,0,,,1.0,,,0,0,0,,3,57.0,73.8,53.5,61.5,78.6,64.1,0,,0.0,0,0,3,0.0,0,3,296,1,1,0,0,0,0,0.0,
Akeem Spence,7882,DI,MIA,16,1,,,1.1,,,0,0,0,,17,59.8,52.2,53.2,60.1,49.4,38.3,0,,40.0,2,0,3,0.0,0,4,373,2,2,0,0,0,0,0.0,
Alex Okafor,7885,ED,NO,18,1,1.0,0.0,7.5,,35.0,0,0,0,0.0,20,71.3,69.0,91.5,60.5,67.3,59.1,0,,14.3,1,0,0,39.6,0,38,509,7,5,1,0,0,0,0.0,
Shamarko Thomas,7893,S,DEN,2,1,5.0,100.0,100.0,16.0,16.0,0,0,0,0.0,10,56.6,56.3,76.0,,60.0,77.2,0,4,0.0,0,0,0,122.9,1,17,17,0,0,1,1,4,0,0.3,4.0
B.W. Webb,7896,CB,NYG,16,3,13.4,59.1,97.5,14.5,8.6,1,1,11,16.7,21,60.4,61.3,47.2,68.6,65.2,75.5,1,55,4.4,2,4,10,83.5,39,618,634,11,40,66,1,530,159,0.9,13.6
Gerald Hodges,7902,LB,ARZ,9,2,3.6,88.0,91.4,7.2,6.3,1,0,2,8.0,1,47.4,56.0,32.7,51.9,69.9,61.5,0,16,17.4,4,0,2,93.8,22,171,187,3,17,25,0,163,111,1.0,7.4
William Gholston,7908,DI,TB,16,0,,,1.6,,,0,0,0,,30,59.6,30.4,13.2,47.6,32.4,60.1,0,,50.0,1,0,5,0.0,0,4,254,2,1,0,0,0,0,0.0,
John Simon,7911,ED,NE,14,3,5.3,100.0,15.2,9.3,9.3,0,0,0,0.0,19,53.4,67.1,85.1,60.0,77.7,81.0,0,20,0.0,0,0,0,109.7,3,30,198,6,3,3,0,31,15,1.1,10.3
A.J. Klein,7930,LB,NO,18,3,4.9,77.8,83.7,17.0,13.2,0,0,1,3.7,20,70.8,69.9,88.7,59.0,64.9,64.1,1,23,23.1,6,1,0,84.0,21,375,448,8,17,27,0,212,101,0.6,10.1
Micah Hyde,7941,S,BUF,15,1,10.3,66.7,97.2,23.1,15.4,0,0,3,10.0,4,88.6,84.1,88.4,46.1,68.6,60.1,2,29,10.7,3,3,1,94.3,20,493,507,10,24,30,6,179,58,0.4,9.0
Vince Williams,7988,LB,PIT,14,2,4.7,70.5,74.6,10.6,7.5,0,0,3,6.8,25,55.3,65.0,86.6,80.3,61.9,74.1,1,31,4.3,1,1,0,97.5,31,349,468,12,20,44,2,328,231,1.0,10.6
Jordan Poyer,8000,S,BUF,16,3,7.9,70.4,94.1,27.1,19.1,0,0,1,3.7,4,70.9,68.4,85.8,69.2,59.1,62.2,4,25,14.0,6,0,0,83.8,19,545,579,6,34,27,2,246,107,0.5,12.9
Kemal Ishmael,8026,S,ATL,8,0,5.7,83.3,100.0,4.8,4.0,0,0,1,16.7,2,39.6,46.8,75.2,,60.4,72.2,0,18,0.0,0,1,0,143.1,5,24,24,1,4,6,1,53,32,2.2,10.6
Marcus Cooper,8035,CB,DET,4,0,13.0,66.7,100.0,14.0,9.3,0,0,0,0.0,11,90.3,90.0,76.8,,61.2,72.5,0,8,0.0,0,0,0,109.7,2,29,29,1,1,3,1,8,5,0.3,4.0
