player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Kurt Coleman,5767,S,NO,16,1,5.8,92.9,91.9,13.8,12.8,0,0,0,0.0,20,53.7,55.9,83.1,48.0,63.0,36.2,0,20,35.3,6,0,0,144.3,13,193,210,1,10,14,2,128,78,0.7,9.8
Rafael Bush,5779,CB,BUF,14,6,5.3,82.4,92.4,8.3,6.8,0,0,0,0.0,4,59.2,60.9,44.8,66.5,64.0,62.0,0,32,12.1,4,0,1,129.0,28,242,262,6,23,34,3,269,173,1.2,9.6
Kyle Love,5806,DI,CAR,16,0,,,0.7,,,0,0,0,,5,61.0,75.8,71.2,64.1,78.2,46.9,0,,,0,0,1,0.0,0,2,291,1,0,0,0,0,0,0.0,
Vincent Rey,5811,LB,CIN,8,0,6.6,80.0,79.2,14.3,11.4,0,0,0,0.0,7,51.2,47.7,77.2,57.3,48.4,58.5,0,24,33.3,1,0,1,105.0,4,61,77,0,2,5,0,46,28,0.8,11.5
Darian Stewart,5820,S,DEN,14,0,8.9,72.0,96.4,25.8,18.6,1,1,1,4.0,10,60.8,59.6,61.5,49.1,59.9,38.6,2,85,23.1,9,1,3,119.8,18,502,521,6,30,25,3,309,240,0.7,17.2
Tramaine Brock Sr.,5903,CB,DEN,12,4,12.4,53.7,100.0,11.9,6.4,1,1,7,17.1,10,60.5,59.5,84.9,,49.6,58.2,0,31,4.0,1,5,2,87.3,22,281,281,3,20,41,1,319,94,1.2,14.5
Barry Church,5924,S,JAX,11,1,9.4,52.0,98.3,28.5,14.8,1,0,3,12.0,15,40.1,49.9,27.5,64.9,75.9,66.6,1,75,5.9,1,1,4,102.2,13,398,405,4,15,25,4,203,101,0.5,15.6
Sam Shields,5943,CB,LA,12,0,12.3,73.5,100.0,9.9,7.3,1,1,4,11.8,26,57.1,60.6,84.9,,80.1,42.4,1,73,27.8,5,3,2,142.8,25,266,266,2,13,34,6,471,174,1.9,18.8
Frank Zombo,5945,ED,KC,3,0,,,7.1,,,0,0,0,,16,60.0,55.9,77.2,58.2,54.3,,0,,,0,0,0,0.0,0,1,14,0,0,0,0,0,0,0.0,
Anthony Levine,6013,S,BLT,17,3,5.5,70.8,73.8,10.1,7.2,0,2,6,25.0,3,76.4,62.8,85.4,53.2,28.7,51.2,1,17,15.0,3,6,1,79.0,17,189,256,5,14,24,1,123,72,0.7,7.2
Marcus Sherels,6017,CB,MIN,2,0,6.0,100.0,100.0,16.0,16.0,0,0,0,0.0,18,58.6,60.4,73.5,,63.2,23.2,0,24,100.0,1,0,0,118.8,1,16,16,0,0,1,0,24,18,1.5,24.0
Albert McClellan,6022,LB,NE,7,0,2.5,100.0,65.0,6.0,6.0,0,0,0,0.0,19,69.9,60.2,99.6,50.9,53.1,54.6,0,9,33.3,1,0,0,83.3,2,13,20,2,2,2,0,8,3,0.7,4.0
Andrew Sendejo,6118,S,MIN,5,2,6.6,57.1,98.6,47.8,27.3,0,0,2,28.6,18,70.7,70.4,31.1,56.2,65.7,61.3,0,23,5.6,1,2,2,83.6,4,207,210,1,15,7,0,57,25,0.3,14.3
Von Miller,6154,ED,DEN,16,1,7.8,100.0,4.9,6.0,6.0,0,0,0,0.0,10,84.4,90.3,35.4,90.0,80.2,64.4,1,24,0.0,0,0,7,118.8,4,26,532,17,3,4,1,54,23,2.3,13.5
Marcell Dareus,6155,DI,JAX,15,0,,,0.7,,,0,0,0,,15,62.9,78.5,88.0,59.5,80.7,48.3,0,,0.0,0,0,0,0.0,0,2,297,2,2,0,0,0,0,0.0,
Patrick Peterson,6157,CB,ARZ,16,2,11.7,57.7,99.5,19.2,11.1,1,0,4,7.7,1,83.7,82.5,50.9,72.1,71.9,65.8,2,55,6.7,2,4,3,82.5,30,608,611,9,26,52,3,364,126,0.6,12.1
Julio Jones,6158,WR,ATL,3,0,50.0,0.0,100.0,,3.0,0,0,0,0.0,2,60.8,61.2,66.7,,60.0,,0,,,0,0,1,39.6,0,3,3,0,0,1,0,0,0,0.0,
J.J. Watt,6163,ED,HST,17,1,,,0.3,,,0,0,1,,13,69.6,90.5,30.7,89.7,87.9,50.7,0,,40.0,2,0,9,0.0,0,2,678,17,2,0,0,0,0,0.0,
Robert Quinn,6166,ED,MIA,16,2,,,2.4,,,1,0,0,,17,75.3,69.4,49.9,73.2,55.9,29.1,0,,28.6,2,0,4,0.0,0,9,376,7,3,0,0,0,0,0.0,
Ryan Kerrigan,6168,ED,WAS,16,1,3.3,57.1,8.0,10.0,5.7,0,0,0,0.0,32,63.5,75.9,83.7,70.2,71.7,85.0,0,24,16.7,1,0,1,65.8,4,41,511,17,4,7,0,27,26,0.7,6.8
Corey Liuget,6170,DI,LAC,6,0,,,2.1,,,0,0,0,,27,59.5,69.9,26.2,61.9,79.7,74.1,0,,0.0,0,0,2,0.0,0,3,143,1,1,0,0,0,0,0.0,
Prince Amukamara,6171,CB,CHI,16,4,11.9,63.1,100.0,12.1,7.6,2,4,14,16.7,6,77.1,81.0,89.9,,90.5,78.4,3,55,3.5,2,7,9,81.9,53,680,680,11,51,84,3,609,196,1.0,11.5
Adrian Clayborn,6172,ED,NE,17,0,,,0.3,,,0,0,0,,19,66.7,67.7,74.6,62.5,70.4,30.7,0,,0.0,0,0,1,0.0,0,1,364,4,2,0,0,0,0,0.0,
Cameron Jordan,6176,ED,NO,18,0,6.0,50.0,5.5,17.5,8.8,1,0,0,0.0,20,64.6,89.9,81.3,82.1,86.6,75.4,0,15,28.6,2,0,2,65.6,2,38,689,14,5,4,0,21,16,0.6,10.5
Jimmy Smith,6179,CB,BLT,13,5,11.5,67.7,99.3,9.6,6.5,1,1,10,16.1,3,62.6,61.2,29.9,39.0,62.6,65.3,2,64,12.5,6,5,5,91.7,42,430,433,7,37,62,2,533,181,1.3,12.7
Jabaal Sheard,6189,ED,IND,18,3,-0.5,100.0,4.2,6.0,6.0,1,1,0,0.0,14,63.1,70.0,59.3,63.3,73.4,53.3,0,13,18.8,3,0,6,97.9,4,26,621,11,10,4,0,30,32,1.3,7.5
Bruce Carter,6192,LB,ATL,7,2,10.0,83.3,93.5,8.0,6.7,0,0,0,0.0,2,61.2,55.5,76.9,53.6,51.6,68.7,0,33,0.0,0,0,0,113.2,5,43,46,1,6,6,0,67,11,1.7,13.4
Jarvis Jenkins,6193,DI,KC,12,0,,,0.8,,,0,0,0,,16,59.5,50.4,83.3,48.2,56.2,26.9,0,,50.0,1,0,0,0.0,0,1,133,0,1,0,0,0,0,0.0,
Brooks Reed,6194,ED,ATL,16,0,6.3,100.0,4.9,3.0,3.0,0,0,0,0.0,2,41.7,65.8,76.9,61.2,71.0,29.5,0,28,12.5,1,0,1,158.3,4,13,268,2,7,4,1,58,41,4.8,14.5
Marcus Gilchrist,6202,S,OAK,16,3,12.3,58.0,98.4,15.6,9.0,0,0,3,6.0,23,53.5,54.4,86.3,49.8,56.3,69.6,3,34,3.2,1,2,0,88.3,29,482,490,3,27,50,6,280,85,0.6,9.7
Terrell McClain,6217,DI,ATL,13,1,,,2.8,,,0,0,0,,2,52.6,51.1,85.9,51.3,54.6,53.4,0,,50.0,1,0,0,0.0,0,6,213,1,0,0,0,0,0,0.0,
Kelvin Sheppard,6220,LB,DET,1,0,,,100.0,,,0,0,0,,11,61.9,55.8,71.5,,54.7,69.9,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,
Justin Houston,6222,ED,KC,14,1,3.0,87.5,18.8,12.9,11.3,0,0,0,0.0,16,64.1,85.8,89.7,89.1,65.2,59.3,1,20,36.4,4,0,0,102.1,7,101,538,15,6,8,1,68,49,0.8,9.7
Jurrell Casey,6229,DI,TEN,15,3,,,1.1,,,1,0,0,,31,71.5,85.4,31.4,67.0,90.6,48.3,0,,42.9,3,0,5,0.0,0,5,467,7,1,0,0,0,0,0.0,
Mason Foster,6236,LB,WAS,16,13,3.2,84.4,85.9,7.9,6.7,0,0,2,2.6,32,56.8,57.3,84.1,55.0,58.3,82.6,2,28,9.2,6,1,0,98.5,65,538,626,19,46,77,3,549,426,1.1,8.4
Allen Bailey,6238,DI,KC,18,2,,,0.2,,,0,0,0,,16,62.9,62.7,89.6,58.5,60.8,39.8,0,,40.0,2,0,0,0.0,0,1,645,7,1,0,0,0,0,0.0,
Shareece Wright,6241,CB,HST,13,3,13.0,62.3,99.5,11.4,7.1,0,0,8,15.1,13,59.0,61.3,86.6,60.0,71.6,54.2,0,34,10.0,3,6,0,117.9,33,393,395,5,24,53,5,413,149,1.1,12.5
Chris Conte,6245,S,TB,3,0,8.2,100.0,98.8,13.5,13.5,0,0,0,0.0,30,57.0,58.0,78.0,60.0,62.8,35.6,0,75,25.0,3,0,1,158.3,6,85,86,4,9,6,1,130,81,1.6,21.7
K.J. Wright,6251,LB,SEA,6,0,1.9,72.2,97.7,12.2,8.8,0,0,2,11.1,29,67.1,71.3,79.1,64.3,71.0,63.5,1,25,8.3,1,1,1,83.8,13,168,172,2,11,18,1,113,82,0.7,8.7
Da'Norris Searcy,6252,S,CAR,2,0,14.0,66.7,100.0,19.0,12.7,0,0,0,0.0,5,60.0,66.5,78.2,,75.0,82.9,0,16,0.0,0,0,0,91.0,2,43,43,0,2,3,0,24,14,0.6,12.0
Sam Acho,6255,ED,CHI,2,0,,,12.5,,,0,0,0,,6,61.8,62.8,75.3,56.1,64.8,,0,,,0,0,0,0.0,0,2,16,0,0,0,0,0,0,0.0,
Davon House,6283,CB,GB,2,0,17.8,75.0,100.0,6.7,5.0,0,0,0,0.0,12,28.9,28.8,74.8,,51.1,26.3,0,75,,0,0,1,156.3,3,21,21,0,0,4,1,88,20,4.4,29.3
Buster Skrine,6289,CB,NYJ,14,0,8.7,75.0,94.3,7.2,5.4,0,1,7,9.7,22,50.8,57.3,29.4,78.8,80.7,61.9,0,34,15.9,7,4,6,124.2,54,415,440,11,37,72,5,630,314,1.6,11.7
Richard Sherman,6306,CB,SF,14,1,13.3,62.5,99.6,20.2,12.6,2,0,3,7.5,28,68.1,68.9,63.8,69.9,68.9,64.9,0,42,6.9,2,3,5,100.5,25,532,534,7,26,40,1,365,117,0.7,14.6
Pernell McPhee,6317,ED,WAS,13,1,4.0,100.0,10.0,6.5,6.5,0,0,0,0.0,32,61.9,69.1,25.1,73.5,62.8,53.5,0,32,40.0,2,0,2,118.8,2,13,130,1,2,2,0,36,28,2.8,18.0
Colin Jones,6342,S,CAR,7,2,14.2,100.0,98.4,11.8,11.8,0,0,0,0.0,5,56.8,58.8,79.7,59.2,64.8,64.1,1,27,10.0,1,0,0,118.8,5,63,64,0,7,5,2,68,8,1.2,13.6
